group,n,mean,sd,median,q25,q75,p95,max,pct_gt_5mm,pct_gt_10mm,pct_gt_20mm
P4,2980,9.959699250607356,7.038126718548111,9.250479881342546,6.47171092891446,12.629395902275599,18.00368259018969,161.16238043249214,85.13422818791946,42.919463087248324,2.4161073825503356
P6,168,15.12923184257034,19.312563661872975,9.89690821025603,6.0064773335945745,17.0325671184771,46.07108183979734,157.27448115957145,82.73809523809523,48.214285714285715,15.476190476190476
P3,2516,11.223605557695025,6.917926551065969,10.018430320991557,6.615617979034496,14.57501971105566,22.023991698870418,101.43971172283253,84.8966613672496,50.11923688394276,8.068362480127186
P2,1784,11.782561710950668,6.845471892172276,10.417324999274687,6.835138290205162,15.61156627120658,23.92188887715643,51.78204848773638,85.03363228699553,52.85874439461884,11.715246636771301
P5,32,9.605916806275395,4.962716574891143,10.742485046649337,5.096118753929144,13.664933251859939,15.907283612136112,16.586366953825845,75.0,50.0,0.0
P8,1080,12.074887093308273,7.63710262519984,10.84315900971669,6.961731831484868,15.632771025536663,24.551871841365376,93.8018910713128,86.66666666666667,55.092592592592595,11.018518518518519
P1,2380,11.808999225933396,6.730262792749165,10.84744872556884,7.157308359333979,15.347991964916762,22.58624841565866,118.97381648929901,88.02521008403362,55.12605042016807,9.369747899159664
