subject,session,run,electrode,condition,X,Y,Z,X_ref,Y_ref,Z_ref,stim,dX,dY,dZ,deviation_mm,exp,project,network,star_min_angle,star_radius_cv,spoke_min_mm,spoke_max_mm,star_hub_agrees,note,baseline_residual_mm,baseline_condition_used
sub-1169,ses-2,run-02,anode,target,75.34928561,-48.41686029,-5.05014682,74.46196231290206,-44.13173070801647,-1.1944434778910311,active,0.8873232970979359,-4.285129581983533,-3.855703342108969,5.83233456090384,P1,P1,a_baseline,113.11,0.0661,41.17,48.15,True,,,target
sub-1169,ses-3,run-01,anode,target,76.2767999,-45.78144791,-10.67235748,74.46196231290206,-44.13173070801647,-1.1944434778910311,active,1.8148375870979407,-1.6497172019835276,-9.47791400210897,9.79009990477304,P1,P1,a_baseline,113.69,0.0421,41.51,45.71,True,,,target
sub-1169,ses-3,run-02,anode,target,76.93320262,-46.69602119,-9.95453462,74.46196231290206,-44.13173070801647,-1.1944434778910311,active,2.4712403070979434,-2.5642904819835337,-8.760091142108969,9.456310652123951,P1,P1,a_baseline,114.02,0.0389,41.95,45.62,True,,,target
sub-1169,ses-4,run-01,anode,target,77.97743007,-36.90294499,5.48818484,74.46196231290206,-44.13173070801647,-1.1944434778910311,active,3.5154677570979374,7.228785718016468,6.682628317891031,10.453295066306756,P1,P1,a_baseline,115.2,0.0391,43.41,47.11,True,,,target
sub-1169,ses-4,run-02,anode,target,78.27085302,-37.33819614,6.93236337,74.46196231290206,-44.13173070801647,-1.1944434778910311,active,3.8088907070979445,6.793534568016469,8.12680684789103,11.25632044179537,P1,P1,a_baseline,116.5,0.0316,43.69,46.73,True,,,target
sub-1171,ses-1,run-01,anode,control,-41.3428299,-39.67301322,58.00525166,-35.210069945698564,-52.46710011915207,60.77835856465887,active,-6.132759954301434,12.79408689915207,-2.7731069046588743,14.456470044405885,P1,P1,a_baseline,108.82,0.023,57.56,60.72,True,different_montage?+high_residual,52.44,control
sub-1171,ses-1,run-02,anode,control,-41.43803418,-41.35669762,58.71420308,-35.210069945698564,-52.46710011915207,60.77835856465887,active,-6.227964234301439,11.110402499152073,-2.064155484658876,12.903074054726256,P1,P1,a_baseline,107.89,0.0076,57.48,58.48,True,different_montage?+high_residual,51.98,control
sub-1171,ses-2,run-01,anode,control,-43.47210946,-55.53181252,50.92713194,-35.210069945698564,-52.46710011915207,60.77835856465887,active,-8.262039514301435,-3.064712400847931,-9.851226624658871,13.21742883643325,P1,P1,a_baseline,103.12,0.0569,52.52,60.04,True,different_montage?+high_residual,53.23,control
sub-1171,ses-2,run-02,anode,control,-44.26674703,-56.61573736,51.51320595,-35.210069945698564,-52.46710011915207,60.77835856465887,active,-9.056677084301434,-4.1486372408479255,-9.265152614658874,13.604324449908608,P1,P1,a_baseline,102.03,0.0492,53.57,60.1,True,different_montage?+high_residual,53.87,control
sub-1171,ses-3,run-01,anode,control,-40.06821619,-60.22083112,53.63394269,-35.210069945698564,-52.46710011915207,60.77835856465887,active,-4.858146244301437,-7.753731000847928,-7.1444158746588755,11.608815941111656,P1,P1,a_baseline,109.03,0.0214,56.71,59.77,True,different_montage?+high_residual,49.07,control
sub-1171,ses-3,run-02,anode,control,-40.76108283,-61.1142001,54.18389112,-35.210069945698564,-52.46710011915207,60.77835856465887,active,-5.551012884301436,-8.647099980847926,-6.594467444658875,12.20954884502808,P1,P1,a_baseline,109.13,0.0094,58.05,59.35,True,different_montage?+high_residual,49.4,control
sub-1171,ses-4,run-01,anode,control,-36.88695955,-41.62543696,61.3457012,-35.210069945698564,-52.46710011915207,60.77835856465887,active,-1.6768896043014365,10.84166315915207,0.5673426353411273,10.985239936724426,P1,P1,a_baseline,109.9,0.029,55.92,60.03,True,different_montage?+high_residual,50.59,control
sub-1171,ses-4,run-02,anode,control,-37.38879221,-42.40727383,62.6571255,-35.210069945698564,-52.46710011915207,60.77835856465887,active,-2.1787222643014346,10.05982628915207,1.878766935341126,10.463111433517707,P1,P1,a_baseline,108.0,0.0274,55.68,59.55,True,different_montage?+high_residual,50.29,control
sub-1173,ses-1,run-01,anode,target,80.52056892,-44.14309558,-26.32847804,78.46932374052447,-47.9638517619192,-23.299962458094868,active,2.0512451794755293,3.820756181919201,-3.0285155819051326,5.289394220308935,P1,P1,a_baseline,111.12,0.0089,43.79,44.71,True,,,target
sub-1173,ses-1,run-02,anode,target,80.69974627,-44.43638843,-26.70102809,78.46932374052447,-47.9638517619192,-23.299962458094868,active,2.2304225294755327,3.5274633319192006,-3.4010656319051336,5.38377466565539,P1,P1,a_baseline,111.9,0.0097,43.67,44.66,True,,,target
sub-1173,ses-2,run-01,anode,target,77.23670215,-52.13165441,-33.13280144,78.46932374052447,-47.9638517619192,-23.299962458094868,active,-1.2326215905244737,-4.1678026480808015,-9.832838981905134,10.750565442935995,P1,P1,a_baseline,116.75,0.039,41.21,45.02,True,,,target
sub-1173,ses-2,run-02,anode,target,77.7192021,-52.62839457,-33.10335717,78.46932374052447,-47.9638517619192,-23.299962458094868,active,-0.7501216405244691,-4.664542808080796,-9.803394711905135,10.882425738842006,P1,P1,a_baseline,116.68,0.0407,41.32,45.5,True,,,target
sub-1173,ses-3,run-01,anode,target,80.90749858,-44.31149784,-22.22316854,78.46932374052447,-47.9638517619192,-23.299962458094868,active,2.438174839475522,3.6523539219192003,1.076793918094868,4.5214898939239205,P1,P1,a_baseline,112.5,0.0174,40.87,42.6,True,,,target
sub-1173,ses-3,run-02,anode,target,81.70165646,-44.32542223,-22.27008572,78.46932374052447,-47.9638517619192,-23.299962458094868,active,3.2323327194755223,3.6384295319192006,1.0298767380948668,4.974614594499027,P1,P1,a_baseline,110.78,0.0382,40.42,44.33,True,,,target
sub-1173,ses-4,run-01,anode,target,79.82140033,-45.86099017,-27.34877982,78.46932374052447,-47.9638517619192,-23.299962458094868,active,1.35207658947553,2.1028615919192006,-4.048817361905133,4.758472444875685,P1,P1,a_baseline,116.63,0.0452,41.99,46.42,True,,,target
sub-1173,ses-4,run-02,anode,target,79.81797366,-46.6359489,-27.53600497,78.46932374052447,-47.9638517619192,-23.299962458094868,active,1.348649919475534,1.327902861919199,-4.236042511905133,4.6396377852869195,P1,P1,a_baseline,117.24,0.0482,41.54,46.63,True,,,target
sub-1174,ses-1,run-01,anode,target,76.4389766,-48.16721029,-5.0457484,74.4488069519482,-54.362045820729634,-10.228541310355984,active,1.990169648051804,6.194835530729634,5.182792910355984,8.318539825741848,P1,P1,a_baseline,111.68,0.0205,42.96,45.17,True,,,target
sub-1174,ses-1,run-02,anode,target,76.27126063,-48.60848501,-4.99460238,74.4488069519482,-54.362045820729634,-10.228541310355984,active,1.8224536780518008,5.753560810729631,5.2339389303559845,7.9886742415812835,P1,P1,a_baseline,111.3,0.0123,44.09,45.3,True,,,target
sub-1174,ses-2,run-01,anode,target,75.6405555,-47.92965982,-20.38048677,74.4488069519482,-54.362045820729634,-10.228541310355984,active,1.1917485480518053,6.432386000729636,-10.151945459644017,12.077162368692116,P1,P1,a_baseline,112.31,0.0346,41.97,45.47,True,,,target
