subject,session,run,electrode,condition,X,Y,Z,coordinates_xyz,euclidean_norm
sub-2000,ses-3,run-01,cathode3,target,18.0076236,-63.89479032,77.77055387,"[18.008, -63.895, 77.771]",102.25007475304169
sub-2000,ses-3,run-02,anode,target,-34.58570501,-68.02941834,56.69565807,"[-34.586, -68.029, 56.696]",95.07139630145244
sub-2000,ses-3,run-02,cathode1,target,-58.32003622,-24.76951679,76.57953308,"[-58.320, -24.770, 76.580]",99.39406659083338
sub-2000,ses-3,run-02,cathode2,target,-27.0585422,-84.16871962,0.52861536,"[-27.059, -84.169, 0.529]",88.41276775815913
sub-2000,ses-3,run-02,cathode3,target,18.29771114,-62.56040049,79.66513631,"[18.298, -62.560, 79.665]",102.93271533250714
sub-2000,ses-4,run-01,anode,target,-22.53485782,-79.19015745,57.97000131,"[-22.535, -79.190, 57.970]",100.69469651279955
sub-2000,ses-4,run-01,cathode1,target,-41.44989131,-33.5841368,94.62368222,"[-41.450, -33.584, 94.624]",108.626097099562
sub-2000,ses-4,run-01,cathode2,target,-33.24221463,-89.03829911,14.54982399,"[-33.242, -89.038, 14.550]",96.14863972022066
sub-2000,ses-4,run-01,cathode3,target,35.57048162,-75.37121394,55.76439771,"[35.570, -75.371, 55.764]",100.2783481387037
sub-2000,ses-4,run-02,anode,target,-23.31316644,-81.03480607,58.04665701,"[-23.313, -81.035, 58.047]",102.36971189906824
sub-2000,ses-4,run-02,cathode1,target,-41.99061158,-36.0526715,96.03771894,"[-41.991, -36.053, 96.038]",110.84335813366437
sub-2000,ses-4,run-02,cathode2,target,-33.29556506,-89.58732366,13.55968982,"[-33.296, -89.587, 13.560]",96.53159276237443
sub-2000,ses-4,run-02,cathode3,target,36.71626717,-76.39831136,58.10631286,"[36.716, -76.398, 58.106]",102.76735789024902
sub-2000,ses-baseline,run-baseline,anode,control,4.6837424807114525,6.226611085050546,108.18568643311036,"[4.684, 6.227, 108.186]",108.46589730525154
sub-2000,ses-baseline,run-baseline,anode,target,-26.060793636342506,-71.03222071861366,69.508002291268,"[-26.061, -71.032, 69.508]",102.74290110609489
sub-2000,ses-baseline,run-baseline,cathode1,control,-30.695113720902793,-10.244966698162687,101.06659763251898,"[-30.695, -10.245, 101.067]",106.1207166673836
sub-2000,ses-baseline,run-baseline,cathode1,target,-69.20299443418016,-33.749432068682935,59.979575633413255,"[-69.203, -33.749, 59.980]",97.59932426395254
sub-2000,ses-baseline,run-baseline,cathode2,control,35.88386721665896,-17.397226292384666,101.57683249091083,"[35.884, -17.397, 101.577]",109.12455410208011
sub-2000,ses-baseline,run-baseline,cathode2,target,-6.717533121046502,-92.56212524844955,18.105381720255938,"[-6.718, -92.562, 18.105]",94.55515389960611
sub-2000,ses-baseline,run-baseline,cathode3,control,8.842334190554372,44.773705475012356,98.3841664359887,"[8.842, 44.774, 98.384]",108.45421052778414
sub-2000,ses-baseline,run-baseline,cathode3,target,16.804065167268693,-45.55080581248023,100.05535846512826,"[16.804, -45.551, 100.055]",111.21298158891977
sub-2001,ses-2,run-01,anode,target,-34.72098756,-62.4901341,60.48024618,"[-34.721, -62.490, 60.480]",93.63986338611917
sub-2001,ses-2,run-01,cathode1,target,-74.315644,-21.55098688,25.38500292,"[-74.316, -21.551, 25.385]",81.43499463919106
sub-2001,ses-2,run-01,cathode2,target,-1.24968777,-87.80085876,14.2354152,"[-1.250, -87.801, 14.235]",88.95616653404275
sub-2001,ses-2,run-01,cathode3,target,-3.02814149,-35.30181331,92.18095322,"[-3.028, -35.302, 92.181]",98.7558393230769
sub-2001,ses-2,run-02,anode,target,-34.73115714,-62.94322653,60.6937273,"[-34.731, -62.943, 60.694]",94.08417282336617
sub-2001,ses-2,run-02,cathode1,target,-74.49152296,-22.23305186,25.55165515,"[-74.492, -22.233, 25.552]",81.83020633491142
sub-2001,ses-2,run-02,cathode2,target,-1.32443962,-88.48018156,15.14552322,"[-1.324, -88.480, 15.146]",89.77685415966161
sub-2001,ses-2,run-02,cathode3,target,-2.35946211,-38.09871198,91.29239525,"[-2.359, -38.099, 91.292]",98.95140396409614
sub-2001,ses-3,run-01,anode,target,-17.48532997,-74.43896987,53.65901744,"[-17.485, -74.439, 53.659]",93.41406292466232
sub-2001,ses-3,run-01,cathode1,target,-30.39319125,-42.41222939,82.92064016,"[-30.393, -42.412, 82.921]",97.97130110768796
sub-2001,ses-3,run-01,cathode2,target,-40.06250936,-76.80815335,7.66418974,"[-40.063, -76.808, 7.664]",86.96687232290192
sub-2001,ses-3,run-01,cathode3,target,35.71928533,-71.94731399,47.63291057,"[35.719, -71.947, 47.633]",93.38724486904633
sub-2001,ses-3,run-02,anode,target,-20.6959655,-84.40341682,39.60632752,"[-20.696, -84.403, 39.606]",95.50351270235748
sub-2001,ses-3,run-02,cathode1,target,-43.010097,-77.2337606,-5.74696944,"[-43.010, -77.234, -5.747]",88.58865547073064
sub-2001,ses-3,run-02,cathode2,target,-32.45145586,-54.77841131,75.65503429,"[-32.451, -54.778, 75.655]",98.88101711907164
sub-2001,ses-3,run-02,cathode3,target,32.30095306,-82.2795545,35.56071642,"[32.301, -82.280, 35.561]",95.27770573227743
sub-2001,ses-4,run-01,anode,target,-26.35689647,-65.16057423,62.70623416,"[-26.357, -65.161, 62.706]",94.19478875204503
sub-2001,ses-4,run-01,cathode1,target,-66.64848488,-44.28215283,24.44430367,"[-66.648, -44.282, 24.444]",83.66871325633161
sub-2001,ses-4,run-01,cathode2,target,1.92684895,-87.64026484,17.47056483,"[1.927, -87.640, 17.471]",89.38539815641417
sub-2001,ses-4,run-01,cathode3,target,-2.53040779,-30.5075274,92.92499819,"[-2.530, -30.508, 92.925]",97.837454383569
sub-2001,ses-4,run-02,anode,target,-27.44504335,-67.67955177,62.8107409,"[-27.445, -67.680, 62.811]",96.32726148229493
sub-2001,ses-4,run-02,cathode1,target,-67.26823266,-45.44578229,25.66584384,"[-67.268, -45.446, 25.666]",85.14146929181592
sub-2001,ses-4,run-02,cathode2,target,0.1094549,-89.14202014,18.90607571,"[0.109, -89.142, 18.906]",91.12492213312201
sub-2001,ses-4,run-02,cathode3,target,-3.27039318,-34.5667766,93.5767557,"[-3.270, -34.567, 93.577]",99.81065435815748
sub-2001,ses-baseline,run-baseline,anode,control,4.0942355727078965,2.1105832633498873,95.30648723818757,"[4.094, 2.111, 95.306]",95.41773334301737
sub-2001,ses-baseline,run-baseline,anode,target,-23.186129964012803,-57.30540933843634,71.96328004378493,"[-23.186, -57.305, 71.963]",94.86949054787874
sub-2001,ses-baseline,run-baseline,cathode1,control,-32.66809299268284,-12.199068502846709,91.88986879865426,"[-32.668, -12.199, 91.890]",98.28412669373226
sub-2001,ses-baseline,run-baseline,cathode1,target,-67.11868200582488,-21.004051943959645,61.42836131540181,"[-67.119, -21.004, 61.428]",93.37843030464343
sub-2001,ses-baseline,run-baseline,cathode2,control,34.032439391942226,-23.128796370616158,89.22092383240339,"[34.032, -23.129, 89.221]",98.2523353515181
sub-2001,ses-baseline,run-baseline,cathode2,target,-8.799306421357649,-86.19231134665682,23.035810248201226,"[-8.799, -86.192, 23.036]",89.65038138550837
sub-2001,ses-baseline,run-baseline,cathode3,control,9.865897889454821,40.07866125734032,85.25243370922315,"[9.866, 40.079, 85.252]",94.71859628758901
sub-2001,ses-baseline,run-baseline,cathode3,target,23.70094673572279,-27.11067384632097,91.8687803303097,"[23.701, -27.111, 91.869]",98.67419273523275
sub-2002,ses-1,run-01,anode,target,-23.33789498,-63.99339781,51.9787784,"[-23.338, -63.993, 51.979]",85.68317051395057
sub-2002,ses-1,run-01,cathode1,target,-56.09174062,-55.96036447,14.83921965,"[-56.092, -55.960, 14.839]",80.61047200716258
sub-2002,ses-1,run-01,cathode2,target,16.63709877,-81.81801241,18.14598054,"[16.637, -81.818, 18.146]",85.44154036511577
sub-2002,ses-1,run-01,cathode3,target,-2.50837042,-32.22709795,83.65415797,"[-2.508, -32.227, 83.654]",89.68219394123084
sub-2002,ses-1,run-02,anode,target,-23.41168457,-65.22808332,52.91334167,"[-23.412, -65.228, 52.913]",87.19307056579781
sub-2002,ses-1,run-02,cathode1,target,-56.07267631,-56.87558903,15.51496537,"[-56.073, -56.876, 15.515]",81.36148847278908
sub-2002,ses-1,run-02,cathode2,target,17.28055329,-82.5414531,19.1682725,"[17.281, -82.541, 19.168]",86.48197310712959
sub-2002,ses-1,run-02,cathode3,target,-8.82370179,-30.76148377,84.83730309,"[-8.824, -30.761, 84.837]",90.6724577399077
sub-2002,ses-2,run-01,anode,target,-27.19499506,-74.00083469,32.00230005,"[-27.195, -74.001, 32.002]",85.0872405218336
sub-2002,ses-2,run-01,cathode1,target,-58.61295008,-45.62808496,40.9472993,"[-58.613, -45.628, 40.947]",84.81793073496506
sub-2002,ses-2,run-01,cathode2,target,-29.29059489,-69.21351742,-44.54440575,"[-29.291, -69.214, -44.544]",87.3650618169493
sub-2002,ses-2,run-01,cathode3,target,28.20395888,-63.61975608,56.29225389,"[28.204, -63.620, 56.292]",89.50840467911183
sub-2002,ses-2,run-02,anode,target,-27.64889052,-75.18269715,32.50811231,"[-27.649, -75.183, 32.508]",86.4504277820251
sub-2002,ses-2,run-02,cathode1,target,-59.21119619,-46.21838416,41.148697,"[-59.211, -46.218, 41.149]",85.64648301833427
sub-2002,ses-2,run-02,cathode2,target,-29.36493681,-69.4152189,-44.53441305,"[-29.365, -69.415, -44.534]",87.54476611710274
sub-2002,ses-2,run-02,cathode3,target,28.28391491,-66.83773245,54.72806418,"[28.284, -66.838, 54.728]",90.89787308063981
sub-2002,ses-3,run-01,anode,target,-31.15709509,-75.44951102,16.44517383,"[-31.157, -75.450, 16.445]",83.26966452378274
sub-2002,ses-3,run-01,cathode1,target,-72.98417661,-21.22432841,11.67464752,"[-72.984, -21.224, 11.675]",76.89902175328011
sub-2002,ses-3,run-01,cathode2,target,-37.65033406,-65.32788278,-44.42587884,"[-37.650, -65.328, -44.426]",87.51536227459368
sub-2002,ses-3,run-01,cathode3,target,21.52157566,-73.21208894,39.40445869,"[21.522, -73.212, 39.404]",85.88305741238776
sub-2002,ses-baseline,run-baseline,anode,control,6.85249809037083,7.422225838895795,90.29134705771249,"[6.852, 7.422, 90.291]",90.85468353353279
sub-2002,ses-baseline,run-baseline,anode,target,-25.752130469772002,-58.87788654458527,59.058930759787266,"[-25.752, -58.878, 59.059]",87.2796370878028
sub-2002,ses-baseline,run-baseline,cathode1,control,-28.51257603478017,-9.370553861230837,83.68011743219719,"[-28.513, -9.371, 83.680]",88.89958563048346
sub-2002,ses-baseline,run-baseline,cathode1,target,-66.55751855736067,-18.069384773882742,50.29363497477615,"[-66.558, -18.069, 50.294]",85.35722383955597
sub-2002,ses-baseline,run-baseline,cathode2,control,38.4457188565081,-15.568586949772667,83.42593948149536,"[38.446, -15.569, 83.426]",93.16835072263768
sub-2002,ses-baseline,run-baseline,cathode2,target,-10.968889169164543,-83.4465831320311,7.132625519144224,"[-10.969, -83.447, 7.133]",84.46610629603296
sub-2002,ses-baseline,run-baseline,cathode3,control,10.337376633317337,45.88758872383319,80.33749865553791,"[10.337, 45.888, 80.337]",93.09482179356311
sub-2002,ses-baseline,run-baseline,cathode3,target,22.44107241505265,-34.03822780981019,83.71704502260674,"[22.441, -34.038, 83.717]",93.11684225148174
sub-2003,ses-1,run-01,anode,target,-5.93377899,-62.76174651,68.31184281,"[-5.934, -62.762, 68.312]",92.95565838713537
sub-2003,ses-1,run-01,cathode1,target,-29.81684918,-16.02860117,86.56597984,"[-29.817, -16.029, 86.566]",92.94960686387586
sub-2003,ses-1,run-01,cathode2,target,-44.68716066,-70.47128196,16.03689018,"[-44.687, -70.471, 16.037]",84.97249999608023
sub-2003,ses-1,run-01,cathode3,target,43.66162975,-66.21829521,40.57461369,"[43.662, -66.218, 40.575]",89.09264733432008
sub-2003,ses-1,run-02,anode,target,-6.77565046,-64.9709985,67.57671237,"[-6.776, -64.971, 67.577]",93.98804253723348
sub-2003,ses-1,run-02,cathode1,target,-27.46106421,-15.35969579,87.23804998,"[-27.461, -15.360, 87.238]",92.7389220695392
sub-2003,ses-1,run-02,cathode2,target,-46.72199856,-71.21210111,16.67625841,"[-46.722, -71.212, 16.676]",86.78828312911024
sub-2003,ses-1,run-02,cathode3,target,43.09218457,-68.53681924,39.86080121,"[43.092, -68.537, 39.861]",90.23921229517974
sub-2003,ses-2,run-01,anode,target,-25.33546678,-78.23349245,29.4703804,"[-25.335, -78.233, 29.470]",87.35484267517968
sub-2003,ses-2,run-01,cathode1,target,-65.56781011,-42.54828492,28.21453095,"[-65.568, -42.548, 28.215]",83.09966323026241
sub-2003,ses-2,run-01,cathode2,target,-23.90475595,-76.38758706,-29.08945753,"[-23.905, -76.388, -29.089]",85.16276976042884
sub-2003,ses-2,run-01,cathode3,target,18.30184951,-71.27972848,51.47740999,"[18.302, -71.280, 51.477]",89.80913721302394
sub-2003,ses-2,run-02,anode,target,-26.34197687,-80.57849781,29.85516244,"[-26.342, -80.578, 29.855]",89.87838883210233
sub-2003,ses-2,run-02,cathode1,target,-65.46500146,-44.84817614,29.0187945,"[-65.465, -44.848, 29.019]",84.49328821554703
sub-2003,ses-2,run-02,cathode2,target,-23.23765954,-78.47667417,-29.85691293,"[-23.238, -78.477, -29.857]",87.1206775650356
sub-2003,ses-2,run-02,cathode3,target,18.02243583,-73.33994064,52.85083228,"[18.022, -73.340, 52.851]",92.17790168480664
sub-2003,ses-3,run-01,anode,target,-31.93451053,-71.7270347,41.06453999,"[-31.935, -71.727, 41.065]",88.60517430847926
sub-2003,ses-3,run-01,cathode1,target,-69.67286539,-30.75770553,30.43369136,"[-69.673, -30.758, 30.434]",82.01557285612891
sub-2003,ses-3,run-01,cathode2,target,-25.46709892,-80.00154202,-10.40949319,"[-25.467, -80.002, -10.409]",84.6001028453958
sub-2003,ses-3,run-01,cathode3,target,12.78092965,-62.13427175,66.74104273,"[12.781, -62.134, 66.741]",92.07815524492649
sub-2003,ses-3,run-02,anode,target,-31.05874253,-73.78751316,41.46129966,"[-31.059, -73.788, 41.461]",90.15698506149327
sub-2003,ses-3,run-02,cathode1,target,-68.50139212,-35.0555805,31.62212648,"[-68.501, -35.056, 31.622]",83.19431068100208
sub-2003,ses-3,run-02,cathode2,target,-24.61874449,-81.83687931,-10.41457416,"[-24.619, -81.837, -10.415]",86.09193197040912
sub-2003,ses-3,run-02,cathode3,target,13.12734887,-64.18730556,67.90865022,"[13.127, -64.187, 67.909]",94.36059695715052
sub-2003,ses-4,run-01,anode,target,-18.30356739,-66.78278047,59.77771593,"[-18.304, -66.783, 59.778]",91.47860770864553
sub-2003,ses-4,run-01,cathode1,target,-61.73375885,-27.16895499,57.13620021,"[-61.734, -27.169, 57.136]",88.39544372554393
sub-2003,ses-4,run-01,cathode2,target,-14.89963769,-84.44857749,8.41252937,"[-14.900, -84.449, 8.413]",86.1645640259319
sub-2003,ses-4,run-01,cathode3,target,34.98294885,-45.75418099,75.6618483,"[34.983, -45.754, 75.662]",95.08925847055285
sub-2003,ses-4,run-02,anode,target,-17.14649227,-70.64613077,61.82946587,"[-17.146, -70.646, 61.829]",95.43458932539399
sub-2003,ses-4,run-02,cathode1,target,-60.4086741,-31.73763585,58.29915837,"[-60.409, -31.738, 58.299]",89.75119666342927
sub-2003,ses-4,run-02,cathode2,target,-14.16062646,-88.87353089,7.8626287,"[-14.161, -88.874, 7.863]",90.33741619434053
sub-2003,ses-4,run-02,cathode3,target,36.99360339,-50.61628561,75.4671718,"[36.994, -50.616, 75.467]",98.11130964481326
sub-2003,ses-baseline,run-baseline,anode,control,1.312097975512222,4.685825008831585,92.50021130677774,"[1.312, 4.686, 92.500]",92.62811478654451
sub-2003,ses-baseline,run-baseline,anode,target,-26.011098552136747,-63.58952140638261,62.565144533108274,"[-26.011, -63.590, 62.565]",92.9225580310319
sub-2003,ses-baseline,run-baseline,cathode1,control,-32.40986363631871,-14.81398023954842,85.67568485758662,"[-32.410, -14.814, 85.676]",92.79103538208312
sub-2003,ses-baseline,run-baseline,cathode1,target,-65.75371121271004,-22.967148185542637,52.13306014015605,"[-65.754, -22.967, 52.133]",86.99940455887196
sub-2003,ses-baseline,run-baseline,cathode2,control,34.5707016274322,-15.871162215672435,86.01046848954383,"[34.571, -15.871, 86.010]",94.04694514379477
sub-2003,ses-baseline,run-baseline,cathode2,target,-9.10359672096928,-85.77413627699686,9.972913314876921,"[-9.104, -85.774, 9.973]",86.83050689307831
sub-2003,ses-baseline,run-baseline,cathode3,control,1.8847162226393666,43.70122461907479,84.07515437972528,"[1.885, 43.701, 84.075]",94.77331255380571
sub-2003,ses-baseline,run-baseline,cathode3,target,20.21994175583217,-36.28935699683153,86.56671851507284,"[20.220, -36.289, 86.567]",96.01854107577653
sub-2004,ses-1,run-01,anode,target,-7.1779586,-61.72401603,66.23208994,"[-7.178, -61.724, 66.232]",90.8188690876255
sub-2004,ses-1,run-01,cathode1,target,-32.5734007,-18.53153485,82.46122049,"[-32.573, -18.532, 82.461]",90.57757504901487
sub-2004,ses-1,run-01,cathode2,target,-37.36789867,-75.10815352,8.29500725,"[-37.368, -75.108, 8.295]",84.29947640094112
sub-2004,ses-1,run-01,cathode3,target,45.01779129,-54.23626871,49.78388586,"[45.018, -54.236, 49.784]",86.29374060460488
sub-2004,ses-1,run-02,anode,target,-8.12524724,-62.3157586,67.95430187,"[-8.125, -62.316, 67.954]",92.55841698756352
sub-2004,ses-1,run-02,cathode1,target,-32.71960992,-19.32031377,84.17275648,"[-32.720, -19.320, 84.173]",92.35204562395788
sub-2004,ses-1,run-02,cathode2,target,-37.75408387,-75.78705834,9.08712143,"[-37.754, -75.787, 9.087]",85.15647266401494
sub-2004,ses-1,run-02,cathode3,target,45.98708867,-55.46181241,50.12982009,"[45.987, -55.462, 50.130]",87.77142941983023
sub-2004,ses-2,run-01,anode,target,-16.21693167,-65.24667979,60.16910142,"[-16.217, -65.247, 60.169]",90.22438064125731
sub-2004,ses-2,run-01,cathode1,target,-58.75054456,-53.59714223,25.47459838,"[-58.751, -53.597, 25.475]",83.50589981517291
sub-2004,ses-2,run-01,cathode2,target,29.87224133,-75.0238415,34.90234139,"[29.872, -75.024, 34.902]",87.97216053956495
sub-2004,ses-2,run-01,cathode3,target,0.42317336,-34.59823104,84.89910738,"[0.423, -34.598, 84.899]",91.67919666265955
sub-2004,ses-2,run-02,anode,target,-18.42964435,-70.65373167,56.15850174,"[-18.430, -70.654, 56.159]",92.11611643705693
sub-2004,ses-2,run-02,cathode1,target,-60.16709212,-57.74726634,19.29317814,"[-60.167, -57.747, 19.293]",85.5982036415557
sub-2004,ses-2,run-02,cathode2,target,28.3032516,-80.81084712,30.15743928,"[28.303, -80.811, 30.157]",90.77961339040722
sub-2004,ses-2,run-02,cathode3,target,-1.95099277,-38.93091727,83.08331141,"[-1.951, -38.931, 83.083]",91.7728681426227
sub-2004,ses-baseline,run-baseline,anode,control,-4.3965737684812085,0.8976699120299843,89.61392578772653,"[-4.397, 0.898, 89.614]",89.72620223357734
sub-2004,ses-baseline,run-baseline,anode,target,-24.887123084381457,-64.19712518203808,57.33131160401168,"[-24.887, -64.197, 57.331]",89.59642329519468
sub-2004,ses-baseline,run-baseline,cathode1,control,-36.10437376934955,-20.304904823644794,79.10186167602673,"[-36.104, -20.305, 79.102]",89.29120609437099
sub-2004,ses-baseline,run-baseline,cathode1,target,-67.42003386095685,-25.737516770687492,46.29321329715269,"[-67.420, -25.738, 46.293]",85.73763661723865
sub-2004,ses-baseline,run-baseline,cathode2,control,30.146586835504273,-16.629441968820725,80.9873177055693,"[30.147, -16.629, 80.987]",88.00170831959908
sub-2004,ses-baseline,run-baseline,cathode2,target,-6.968465020699652,-87.46140150779331,6.410060476669304,"[-6.968, -87.461, 6.410]",87.9724112080981
sub-2004,ses-baseline,run-baseline,cathode3,control,-6.496256847754165,40.0645101424343,82.22817892072335,"[-6.496, 40.065, 82.228]",91.69972592436525
sub-2004,ses-baseline,run-baseline,cathode3,target,19.992768421499118,-34.742228859846826,81.59408165232463,"[19.993, -34.742, 81.594]",90.90834623945089
sub-2005,ses-1,run-01,anode,target,-21.65883218,-72.08407818,39.02515708,"[-21.659, -72.084, 39.025]",84.7831482287632
sub-2005,ses-1,run-01,cathode1,target,-64.47505248,-35.24717351,30.56879484,"[-64.475, -35.247, 30.569]",79.58546884144624
sub-2005,ses-1,run-01,cathode2,target,0.28414012,-87.85853244,-9.96456717,"[0.284, -87.859, -9.965]",88.42225430853802
sub-2005,ses-1,run-01,cathode3,target,1.55205127,-50.48588246,73.81830806,"[1.552, -50.486, 73.818]",89.4448198374322
sub-2005,ses-1,run-02,anode,target,-21.32922289,-73.9072661,38.89916121,"[-21.329, -73.907, 38.899]",86.19956191483271
sub-2005,ses-1,run-02,cathode1,target,-64.69436398,-36.89119568,31.41780478,"[-64.694, -36.891, 31.418]",80.82944702687854
sub-2005,ses-1,run-02,cathode2,target,0.27747543,-88.26395003,-11.09501049,"[0.277, -88.264, -11.095]",88.95898563543652
sub-2005,ses-1,run-02,cathode3,target,1.13419212,-51.27163116,74.36744501,"[1.134, -51.272, 74.367]",90.3359476116099
sub-2005,ses-2,run-01,anode,target,-41.38723514,-63.90681839,31.25466903,"[-41.387, -63.907, 31.255]",82.30333532391585
sub-2005,ses-2,run-01,cathode1,target,-71.39212665,-22.47238929,22.72064167,"[-71.392, -22.472, 22.721]",78.21810267391741
sub-2005,ses-2,run-01,cathode2,target,-17.90297517,-83.60092216,-22.24540979,"[-17.903, -83.601, -22.245]",88.34301875454021
sub-2005,ses-2,run-01,cathode3,target,-1.58799948,-57.85919784,66.73470437,"[-1.588, -57.859, 66.735]",88.33871905562158
sub-2005,ses-2,run-02,anode,target,-41.3672813,-64.56528748,31.23406606,"[-41.367, -64.565, 31.234]",82.79791780092552
sub-2005,ses-2,run-02,cathode1,target,-71.60527896,-22.93966154,23.23852889,"[-71.605, -22.940, 23.239]",78.69925839218905
sub-2005,ses-2,run-02,cathode2,target,-17.32787077,-84.23095594,-22.06403762,"[-17.328, -84.231, -22.064]",88.78023879267738
sub-2005,ses-2,run-02,cathode3,target,-1.65773995,-58.46052763,66.96362497,"[-1.658, -58.461, 66.964]",88.90730263393793
sub-2005,ses-3,run-01,anode,target,-42.02630847,-52.59232314,50.21172879,"[-42.026, -52.592, 50.212]",83.98440786811733
sub-2005,ses-3,run-01,cathode1,target,-61.98495157,-7.77864618,56.44677956,"[-61.985, -7.779, 56.447]",84.1954896667518
sub-2005,ses-3,run-01,cathode2,target,-57.17457181,-53.67642133,-9.46912011,"[-57.175, -53.676, -9.469]",78.99211418939319
sub-2005,ses-3,run-01,cathode3,target,4.00708761,-58.23630124,67.0868565,"[4.007, -58.236, 67.087]",88.92789128435372
sub-2005,ses-3,run-02,anode,target,-41.4407622,-56.29291076,50.18354906,"[-41.441, -56.293, 50.184]",86.05008523997927
sub-2005,ses-3,run-02,cathode1,target,-62.38950457,-11.42085108,57.44893471,"[-62.390, -11.421, 57.449]",85.5760843880779
sub-2005,ses-3,run-02,cathode2,target,-56.99142324,-55.0597998,-9.3141016,"[-56.991, -55.060, -9.314]",79.78945021462432
sub-2005,ses-3,run-02,cathode3,target,4.30402202,-61.66543975,66.50361779,"[4.304, -61.665, 66.504]",90.79582724039652
sub-2005,ses-4,run-01,anode,target,-26.61025674,-63.08453299,50.58053205,"[-26.610, -63.085, 50.581]",85.12434604034378
sub-2005,ses-4,run-01,cathode1,target,-24.68771773,-24.96209559,77.65605671,"[-24.688, -24.962, 77.656]",85.22354584683266
sub-2005,ses-4,run-01,cathode2,target,-52.8306045,-58.79880069,-7.80838483,"[-52.831, -58.799, -7.808]",79.4313704280062
sub-2005,ses-4,run-01,cathode3,target,24.96486506,-75.06819967,36.55186792,"[24.965, -75.068, 36.552]",87.14653256211702
sub-2005,ses-4,run-02,anode,target,-26.70948868,-65.90309154,51.5455318,"[-26.709, -65.903, 51.546]",87.82685300420071
sub-2005,ses-4,run-02,cathode1,target,-26.68767007,-27.39755297,79.51130817,"[-26.688, -27.398, 79.511]",88.23211302815908
sub-2005,ses-4,run-02,cathode2,target,-53.14830431,-60.14102076,-6.88796665,"[-53.148, -60.141, -6.888]",80.55512841312233
sub-2005,ses-4,run-02,cathode3,target,27.10385383,-77.6855134,34.80409599,"[27.104, -77.686, 34.804]",89.3363474871271
sub-2005,ses-baseline,run-baseline,anode,control,4.926982547843255,8.969309467605305,87.83001674775399,"[4.927, 8.969, 87.830]",88.42417944919349
sub-2005,ses-baseline,run-baseline,anode,target,-22.25893016566936,-55.447202168411394,61.66744850601159,"[-22.259, -55.447, 61.667]",85.8645817882229
sub-2005,ses-baseline,run-baseline,cathode1,control,-30.083611121003596,-8.182580477817822,80.19662798827095,"[-30.084, -8.183, 80.197]",86.04346240153787
sub-2005,ses-baseline,run-baseline,cathode1,target,-63.395993942843624,-14.25300010686923,53.435572899519464,"[-63.396, -14.253, 53.436]",84.12823848831816
sub-2005,ses-baseline,run-baseline,cathode2,control,37.29998989322734,-12.405590956329414,79.1181625377942,"[37.300, -12.406, 79.118]",88.34518422849911
sub-2005,ses-baseline,run-baseline,cathode2,target,-11.766647925989808,-83.71529593585635,10.949906077341748,"[-11.767, -83.715, 10.950]",85.24438527049634
sub-2005,ses-baseline,run-baseline,cathode3,control,7.336466719443129,48.760716173263155,85.57909417203075,"[7.336, 48.761, 85.579]",98.76847951123037
sub-2005,ses-baseline,run-baseline,cathode3,target,26.86368283996758,-29.909079161920545,79.49086821330074,"[26.864, -29.909, 79.491]",89.07866524227192
sub-2006,ses-2,run-01,anode,target,-27.93762879,-75.36319085,50.5484816,"[-27.938, -75.363, 50.548]",94.94877897880994
sub-2006,ses-2,run-01,cathode1,target,-66.96617281,-30.37675704,47.17618797,"[-66.966, -30.377, 47.176]",87.36594519872573
sub-2006,ses-2,run-01,cathode2,target,0.38534295,-86.12366601,12.85485722,"[0.385, -86.124, 12.855]",87.07859490332702
sub-2006,ses-2,run-01,cathode3,target,9.27001448,-55.25601015,83.01583145,"[9.270, -55.256, 83.016]",100.15382218113855
sub-2006,ses-3,run-01,anode,target,-21.28869059,-51.26796522,85.36891636,"[-21.289, -51.268, 85.369]",101.83056753900844
sub-2006,ses-3,run-01,cathode1,target,-60.94122024,-41.93564959,55.12239463,"[-60.941, -41.936, 55.122]",92.2545902414666
sub-2006,ses-3,run-01,cathode2,target,10.88573559,-77.21100849,52.07868087,"[10.886, -77.211, 52.079]",93.76688153360732
sub-2006,ses-3,run-01,cathode3,target,-3.43296825,-13.69355024,107.78823825,"[-3.433, -13.694, 107.788]",108.7087986053552
sub-2006,ses-3,run-02,anode,target,-21.28366804,-52.09459104,86.5149294,"[-21.284, -52.095, 86.515]",103.20694719808715
sub-2006,ses-3,run-02,cathode1,target,-61.27745921,-42.28278296,55.4928685,"[-61.277, -42.283, 55.493]",92.8559055549725
sub-2006,ses-3,run-02,cathode2,target,11.13744878,-77.61497726,52.75511671,"[11.137, -77.615, 52.755]",94.50518398206081
sub-2006,ses-3,run-02,cathode3,target,-3.21720107,-14.75498489,108.34959418,"[-3.217, -14.755, 108.350]",109.39695846228828
sub-2006,ses-4,run-01,anode,target,-27.3272349,-57.04595299,78.83655998,"[-27.327, -57.046, 78.837]",101.07532690670462
sub-2006,ses-4,run-01,cathode1,target,-68.26162196,-34.13404709,32.54936394,"[-68.262, -34.134, 32.549]",82.97134021004399
sub-2006,ses-4,run-01,cathode2,target,18.67084601,-75.1654602,56.45145997,"[18.671, -75.165, 56.451]",95.83952332180826
sub-2006,ses-4,run-01,cathode3,target,-20.37952737,-22.33354309,103.10847666,"[-20.380, -22.334, 103.108]",107.44984989251138
