subject,session,run,project,extracted_mean_x,condition_in_table,n_candidates,condition_separation_mm,recommended,reason,baseline_side_ok,baseline_mean_x,swap
sub-4215,ses-3,run-02,P4,-62.18,target,2,125.85,target,matches the side of the 'target' montage,,,no
sub-4215,ses-4,run-01,P4,-61.69,target,2,125.85,target,matches the side of the 'target' montage,,,no
sub-4215,ses-4,run-02,P4,-61.7,target,2,125.85,target,matches the side of the 'target' montage,,,no
sub-4216,ses-1,run-01,P4,67.23,control,2,127.06,control,matches the side of the 'control' montage,,,no
sub-4216,ses-1,run-02,P4,67.37,control,2,127.06,control,matches the side of the 'control' montage,,,no
sub-4216,ses-2,run-01,P4,69.08,control,2,127.06,control,matches the side of the 'control' montage,,,no
sub-4216,ses-2,run-02,P4,68.91,control,2,127.06,control,matches the side of the 'control' montage,,,no
sub-4216,ses-3,run-01,P4,68.71,control,2,127.06,control,matches the side of the 'control' montage,,,no
sub-4216,ses-3,run-02,P4,68.82,control,2,127.06,control,matches the side of the 'control' montage,,,no
sub-4216,ses-4,run-01,P4,66.43,control,2,127.06,control,matches the side of the 'control' montage,,,no
sub-4216,ses-4,run-02,P4,66.1,control,2,127.06,control,matches the side of the 'control' montage,,,no
sub-4217,ses-1,run-01,P4,71.61,control,2,132.97,control,matches the side of the 'control' montage,,,no
sub-4217,ses-1,run-02,P4,71.69,control,2,132.97,control,matches the side of the 'control' montage,,,no
sub-4217,ses-2,run-01,P4,72.16,control,2,132.97,control,matches the side of the 'control' montage,,,no
sub-4217,ses-2,run-02,P4,72.2,control,2,132.97,control,matches the side of the 'control' montage,,,no
sub-4217,ses-3,run-01,P4,72.52,control,2,132.97,control,matches the side of the 'control' montage,,,no
sub-4217,ses-4,run-01,P4,72.2,control,2,132.97,control,matches the side of the 'control' montage,,,no
sub-4217,ses-4,run-02,P4,72.36,control,2,132.97,control,matches the side of the 'control' montage,,,no
sub-4218,ses-1,run-01,P4,-63.8,target,2,123.93,target,matches the side of the 'target' montage,,,no
sub-4218,ses-1,run-02,P4,-63.61,target,2,123.93,target,matches the side of the 'target' montage,,,no
sub-4218,ses-2,run-01,P4,-63.94,target,2,123.93,target,matches the side of the 'target' montage,,,no
sub-4218,ses-2,run-02,P4,-63.85,target,2,123.93,target,matches the side of the 'target' montage,,,no
sub-4218,ses-3,run-01,P4,-64.07,target,2,123.93,target,matches the side of the 'target' montage,,,no
sub-4218,ses-3,run-02,P4,-64.07,target,2,123.93,target,matches the side of the 'target' montage,,,no
sub-4218,ses-4,run-01,P4,-65.74,target,2,123.93,target,matches the side of the 'target' montage,,,no
sub-4218,ses-4,run-02,P4,-65.68,target,2,123.93,target,matches the side of the 'target' montage,,,no
sub-4221,ses-1,run-01,P4,62.94,control,2,127.51,control,matches the side of the 'control' montage,,,no
sub-4221,ses-1,run-02,P4,63.15,control,2,127.51,control,matches the side of the 'control' montage,,,no
sub-4221,ses-2,run-01,P4,65.43,control,2,127.51,control,matches the side of the 'control' montage,,,no
sub-4221,ses-2,run-02,P4,65.77,control,2,127.51,control,matches the side of the 'control' montage,,,no
sub-4222,ses-1,run-01,P4,-62.95,target,2,127.02,target,matches the side of the 'target' montage,,,no
sub-4222,ses-1,run-02,P4,-62.35,target,2,127.02,target,matches the side of the 'target' montage,,,no
sub-4222,ses-2,run-01,P4,-59.95,target,2,127.02,target,matches the side of the 'target' montage,,,no
sub-4222,ses-2,run-02,P4,-59.2,target,2,127.02,target,matches the side of the 'target' montage,,,no
sub-4222,ses-3,run-01,P4,-58.29,target,2,127.02,target,matches the side of the 'target' montage,,,no
sub-4222,ses-3,run-02,P4,-58.06,target,2,127.02,target,matches the side of the 'target' montage,,,no
sub-4222,ses-4,run-01,P4,-60.41,target,2,127.02,target,matches the side of the 'target' montage,,,no
sub-4222,ses-4,run-02,P4,-60.0,target,2,127.02,target,matches the side of the 'target' montage,,,no
sub-5001,ses-1,run-01,P5,-43.11,target,2,19.45,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5001,ses-1,run-02,P5,-43.28,target,2,19.45,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5001,ses-2,run-01,P5,-42.06,target,2,19.45,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5001,ses-2,run-02,P5,-42.29,target,2,19.45,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5001,ses-3,run-01,P5,-41.19,target,2,19.45,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5001,ses-3,run-02,P5,-41.54,target,2,19.45,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5001,ses-4,run-01,P5,-43.94,target,2,19.45,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5001,ses-4,run-02,P5,-44.17,target,2,19.45,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5002,ses-1,run-01,P5,-50.41,target,2,12.63,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5002,ses-1,run-02,P5,-49.91,target,2,12.63,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5002,ses-2,run-01,P5,-51.76,target,2,12.63,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5002,ses-2,run-02,P5,-51.83,target,2,12.63,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5002,ses-3,run-01,P5,-50.41,target,2,12.63,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5002,ses-3,run-02,P5,-49.91,target,2,12.63,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5002,ses-4,run-01,P5,-48.68,target,2,12.63,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5002,ses-4,run-02,P5,-49.31,target,2,12.63,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5003,ses-1,run-01,P5,-35.32,target,2,27.13,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5003,ses-1,run-02,P5,-34.59,target,2,27.13,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5003,ses-2,run-01,P5,-40.64,target,2,27.13,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-5003,ses-2,run-02,P5,-40.97,target,2,27.13,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-6101,ses-1,run-01,P6,42.83,target,2,88.09,target,matches the side of the 'target' montage,,,no
sub-6101,ses-1,run-02,P6,42.83,target,2,88.09,target,matches the side of the 'target' montage,,,no
sub-6101,ses-2,run-01,P6,-60.78,control,2,88.09,control,matches the side of the 'control' montage,,,no
sub-6101,ses-2,run-02,P6,-60.2,control,2,88.09,control,matches the side of the 'control' montage,,,no
sub-6101,ses-3,run-01,P6,51.16,target,2,88.09,target,matches the side of the 'target' montage,,,no
sub-6101,ses-3,run-02,P6,51.47,target,2,88.09,target,matches the side of the 'target' montage,,,no
sub-6101,ses-4,run-01,P6,-63.87,control,2,88.09,control,matches the side of the 'control' montage,,,no
sub-6101,ses-4,run-02,P6,-63.82,control,2,88.09,control,matches the side of the 'control' montage,,,no
sub-6102,ses-1,run-01,P6,56.41,target,2,124.89,target,matches the side of the 'target' montage,,,no
sub-6102,ses-1,run-02,P6,56.79,target,2,124.89,target,matches the side of the 'target' montage,,,no
sub-6102,ses-2,run-01,P6,-63.78,control,2,124.89,control,matches the side of the 'control' montage,,,no
sub-6102,ses-2,run-02,P6,-64.19,control,2,124.89,control,matches the side of the 'control' montage,,,no
sub-6102,ses-3,run-01,P6,62.48,target,2,124.89,target,matches the side of the 'target' montage,,,no
sub-6102,ses-3,run-02,P6,62.34,target,2,124.89,target,matches the side of the 'target' montage,,,no
sub-6102,ses-4,run-01,P6,-60.93,control,2,124.89,control,matches the side of the 'control' montage,,,no
sub-6102,ses-4,run-02,P6,-61.06,control,2,124.89,control,matches the side of the 'control' montage,,,no
sub-6103,ses-2,run-01,P6,-57.9,control,2,103.15,control,matches the side of the 'control' montage,,,no
sub-6103,ses-2,run-02,P6,-58.08,control,2,103.15,control,matches the side of the 'control' montage,,,no
sub-6106,ses-1,run-01,P6,49.86,target,2,107.7,target,matches the side of the 'target' montage,,,no
sub-6106,ses-1,run-02,P6,50.36,target,2,107.7,target,matches the side of the 'target' montage,,,no
sub-6106,ses-2,run-01,P6,-60.88,control,2,107.7,control,matches the side of the 'control' montage,,,no
sub-6106,ses-2,run-02,P6,-61.39,control,2,107.7,control,matches the side of the 'control' montage,,,no
sub-6106,ses-3,run-01,P6,-60.49,control,2,107.7,control,matches the side of the 'control' montage,,,no
sub-6106,ses-3,run-02,P6,-60.97,control,2,107.7,control,matches the side of the 'control' montage,,,no
sub-6106,ses-4,run-01,P6,52.82,target,2,107.7,target,matches the side of the 'target' montage,,,no
sub-6106,ses-4,run-02,P6,54.43,target,2,107.7,target,matches the side of the 'target' montage,,,no
sub-6107,ses-1,run-01,P6,38.17,target,2,89.36,target,matches the side of the 'target' montage,,,no
sub-6107,ses-1,run-02,P6,38.32,target,2,89.36,target,matches the side of the 'target' montage,,,no
sub-6107,ses-2,run-01,P6,-56.27,control,2,89.36,control,matches the side of the 'control' montage,,,no
sub-6107,ses-2,run-02,P6,-57.25,control,2,89.36,control,matches the side of the 'control' montage,,,no
sub-6107,ses-3,run-01,P6,42.33,target,2,89.36,target,matches the side of the 'target' montage,,,no
sub-6107,ses-3,run-02,P6,43.19,target,2,89.36,target,matches the side of the 'target' montage,,,no
sub-6107,ses-4,run-01,P6,-52.79,control,2,89.36,control,matches the side of the 'control' montage,,,no
sub-6107,ses-4,run-02,P6,-52.76,control,2,89.36,control,matches the side of the 'control' montage,,,no
sub-6108,ses-1,run-01,P6,46.9,target,2,112.28,target,matches the side of the 'target' montage,,,no
sub-6108,ses-1,run-02,P6,47.25,target,2,112.28,target,matches the side of the 'target' montage,,,no
sub-6108,ses-2,run-01,P6,-57.29,control,2,112.28,control,matches the side of the 'control' montage,,,no
sub-6108,ses-2,run-02,P6,-56.98,control,2,112.28,control,matches the side of the 'control' montage,,,no
sub-6108,ses-4,run-01,P6,51.71,target,2,112.28,target,matches the side of the 'target' montage,,,no
sub-6108,ses-4,run-02,P6,51.64,target,2,112.28,target,matches the side of the 'target' montage,,,no
sub-6109,ses-1,run-01,P6,-73.91,control,2,126.78,control,matches the side of the 'control' montage,,,no
sub-6109,ses-1,run-02,P6,-73.04,control,2,126.78,control,matches the side of the 'control' montage,,,no
sub-6109,ses-2,run-01,P6,54.68,target,2,126.78,target,matches the side of the 'target' montage,,,no
sub-6109,ses-2,run-02,P6,54.81,target,2,126.78,target,matches the side of the 'target' montage,,,no
sub-6109,ses-3,run-01,P6,57.05,target,2,126.78,target,matches the side of the 'target' montage,,,no
sub-6109,ses-3,run-02,P6,57.5,target,2,126.78,target,matches the side of the 'target' montage,,,no
sub-6109,ses-4,run-01,P6,-71.51,control,2,126.78,control,matches the side of the 'control' montage,,,no
sub-6109,ses-4,run-02,P6,-70.81,control,2,126.78,control,matches the side of the 'control' montage,,,no
sub-6110,ses-1,run-01,P6,-57.7,control,2,103.76,control,matches the side of the 'control' montage,,,no
sub-6110,ses-1,run-02,P6,-56.82,control,2,103.76,control,matches the side of the 'control' montage,,,no
sub-6110,ses-2,run-01,P6,46.28,target,2,103.76,target,matches the side of the 'target' montage,,,no
sub-6110,ses-2,run-02,P6,45.95,target,2,103.76,target,matches the side of the 'target' montage,,,no
sub-6110,ses-3,run-01,P6,43.46,target,2,103.76,target,matches the side of the 'target' montage,,,no
sub-6110,ses-3,run-02,P6,43.75,target,2,103.76,target,matches the side of the 'target' montage,,,no
sub-6110,ses-4,run-01,P6,-58.45,control,2,103.76,control,matches the side of the 'control' montage,,,no
sub-6110,ses-4,run-02,P6,-58.65,control,2,103.76,control,matches the side of the 'control' montage,,,no
sub-6111,ses-2,run-01,P6,-60.83,control,2,118.61,control,matches the side of the 'control' montage,,,no
sub-6111,ses-2,run-02,P6,-61.19,control,2,118.61,control,matches the side of the 'control' montage,,,no
sub-6111,ses-3,run-01,P6,58.09,target,2,118.61,target,matches the side of the 'target' montage,,,no
sub-6111,ses-3,run-02,P6,58.25,target,2,118.61,target,matches the side of the 'target' montage,,,no
sub-6111,ses-4,run-01,P6,-60.65,control,2,118.61,control,matches the side of the 'control' montage,,,no
sub-6111,ses-4,run-02,P6,-60.78,control,2,118.61,control,matches the side of the 'control' montage,,,no
sub-6112,ses-1,run-01,P6,-62.15,control,2,111.04,control,matches the side of the 'control' montage,,,no
sub-6112,ses-1,run-02,P6,-62.84,control,2,111.04,control,matches the side of the 'control' montage,,,no
sub-6112,ses-2,run-01,P6,45.68,target,2,111.04,target,matches the side of the 'target' montage,,,no
sub-6112,ses-2,run-02,P6,45.58,target,2,111.04,target,matches the side of the 'target' montage,,,no
sub-6112,ses-3,run-01,P6,-60.29,control,2,111.04,control,matches the side of the 'control' montage,,,no
sub-6112,ses-3,run-02,P6,-60.77,control,2,111.04,control,matches the side of the 'control' montage,,,no
sub-6112,ses-4,run-01,P6,48.07,target,2,111.04,target,matches the side of the 'target' montage,,,no
sub-6112,ses-4,run-02,P6,48.47,target,2,111.04,target,matches the side of the 'target' montage,,,no
sub-6113,ses-1,run-01,P6,-58.02,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-6113,ses-1,run-02,P6,-58.19,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-6113,ses-2,run-01,P6,44.56,target,2,109.24,target,matches the side of the 'target' montage,,,no
sub-6113,ses-2,run-02,P6,44.47,target,2,109.24,target,matches the side of the 'target' montage,,,no
sub-6113,ses-3,run-01,P6,48.87,target,2,109.24,target,matches the side of the 'target' montage,,,no
sub-6113,ses-3,run-02,P6,48.74,target,2,109.24,target,matches the side of the 'target' montage,,,no
sub-6113,ses-4,run-01,P6,-62.96,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-6113,ses-4,run-02,P6,-63.42,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-6114,ses-1,run-01,P6,50.65,target,2,109.59,target,matches the side of the 'target' montage,,,no
sub-6114,ses-1,run-02,P6,51.2,target,2,109.59,target,matches the side of the 'target' montage,,,no
sub-6114,ses-2,run-01,P6,-57.11,control,2,109.59,control,matches the side of the 'control' montage,,,no
sub-6114,ses-2,run-02,P6,-55.74,control,2,109.59,control,matches the side of the 'control' montage,,,no
sub-6114,ses-3,run-01,P6,-52.87,control,2,109.59,control,matches the side of the 'control' montage,,,no
sub-6114,ses-3,run-02,P6,-51.49,control,2,109.59,control,matches the side of the 'control' montage,,,no
sub-6114,ses-4,run-01,P6,53.71,target,2,109.59,target,matches the side of the 'target' montage,,,no
sub-6114,ses-4,run-02,P6,53.72,target,2,109.59,target,matches the side of the 'target' montage,,,no
sub-6115,ses-1,run-01,P6,-59.78,control,2,109.88,control,matches the side of the 'control' montage,,,no
sub-6115,ses-1,run-02,P6,-59.8,control,2,109.88,control,matches the side of the 'control' montage,,,no
sub-6115,ses-2,run-01,P6,49.85,target,2,109.88,target,matches the side of the 'target' montage,,,no
sub-6115,ses-2,run-02,P6,50.21,target,2,109.88,target,matches the side of the 'target' montage,,,no
sub-6115,ses-3,run-01,P6,-57.87,control,2,109.88,control,matches the side of the 'control' montage,,,no
sub-6115,ses-3,run-02,P6,-56.23,control,2,109.88,control,matches the side of the 'control' montage,,,no
sub-6115,ses-4,run-01,P6,53.85,target,2,109.88,target,matches the side of the 'target' montage,,,no
sub-6115,ses-4,run-02,P6,53.85,target,2,109.88,target,matches the side of the 'target' montage,,,no
sub-6116,ses-1,run-01,P6,-52.8,control,2,98.33,control,matches the side of the 'control' montage,,,no
sub-6116,ses-1,run-02,P6,-52.99,control,2,98.33,control,matches the side of the 'control' montage,,,no
sub-6116,ses-3,run-01,P6,-55.21,control,2,98.33,control,matches the side of the 'control' montage,,,no
sub-6116,ses-3,run-02,P6,-54.32,control,2,98.33,control,matches the side of the 'control' montage,,,no
sub-6116,ses-4,run-01,P6,41.56,target,2,98.33,target,matches the side of the 'target' montage,,,no
sub-6116,ses-4,run-02,P6,41.25,target,2,98.33,target,matches the side of the 'target' montage,,,no
sub-6117,ses-1,run-01,P6,40.99,target,2,103.02,target,matches the side of the 'target' montage,,,no
sub-6117,ses-1,run-02,P6,41.82,target,2,103.02,target,matches the side of the 'target' montage,,,no
sub-6119,ses-1,run-01,P6,49.61,target,2,106.91,target,matches the side of the 'target' montage,,,no
sub-6119,ses-1,run-02,P6,50.02,target,2,106.91,target,matches the side of the 'target' montage,,,no
sub-6119,ses-2,run-01,P6,-58.06,control,2,106.91,control,matches the side of the 'control' montage,,,no
sub-6119,ses-2,run-02,P6,-58.1,control,2,106.91,control,matches the side of the 'control' montage,,,no
sub-6119,ses-3,run-01,P6,41.52,target,2,106.91,target,matches the side of the 'target' montage,,,no
sub-6119,ses-3,run-02,P6,41.83,target,2,106.91,target,matches the side of the 'target' montage,,,no
sub-6119,ses-4,run-01,P6,-60.41,control,2,106.91,control,matches the side of the 'control' montage,,,no
sub-6119,ses-4,run-02,P6,-61.02,control,2,106.91,control,matches the side of the 'control' montage,,,no
sub-6120,ses-1,run-01,P6,-61.22,control,2,115.84,control,matches the side of the 'control' montage,,,no
sub-6120,ses-1,run-02,P6,-60.53,control,2,115.84,control,matches the side of the 'control' montage,,,no
sub-6120,ses-2,run-01,P6,55.36,target,2,115.84,target,matches the side of the 'target' montage,,,no
sub-6120,ses-2,run-02,P6,56.08,target,2,115.84,target,matches the side of the 'target' montage,,,no
sub-6121,ses-1,run-01,P6,-64.62,control,2,112.01,control,matches the side of the 'control' montage,,,no
sub-6121,ses-1,run-02,P6,-64.7,control,2,112.01,control,matches the side of the 'control' montage,,,no
sub-6121,ses-2,run-01,P6,49.14,target,2,112.01,target,matches the side of the 'target' montage,,,no
sub-6121,ses-2,run-02,P6,49.07,target,2,112.01,target,matches the side of the 'target' montage,,,no
sub-6121,ses-3,run-01,P6,49.21,target,2,112.01,target,matches the side of the 'target' montage,,,no
sub-6121,ses-3,run-02,P6,48.72,target,2,112.01,target,matches the side of the 'target' montage,,,no
sub-6121,ses-4,run-01,P6,-64.31,control,2,112.01,control,matches the side of the 'control' montage,,,no
sub-6121,ses-4,run-02,P6,-64.89,control,2,112.01,control,matches the side of the 'control' montage,,,no
sub-6122,ses-1,run-01,P6,-62.52,control,2,112.44,control,matches the side of the 'control' montage,,,no
sub-6122,ses-1,run-02,P6,-63.63,control,2,112.44,control,matches the side of the 'control' montage,,,no
sub-6122,ses-2,run-01,P6,49.94,target,2,112.44,target,matches the side of the 'target' montage,,,no
sub-6122,ses-2,run-02,P6,50.62,target,2,112.44,target,matches the side of the 'target' montage,,,no
sub-6122,ses-3,run-01,P6,-58.66,control,2,112.44,control,matches the side of the 'control' montage,,,no
sub-6122,ses-3,run-02,P6,-59.59,control,2,112.44,control,matches the side of the 'control' montage,,,no
sub-6122,ses-4,run-01,P6,45.17,target,2,112.44,target,matches the side of the 'target' montage,,,no
sub-6122,ses-4,run-02,P6,45.58,target,2,112.44,target,matches the side of the 'target' montage,,,no
sub-6123,ses-1,run-01,P6,43.51,target,2,97.56,target,matches the side of the 'target' montage,,,no
sub-6123,ses-1,run-02,P6,42.67,target,2,97.56,target,matches the side of the 'target' montage,,,no
sub-6123,ses-3,run-01,P6,44.26,target,2,97.56,target,matches the side of the 'target' montage,,,no
sub-6123,ses-3,run-02,P6,43.94,target,2,97.56,target,matches the side of the 'target' montage,,,no
sub-6123,ses-4,run-01,P6,-56.37,control,2,97.56,control,matches the side of the 'control' montage,,,no
sub-6123,ses-4,run-02,P6,-55.56,control,2,97.56,control,matches the side of the 'control' montage,,,no
sub-6125,ses-1,run-02,P6,54.38,target,2,122.21,target,matches the side of the 'target' montage,,,no
sub-6125,ses-2,run-01,P6,-63.23,control,2,122.21,control,matches the side of the 'control' montage,,,no
sub-6125,ses-2,run-02,P6,-63.29,control,2,122.21,control,matches the side of the 'control' montage,,,no
sub-6125,ses-3,run-01,P6,-67.04,control,2,122.21,control,matches the side of the 'control' montage,,,no
sub-6125,ses-3,run-02,P6,-66.89,control,2,122.21,control,matches the side of the 'control' montage,,,no
sub-6125,ses-4,run-01,P6,51.26,target,2,122.21,target,matches the side of the 'target' montage,,,no
sub-6125,ses-4,run-02,P6,67.3,target,2,122.21,target,matches the side of the 'target' montage,,,no
sub-6127,ses-1,run-01,P6,-63.65,control,2,121.51,control,matches the side of the 'control' montage,,,no
sub-6127,ses-1,run-02,P6,-62.27,control,2,121.51,control,matches the side of the 'control' montage,,,no
sub-6127,ses-2,run-01,P6,22.75,target,2,121.51,target,matches the side of the 'target' montage,,,no
sub-6127,ses-2,run-02,P6,22.51,target,2,121.51,target,matches the side of the 'target' montage,,,no
sub-6127,ses-3,run-01,P6,-65.32,control,2,121.51,control,matches the side of the 'control' montage,,,no
sub-6127,ses-3,run-02,P6,-66.4,control,2,121.51,control,matches the side of the 'control' montage,,,no
sub-6128,ses-1,run-01,P6,-62.58,control,2,115.11,control,matches the side of the 'control' montage,,,no
sub-6128,ses-1,run-02,P6,-62.72,control,2,115.11,control,matches the side of the 'control' montage,,,no
sub-6128,ses-2,run-01,P6,54.44,target,2,115.11,target,matches the side of the 'target' montage,,,no
sub-6128,ses-3,run-01,P6,51.87,target,2,115.11,target,matches the side of the 'target' montage,,,no
sub-6128,ses-3,run-02,P6,52.28,target,2,115.11,target,matches the side of the 'target' montage,,,no
sub-6128,ses-4,run-01,P6,-57.62,control,2,115.11,control,matches the side of the 'control' montage,,,no
sub-6128,ses-4,run-02,P6,-58.22,control,2,115.11,control,matches the side of the 'control' montage,,,no
sub-6129,ses-1,run-01,P6,56.96,target,2,119.5,target,matches the side of the 'target' montage,,,no
sub-6129,ses-1,run-02,P6,56.73,target,2,119.5,target,matches the side of the 'target' montage,,,no
sub-6129,ses-2,run-01,P6,-62.22,control,2,119.5,control,matches the side of the 'control' montage,,,no
sub-6129,ses-2,run-02,P6,-62.49,control,2,119.5,control,matches the side of the 'control' montage,,,no
sub-6129,ses-3,run-01,P6,63.57,target,2,119.5,target,matches the side of the 'target' montage,,,no
sub-6129,ses-3,run-02,P6,59.48,target,2,119.5,target,matches the side of the 'target' montage,,,no
sub-6129,ses-4,run-01,P6,-57.56,control,2,119.5,control,matches the side of the 'control' montage,,,no
sub-6129,ses-4,run-02,P6,-59.6,control,2,119.5,control,matches the side of the 'control' montage,,,no
sub-6132,ses-1,run-01,P6,-61.97,control,2,113.64,control,matches the side of the 'control' montage,,,no
sub-6132,ses-1,run-02,P6,-61.11,control,2,113.64,control,matches the side of the 'control' montage,,,no
sub-6132,ses-2,run-02,P6,48.63,target,2,113.64,target,matches the side of the 'target' montage,,,no
sub-6132,ses-3,run-01,P6,54.22,target,2,113.64,target,matches the side of the 'target' montage,,,no
sub-6132,ses-3,run-02,P6,53.78,target,2,113.64,target,matches the side of the 'target' montage,,,no
sub-6132,ses-4,run-01,P6,-64.88,control,2,113.64,control,matches the side of the 'control' montage,,,no
sub-6132,ses-4,run-02,P6,-67.6,control,2,113.64,control,matches the side of the 'control' montage,,,no
sub-6133,ses-2,run-01,P6,-63.93,control,2,122.57,control,matches the side of the 'control' montage,,,no
sub-6133,ses-2,run-02,P6,-64.35,control,2,122.57,control,matches the side of the 'control' montage,,,no
sub-6133,ses-3,run-01,P6,-62.4,control,2,122.57,control,matches the side of the 'control' montage,,,no
sub-6133,ses-3,run-02,P6,-62.87,control,2,122.57,control,matches the side of the 'control' montage,,,no
sub-6133,ses-4,run-01,P6,58.17,target,2,122.57,target,matches the side of the 'target' montage,,,no
sub-6133,ses-4,run-02,P6,58.16,target,2,122.57,target,matches the side of the 'target' montage,,,no
sub-6134,ses-1,run-01,P6,-59.27,control,2,127.51,control,matches the side of the 'control' montage,,,no
sub-6134,ses-1,run-02,P6,-59.55,control,2,127.51,control,matches the side of the 'control' montage,,,no
sub-6134,ses-2,run-01,P6,67.02,target,2,127.51,target,matches the side of the 'target' montage,,,no
sub-6134,ses-2,run-02,P6,67.09,target,2,127.51,target,matches the side of the 'target' montage,,,no
sub-6134,ses-3,run-01,P6,65.98,target,2,127.51,target,matches the side of the 'target' montage,,,no
sub-6134,ses-3,run-02,P6,65.78,target,2,127.51,target,matches the side of the 'target' montage,,,no
sub-6134,ses-4,run-01,P6,-60.02,control,2,127.51,control,matches the side of the 'control' montage,,,no
sub-6134,ses-4,run-02,P6,-62.02,control,2,127.51,control,matches the side of the 'control' montage,,,no
sub-6135,ses-1,run-01,P6,61.24,target,2,122.14,target,matches the side of the 'target' montage,,,no
sub-6135,ses-1,run-02,P6,63.28,target,2,122.14,target,matches the side of the 'target' montage,,,no
sub-6135,ses-2,run-01,P6,-62.01,control,2,122.14,control,matches the side of the 'control' montage,,,no
sub-6135,ses-2,run-02,P6,-61.96,control,2,122.14,control,matches the side of the 'control' montage,,,no
sub-6135,ses-3,run-01,P6,60.47,target,2,122.14,target,matches the side of the 'target' montage,,,no
sub-6135,ses-3,run-02,P6,60.61,target,2,122.14,target,matches the side of the 'target' montage,,,no
sub-6135,ses-4,run-01,P6,-59.14,control,2,122.14,control,matches the side of the 'control' montage,,,no
sub-6135,ses-4,run-02,P6,-59.03,control,2,122.14,control,matches the side of the 'control' montage,,,no
sub-6136,ses-1,run-01,P6,56.85,target,2,124.57,target,matches the side of the 'target' montage,,,no
sub-6136,ses-1,run-02,P6,57.07,target,2,124.57,target,matches the side of the 'target' montage,,,no
sub-6136,ses-2,run-01,P6,-66.09,control,2,124.57,control,matches the side of the 'control' montage,,,no
sub-6136,ses-2,run-02,P6,-66.06,control,2,124.57,control,matches the side of the 'control' montage,,,no
sub-6136,ses-3,run-01,P6,-68.04,control,2,124.57,control,matches the side of the 'control' montage,,,no
sub-6136,ses-3,run-02,P6,-68.17,control,2,124.57,control,matches the side of the 'control' montage,,,no
sub-6136,ses-4,run-01,P6,56.85,target,2,124.57,target,matches the side of the 'target' montage,,,no
sub-6136,ses-4,run-02,P6,57.07,target,2,124.57,target,matches the side of the 'target' montage,,,no
sub-6137,ses-1,run-01,P6,-64.11,control,2,115.04,control,matches the side of the 'control' montage,,,no
sub-6137,ses-1,run-02,P6,-63.3,control,2,115.04,control,matches the side of the 'control' montage,,,no
sub-6137,ses-2,run-01,P6,44.15,target,2,115.04,target,matches the side of the 'target' montage,,,no
sub-6137,ses-2,run-02,P6,43.44,target,2,115.04,target,matches the side of the 'target' montage,,,no
sub-6137,ses-4,run-01,P6,-60.75,control,2,115.04,control,matches the side of the 'control' montage,,,no
sub-6137,ses-4,run-02,P6,-59.61,control,2,115.04,control,matches the side of the 'control' montage,,,no
sub-6138,ses-1,run-01,P6,-58.5,control,2,109.0,control,matches the side of the 'control' montage,,,no
sub-6138,ses-1,run-02,P6,-60.14,control,2,109.0,control,matches the side of the 'control' montage,,,no
sub-6138,ses-2,run-01,P6,51.3,target,2,109.0,target,matches the side of the 'target' montage,,,no
sub-6138,ses-2,run-02,P6,50.08,target,2,109.0,target,matches the side of the 'target' montage,,,no
sub-6138,ses-3,run-01,P6,48.74,target,2,109.0,target,matches the side of the 'target' montage,,,no
sub-6138,ses-3,run-02,P6,47.69,target,2,109.0,target,matches the side of the 'target' montage,,,no
sub-6138,ses-4,run-01,P6,-58.46,control,2,109.0,control,matches the side of the 'control' montage,,,no
sub-6138,ses-4,run-02,P6,-60.94,control,2,109.0,control,matches the side of the 'control' montage,,,no
sub-6202,ses-3,run-01,P6,-56.47,control,2,106.3,control,matches the side of the 'control' montage,,,no
sub-6202,ses-3,run-02,P6,-56.82,control,2,106.3,control,matches the side of the 'control' montage,,,no
sub-6203,ses-1,run-02,P6,53.71,target,2,104.66,target,matches the side of the 'target' montage,,,no
