subject,session,run,project,extracted_mean_x,condition_in_table,n_candidates,condition_separation_mm,recommended,reason,baseline_side_ok,baseline_mean_x,swap
sub-091,ses-3,run-02,P0,47.41,target,2,2.63,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-091,ses-4,run-01,P0,51.04,target,2,2.63,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-091,ses-4,run-02,P0,50.91,target,2,2.63,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-092,ses-1,run-01,P0,41.61,target,2,1.4,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-092,ses-1,run-02,P0,41.27,target,2,1.4,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-092,ses-2,run-01,P0,41.78,target,2,1.4,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-092,ses-2,run-02,P0,41.14,target,2,1.4,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-092,ses-3,run-01,P0,44.74,target,2,1.4,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-092,ses-3,run-02,P0,43.75,target,2,1.4,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-092,ses-4,run-01,P0,44.01,target,2,1.4,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-092,ses-4,run-02,P0,43.74,target,2,1.4,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-093,ses-1,run-01,P0,57.26,target,2,5.9,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-093,ses-1,run-02,P0,57.29,target,2,5.9,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-093,ses-2,run-01,P0,53.9,target,2,5.9,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-093,ses-2,run-02,P0,53.55,target,2,5.9,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-093,ses-3,run-01,P0,54.3,target,2,5.9,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-093,ses-3,run-02,P0,53.54,target,2,5.9,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-093,ses-4,run-01,P0,56.02,target,2,5.9,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-093,ses-4,run-02,P0,56.01,target,2,5.9,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-094,ses-1,run-01,P0,49.07,target,2,0.08,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-094,ses-1,run-02,P0,49.13,target,2,0.08,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-094,ses-2,run-01,P0,43.04,target,2,0.08,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-094,ses-2,run-02,P0,42.64,target,2,0.08,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-094,ses-3,run-01,P0,49.15,target,2,0.08,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-094,ses-3,run-02,P0,49.02,target,2,0.08,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-094,ses-4,run-01,P0,41.34,target,2,0.08,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-094,ses-4,run-02,P0,40.8,target,2,0.08,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-095,ses-1,run-01,P0,52.73,target,2,0.98,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-095,ses-1,run-02,P0,51.87,target,2,0.98,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-095,ses-2,run-01,P0,51.72,target,2,0.98,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-095,ses-2,run-02,P0,51.74,target,2,0.98,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-095,ses-3,run-01,P0,49.91,target,2,0.98,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-095,ses-3,run-02,P0,49.25,target,2,0.98,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-095,ses-4,run-01,P0,50.82,target,2,0.98,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-095,ses-4,run-02,P0,50.01,target,2,0.98,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-096,ses-1,run-01,P0,59.53,target,2,0.5,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-096,ses-1,run-02,P0,58.54,target,2,0.5,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-096,ses-2,run-01,P0,55.07,target,2,0.5,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-096,ses-2,run-02,P0,54.39,target,2,0.5,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-096,ses-3,run-01,P0,58.13,target,2,0.5,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-096,ses-3,run-02,P0,57.54,target,2,0.5,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-096,ses-4,run-01,P0,55.75,target,2,0.5,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-096,ses-4,run-02,P0,54.84,target,2,0.5,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-097,ses-3,run-01,P0,44.08,target,2,1.24,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-097,ses-3,run-02,P0,44.17,target,2,1.24,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-097,ses-4,run-01,P0,44.57,target,2,1.24,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-097,ses-4,run-02,P0,43.61,target,2,1.24,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-098,ses-3,run-01,P0,44.49,target,2,1.37,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-098,ses-3,run-02,P0,43.6,target,2,1.37,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-098,ses-4,run-01,P0,53.56,target,2,1.37,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-098,ses-4,run-02,P0,53.08,target,2,1.37,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-099,ses-3,run-01,P0,49.33,target,2,0.06,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-099,ses-3,run-02,P0,48.14,target,2,0.06,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-100,ses-3,run-01,P1,54.45,target,2,2.32,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-100,ses-3,run-02,P1,54.28,target,2,2.32,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-100,ses-4,run-01,P1,51.14,target,2,2.32,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-100,ses-4,run-02,P1,51.3,target,2,2.32,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-101,ses-3,run-01,P1,49.94,target,2,3.25,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-101,ses-3,run-02,P1,50.29,target,2,3.25,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-101,ses-4,run-01,P1,47.78,target,2,3.25,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-101,ses-4,run-02,P1,48.02,target,2,3.25,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-103,ses-3,run-01,P1,48.23,target,2,6.03,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-103,ses-3,run-02,P1,48.38,target,2,6.03,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-103,ses-4,run-01,P1,49.91,target,2,6.03,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-103,ses-4,run-02,P1,49.55,target,2,6.03,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-105,ses-3,run-01,P1,46.86,target,2,4.02,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-105,ses-3,run-02,P1,44.12,target,2,4.02,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-105,ses-4,run-01,P1,50.99,target,2,4.02,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-105,ses-4,run-02,P1,49.09,target,2,4.02,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-106,ses-3,run-01,P1,53.35,target,2,0.31,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-106,ses-3,run-02,P1,52.22,target,2,0.31,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-106,ses-4,run-01,P1,45.58,target,2,0.31,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-106,ses-4,run-02,P1,44.79,target,2,0.31,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-107,ses-3,run-01,P1,48.91,target,2,3.26,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-107,ses-3,run-02,P1,47.93,target,2,3.26,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-107,ses-4,run-01,P1,55.33,target,2,3.26,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-107,ses-4,run-02,P1,54.74,target,2,3.26,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-109,ses-3,run-01,P1,47.7,target,2,3.83,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-109,ses-3,run-02,P1,47.56,target,2,3.83,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-109,ses-4,run-01,P1,50.58,target,2,3.83,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-109,ses-4,run-02,P1,50.44,target,2,3.83,target,the two conditions are not separated by hemisphere; the rule does not apply,,,no
sub-1103,ses-1,run-01,P1,64.8,target,2,105.09,target,matches the side of the 'target' montage,,,no
sub-1103,ses-1,run-02,P1,64.63,target,2,105.09,target,matches the side of the 'target' montage,,,no
sub-1103,ses-2,run-01,P1,65.71,target,2,105.09,target,matches the side of the 'target' montage,,,no
sub-1103,ses-2,run-02,P1,65.64,target,2,105.09,target,matches the side of the 'target' montage,,,no
sub-1103,ses-3,run-01,P1,63.33,target,2,105.09,target,matches the side of the 'target' montage,,,no
sub-1103,ses-3,run-02,P1,62.91,target,2,105.09,target,matches the side of the 'target' montage,,,no
sub-1103,ses-4,run-01,P1,66.44,target,2,105.09,target,matches the side of the 'target' montage,,,no
sub-1103,ses-4,run-02,P1,66.25,target,2,105.09,target,matches the side of the 'target' montage,,,no
sub-1104,ses-1,run-01,P1,-47.86,control,2,115.84,control,matches the side of the 'control' montage,,,no
sub-1104,ses-1,run-02,P1,-48.12,control,2,115.84,control,matches the side of the 'control' montage,,,no
sub-1104,ses-2,run-01,P1,-50.8,control,2,115.84,control,matches the side of the 'control' montage,,,no
sub-1104,ses-2,run-02,P1,-50.93,control,2,115.84,control,matches the side of the 'control' montage,,,no
sub-1104,ses-3,run-01,P1,-50.2,control,2,115.84,control,matches the side of the 'control' montage,,,no
sub-1104,ses-3,run-02,P1,-49.55,control,2,115.84,control,matches the side of the 'control' montage,,,no
sub-1104,ses-4,run-01,P1,-47.58,control,2,115.84,control,matches the side of the 'control' montage,,,no
sub-1104,ses-4,run-02,P1,-47.88,control,2,115.84,control,matches the side of the 'control' montage,,,no
sub-1107,ses-1,run-01,P1,66.17,target,2,108.15,target,matches the side of the 'target' montage,,,no
sub-1107,ses-1,run-02,P1,66.41,target,2,108.15,target,matches the side of the 'target' montage,,,no
sub-1107,ses-2,run-01,P1,69.37,target,2,108.15,target,matches the side of the 'target' montage,,,no
sub-1107,ses-2,run-02,P1,69.49,target,2,108.15,target,matches the side of the 'target' montage,,,no
sub-1107,ses-3,run-01,P1,65.58,target,2,108.15,target,matches the side of the 'target' montage,,,no
sub-1107,ses-3,run-02,P1,65.71,target,2,108.15,target,matches the side of the 'target' montage,,,no
sub-1107,ses-4,run-01,P1,69.09,target,2,108.15,target,matches the side of the 'target' montage,,,no
sub-1107,ses-4,run-02,P1,69.18,target,2,108.15,target,matches the side of the 'target' montage,,,no
sub-1109,ses-1,run-01,P1,-41.22,control,2,106.28,control,matches the side of the 'control' montage,,,no
sub-1109,ses-1,run-02,P1,-41.43,control,2,106.28,control,matches the side of the 'control' montage,,,no
sub-1109,ses-2,run-01,P1,-46.67,control,2,106.28,control,matches the side of the 'control' montage,,,no
sub-1109,ses-2,run-02,P1,-46.55,control,2,106.28,control,matches the side of the 'control' montage,,,no
sub-1109,ses-3,run-01,P1,-44.03,control,2,106.28,control,matches the side of the 'control' montage,,,no
sub-1109,ses-3,run-02,P1,-43.77,control,2,106.28,control,matches the side of the 'control' montage,,,no
sub-1109,ses-4,run-01,P1,-43.61,control,2,106.28,control,matches the side of the 'control' montage,,,no
sub-1109,ses-4,run-02,P1,-43.55,control,2,106.28,control,matches the side of the 'control' montage,,,no
sub-1111,ses-1,run-01,P1,66.46,target,2,108.82,target,matches the side of the 'target' montage,,,no
sub-1111,ses-1,run-02,P1,66.92,target,2,108.82,target,matches the side of the 'target' montage,,,no
sub-1111,ses-2,run-01,P1,68.47,target,2,108.82,target,matches the side of the 'target' montage,,,no
sub-1111,ses-2,run-02,P1,69.01,target,2,108.82,target,matches the side of the 'target' montage,,,no
sub-1111,ses-3,run-01,P1,68.1,target,2,108.82,target,matches the side of the 'target' montage,,,no
sub-1111,ses-3,run-02,P1,68.43,target,2,108.82,target,matches the side of the 'target' montage,,,no
sub-1111,ses-4,run-01,P1,69.76,target,2,108.82,target,matches the side of the 'target' montage,,,no
sub-1111,ses-4,run-02,P1,70.42,target,2,108.82,target,matches the side of the 'target' montage,,,no
sub-1112,ses-1,run-01,P1,67.88,target,2,110.94,target,matches the side of the 'target' montage,,,no
sub-1112,ses-1,run-02,P1,67.66,target,2,110.94,target,matches the side of the 'target' montage,,,no
sub-1112,ses-2,run-01,P1,68.94,target,2,110.94,target,matches the side of the 'target' montage,,,no
sub-1112,ses-2,run-02,P1,68.65,target,2,110.94,target,matches the side of the 'target' montage,,,no
sub-1112,ses-3,run-01,P1,66.86,target,2,110.94,target,matches the side of the 'target' montage,,,no
sub-1112,ses-3,run-02,P1,67.15,target,2,110.94,target,matches the side of the 'target' montage,,,no
sub-1112,ses-4,run-01,P1,68.81,target,2,110.94,target,matches the side of the 'target' montage,,,no
sub-1112,ses-4,run-02,P1,68.38,target,2,110.94,target,matches the side of the 'target' montage,,,no
sub-1113,ses-1,run-01,P1,70.72,target,2,110.89,target,matches the side of the 'target' montage,,,no
sub-1113,ses-1,run-02,P1,70.51,target,2,110.89,target,matches the side of the 'target' montage,,,no
sub-1113,ses-2,run-01,P1,71.56,target,2,110.89,target,matches the side of the 'target' montage,,,no
sub-1113,ses-2,run-02,P1,71.45,target,2,110.89,target,matches the side of the 'target' montage,,,no
sub-1113,ses-3,run-01,P1,71.09,target,2,110.89,target,matches the side of the 'target' montage,,,no
sub-1113,ses-3,run-02,P1,71.52,target,2,110.89,target,matches the side of the 'target' montage,,,no
sub-1115,ses-1,run-01,P1,-45.73,control,2,118.81,control,matches the side of the 'control' montage,,,no
sub-1115,ses-1,run-02,P1,-45.29,control,2,118.81,control,matches the side of the 'control' montage,,,no
sub-1115,ses-2,run-01,P1,-48.99,control,2,118.81,control,matches the side of the 'control' montage,,,no
sub-1115,ses-2,run-02,P1,-48.27,control,2,118.81,control,matches the side of the 'control' montage,,,no
sub-1115,ses-3,run-01,P1,-47.14,control,2,118.81,control,matches the side of the 'control' montage,,,no
sub-1115,ses-3,run-02,P1,-45.47,control,2,118.81,control,matches the side of the 'control' montage,,,no
sub-1115,ses-4,run-01,P1,-49.77,control,2,118.81,control,matches the side of the 'control' montage,,,no
sub-1115,ses-4,run-02,P1,-49.95,control,2,118.81,control,matches the side of the 'control' montage,,,no
sub-1116,ses-1,run-01,P1,-36.49,control,2,103.29,control,matches the side of the 'control' montage,,,no
sub-1116,ses-1,run-02,P1,-36.42,control,2,103.29,control,matches the side of the 'control' montage,,,no
sub-1116,ses-2,run-01,P1,-45.13,control,2,103.29,control,matches the side of the 'control' montage,,,no
sub-1116,ses-2,run-02,P1,-44.73,control,2,103.29,control,matches the side of the 'control' montage,,,no
sub-1116,ses-4,run-01,P1,-47.46,control,2,103.29,control,matches the side of the 'control' montage,,,no
sub-1116,ses-4,run-02,P1,-47.08,control,2,103.29,control,matches the side of the 'control' montage,,,no
sub-1117,ses-1,run-01,P1,-38.01,control,2,101.33,control,matches the side of the 'control' montage,,,no
sub-1117,ses-1,run-02,P1,-38.66,control,2,101.33,control,matches the side of the 'control' montage,,,no
sub-1117,ses-2,run-01,P1,-37.74,control,2,101.33,control,matches the side of the 'control' montage,,,no
sub-1117,ses-2,run-02,P1,-37.66,control,2,101.33,control,matches the side of the 'control' montage,,,no
sub-1117,ses-3,run-01,P1,-40.54,control,2,101.33,control,matches the side of the 'control' montage,,,no
sub-1117,ses-3,run-02,P1,-40.66,control,2,101.33,control,matches the side of the 'control' montage,,,no
sub-1117,ses-4,run-01,P1,-40.54,control,2,101.33,control,matches the side of the 'control' montage,,,no
sub-1117,ses-4,run-02,P1,-40.66,control,2,101.33,control,matches the side of the 'control' montage,,,no
sub-1121,ses-1,run-01,P1,-50.35,control,2,111.17,control,matches the side of the 'control' montage,,,no
sub-1121,ses-1,run-02,P1,-50.33,control,2,111.17,control,matches the side of the 'control' montage,,,no
sub-1121,ses-2,run-01,P1,-45.64,control,2,111.17,control,matches the side of the 'control' montage,,,no
sub-1121,ses-2,run-02,P1,-46.17,control,2,111.17,control,matches the side of the 'control' montage,,,no
sub-1121,ses-3,run-01,P1,-45.6,control,2,111.17,control,matches the side of the 'control' montage,,,no
sub-1121,ses-3,run-02,P1,-49.84,control,2,111.17,control,matches the side of the 'control' montage,,,no
sub-1121,ses-4,run-01,P1,-48.0,control,2,111.17,control,matches the side of the 'control' montage,,,no
sub-1121,ses-4,run-02,P1,-48.99,control,2,111.17,control,matches the side of the 'control' montage,,,no
sub-1124,ses-1,run-01,P1,70.04,target,2,107.67,target,matches the side of the 'target' montage,,,no
sub-1124,ses-1,run-02,P1,70.24,target,2,107.67,target,matches the side of the 'target' montage,,,no
sub-1124,ses-2,run-01,P1,70.14,target,2,107.67,target,matches the side of the 'target' montage,,,no
sub-1124,ses-2,run-02,P1,70.82,target,2,107.67,target,matches the side of the 'target' montage,,,no
sub-1124,ses-3,run-01,P1,69.71,target,2,107.67,target,matches the side of the 'target' montage,,,no
sub-1124,ses-3,run-02,P1,69.86,target,2,107.67,target,matches the side of the 'target' montage,,,no
sub-1124,ses-4,run-01,P1,71.72,target,2,107.67,target,matches the side of the 'target' montage,,,no
sub-1124,ses-4,run-02,P1,71.59,target,2,107.67,target,matches the side of the 'target' montage,,,no
sub-1125,ses-1,run-01,P1,-45.3,control,2,109.31,control,matches the side of the 'control' montage,,,no
sub-1125,ses-1,run-02,P1,-44.69,control,2,109.31,control,matches the side of the 'control' montage,,,no
sub-1125,ses-2,run-01,P1,-46.48,control,2,109.31,control,matches the side of the 'control' montage,,,no
sub-1125,ses-2,run-02,P1,-46.54,control,2,109.31,control,matches the side of the 'control' montage,,,no
sub-1125,ses-3,run-01,P1,-38.7,control,2,109.31,control,matches the side of the 'control' montage,,,no
sub-1125,ses-3,run-02,P1,-38.5,control,2,109.31,control,matches the side of the 'control' montage,,,no
sub-1125,ses-4,run-01,P1,-44.07,control,2,109.31,control,matches the side of the 'control' montage,,,no
sub-1125,ses-4,run-02,P1,-43.46,control,2,109.31,control,matches the side of the 'control' montage,,,no
sub-1126,ses-1,run-01,P1,-51.15,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-1126,ses-1,run-02,P1,-50.52,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-1126,ses-2,run-01,P1,-55.64,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-1126,ses-2,run-02,P1,-54.91,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-1126,ses-3,run-01,P1,-53.0,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-1126,ses-3,run-02,P1,-52.14,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-1126,ses-4,run-01,P1,-52.03,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-1126,ses-4,run-02,P1,-51.45,control,2,109.24,control,matches the side of the 'control' montage,,,no
sub-1127,ses-1,run-01,P1,70.73,target,2,116.0,target,matches the side of the 'target' montage,,,no
sub-1127,ses-1,run-02,P1,70.69,target,2,116.0,target,matches the side of the 'target' montage,,,no
sub-1127,ses-2,run-01,P1,71.77,target,2,116.0,target,matches the side of the 'target' montage,,,no
sub-1127,ses-2,run-02,P1,71.63,target,2,116.0,target,matches the side of the 'target' montage,,,no
sub-1127,ses-3,run-01,P1,72.36,target,2,116.0,target,matches the side of the 'target' montage,,,no
sub-1127,ses-3,run-02,P1,70.3,target,2,116.0,target,matches the side of the 'target' montage,,,no
sub-1127,ses-4,run-01,P1,74.64,target,2,116.0,target,matches the side of the 'target' montage,,,no
sub-1127,ses-4,run-02,P1,73.99,target,2,116.0,target,matches the side of the 'target' montage,,,no
sub-1128,ses-1,run-01,P1,-49.17,control,2,114.83,control,matches the side of the 'control' montage,,,no
sub-1128,ses-1,run-02,P1,-49.22,control,2,114.83,control,matches the side of the 'control' montage,,,no
sub-1128,ses-2,run-01,P1,-45.99,control,2,114.83,control,matches the side of the 'control' montage,,,no
sub-1128,ses-2,run-02,P1,-45.92,control,2,114.83,control,matches the side of the 'control' montage,,,no
sub-1128,ses-3,run-01,P1,-46.44,control,2,114.83,control,matches the side of the 'control' montage,,,no
sub-1128,ses-3,run-02,P1,-45.53,control,2,114.83,control,matches the side of the 'control' montage,,,no
sub-1128,ses-4,run-01,P1,-51.19,control,2,114.83,control,matches the side of the 'control' montage,,,no
sub-1128,ses-4,run-02,P1,-50.62,control,2,114.83,control,matches the side of the 'control' montage,,,no
sub-1129,ses-1,run-01,P1,66.32,target,2,106.34,target,matches the side of the 'target' montage,,,no
sub-1129,ses-1,run-02,P1,66.55,target,2,106.34,target,matches the side of the 'target' montage,,,no
sub-1129,ses-2,run-01,P1,65.94,target,2,106.34,target,matches the side of the 'target' montage,,,no
sub-1129,ses-2,run-02,P1,66.08,target,2,106.34,target,matches the side of the 'target' montage,,,no
sub-1129,ses-3,run-01,P1,62.43,target,2,106.34,target,matches the side of the 'target' montage,,,no
sub-1129,ses-3,run-02,P1,62.3,target,2,106.34,target,matches the side of the 'target' montage,,,no
sub-1129,ses-4,run-01,P1,63.69,target,2,106.34,target,matches the side of the 'target' montage,,,no
sub-1129,ses-4,run-02,P1,63.54,target,2,106.34,target,matches the side of the 'target' montage,,,no
sub-1130,ses-1,run-01,P1,-52.58,control,2,122.5,control,matches the side of the 'control' montage,,,no
sub-1130,ses-1,run-02,P1,-52.73,control,2,122.5,control,matches the side of the 'control' montage,,,no
sub-1130,ses-2,run-01,P1,-53.62,control,2,122.5,control,matches the side of the 'control' montage,,,no
sub-1130,ses-2,run-02,P1,-53.01,control,2,122.5,control,matches the side of the 'control' montage,,,no
sub-1130,ses-3,run-01,P1,-47.88,control,2,122.5,control,matches the side of the 'control' montage,,,no
sub-1130,ses-3,run-02,P1,-48.16,control,2,122.5,control,matches the side of the 'control' montage,,,no
sub-1130,ses-4,run-01,P1,-51.04,control,2,122.5,control,matches the side of the 'control' montage,,,no
sub-1130,ses-4,run-02,P1,-51.11,control,2,122.5,control,matches the side of the 'control' montage,,,no
sub-1131,ses-1,run-01,P1,63.38,target,2,105.77,target,matches the side of the 'target' montage,,,no
sub-1131,ses-1,run-02,P1,63.52,target,2,105.77,target,matches the side of the 'target' montage,,,no
sub-1131,ses-2,run-01,P1,64.4,target,2,105.77,target,matches the side of the 'target' montage,,,no
sub-1131,ses-2,run-02,P1,64.73,target,2,105.77,target,matches the side of the 'target' montage,,,no
sub-1131,ses-3,run-01,P1,67.97,target,2,105.77,target,matches the side of the 'target' montage,,,no
sub-1131,ses-3,run-02,P1,68.48,target,2,105.77,target,matches the side of the 'target' montage,,,no
sub-1131,ses-4,run-01,P1,67.95,target,2,105.77,target,matches the side of the 'target' montage,,,no
sub-1131,ses-4,run-02,P1,68.28,target,2,105.77,target,matches the side of the 'target' montage,,,no
sub-1133,ses-1,run-01,P1,66.42,target,2,110.6,target,matches the side of the 'target' montage,,,no
sub-1133,ses-1,run-02,P1,66.48,target,2,110.6,target,matches the side of the 'target' montage,,,no
sub-1133,ses-2,run-01,P1,67.83,target,2,110.6,target,matches the side of the 'target' montage,,,no
sub-1133,ses-2,run-02,P1,67.77,target,2,110.6,target,matches the side of the 'target' montage,,,no
sub-1133,ses-3,run-01,P1,66.39,target,2,110.6,target,matches the side of the 'target' montage,,,no
sub-1133,ses-3,run-02,P1,66.09,target,2,110.6,target,matches the side of the 'target' montage,,,no
sub-1133,ses-4,run-01,P1,66.51,target,2,110.6,target,matches the side of the 'target' montage,,,no
sub-1133,ses-4,run-02,P1,66.93,target,2,110.6,target,matches the side of the 'target' montage,,,no
sub-1134,ses-1,run-01,P1,-46.55,control,2,101.78,control,matches the side of the 'control' montage,,,no
sub-1134,ses-1,run-02,P1,-45.78,control,2,101.78,control,matches the side of the 'control' montage,,,no
sub-1134,ses-2,run-01,P1,-42.28,control,2,101.78,control,matches the side of the 'control' montage,,,no
sub-1134,ses-2,run-02,P1,-40.4,control,2,101.78,control,matches the side of the 'control' montage,,,no
sub-1134,ses-3,run-01,P1,-46.75,control,2,101.78,control,matches the side of the 'control' montage,,,no
sub-1134,ses-3,run-02,P1,-46.6,control,2,101.78,control,matches the side of the 'control' montage,,,no
sub-1134,ses-4,run-01,P1,-42.42,control,2,101.78,control,matches the side of the 'control' montage,,,no
sub-1134,ses-4,run-02,P1,-41.61,control,2,101.78,control,matches the side of the 'control' montage,,,no
sub-1136,ses-2,run-01,P1,-41.88,control,2,106.89,control,matches the side of the 'control' montage,,,no
sub-1136,ses-2,run-02,P1,-41.76,control,2,106.89,control,matches the side of the 'control' montage,,,no
sub-1136,ses-3,run-01,P1,-43.75,control,2,106.89,control,matches the side of the 'control' montage,,,no
sub-1136,ses-3,run-02,P1,-44.36,control,2,106.89,control,matches the side of the 'control' montage,,,no
sub-1136,ses-4,run-01,P1,-46.46,control,2,106.89,control,matches the side of the 'control' montage,,,no
sub-1136,ses-4,run-02,P1,-46.82,control,2,106.89,control,matches the side of the 'control' montage,,,no
sub-1137,ses-1,run-01,P1,-51.3,control,2,117.16,control,matches the side of the 'control' montage,,,no
sub-1137,ses-1,run-02,P1,-51.02,control,2,117.16,control,matches the side of the 'control' montage,,,no
sub-1137,ses-2,run-01,P1,-53.56,control,2,117.16,control,matches the side of the 'control' montage,,,no
sub-1137,ses-2,run-02,P1,-53.04,control,2,117.16,control,matches the side of the 'control' montage,,,no
sub-1137,ses-3,run-01,P1,-53.05,control,2,117.16,control,matches the side of the 'control' montage,,,no
sub-1137,ses-3,run-02,P1,-52.68,control,2,117.16,control,matches the side of the 'control' montage,,,no
sub-1137,ses-4,run-01,P1,-49.34,control,2,117.16,control,matches the side of the 'control' montage,,,no
sub-1137,ses-4,run-02,P1,-48.97,control,2,117.16,control,matches the side of the 'control' montage,,,no
sub-1138,ses-1,run-01,P1,-49.0,control,2,111.63,control,matches the side of the 'control' montage,,,no
sub-1138,ses-1,run-02,P1,-48.83,control,2,111.63,control,matches the side of the 'control' montage,,,no
sub-1138,ses-2,run-01,P1,-49.38,control,2,111.63,control,matches the side of the 'control' montage,,,no
sub-1138,ses-2,run-02,P1,-48.96,control,2,111.63,control,matches the side of the 'control' montage,,,no
sub-1138,ses-3,run-01,P1,-56.66,control,2,111.63,control,matches the side of the 'control' montage,,,no
sub-1138,ses-3,run-02,P1,-56.4,control,2,111.63,control,matches the side of the 'control' montage,,,no
