index,anode,cathode1,cathode2,cathode3,exp,condition,subject,stim,session,run
P4_target_sub-4220,"[-76.06889681596996, 32.01117650477426, 28.41242309554953]","[-51.346352439541356, 71.52752522206832, 45.30414109658005]","[-75.93436789590794, 27.97461403805646, -21.280475359970183]","[-68.00942928967653, -10.66339804162942, 52.91905942944997]",P4,target,sub-4220,active,ses-baseline,run-baseline
P3_control_sub-3108,"[50.65454159731837, -25.22439083963597, 66.18206184462123]","[49.25139958094336, -76.38082943352894, 49.57338084328203]","[73.67424110530808, 9.57269939489542, 31.32449238297006]","[2.8732703120472016, -7.27272955844094, 83.90601734699467]",P3,control,sub-3108,active,ses-baseline,run-baseline
P5_target_sub-5131,"[-48.56319035802647, -10.003963399704473, 74.99155372967]","[-38.81519317719859, 43.69793188471253, 77.5547489711947]","[-74.05362435686412, -25.623480872258796, 31.202885755956945]","[-6.155557176042066, -41.134926762805684, 85.76305198464712]",P5,target,sub-5131,active,ses-baseline,run-baseline
P8_target_sub-8113,"[-59.79190332558856, 44.92483721213316, 73.16446008178447]","[-30.14190453695644, 69.59557941957426, 80.96360604310196]","[-76.15621979275487, 47.38584957005372, 37.45656808688341]","[-58.628258311852825, 9.039083445862916, 90.18450272050019]",P8,target,sub-8113,active,ses-baseline,run-baseline
P3_target_sub-3151,"[-64.18193085569527, 6.524402870524409, 22.276920707974266]","[-41.111079589834574, 48.32519581243314, 35.595106258842776]","[-62.30927623922634, -3.872980482893741, -25.70626795846537]","[-62.29346756722693, -32.159019263805845, 53.17763723768296]",P3,target,sub-3151,active,ses-baseline,run-baseline
P5_control_sub-5131,"[-72.30158112895226, 30.8795728579492, 30.7277957350492]","[-51.03823519008976, 70.72194241444015, 49.37836250067469]","[-72.95659328478291, 27.972122081329427, -19.00776776805231]","[-67.90910546709041, -11.936859068952112, 55.59551136474371]",P5,control,sub-5131,active,ses-baseline,run-baseline
P3_control_sub-3137,"[48.7126850169758, -12.577354386844034, 53.357512058271475]","[50.161275969081025, -65.55591423238815, 41.06065940156427]","[74.18381860072083, 20.99148759829726, 19.14184370990214]","[1.3431675758885298, 5.74773428011979, 71.18602111880355]",P3,control,sub-3137,active,ses-baseline,run-baseline
P8_target_sub-8182,"[-55.48367147375831, 54.04241210518213, 58.5316115872223]","[-24.88160840497809, 77.19397873795887, 66.94127819480661]","[-66.92192288249802, 54.67752177928755, 20.397241522642883]","[-55.957734780344126, 18.334451169360392, 76.3053427394057]",P8,target,sub-8182,active,ses-baseline,run-baseline
P1_control_sub-1174,"[-45.659174738152636, -26.375333168648833, 69.14304425370086]","[-29.450732902895922, 25.576323988164734, 62.28356527391458]","[-69.91230110563133, -44.91333294621369, 26.935386388686073]","[-5.99816430455063, -59.8376651635991, 84.61680555618669]",P1,control,sub-1174,active,ses-baseline,run-baseline
P3_target_sub-3131,"[-60.5057811903107, 15.685273275489733, 24.93806345560273]","[-31.19522494129402, 52.05633701599276, 40.56948783473995]","[-70.11231627023037, 13.921163999943488, -22.915758719829697]","[-61.82022974387503, -26.181720113759447, 51.02528694639018]",P3,target,sub-3131,active,ses-baseline,run-baseline
P2_control_sub-2270,"[73.92571209053264, -35.5308468389181, -0.32558579249588904]","[65.78015550597293, -62.05409288126236, 27.87836345470748]","[60.91088339903823, -42.439908762886326, -37.06937477205579]","[77.7145459142224, 2.3999888660995996, 10.42785532785165]",P2,control,sub-2270,active,ses-baseline,run-baseline
P8_control_sub-8198,"[54.04835632031193, -2.487234463402823, 82.25435056233829]","[53.580391363696684, -52.51760082173661, 62.3977814301586]","[71.74571691901004, 36.28649409440308, 48.05944702866207]","[8.546427496222703, 11.212552395569658, 107.56736919670712]",P8,control,sub-8198,active,ses-baseline,run-baseline
P5_target_sub-5167,"[-46.28985632257483, -8.768965345542446, 66.12337498161367]","[-37.34896524354268, 45.353224914137975, 64.42135653369114]","[-71.8796600980409, -28.340438340638183, 24.125226704114787]","[-3.4155545538217664, -38.588978310738504, 79.85903182324921]",P5,target,sub-5167,active,ses-baseline,run-baseline
P2_target_sub-2222,"[-36.705188104280865, -50.0457158411161, 88.25044981091087]","[-76.08690172963381, -7.286358893617019, 64.90368849182194]","[-16.3559703650882, -85.61361021960671, 39.250814087324294]","[13.378234343044042, -18.68904491185798, 111.82070883114707]",P2,target,sub-2222,active,ses-baseline,run-baseline
P2_control_sub-2259,"[65.94317677156467, -39.370283823800705, 6.2332530526359164]","[53.25371970814874, -58.05559105399235, 38.98281679697089]","[52.14109855737569, -51.83494243831599, -28.885579583867802]","[74.1521649174954, -0.4975599739001684, 9.284409150657378]",P2,control,sub-2259,active,ses-baseline,run-baseline
P8_target_sub-8164,"[-51.62448917801941, 49.31374753979494, 80.99031207928584]","[-22.453545433874844, 74.74753697044025, 88.6453556613707]","[-64.83593435685174, 49.08179178639813, 43.46595144227399]","[-50.09813917299138, 13.953510346293031, 99.36250475221031]",P8,target,sub-8164,active,ses-baseline,run-baseline
P3_target_sub-3118,"[-76.56523227008141, 6.4240731304538565, 23.787970043427734]","[-53.83442904362461, 44.977565440749984, 43.35621968983823]","[-75.29680139232066, 3.8662109403205456, -25.923279229438165]","[-76.81419153739203, -36.57374720297486, 49.249632669831705]",P3,target,sub-3118,active,ses-baseline,run-baseline
P3_target_sub-3145,"[-74.05891154475553, -2.30082781741345, 28.8220091402451]","[-49.004575355165905, 36.15819472816978, 47.00441151794055]","[-75.37855749252067, -4.370527481946821, -21.05631982778899]","[-68.63426200053685, -45.72662081517263, 52.31040643188035]",P3,target,sub-3145,active,ses-baseline,run-baseline
P2_control_sub-2208,"[78.31632080244722, -19.623065831253268, -20.155881920980367]","[66.76787160816622, -43.46994525543351, 9.738275328481407]","[67.4511855285242, -29.427835470963704, -57.14554532703262]","[81.71070411558041, 19.125048201970863, -12.4199966686182]",P2,control,sub-2208,active,ses-baseline,run-baseline
P3_target_sub-3149,"[-60.86101259689207, 20.67798807125013, 41.427606930145195]","[-25.800634597376103, 54.08691862567055, 52.754015642675974]","[-73.88703706516478, 19.79678064450925, -5.365961879242469]","[-56.89664648191825, -23.894871019884437, 63.16703822684401]",P3,target,sub-3149,active,ses-baseline,run-baseline
P3_target_sub-3115,"[-65.88184026046487, 19.362626438291667, 34.73672557853197]","[-37.425801849969034, 57.335279542039366, 46.86742235706146]","[-73.56838077607533, 13.352339992692611, -13.264752830319326]","[-57.00369951472291, -22.926592561664854, 58.86502829307413]",P3,target,sub-3115,active,ses-baseline,run-baseline
P4_control_sub-4117,"[62.21641967835607, -37.1379334450492, 0.507992342071367]","[52.05961800777625, -64.58977924421214, 27.061449385296868]","[49.54150918352709, -41.40427001151411, -36.959038967931676]","[68.39385144652913, -0.08735336395678076, 13.511652921575994]",P4,control,sub-4117,active,ses-baseline,run-baseline
P1_control_sub-1152,"[-57.782132604644666, -27.3947305205362, 66.76302162138153]","[-44.60934250545757, 25.819057091362886, 67.03259700963383]","[-75.82993614321079, -44.80939093693079, 20.504207900036324]","[-19.485595599543302, -60.16099888326667, 85.44779298046568]",P1,control,sub-1152,active,ses-baseline,run-baseline
P8_control_sub-8125,"[50.70959426597623, 0.24282708973153821, 94.33678439161986]","[47.561872094943915, -51.13686580710198, 79.31191608699129]","[76.28365154111243, 31.884499972407262, 59.06756065680426]","[2.615179922543914, 20.745395547483994, 108.14018865664906]",P8,control,sub-8125,active,ses-baseline,run-baseline
P4_target_sub-4101,"[-74.37184862838237, 49.60862823403036, 34.571638610951304]","[-51.72602542380846, 92.37073657949522, 46.103171514342186]","[-79.87344155729674, 39.17973257705941, -13.653373733412757]","[-68.90517591660554, 11.129531137377304, 65.72811842851901]",P4,target,sub-4101,active,ses-baseline,run-baseline
P2_target_sub-2225,"[-16.5683258600471, -70.87544304837921, 52.25902344473044]","[-63.04700223670661, -29.819803234768443, 44.236110049749776]","[-0.24586468848466406, -91.38470112404306, -6.068064131549888]","[32.712960179228205, -38.090013791031204, 74.69524411801753]",P2,target,sub-2225,active,ses-baseline,run-baseline
P4_control_sub-4124,"[70.22102777582974, -22.291070314971034, -5.57475420480705]","[60.30496949259976, -48.634645352148645, 22.798890433865385]","[57.70464275933717, -29.548488772694466, -42.69827710252762]","[73.67018725182253, 15.720298761379636, 5.3679676644815215]",P4,control,sub-4124,active,ses-baseline,run-baseline
P2_control_sub-2210,"[71.62002208178143, -27.956723739411434, -11.441519648472967]","[59.82518218278398, -53.66053003417797, 16.56301278015624]","[63.43562749579252, -35.86877909769897, -49.37959396223078]","[78.72391136974606, 9.463100186667425, -1.1342919919511165]",P2,control,sub-2210,active,ses-baseline,run-baseline
P3_control_sub-3218,"[51.26835841257141, -32.418760595652266, 63.60017263213167]","[47.610349448215345, -83.96307496033492, 48.44259282996465]","[69.4014021757004, -0.22137149001537015, 24.404058247306256]","[5.4640191466582495, -12.847846147985155, 84.762912475101]",P3,control,sub-3218,active,ses-baseline,run-baseline
P2_target_sub-2269,"[-29.225750890264237, -60.4867765616674, 79.54961139883036]","[-68.32234005039187, -13.14622104134743, 66.12174256751403]","[-14.897235191832234, -86.18047937662247, 22.499952413162852]","[23.490531502914543, -32.69697266037333, 100.344930279755]",P2,target,sub-2269,active,ses-baseline,run-baseline
P8_target_sub-8173,"[-57.4690645893655, 43.7012310629138, 67.16693791975804]","[-31.32693549427827, 72.8687004713691, 70.11732875574648]","[-76.70200489215846, 40.52868486218171, 32.731157376928365]","[-48.68431249694478, 9.76536458874636, 86.03425201288674]",P8,target,sub-8173,active,ses-baseline,run-baseline
P8_control_sub-8119,"[57.819017920641066, 2.0402950722771602, 69.8030633752396]","[53.8642613550471, -50.03685446967804, 54.86666454556974]","[80.0258147375433, 35.244873492491806, 33.54597632824228]","[13.744600691678027, 22.13680018442285, 93.9162125365603]",P8,control,sub-8119,active,ses-baseline,run-baseline
P2_target_sub-2208,"[-25.761252087573965, -62.045491748157, 47.82913692988394]","[-65.46880425018708, -13.920569063146605, 38.19646839589004]","[-13.574932060082526, -87.72792589720258, -9.668354510565077]","[27.90535585126195, -36.4479799703755, 69.76993476216033]",P2,target,sub-2208,active,ses-baseline,run-baseline
P4_control_sub-4180,"[70.0828553442438, -23.55430560618957, -32.252324958649]","[61.118394904296956, -51.17477097134537, -5.024610757600372]","[61.68960977176975, -30.37664874619868, -70.5985920155219]","[76.47697574315362, 13.900620119196235, -20.200822206043]",P4,control,sub-4180,active,ses-baseline,run-baseline
P8_target_sub-8122,"[-54.09601319408617, 60.66792308690807, 67.54220134317175]","[-27.673985969428145, 89.89220878222858, 70.523935260404]","[-69.19020175678861, 54.90217367831192, 31.19438836356679]","[-46.5417705935715, 27.777946191413335, 88.58749252919806]",P8,target,sub-8122,active,ses-baseline,run-baseline
P8_control_sub-8181,"[50.98413425697144, 9.535090891079944, 99.28964264029327]","[61.39731673234773, -41.579459069304356, 86.12713406284264]","[67.73676963926265, 47.355432128509314, 64.00885350782985]","[0.6005989727183522, 18.563411436109924, 116.79631116886512]",P8,control,sub-8181,active,ses-baseline,run-baseline
P2_control_sub-2294,"[73.15928658771428, -22.425630888753535, -7.177888922646058]","[61.41973941655969, -41.77826380010243, 25.67959107734795]","[60.377036666749774, -35.328326124607585, -42.56930084824891]","[83.21044391837363, 15.652127124911374, -3.9980716492997344]",P2,control,sub-2294,active,ses-baseline,run-baseline
P1_control_sub-1203,"[-49.0918918265919, -39.8011292097695, 62.516037336328566]","[-37.99200471640872, 13.72540122647036, 64.61060021571431]","[-72.50461333204409, -53.78031932146758, 18.077308800244612]","[-5.986059377227516, -70.86441678620503, 72.85905887485946]",P1,control,sub-1203,active,ses-baseline,run-baseline
P1_target_sub-1187,"[70.49588484056373, -62.12687696068394, -18.186426043773665]","[57.71745860671969, -82.41321874988529, 13.226903717948836]","[61.21400021819349, -75.10744887726526, -54.80280716664465]","[79.71853867657133, -23.834350468519283, -13.617182685525973]",P1,target,sub-1187,active,ses-baseline,run-baseline
P2_target_sub-2204,"[-23.662831852269765, -48.126912335832664, 75.64357974639837]","[-69.6198869555595, -9.140669388049934, 57.721470631324095]","[-5.459313035849924, -82.78104737867002, 24.847639026205666]","[25.595414068294787, -12.13128322565677, 93.13076082384879]",P2,target,sub-2204,active,ses-baseline,run-baseline
P3_target_sub-3176,"[-65.77469813399544, 13.770949548058399, 44.22289648075133]","[-35.34458335660881, 50.721769579186436, 55.91409893174362]","[-73.05428453067971, 8.930104082348926, -4.284619742717372]","[-57.39465245239899, -28.94996415745073, 68.14419686582843]",P3,target,sub-3176,active,ses-baseline,run-baseline
P7_control_sub-7108,"[-54.37004585929887, -19.452508024514067, 58.2980548334592]","[-41.20048300274918, 33.26375672847757, 56.53776199315233]","[-73.50478151844395, -36.72311692419449, 12.839365667251219]","[-14.575501929932042, -51.89074219325887, 75.6710265885451]",P7,control,sub-7108,active,ses-baseline,run-baseline
P1_control_sub-1170,"[-45.438376875445066, -22.230210353649397, 69.20366009426739]","[-28.566572590923542, 29.53849669208246, 67.69498597764364]","[-73.02646116667638, -36.97589730959171, 26.977654970413735]","[-7.051422871549457, -58.271439731631034, 81.24115650324318]",P1,control,sub-1170,active,ses-baseline,run-baseline
P1_target_sub-1116,"[66.23130459149853, -62.32190958793657, -0.8726145572261346]","[55.85283769217866, -86.0242554537866, 29.243902274736097]","[56.86108475321232, -72.73891307398252, -37.44261169955017]","[72.16739251575738, -23.75528451898074, 6.236192526417527]",P1,target,sub-1116,active,ses-baseline,run-baseline
P4_control_sub-4214,"[68.53268597512873, -21.216710158253665, -36.35046245440706]","[59.1599692231841, -50.48934221320913, -10.742603290114433]","[58.81278916751403, -25.382095015157663, -74.58204554825524]","[74.47547663524333, 15.12645816027447, -22.362210081574137]",P4,control,sub-4214,active,ses-baseline,run-baseline
P8_target_sub-8194,"[-55.73949155901266, 48.764189140883865, 71.05222782681365]","[-28.86708404185344, 75.86798539194835, 81.22590943237348]","[-68.26510047785888, 49.59693610803955, 33.61104135829177]","[-52.89017177751398, 12.842585994985717, 88.07444203523173]",P8,target,sub-8194,active,ses-baseline,run-baseline
P8_target_sub-8155,"[-42.819396748210636, 66.20680147349947, 70.7970130912731]","[-11.266129968798369, 89.63836435155399, 72.84337050264216]","[-60.800756328342146, 64.55771913601738, 35.24886612656877]","[-40.55427224278417, 31.607801112913418, 90.47227721835989]",P8,target,sub-8155,active,ses-baseline,run-baseline
P1_control_sub-1213,"[-51.186318297230734, -26.18652306933733, 70.43720460132603]","[-34.42406109165288, 25.854897001238527, 74.55522087128115]","[-79.96199025147455, -38.20030628626406, 26.82385982896929]","[-15.641990231343556, -64.28261512511583, 84.33826351639955]",P1,control,sub-1213,active,ses-baseline,run-baseline
P5_control_sub-5137,"[-80.96976376198194, 30.84621265797303, 23.44475085312293]","[-58.055773596767025, 71.79203818529535, 37.92018561162443]","[-79.92289059303987, 25.218859068557464, -26.043260729891948]","[-68.44160361115786, -10.251854249276557, 48.4091497728124]",P5,control,sub-5137,active,ses-baseline,run-baseline
P7_control_sub-7122,"[-45.2719644481278, -32.38169986474863, 74.4966256034511]","[-33.92508072783941, 21.033701792244365, 75.53843924634478]","[-68.09522066517238, -47.57004917724138, 30.27090241435541]","[-3.176197516380038, -63.905173848344496, 85.45591731466962]",P7,control,sub-7122,active,ses-baseline,run-baseline
