network,vol_anode_mm3,vol_cathode1_mm3,vol_cathode2_mm3,vol_cathode3_mm3,vol_total_mm3,vol_cv,spoke_min_mm,spoke_max_mm,star_radius_cv,star_min_angle,star_angle_std,star_hub_agrees,subject,session,run,anode,cathode1,cathode2,cathode3
proposed,1747.9,1869.0,1976.8,1469.2,7062.9,0.1072,54.66,59.91,0.0378,107.89,3.77,True,sub-1115,ses-3,run-02,[-54.00636866 -52.72243969  63.61422449],[-69.90764495 -67.01152131  19.16557498],[-45.28004073   0.16136267  70.73432682],[-14.10437115 -82.08510399  76.13555518]
proposed,1623.3,1527.2,1650.4,1247.7,6048.5,0.1054,54.46,59.95,0.0413,108.37,5.35,True,sub-1115,ses-4,run-01,[-59.13349999 -53.60278902  63.84424187],[-69.9634109  -71.7208444   19.45509566],[-52.99681611  -0.34176493  71.19168862],[-19.58248629 -78.78423197  81.98089064]
proposed,1804.4,1634.3,1734.7,1399.5,6573.0,0.0932,54.68,60.44,0.0431,108.0,4.43,True,sub-1115,ses-4,run-02,[-58.61887043 -54.93566891  65.26256558],[-70.26318525 -72.90862435  19.46107002],[-53.1205149   -1.04604198  71.74334806],[-19.90716093 -80.33428508  82.15483329]
proposed,1362.1,1568.2,1335.7,1481.0,5747.0,0.0651,54.53,58.01,0.0253,107.32,7.38,True,sub-1116,ses-1,run-01,[-42.92295524  -3.37621297  68.88961577],[-69.58175424 -32.60414583  39.66554934],[-27.62033739  45.20803282  56.7710938 ],[ -5.46111638 -31.43906653  87.96543099]
proposed,1434.0,1651.9,1344.5,1071.7,5502.0,0.1512,54.58,57.63,0.0232,106.67,7.94,True,sub-1116,ses-1,run-02,[-43.00818029  -4.02226827  69.76708693],[-69.40495827 -33.30252558  40.28338559],[-27.51027831  44.28321266  58.29561945],[ -4.56836104 -32.61853698  88.17995423]
proposed,2762.4,1595.4,2452.1,1964.3,8774.2,0.204,55.72,58.61,0.0206,103.44,6.48,True,sub-1116,ses-2,run-01,[-52.87672371 -34.17275017  66.28652345],[-70.16993451 -52.96272025  21.49149535],[-39.23930988  16.86471107  63.43622683],[-18.63305359 -68.0027693   80.63794983]
proposed,2370.7,1564.6,2229.1,1874.8,8039.2,0.1563,55.67,58.74,0.022,103.66,6.28,True,sub-1116,ses-2,run-02,[-52.3891083  -34.86300646  67.12279419],[-69.74910927 -53.08717019  22.32459223],[-38.05130999  16.14604611  65.19527534],[-18.55143648 -69.043925    81.44676373]
proposed,1467.0,1327.6,1464.1,1750.1,6008.9,0.1024,54.19,59.89,0.044,108.14,3.78,True,sub-1116,ses-4,run-01,[-56.18870966 -23.15191904  60.18037747],[-71.53056634 -39.6011814   16.75399125],[-36.19124386  26.37100549  61.7667627 ],[-24.59426948 -60.99166241  82.2391218 ]
proposed,1602.7,1436.2,1624.0,1775.8,6438.7,0.0748,53.15,60.2,0.0558,109.04,3.42,True,sub-1116,ses-4,run-02,[-56.13919621 -23.92515612  59.20186981],[-71.52489801 -39.96543663  16.69957244],[-35.80981033  25.96340855  60.9967621 ],[-23.5313162  -61.20847132  81.4023211 ]
proposed,1695.1,1692.9,1316.6,1489.0,6193.7,0.1019,53.94,61.43,0.0577,107.83,3.97,True,sub-1117,ses-1,run-01,[-43.91853943 -12.15183084  80.87780306],[-71.06964945 -31.08999829  43.74652509],[-23.05314308  38.62454686  73.20299288],[-12.01713702 -46.13595625  94.73439798]
proposed,2079.5,1840.4,1585.8,2141.1,7646.8,0.1146,54.76,61.87,0.057,108.05,3.86,True,sub-1117,ses-1,run-02,[-44.73175142 -13.127249    80.07003697],[-71.75852835 -31.96482586  43.26779722],[-23.90326544  38.14827868  72.73368144],[-11.42244707 -47.4097899   93.72429813]
proposed,1841.8,1555.0,1438.4,1436.9,6272.2,0.1053,54.27,58.38,0.0345,108.9,5.25,True,sub-1117,ses-2,run-01,[-44.97460247 -12.07481417  80.17161669],[-70.26884885 -35.0080434   44.98753576],[-27.02095741  36.92150665  72.89551518],[ -8.35373263 -40.27612839  96.16198031]
proposed,2005.4,1647.5,1501.5,1603.4,6757.8,0.1124,54.12,58.18,0.0295,109.05,5.59,True,sub-1117,ses-2,run-02,[-45.21299587 -12.40399124  80.10705869],[-70.2608726  -35.45878736  45.11333224],[-27.28236489  36.43617181  73.02172124],[ -7.28385724 -41.90487792  96.08117846]
proposed,1577.8,1514.7,1340.1,1273.4,5706.0,0.087,52.62,56.99,0.0327,108.64,3.28,True,sub-1117,ses-3,run-01,[-46.2631109  -26.4668311   81.01261498],[-70.0346156  -45.75284952  41.74351783],[-33.17808605  23.17158668  77.692636  ],[-10.61688624 -55.43811348  92.7976493 ]
proposed,1643.1,1522.8,1389.3,1127.4,5682.5,0.1349,51.3,56.86,0.0432,110.15,2.57,True,sub-1117,ses-3,run-02,[-46.01777417 -27.11662441  80.96816046],[-70.53882445 -46.53651657  41.97428658],[-33.27001425  22.47076899  77.45328271],[-11.05402754 -54.82158167  93.1071199 ]
proposed,1577.8,1514.7,1340.1,1273.4,5706.0,0.087,52.62,56.99,0.0327,108.64,3.28,True,sub-1117,ses-4,run-01,[-46.2631109  -26.4668311   81.01261498],[-70.0346156  -45.75284952  41.74351783],[-33.17808605  23.17158668  77.692636  ],[-10.61688624 -55.43811348  92.7976493 ]
proposed,1643.1,1522.8,1389.3,1127.4,5682.5,0.1349,51.3,56.86,0.0432,110.15,2.57,True,sub-1117,ses-4,run-02,[-46.01777417 -27.11662441  80.96816046],[-70.53882445 -46.53651657  41.97428658],[-33.27001425  22.47076899  77.45328271],[-11.05402754 -54.82158167  93.1071199 ]
proposed,1804.4,1255.0,1284.4,1414.2,5758.0,0.1522,55.92,58.37,0.019,109.3,4.74,True,sub-1121,ses-1,run-01,[-56.86190485 -31.25869848  62.28949161],[-71.38799771 -42.71930814  12.95957046],[-47.89698435  20.22851008  66.17561477],[-23.00375617 -64.3604231   79.59057243]
proposed,1799.3,1293.2,1274.8,1394.4,5761.7,0.1473,55.94,58.46,0.0193,109.36,4.71,True,sub-1121,ses-1,run-02,[-56.80369717 -31.64276832  62.21167543],[-71.16504399 -43.52671355  12.85192675],[-47.98533729  19.90488001  65.79509275],[-22.74741918 -64.50288858  79.64285755]
proposed,1869.7,1629.9,1781.7,1587.3,6868.6,0.0663,54.7,59.78,0.0369,113.08,1.01,True,sub-1121,ses-2,run-01,[-53.49520018 -45.21866126  64.34244891],[-70.38749938 -55.19105634  19.04535913],[-43.38691977   6.84424918  74.29894551],[-14.72690758 -77.05750686  79.59194547]
proposed,1928.4,1638.7,1899.1,1610.8,7076.9,0.0821,54.64,59.95,0.0386,113.09,0.8,True,sub-1121,ses-2,run-02,[-54.16350757 -45.73040754  65.12198729],[-70.5164502  -55.95450689  19.73612652],[-44.05863737   6.59452936  74.50552019],[-15.59205477 -77.86648338  80.83608027]
proposed,1887.3,1285.8,1659.9,637.4,5470.5,0.346,56.56,61.75,0.0362,104.38,8.58,True,sub-1121,ses-3,run-01,[-51.04124789 -29.41632346  68.367376  ],[-71.09914748 -45.05026833  18.78336256],[-38.27390916  23.03001234  71.89591728],[-21.1795376  -68.20839319  82.70144687]
proposed,1953.3,1409.1,1585.8,853.8,5802.0,0.2734,55.4,60.25,0.0389,102.02,8.93,True,sub-1121,ses-3,run-02,[-56.83310855 -37.74657605  73.42814551],[-70.5506992  -52.38514278  22.8790007 ],[-46.45405341  15.09491853  80.72295677],[-25.41938139 -74.2711031   86.63425234]
proposed,1618.1,1276.3,1282.2,1417.1,5593.7,0.0992,57.12,59.38,0.0171,108.07,4.61,True,sub-1121,ses-4,run-01,[-55.03610563 -31.64267746  64.24481287],[-71.78155274 -46.59685002  17.84261595],[-42.69073698  20.0651033   71.04916366],[-21.22522061 -67.03515132  81.26246221]
proposed,1599.0,1273.4,1266.0,1431.8,5570.3,0.0979,57.15,59.2,0.0148,107.81,4.82,True,sub-1121,ses-4,run-02,[-55.75386303 -32.97738371  63.93856424],[-72.37660297 -48.30546045  16.97843756],[-43.97707296  18.66113987  70.9922372 ],[-21.86659902 -67.93813447  80.8020763 ]
proposed,1595.4,1625.5,1165.5,1919.6,6306.0,0.1706,40.14,46.17,0.0594,114.07,4.18,True,sub-1124,ses-1,run-01,[ 73.38075344 -56.58280576   6.33175868],[ 62.0653643  -78.79579271  32.61118951],[ 66.42285254 -63.1572495  -34.23535788],[ 77.224562   -17.47608542  16.31852366]
proposed,2303.9,2301.0,1673.1,2460.2,8738.3,0.1383,40.35,47.35,0.0651,112.68,4.16,True,sub-1124,ses-1,run-02,[ 73.85502089 -57.38633209   6.26612752],[ 62.14186467 -80.14090197  32.16858119],[ 66.66560827 -63.90430324 -35.35891158],[ 77.25511142 -18.74292503  15.40567213]
proposed,1494.2,1458.9,1087.1,1765.6,5805.7,0.1664,40.98,42.81,0.0179,114.64,2.7,True,sub-1124,ses-2,run-01,[ 74.02768502 -57.47531162   7.13570449],[ 62.7595413  -76.84643115  38.60644031],[ 66.36447457 -69.90918828 -26.84401223],[ 77.65356296 -19.88699674   9.73753032]
proposed,1475.1,1542.6,1171.4,1803.7,5992.8,0.1502,41.69,42.51,0.0084,115.19,1.96,True,sub-1124,ses-2,run-02,[ 74.65817274 -58.60023154   7.20360977],[ 63.15880652 -77.8958919   38.30664837],[ 66.6045957  -71.77996079 -27.10831002],[ 78.14693485 -21.03410404   9.59498463]
proposed,1753.1,1340.1,1378.3,1552.8,6024.3,0.1086,43.12,49.63,0.0573,102.15,14.17,True,sub-1124,ses-3,run-01,[ 73.50671396 -52.46347667  20.00924893],[ 59.25836901 -71.12895778  58.14724332],[ 70.85406266 -61.0501087  -21.28806254],[ 75.32308714 -14.75812262  29.52126488]
proposed,1818.4,1413.5,1349.7,1556.5,6138.0,0.1174,42.74,49.32,0.0593,103.15,13.41,True,sub-1124,ses-3,run-02,[ 73.69190023 -53.12026737  20.47923964],[ 59.60039786 -72.15796063  58.16433335],[ 70.63298831 -61.87420658 -21.23763666],[ 75.32976611 -15.67273554  29.64255716]
proposed,1763.4,1240.4,1493.4,1811.0,6308.2,0.1452,42.26,44.92,0.0273,112.72,4.15,True,sub-1124,ses-4,run-01,[ 75.4712064  -49.16762457  18.28401518],[ 62.23909063 -75.3553343   42.64230359],[ 72.27920651 -60.08068828 -18.46566476],[75.72658879 -9.48154142 26.63655248]
proposed,1798.6,1478.8,1572.6,1785.4,6635.3,0.0828,42.94,44.95,0.0214,113.34,3.49,True,sub-1124,ses-4,run-02,[ 75.38692871 -49.84073073  17.95147405],[ 62.31034265 -76.11698624  43.3343809 ],[ 72.27976653 -61.25112049 -18.9685811 ],[ 75.29847782 -10.14886938  26.39159516]
proposed,1426.7,1301.2,1680.5,1211.0,5619.4,0.1257,54.09,59.51,0.0393,108.44,5.68,True,sub-1125,ses-1,run-01,[-50.89145393 -35.21962394  70.43677161],[-70.05368064 -55.29801402  26.54314112],[-44.74309995  18.00480542  66.53622417],[-14.927323   -64.13873039  86.15121345]
proposed,1409.1,1306.4,1614.4,920.6,5250.4,0.192,53.78,59.82,0.044,109.18,4.71,True,sub-1125,ses-1,run-02,[-50.35215235 -35.68984792  70.20005783],[-69.7825346  -55.75703055  26.06124822],[-43.69028585  17.78224144  66.74047859],[-14.19458102 -63.90137963  85.89867135]
proposed,1863.8,1643.1,1615.2,1049.6,6171.7,0.1949,53.98,60.01,0.0431,103.6,7.17,True,sub-1125,ses-2,run-01,[-54.06568596 -33.07819978  67.44492071],[-70.70674552 -53.17418644  22.85358074],[-40.77752763  19.37339836  69.78775962],[-21.50194568 -65.65015459  83.18002968]
proposed,1860.2,1701.0,1588.8,1023.2,6173.2,0.2043,53.65,60.11,0.0468,103.95,6.92,True,sub-1125,ses-2,run-02,[-53.94185653 -33.57062696  67.77836431],[-70.75032445 -53.72811741  22.68425813],[-40.83754893  19.02414535  70.14984872],[-21.37036028 -65.71568284  83.4496255 ]
proposed,1411.3,1481.7,1355.5,1645.3,5893.7,0.0738,54.78,67.78,0.0923,111.63,2.08,True,sub-1125,ses-3,run-01,[-42.81046003 -33.37432628  76.59379786],[-71.48866767 -51.48487455  25.71161704],[-33.49478743  17.98716339  76.16991926],[ -4.75879586 -62.60332253  88.21319593]
proposed,1531.6,1529.4,1403.9,1796.4,6261.2,0.0914,54.56,67.89,0.0937,111.54,2.26,True,sub-1125,ses-3,run-02,[-42.77629776 -33.94604368  76.90631992],[-71.19069588 -51.89781279  25.70829978],[-33.11713279  17.58437968  76.48565993],[ -5.1268224  -63.40090689  88.43246114]
proposed,1648.2,1701.0,1815.4,944.8,6109.4,0.2238,56.71,57.77,0.0084,101.33,9.69,True,sub-1125,ses-4,run-01,[-51.87714379 -26.83915822  68.99105207],[-70.07628043 -51.32364105  27.90827294],[-38.38054991  23.51706846  70.0031074 ],[-16.27688788 -60.69059192  86.0427113 ]
proposed,1680.5,1689.3,1707.6,641.1,5718.4,0.3185,56.9,57.91,0.0073,101.22,9.65,True,sub-1125,ses-4,run-02,[-50.93022955 -26.8205707   67.49619952],[-69.92729546 -51.58939989  26.72405108],[-37.60191719  23.08421386  67.89712518],[-14.34966568 -60.4203695   83.57154047]
proposed,1477.3,1359.2,1359.2,1444.3,5639.9,0.037,57.36,58.5,0.0085,107.41,7.79,True,sub-1126,ses-1,run-01,[-60.36649909 -12.28570461  53.74261852],[-73.16426301 -40.12545109  12.00342307],[-45.04367241  38.22996239  52.64850646],[-25.45996509 -40.36034491  81.24407579]
proposed,1481.0,1288.8,1326.2,1458.2,5554.1,0.0594,57.51,58.56,0.0081,107.96,7.83,True,sub-1126,ses-1,run-02,[-59.78896081 -13.73443417  54.24356464],[-72.96065497 -40.88350072  12.00604778],[-44.14640203  36.75432346  53.8301452 ],[-24.1388511  -41.65701674  81.17683888]
proposed,1890.2,1473.6,1535.2,1385.6,6284.7,0.122,58.69,61.25,0.0182,102.07,10.13,True,sub-1126,ses-2,run-01,[-64.23165191 -19.25228811  49.04515879],[-73.79582031 -44.48306008   2.79859215],[-45.82850192  32.47991699  55.42636697],[-37.49182366 -55.91859295  76.31468262]
proposed,1972.4,1444.3,1604.2,1577.0,6597.9,0.1188,59.09,61.16,0.0147,101.04,10.49,True,sub-1126,ses-2,run-02,[-63.47358114 -19.2841361   49.26779292],[-73.10964707 -44.47588585   2.69444347],[-45.17617495  32.41071383  55.57036689],[-36.82009246 -56.96936378  75.91764963]
proposed,1593.2,1341.6,1197.1,1761.9,5893.7,0.1484,55.33,60.97,0.0412,106.52,6.0,True,sub-1126,ses-3,run-01,[-60.81332786 -16.1365351   52.36050945],[-73.11107564 -40.71439157  10.66365342],[-48.93997739  37.45372733  48.35734974],[-28.77318826 -48.95637565  80.56424408]
proposed,1657.7,1403.9,1266.0,1713.5,6041.2,0.1212,55.0,61.28,0.0455,106.95,5.57,True,sub-1126,ses-3,run-02,[-60.19743731 -17.31349662  52.89987062],[-72.49769406 -40.97650556  11.02854428],[-47.56343906  36.49460253  50.58999503],[-27.79561051 -50.23428805  80.57338339]
proposed,1563.1,1483.9,1220.6,1725.2,5992.8,0.1217,56.83,58.34,0.011,110.95,3.28,True,sub-1126,ses-4,run-01,[-60.28773094 -13.37666869  53.66686987],[-74.25931794 -35.03758015   9.31592137],[-45.21198466  36.10698958  53.57963951],[-28.19127084 -45.05419522  80.76147242]
proposed,1609.3,1478.0,1208.8,1662.1,5958.3,0.1178,57.04,58.51,0.0108,110.81,4.09,True,sub-1126,ses-4,run-02,[-59.91008696 -14.46192467  54.23829356],[-73.59309594 -35.80180326   9.01854724],[-44.22568436  34.54828822  55.78085937],[-27.37286676 -46.31116733  80.88860669]
proposed,1395.1,1413.5,1002.0,1772.2,5582.7,0.1953,41.33,47.13,0.0545,112.45,6.27,True,sub-1127,ses-1,run-01,[ 75.76662287 -57.26172841  -0.66431412],[ 60.38372839 -76.85763744  33.80910492],[ 65.55937566 -74.50525748 -34.3717213 ],[ 80.73419133 -20.68567595   4.77654379]
proposed,1432.5,1488.3,1194.9,1762.6,5878.3,0.1374,41.75,46.88,0.0481,112.59,6.27,True,sub-1127,ses-1,run-02,[ 75.63548518 -57.98044325  -0.50632966],[ 60.66732276 -78.11485331  33.55761646],[ 65.39546276 -74.96345557 -34.54336608],[ 80.44664748 -21.08124093   5.44750757]
proposed,1714.9,1717.9,1397.3,1796.4,6626.5,0.0925,41.95,44.45,0.0245,113.65,4.31,True,sub-1127,ses-2,run-01,[ 76.0689088  -57.32079451  -5.12205966],[ 61.67529721 -82.11254256  19.5995077 ],[ 69.04456682 -64.53591955 -42.24914338],[ 80.61966601 -20.4027162    9.91835394]
proposed,1772.2,1844.8,1566.8,1902.7,7086.4,0.0717,42.41,44.64,0.0222,114.15,4.12,True,sub-1127,ses-2,run-02,[ 75.95280385 -57.83945057  -5.17658255],[ 61.96045755 -83.4309849   19.60028096],[ 68.33123997 -64.82733708 -42.47028723],[ 80.26730491 -20.78926104  10.06795552]
proposed,1896.9,1461.9,1264.6,1607.8,6231.1,0.148,40.28,45.63,0.0552,112.35,3.84,True,sub-1127,ses-3,run-01,[ 76.50478502 -53.00023872  -3.89536288],[ 63.4407243  -78.65252012  18.30214031],[ 70.06379507 -61.71421469 -43.16222209],[ 79.07376115 -13.75436887   8.34890173]
proposed,1885.8,1419.3,1393.7,1637.2,6336.0,0.1252,40.76,45.43,0.0498,112.66,3.54,True,sub-1127,ses-3,run-02,[ 74.47269725 -52.91518351  -4.15744968],[ 61.11525047 -78.72296768  18.38558014],[ 68.68621107 -61.92644075 -43.67296645],[ 76.19629265 -13.73471339   7.83140907]
proposed,1615.9,1552.1,1324.0,1428.1,5920.1,0.0761,40.91,45.95,0.0549,111.99,4.64,True,sub-1127,ses-4,run-01,[ 78.60661718 -43.57850682 -17.57703922],[ 69.68746655 -72.12503644   4.31257384],[ 71.145253   -42.89978868 -58.37438303],[78.18351081 -9.70379057 -2.87616591]
proposed,1677.5,1559.4,1282.9,1431.8,5951.7,0.0987,41.19,45.89,0.0506,113.0,4.15,True,sub-1127,ses-4,run-02,[ 77.70985697 -43.35666425 -17.83594149],[ 69.27850916 -72.15521631   4.43410983],[ 70.214944   -43.25192438 -58.5730377 ],[77.35292487 -9.30158807 -2.91260436]
proposed,1712.0,1309.3,1153.1,1334.2,5508.6,0.1492,56.63,59.67,0.0226,108.1,6.05,True,sub-1128,ses-1,run-01,[-56.92338277 -32.41998571  69.25301321],[-71.18081821 -46.77435229  21.68032184],[-42.12141842  18.00144721  81.0279026 ],[-23.84467082 -67.04067541  86.9902322 ]
proposed,1636.5,1419.3,1142.1,1227.9,5425.8,0.1403,56.49,59.76,0.0238,107.69,6.23,True,sub-1128,ses-1,run-02,[-56.94272539 -32.87380044  67.91016251],[-71.69743785 -47.80741267  20.56251903],[-42.02130193  17.75472646  79.01497323],[-23.31410917 -67.05193847  85.0989342 ]
proposed,1740.6,1304.9,1511.8,1074.6,5631.9,0.1751,53.88,61.46,0.0539,111.06,2.3,True,sub-1128,ses-2,run-01,[-52.40557248 -34.70891914  74.72783998],[-70.32410812 -47.38591859  27.91698865],[-39.42349785  18.67619003  82.41441801],[-19.25257854 -66.78052831  89.95135443]
proposed,1712.0,1296.8,1475.1,1059.9,5543.8,0.1724,53.53,61.82,0.0586,111.56,1.82,True,sub-1128,ses-2,run-02,[-52.27277062 -35.2632147   74.74859322],[-70.30018327 -47.58004491  27.41061511],[-39.13183941  18.41130671  82.44444331],[-19.01121276 -66.82925528  89.78219579]
proposed,1613.7,1205.2,1368.0,209.8,4396.6,0.4855,57.82,59.67,0.0145,103.07,8.32,True,sub-1128,ses-3,run-01,[-53.8022891  -38.77224295  70.93698068],[-71.03054165 -52.50981884  23.64248853],[-41.76231832  12.25631034  83.2571883 ],[-13.4394133  -66.52747324  92.96813017]
proposed,1538.9,1194.9,1384.9,508.3,4627.0,0.3403,56.28,60.59,0.0305,107.67,5.7,True,sub-1128,ses-3,run-02,[-52.75170234 -40.07384432  69.98035796],[-70.93300772 -53.13626776  22.74073157],[-40.13619589  11.65897098  82.45801576],[-18.8452706  -75.25854644  83.64787996]
proposed,1814.0,1519.8,1709.8,748.9,5792.5,0.2881,53.95,60.79,0.0492,103.45,8.04,True,sub-1128,ses-4,run-01,[-58.05153668 -31.49033111  68.73600296],[-73.61987833 -40.51570152  20.81369036],[-40.96180434  19.119298    81.25060299],[-32.15102062 -71.16440901  79.84922973]
proposed,1779.5,1574.1,1747.2,644.0,5744.8,0.3231,54.46,61.21,0.05,104.06,7.72,True,sub-1128,ses-4,run-02,[-57.85594611 -31.65744217  67.16583207],[-73.45360651 -40.80653425  19.79353879],[-41.31180289  19.88625527  78.14428702],[-31.0618572  -71.17717134  78.70991619]
proposed,2023.7,1660.7,655.8,1270.4,5610.6,0.3614,42.57,46.95,0.0446,111.71,4.34,True,sub-1129,ses-1,run-01,[ 70.45803002 -44.39594804  10.85761704],[ 57.30562095 -66.58310782  39.88614427],[ 66.35873686 -56.15784698 -29.6552243 ],[71.14422337 -6.15276941 14.55284983]
proposed,2064.1,1808.8,922.0,1335.7,6130.7,0.2863,42.68,45.81,0.0297,112.18,4.06,True,sub-1129,ses-1,run-02,[ 70.62223726 -44.92776331  11.39403007],[ 57.56024506 -67.23945023  41.1503985 ],[ 66.20545546 -56.51686489 -28.05472647],[71.18369319 -6.60605258 15.31921935]
proposed,1509.6,1101.0,1494.9,1315.2,5420.6,0.1221,39.33,44.43,0.0534,111.39,4.34,True,sub-1129,ses-2,run-01,[ 70.27410003 -48.17996918   8.21454133],[ 61.17971826 -66.9216118  -20.52051701],[ 60.48467763 -60.69217473  45.03728599],[72.02955546 -9.48954577  0.2399927 ]
proposed,1522.0,1241.8,1505.9,1527.9,5797.6,0.0829,39.79,44.43,0.0481,111.57,4.17,True,sub-1129,ses-2,run-02,[ 70.52837695 -48.430919     8.71926072],[ 61.01550047 -67.66819805 -20.06800357],[ 60.86814964 -61.58897696  45.35036477],[71.84006468 -9.78390239  0.5835645 ]
proposed,1423.0,747.4,1539.6,1479.5,5189.6,0.2468,41.68,44.27,0.0266,114.19,1.82,True,sub-1129,ses-3,run-01,[ 67.52744133 -57.30715485   4.41894563],[ 55.60440132 -73.03621162 -27.59990178],[ 54.20814593 -72.58528252  38.85216472],[ 73.04366404 -18.02153769   5.12283231]
proposed,1439.1,892.7,1612.2,1492.7,5436.8,0.2035,42.28,44.52,0.023,114.02,2.15,True,sub-1129,ses-3,run-02,[ 67.49856566 -57.59217725   4.59915321],[ 55.07471899 -73.85138569 -27.60425909],[ 54.13481078 -73.33199897  39.07483636],[ 72.73082399 -17.96720906   5.75069993]
proposed,1545.5,1425.2,366.8,1555.8,4893.2,0.4064,38.4,47.17,0.0837,111.63,4.66,True,sub-1129,ses-4,run-01,[ 68.35183858 -51.35375197  12.24478348],[ 55.05456271 -67.25592925  45.94294275],[ 60.65162804 -67.64286489 -17.36475891],[71.8951891  -9.02325452 15.19997882]
proposed,1552.1,1542.6,891.9,1600.5,5587.1,0.2093,41.68,47.13,0.0502,112.46,4.81,True,sub-1129,ses-4,run-02,[ 68.16085448 -52.10348689  12.51912371],[ 54.91232043 -68.87851575  46.22882417],[ 59.21495721 -70.05717968 -19.30455426],[71.71068519 -9.823077   15.71092266]
proposed,1814.7,1560.2,1216.2,1278.5,5869.5,0.1627,55.29,58.94,0.0265,107.71,5.76,True,sub-1130,ses-1,run-01,[-61.38300767 -36.94930585  59.86561684],[-73.9744938  -51.24583958  13.74005206],[-46.97340677  13.14880211  70.47556314],[-27.26741209 -71.61291433  78.38513068]
proposed,1847.0,1571.2,1191.2,1324.7,5934.1,0.1687,55.22,59.59,0.0312,108.76,4.95,True,sub-1130,ses-1,run-02,[-61.40698612 -38.03642861  59.86528911],[-74.51411568 -51.68191333  13.76073102],[-46.94210914  12.71269347  70.25505407],[-27.4058436  -72.23538249  78.22325662]
proposed,1833.0,1364.3,1398.1,1696.6,6292.0,0.126,54.3,61.39,0.0512,109.61,2.63,True,sub-1130,ses-2,run-01,[-61.63908492 -45.57634629  57.99639716],[-74.08798768 -48.23264312   8.39547034],[-48.4196958    6.62176384  71.06665627],[-28.90244353 -78.41696973  73.70851852]
proposed,1896.9,1394.4,1368.7,1728.1,6388.1,0.1401,54.31,61.76,0.0541,110.81,2.31,True,sub-1130,ses-2,run-02,[-61.33049674 -46.42229944  58.07027097],[-74.11275881 -49.1256681    8.65245671],[-47.06093838   5.63338042  72.00010211],[-28.2195907  -79.01776902  73.51936567]
proposed,2116.2,1695.9,1997.3,1490.5,7299.9,0.1351,55.47,59.32,0.0278,106.39,6.08,True,sub-1130,ses-3,run-01,[-55.56616583 -40.05538408  66.87485275],[-72.71119289 -56.85539091  21.48783229],[-42.84010196  11.39759696  74.43945675],[-19.44500037 -71.68513555  80.84520128]
proposed,2106.6,1652.6,1897.6,1679.7,7336.5,0.1002,56.18,59.44,0.0234,105.27,6.89,True,sub-1130,ses-3,run-02,[-55.78663803 -40.3715806   66.46198698],[-72.7314776  -57.84502655  20.78357301],[-42.95410393  11.12231932  74.31421322],[-18.92492243 -72.31575692  80.06318664]
proposed,1881.4,1704.7,1650.4,1303.4,6540.0,0.1282,53.65,58.34,0.0348,107.67,5.07,True,sub-1130,ses-4,run-01,[-58.1814633  -32.38488157  64.09559087],[-74.92173685 -44.94890545  18.73517382],[-41.58660718  16.70868766  73.37457765],[-27.95332062 -67.21194685  78.71168941]
proposed,1925.5,1824.2,1725.9,1281.4,6757.1,0.1455,53.67,58.54,0.036,107.45,4.95,True,sub-1130,ses-4,run-02,[-58.41105443 -33.31528654  64.33741653],[-75.02891478 -45.48092875  18.75842829],[-41.82566536  15.98584514  73.55680559],[-28.17546533 -68.34052476  78.5469899 ]
proposed,1412.7,1410.5,1302.7,1786.1,5912.1,0.124,40.14,44.36,0.0433,114.15,3.09,True,sub-1131,ses-1,run-01,[ 67.15926017 -70.60517362   3.07458277],[ 52.18827888 -85.5552216  -26.31583839],[ 55.36889015 -84.51735191  38.71721209],[ 78.70165463 -32.93058966   3.50487095]
proposed,1461.1,1456.0,1351.1,1776.6,6044.8,0.1055,40.24,43.81,0.0385,114.74,2.49,True,sub-1131,ses-1,run-02,[ 67.29818527 -70.94996672   3.2309648 ],[ 52.26146573 -85.56118029 -26.41169965],[ 55.59946677 -85.09342726  38.25065242],[ 78.47358901 -33.21219008   3.62170619]
proposed,1712.0,1515.4,1377.5,1713.5,6318.4,0.0898,39.49,45.82,0.0621,112.35,5.18,True,sub-1131,ses-2,run-01,[ 67.99660248 -67.89370683  -9.36030231],[ 55.34433332 -88.81215706  16.56989888],[ 55.28436471 -68.89216403 -48.70062537],[ 79.27864827 -32.12415827   4.18150302]
proposed,1763.4,1483.2,1401.7,1688.5,6336.8,0.0928,39.54,45.71,0.0616,111.13,5.81,True,sub-1131,ses-2,run-02,[ 68.33020891 -68.57427772  -9.7235086 ],[ 55.68436598 -89.31923622  16.41212666],[ 55.52978206 -69.2702628  -48.93582424],[ 79.40714553 -32.68110661   4.39509483]
proposed,1616.7,1504.4,1444.3,1592.4,6157.8,0.0448,40.6,46.98,0.0618,115.48,3.11,True,sub-1131,ses-3,run-01,[ 71.7575228  -61.62535428  -0.39696269],[ 58.5346673  -81.80645243  34.46737107],[ 59.63042008 -71.30699755 -35.45018987],[ 80.38549762 -26.29433706   4.08804519]
proposed,1728.1,1535.2,1463.3,1706.1,6432.9,0.0697,40.75,47.58,0.0656,115.54,2.39,True,sub-1131,ses-3,run-02,[ 72.41761888 -61.92875353  -0.56355842],[ 58.79188819 -83.11277502  34.21373414],[ 59.63947802 -71.26423686 -35.7568347 ],[ 80.79897713 -26.50869802   4.72764262]
