network,vol_anode_mm3,vol_cathode1_mm3,vol_cathode2_mm3,vol_cathode3_mm3,vol_total_mm3,vol_cv,spoke_min_mm,spoke_max_mm,star_radius_cv,star_min_angle,star_angle_std,star_hub_agrees,subject,session,run,anode,cathode1,cathode2,cathode3
proposed,1384.1,1318.8,600.0,1034.2,4337.2,0.285,43.25,46.79,0.0366,114.59,4.7,True,sub-2520,ses-2,run-01,[-52.72074945  55.22013551  40.26225746],[-61.35196884  19.20475592  52.61752365],[-54.82810416  67.53700162   3.10167702],[-26.7141542   76.7144711   65.60514864]
proposed,1406.1,1371.7,807.6,1097.3,4682.7,0.2062,42.6,47.3,0.0453,113.16,5.31,True,sub-2520,ses-2,run-02,[-52.99806166  54.05839914  40.80854937],[-61.12854706  18.65137855  53.42849358],[-55.20712156  66.29637513   3.42226085],[-26.61093236  75.42268037  66.63471525]
proposed,1529.4,1051.1,988.0,1269.0,4837.5,0.1754,41.12,46.15,0.0507,99.57,14.24,True,sub-2520,ses-3,run-01,[-47.52883435  59.27633479  44.83282513],[-59.43508201  24.60818764  50.6649385 ],[-44.43490472  81.04913268  13.89609985],[-19.899735    78.27758681  69.47027825]
proposed,1597.6,1003.4,1062.1,1200.8,4863.9,0.1905,41.25,46.19,0.0506,100.89,13.37,True,sub-2520,ses-3,run-02,[-48.10238673  58.39490387  46.08048039],[-59.81009747  23.51542263  51.79752836],[-45.40841668  80.02278167  15.10165971],[-20.40925787  76.92918467  71.06536439]
proposed,1573.4,1518.4,1616.7,1458.9,6167.3,0.0384,40.03,44.34,0.0445,114.36,2.44,True,sub-2520,ses-4,run-01,[-46.01483529  54.23348862  57.95209289],[-56.36500378  53.6838024   19.88410026],[-47.49129425  20.20443439  78.97312225],[-21.31510668  77.85856585  69.54211905]
proposed,1637.9,1595.4,1800.8,1543.3,6577.4,0.0586,39.77,44.8,0.0503,114.19,2.86,True,sub-2520,ses-4,run-02,[-45.86172535  53.24909415  55.45321412],[-57.09764393  51.7248294   17.70660369],[-46.96276946  18.92331448  76.81253062],[-21.06454586  76.67970664  66.50863341]
proposed,1516.2,1961.4,1085.6,1260.2,5823.3,0.2264,40.42,44.0,0.0349,109.79,8.64,True,sub-2521,ses-1,run-01,[-54.46834388  53.33394327  56.45544303],[-58.62641714  20.73777742  72.32039422],[-57.97679309  63.24162969  20.14063554],[-27.78071545  76.68559488  74.23994783]
proposed,1584.4,2007.6,1293.2,920.6,5805.7,0.2743,40.1,43.21,0.0331,109.71,7.88,True,sub-2521,ses-1,run-02,[-54.02313703  52.39720055  58.11229461],[-58.52639604  19.80125053  73.19924578],[-57.455273    62.44321528  20.57634038],[-27.7627274   74.95061656  75.29890471]
proposed,1092.9,1923.3,1530.8,1209.6,5756.6,0.2239,39.45,45.05,0.0574,108.11,12.71,True,sub-2521,ses-2,run-01,[-50.8127621   55.91913408  61.33901921],[-59.67164243  21.51226251  70.76654892],[-52.01134089  75.85689909  31.85791407],[-22.88304177  69.38111725  87.57071779]
proposed,1059.2,1869.7,1497.8,1167.7,5594.5,0.2262,39.54,44.86,0.0565,108.53,12.78,True,sub-2521,ses-2,run-02,[-50.55868023  55.53003306  61.80851024],[-59.49041354  21.52188791  71.14116435],[-51.43873982  75.53292063  32.25181135],[-22.74733421  69.10385035  87.84990793]
proposed,1436.9,1181.7,1092.9,1559.4,5271.0,0.1428,41.51,46.41,0.0459,90.77,27.18,True,sub-2521,ses-3,run-01,[-47.3085343   56.59999058  68.15678207],[-51.74530004  75.17900761  30.86501089],[-43.83143599  27.2103307   91.13868805],[-16.94699792  75.3749991   86.66147912]
proposed,1398.8,1182.4,994.6,1530.8,5106.7,0.1605,42.34,46.51,0.0383,91.1,27.59,True,sub-2521,ses-3,run-02,[-46.32833263  56.90820808  69.76657041],[-50.55654321  75.72679897  32.47523241],[-43.10328746  27.14604663  93.52876056],[-15.58520871  75.66557933  87.81925736]
proposed,1354.8,48.4,1368.7,1131.1,3903.0,0.5572,40.3,48.11,0.0735,111.29,4.53,True,sub-2521,ses-4,run-01,[-43.85837822  61.42239325  67.19651672],[-56.59909558  59.45408672  33.18795935],[-46.73301551  27.06091231  85.41533194],[-9.68506728 85.91140738 77.77966614]
proposed,1315.2,336.7,1425.2,790.0,3867.1,0.4508,41.31,50.28,0.0917,108.54,5.86,True,sub-2521,ses-4,run-02,[-41.49212162  60.5744373   68.77625442],[-54.95799677  56.81974765  34.21268243],[-44.83793538  27.37719607  86.68730393],[-5.32988773 86.16148454 78.26136039]
proposed,1602.7,1703.2,1797.8,1502.2,6606.0,0.0668,40.58,43.98,0.035,106.52,7.49,True,sub-2522,ses-1,run-01,[-55.93802482  64.00577881  86.78026024],[-67.79623264  74.48044269  50.89803741],[-57.46563834  29.74871885  99.66038544],[-25.10993263  87.26192709  95.65691894]
proposed,1600.5,1713.5,1822.0,1445.0,6581.0,0.0849,40.36,43.79,0.036,106.52,7.33,True,sub-2522,ses-1,run-02,[-54.72327745  63.34486872  88.02610818],[-66.93619606  74.06215879  52.00110157],[-56.59242479  29.05840404 100.20542278],[-24.17958556  86.17252273  96.62261145]
proposed,1442.1,1810.3,1365.1,616.9,5234.3,0.3312,38.62,40.23,0.0167,107.23,9.39,True,sub-2522,ses-2,run-01,[-47.85560054  87.19564452  79.04684507],[-60.22447759  91.68939792  45.20784036],[-47.37797387  57.65451443  98.90656671],[-17.69391968 104.36231385  81.31961751]
proposed,1672.4,1860.2,1339.4,854.5,5726.5,0.2667,38.18,40.13,0.0204,106.86,9.96,True,sub-2522,ses-2,run-02,[-48.49833029  86.66969425  79.76529815],[-60.57578779  90.91713371  45.88461987],[-47.78362235  57.80440926  99.9624824 ],[-18.84970939 103.94748494  81.99062749]
proposed,1549.9,1792.0,1576.3,1651.1,6569.3,0.0573,42.92,43.54,0.0065,110.83,4.54,True,sub-2522,ses-3,run-01,[-59.34322701  73.31305554  74.15936726],[-70.71956451  70.12533729  37.26859592],[-58.63301618  40.71040869  95.1464215 ],[-30.36786817  97.48176404  84.90842914]
proposed,1340.1,1729.6,1443.5,1506.6,6019.9,0.0948,42.42,43.5,0.0105,111.32,4.13,True,sub-2522,ses-3,run-02,[-58.06494227  73.61569111  74.04162166],[-70.92422978  70.37132958  37.09489634],[-57.12185133  41.43849604  94.78738391],[-28.59630425  97.27645444  83.24668686]
proposed,1324.0,936.7,1518.4,1048.9,4827.9,0.1892,41.42,44.71,0.0332,106.32,9.26,True,sub-2522,ses-4,run-01,[-63.34776857  66.37340955  72.7166971 ],[-69.36336264  73.06497339  36.42470906],[-63.81034515  31.11406988  92.36301748],[-35.65879138  86.99981469  88.4604345 ]
proposed,1357.7,1330.6,1874.8,1397.3,5960.5,0.1499,39.92,43.8,0.0406,106.75,8.48,True,sub-2523,ses-1,run-01,[-60.17745577  30.0752937   63.18032618],[-67.34224206  31.72543321  24.33124452],[-49.10118842   1.41126741  81.99668441],[-41.01762792  62.7867271   72.46954716]
proposed,1079.7,1469.2,1814.0,1484.6,5847.5,0.1779,41.46,43.79,0.0223,110.38,7.47,True,sub-2523,ses-1,run-02,[-60.30683034  28.48895954  63.63140074],[-67.52361711  29.81784233  25.86197969],[-49.52534466  -1.48694984  83.27247127],[-40.88330105  60.93001961  75.06249111]
proposed,1316.6,1423.7,1041.6,973.4,4755.3,0.1572,40.44,43.79,0.0366,91.34,24.58,True,sub-2523,ses-2,run-01,[-61.68680358  43.18118365  44.50751089],[-60.25802063  52.29351192   6.06873854],[-56.5542697   16.97884337  73.55780905],[-42.98279546  68.53031747  62.88714423]
proposed,1398.1,1447.2,496.6,925.7,4267.5,0.3629,40.16,44.06,0.0379,93.17,23.27,True,sub-2523,ses-2,run-02,[-61.46160333  42.93162746  45.1889517 ],[-59.4826941   52.09345329   6.5361744 ],[-58.27013068  16.81080217  72.32059319],[-43.0624744   67.74325359  64.10848965]
proposed,1536.0,1877.8,1918.1,1402.5,6734.3,0.1307,41.07,43.96,0.0295,110.42,3.98,True,sub-2523,ses-3,run-01,[-52.26855664  51.70139042  62.540629  ],[-60.53451142  54.11643164  25.93123299],[-51.83554437  16.23868583  80.35896291],[-25.36280998  75.56317692  71.29106006]
proposed,1488.3,1776.6,1919.6,1211.0,6395.5,0.1705,41.4,43.67,0.0221,107.41,6.06,True,sub-2523,ses-3,run-02,[-52.7070202   49.99661211  64.46656295],[-60.27864074  53.21505096  28.01534147],[-52.20500225  14.59421128  81.80428695],[-25.81365773  75.63025151  72.80611374]
proposed,1288.8,1330.6,1779.5,1897.6,6296.4,0.1703,39.62,46.83,0.0694,110.14,9.43,True,sub-2523,ses-4,run-01,[-63.36800976  37.64300968  48.33270659],[-63.77564636  41.08277445  10.31893684],[-61.22408307   8.62328494  69.12677425],[-43.48777851  70.61313287  65.71563294]
proposed,1340.9,1325.4,1679.0,1818.4,6163.7,0.1386,39.95,47.48,0.0733,109.55,9.94,True,sub-2523,ses-4,run-02,[-64.06566345  35.54159185  49.66109641],[-64.42697274  40.25488586  11.92771429],[-61.20216588   5.86149347  69.95695772],[-44.3115608   68.19055116  69.11496478]
proposed,1737.7,1381.2,2015.7,1662.1,6796.7,0.133,42.37,43.27,0.0091,109.76,9.57,True,sub-2524,ses-1,run-01,[-63.94344266  53.69481041  62.0067144 ],[-67.42011405  57.12513964  24.07081565],[-63.2475004   22.05306512  84.63253627],[-39.71720107  81.1093485   75.56948613]
proposed,1765.6,1527.2,2022.3,1735.5,7050.5,0.0997,42.55,43.46,0.0086,110.03,9.28,True,sub-2524,ses-1,run-02,[-64.20314509  53.82165642  62.60368944],[-67.54487008  57.56159946  24.51606104],[-63.73760639  21.94565499  84.71361793],[-39.91031095  81.14469888  76.6981586 ]
proposed,1628.4,1887.3,1698.8,1427.4,6641.9,0.0991,41.26,43.7,0.0237,109.9,6.74,True,sub-2524,ses-2,run-01,[-62.90365213  53.13620585  64.36156156],[-63.28712145  19.73968278  80.8593753 ],[-66.56411118  59.73841654  25.64074025],[-37.60172775  77.3143914   79.29283537]
proposed,1753.8,1978.3,1728.1,1569.7,7029.9,0.0829,40.67,44.13,0.0333,109.37,6.9,True,sub-2524,ses-2,run-02,[-62.70739764  52.99220992  65.18530129],[-63.23460493  19.93902515  81.16393874],[-66.06877864  59.9982905   26.11317796],[-37.06538201  77.10578064  80.26074086]
proposed,1754.5,1808.1,1436.9,1500.8,6500.3,0.0978,42.05,43.9,0.0196,110.11,4.67,True,sub-2524,ses-3,run-01,[-62.99863036  54.31481486  63.10999652],[-65.56903719  19.55255591  78.13910374],[-66.50213827  59.14679297  24.04433196],[-37.23651098  80.51668133  77.81485188]
proposed,1764.1,1793.4,1313.7,1417.1,6288.4,0.1337,41.89,44.34,0.0246,108.75,5.63,True,sub-2524,ses-3,run-02,[-63.24290235  53.74820657  65.39361034],[-65.61603143  19.00190118  80.12693557],[-66.16767308  59.9558737   26.35421955],[-37.21579111  79.96100426  80.66799816]
proposed,1625.5,1613.0,644.8,1431.8,5315.0,0.3027,40.68,44.33,0.0379,101.69,13.13,True,sub-2524,ses-4,run-01,[-63.6301209   48.92380087  66.45832277],[-69.45962133  52.88737136  30.41968658],[-57.89130304  17.23319877  90.20733097],[-38.989593    75.4932526   82.40008308]
proposed,1687.8,1691.5,641.1,1419.3,5439.7,0.3158,40.88,44.7,0.0385,101.06,13.4,True,sub-2524,ses-4,run-02,[-62.94085807  48.54398553  66.46516225],[-68.87722941  52.43192157  30.24666605],[-57.19946315  16.69299716  90.5685365 ],[-37.99535181  74.89579898  82.55570543]
proposed,1831.6,1152.3,1814.7,1651.9,6450.5,0.1704,57.13,60.17,0.0241,108.55,5.56,True,sub-3102,ses-1,run-01,[ 40.60177584 -12.80407833  81.09831158],[-5.35708992  7.40534442 92.35225214],[ 39.91106392 -64.25655071  76.25897884],[65.01043427 19.21765852 44.68788713]
proposed,2143.3,1324.0,1962.9,2677.3,8107.5,0.2385,57.41,58.54,0.008,111.19,3.98,True,sub-3102,ses-1,run-02,[ 44.55042943 -14.72021987  80.20917773],[-0.50576237  7.33137268 94.76127807],[ 43.11230934 -67.37874825  75.95104804],[68.82891894 14.14092913 44.71552548]
proposed,1132.5,660.2,1745.7,1403.2,4941.6,0.3213,56.56,59.4,0.0218,110.57,3.94,True,sub-3102,ses-2,run-01,[ 46.0397581  -18.46516116  76.68528763],[ 2.42676731  1.94076988 94.4078905 ],[ 45.51768633 -69.04525621  69.73941709],[68.16396116 13.60371049 39.87254081]
proposed,1163.3,1333.5,1785.4,1453.1,5735.3,0.1587,55.62,58.88,0.024,108.02,5.5,True,sub-3102,ses-2,run-02,[ 46.92265354 -18.91763892  76.74655439],[ 4.96127624  2.76760039 93.4747225 ],[ 46.17464731 -69.57153304  70.02571186],[68.64889416 13.26459065 40.47922553]
proposed,1547.0,1506.6,1499.3,1487.6,6040.4,0.0148,57.18,58.63,0.0111,105.15,6.97,True,sub-3102,ses-3,run-01,[ 47.51776814 -25.28485593  76.43073193],[ 6.47805067  1.31235582 93.21558339],[ 40.45899525 -75.93288845  69.3810802 ],[69.5521225   5.36213776 39.36025423]
proposed,1447.9,1317.4,1469.2,1439.9,5674.4,0.0419,56.95,58.72,0.0131,104.73,7.33,True,sub-3102,ses-3,run-02,[ 46.99562668 -25.80577913  76.56458839],[ 5.71064662  0.56464817 92.98662128],[ 40.17633472 -76.25936555  69.41109785],[69.10300749  5.3917651  39.89346447]
proposed,1423.7,1593.9,1336.5,1467.7,5821.8,0.0638,57.56,58.41,0.0061,100.28,11.61,True,sub-3102,ses-4,run-01,[49.04898604 -7.1481568  73.06220234],[ 6.69712745 19.71275598 89.02374196],[ 48.08212725 -59.09929387  73.49292149],[66.38614559 24.55029927 35.07153284]
proposed,1396.6,1229.4,1368.7,1521.3,5516.0,0.0752,57.52,58.5,0.0072,100.19,11.73,True,sub-3102,ses-4,run-02,[48.60851699 -7.51400762 72.85189019],[ 6.1886196  19.58990913 88.48255295],[ 48.27147824 -59.43747205  73.39684588],[66.52787705 24.3597401  35.06942999]
proposed,1282.9,1218.4,1392.9,1022.5,4916.7,0.1096,52.82,54.05,0.0101,102.01,12.01,True,sub-3103,ses-1,run-01,[-64.93141463  14.53633793  -3.43834242],[-63.9235205    3.82968922 -51.03294425],[-65.06243234 -21.23315149  28.08835156],[-43.8944885   50.28501308  21.89453222]
proposed,1303.4,1305.6,1479.5,1103.9,5192.5,0.1024,52.84,53.79,0.0074,100.31,13.23,True,sub-3103,ses-1,run-02,[-64.57592766  13.55526654  -1.85531154],[-63.51591299   3.92300573 -49.4358123 ],[-64.5333252  -22.83742893  28.9799021 ],[-43.65535499  47.70853713  25.04678472]
proposed,1335.7,1341.6,655.0,1270.4,4602.8,0.2499,53.37,58.36,0.0408,113.92,3.8,True,sub-3103,ses-2,run-01,[-65.07883674  10.40326001  -4.95459957],[-67.52919267 -30.31962025  21.48713117],[-62.54120506   5.32273405 -57.33495683],[-46.64161099  48.02670296  18.79086378]
proposed,1305.6,1326.9,723.2,1282.2,4638.0,0.2177,53.53,57.52,0.0325,112.65,4.94,True,sub-3103,ses-2,run-02,[-64.31392093   9.7864526   -4.05320879],[-67.01512809 -31.26340155  22.02241895],[-62.48711582   5.38963668 -55.758046  ],[-45.74317735  46.61319149  21.09331437]
proposed,1313.0,1520.6,622.0,1139.9,4595.4,0.2896,53.0,56.39,0.0266,109.14,7.63,True,sub-3103,ses-3,run-01,[-63.14940129  13.33946226  -3.49746248],[-64.72054645 -25.31839392  29.58680611],[-61.67319471  -4.4121268  -48.67106889],[-44.28222576  54.28603909  12.48024625]
proposed,1321.8,1505.9,638.9,1097.3,4563.9,0.284,53.38,56.51,0.0262,109.44,7.65,True,sub-3103,ses-3,run-02,[-61.94922064  12.85920079  -3.49236696],[-63.61785862 -25.91345539  29.61943867],[-61.29403881  -4.53360828 -48.6299223 ],[-42.59874622  53.87719238  12.7478206 ]
proposed,1456.7,1367.3,233.3,1313.7,4371.0,0.4565,54.17,56.38,0.0164,113.15,4.9,True,sub-3103,ses-4,run-02,[-63.68159497  10.3818392   -5.10037371],[-66.21559514 -31.90737001  23.1173467 ],[-62.12586211   1.37545233 -53.14396022],[-44.3623652   50.94474022  17.04075657]
proposed,1389.3,1236.7,996.1,1037.2,4659.2,0.1359,53.2,54.77,0.012,113.98,3.75,True,sub-3104,ses-1,run-01,[-70.56760788  13.97956241  11.94878462],[-67.36583266  -2.38692003 -34.59781645],[-66.38476822 -20.91504786  45.47290627],[-53.2413604   56.70096602  25.31747314]
proposed,1355.5,1023.2,1384.9,977.0,4740.7,0.157,53.38,54.88,0.0128,114.08,3.38,True,sub-3104,ses-1,run-02,[-70.15325621  14.26009986  12.43420074],[-66.30768291 -21.06684682  44.98511051],[-66.24547398  -0.64805573 -34.65617015],[-52.14618465  56.55534099  27.04660885]
proposed,1547.0,1191.2,991.0,1057.7,4786.9,0.1794,53.47,54.4,0.0073,115.21,1.7,True,sub-3104,ses-2,run-01,[-70.11173174  18.5145766   15.08972274],[-68.38304757   9.59068449 -33.17179375],[-67.03785456 -20.45938986  43.78995316],[-49.18450877  58.43105917  32.29202269]
proposed,1613.7,1046.0,933.8,1105.4,4698.8,0.2221,53.2,56.61,0.0272,114.22,1.85,True,sub-3104,ses-2,run-02,[-69.99994983  18.20282281  15.90802846],[-67.06013844 -20.48845714  44.20613041],[-66.82347381   9.50546424 -34.35336797],[-48.78770252  57.88900956  34.128469  ]
proposed,1395.1,1332.8,1131.1,1073.1,4932.1,0.109,53.68,54.16,0.0036,115.32,2.47,True,sub-3104,ses-3,run-01,[-71.0902198   13.09575231   0.69040708],[-70.35705202 -21.82840753  34.9006989 ],[-67.65133749  -2.6896378  -45.27507056],[-56.07240069  57.38590321  13.31958572]
proposed,1446.5,1317.4,1229.4,991.0,4984.2,0.1335,53.62,54.24,0.0052,115.22,2.91,True,sub-3104,ses-3,run-02,[-70.85504916  12.53505176   1.41643215],[-70.30934213 -22.88186533  35.22606024],[-67.51513443  -2.82342671 -44.91059458],[-55.6917872   56.38392972  15.15086819]
proposed,1414.2,1706.1,1393.7,1241.8,5755.8,0.1168,51.84,55.05,0.0273,108.06,7.45,True,sub-3104,ses-4,run-01,[-71.33335218  15.52983992   8.97093752],[-68.95072098   2.11281768 -35.80421174],[-67.80071098 -20.42668547  42.84453641],[-51.89630385  56.93036001  28.34778277]
proposed,1398.1,1797.1,1309.3,1253.6,5758.0,0.1478,51.57,55.51,0.0316,107.25,7.42,True,sub-3104,ses-4,run-02,[-70.09342008  15.1010836   10.07307095],[-67.63425047   3.40204111 -34.92371564],[-66.27722173 -21.38156666  43.16951585],[-49.68263716  55.97603992  30.58382703]
proposed,1764.1,1580.7,623.5,1436.2,5404.5,0.3226,52.72,55.09,0.0179,111.06,4.72,True,sub-3105,ses-1,run-01,[-63.47335052  16.45979796  11.38802513],[-64.39493513 -28.79114699  29.37710554],[-65.5887205   19.67769366 -38.19804504],[-35.74039819  44.75388877  37.68290817]
proposed,1708.3,1511.0,672.6,1392.9,5284.9,0.296,53.29,55.46,0.0178,110.49,4.46,True,sub-3105,ses-1,run-02,[-63.02321802  15.7464373   11.59819146],[-63.47123888 -28.91917035  29.46970071],[-64.5423777   19.62817621 -38.29618284],[-34.64106209  44.36032703  38.24794334]
proposed,1360.7,1837.4,749.6,1395.1,5342.9,0.2898,51.56,56.2,0.0351,113.53,2.72,True,sub-3105,ses-2,run-01,[-64.69088611  19.46653506   2.41151864],[-65.18466087 -19.39756008  28.02684519],[-66.68145501  11.15220675 -45.65421812],[-38.01956147  58.63420169  20.43100422]
proposed,1373.9,1882.2,1036.4,1430.3,5722.8,0.2104,51.87,56.25,0.0332,114.35,2.36,True,sub-3105,ses-2,run-02,[-64.20597178  19.38012712   2.55106611],[-64.35436421 -19.72440413  28.31424251],[-66.24397055  11.68962431 -46.03053341],[-37.44204817  58.33400861  21.01376033]
proposed,1437.7,1808.1,1039.4,1331.3,5616.5,0.1959,50.9,56.48,0.0425,112.63,4.1,True,sub-3105,ses-3,run-01,[-66.30569252  10.29352645   7.8989176 ],[-65.70553677 -32.66114658  24.19909603],[-66.7118429   13.45774888 -42.99217168],[-40.69948042  41.27128803  35.59139281]
proposed,1464.8,1731.1,1069.5,1292.4,5557.8,0.1741,50.85,56.39,0.0426,111.33,4.64,True,sub-3105,ses-3,run-02,[-66.09661581   9.94084991   7.91508002],[-65.29159611 -32.9471316   24.26485616],[-66.3503328   13.409998   -42.87218845],[-40.01137005  40.3890797   36.28373415]
proposed,1847.0,1995.9,619.8,1604.2,6066.8,0.3536,51.94,57.35,0.0405,107.58,6.14,True,sub-3105,ses-4,run-01,[-67.04054977   8.27287822   6.60599013],[-67.24575348 -35.93945621  22.22471715],[-66.30175262   6.64333513 -43.08326888],[-40.45430668  43.70839373  33.32825377]
proposed,1913.0,2099.3,451.1,1654.1,6117.5,0.42,52.59,57.3,0.037,107.91,5.79,True,sub-3105,ses-4,run-02,[-66.95685995   8.23948776   6.86520517],[-66.96130187 -36.48711791  22.79547603],[-65.59153481   6.73805991 -44.06799604],[-40.28371574  43.45662871  33.69278284]
proposed,1427.4,1191.9,1213.2,930.1,4762.7,0.1481,52.63,54.14,0.0117,114.96,0.92,True,sub-3106,ses-1,run-01,[-64.076266    13.06975723  35.29500742],[-70.95320114  10.1564698  -11.62495534],[-60.24297353 -29.88959785  58.27975682],[-36.00906964  48.69090975  50.85644947]
proposed,1451.6,1200.0,1363.6,1070.2,5085.4,0.1157,52.42,54.36,0.0155,113.82,1.67,True,sub-3106,ses-1,run-02,[-63.53130104  10.37654085  38.79292969],[-70.07942756   9.21352766  -8.05654363],[-60.33051767 -34.01478034  59.46914416],[-34.59028291  45.03807007  56.76221942]
proposed,1471.4,637.4,1429.6,1037.2,4575.6,0.2954,53.34,54.22,0.0071,110.23,5.5,True,sub-3106,ses-2,run-01,[-62.60163247  24.13661226  29.9943101 ],[-69.83895062   9.86196336 -16.2601343 ],[-56.24987608 -14.18554004  58.44498409],[-31.93955568  60.15453609  41.70804027]
proposed,1610.8,921.3,1481.0,1044.5,5057.5,0.2282,53.38,55.05,0.0144,109.58,5.53,True,sub-3106,ses-2,run-02,[-67.95421909   7.39206197  39.69778043],[-72.5068982   -2.20688585  -7.35585315],[-56.82520407 -33.04827406  63.42304198],[-43.22465514  46.99065289  56.63585443]
proposed,1756.0,975.6,1828.6,1302.0,5862.2,0.2371,50.04,55.42,0.0417,110.28,4.13,True,sub-3106,ses-3,run-01,[-65.28331873  17.85744944  30.39723505],[-71.65259263   5.55939455 -12.59860081],[-58.29402222 -20.51559155  57.66935059],[-36.97190141  57.53757844  41.43525709]
proposed,1736.2,1045.2,1710.5,1259.4,5751.4,0.2055,51.01,55.65,0.0356,110.46,3.1,True,sub-3106,ses-3,run-02,[-65.30070576  14.72503963  38.62221972],[-70.85975215   6.27825508  -6.30505323],[-57.03771249 -26.07475826  62.45402845],[-36.68260407  53.79889566  51.76694214]
proposed,1679.7,678.5,1409.1,1157.5,4924.8,0.2995,53.47,54.74,0.0105,111.3,4.75,True,sub-3106,ses-4,run-01,[-63.10912251  13.67318296  33.51560916],[-70.64897455   4.79251101 -13.3249143 ],[-58.07203305 -28.27223804  59.15574965],[-36.22882342  50.73786036  49.1353992 ]
proposed,1628.4,790.7,1381.9,1212.5,5013.5,0.2436,53.49,54.14,0.0054,112.43,3.37,True,sub-3106,ses-4,run-02,[-63.34174034  12.26165136  30.89089142],[-70.79121685   4.31108934 -16.1542221 ],[-58.7716338  -29.22613226  56.31918442],[-35.54224083  49.49379182  45.73239038]
proposed,1428.9,1063.6,1359.9,944.8,4797.1,0.1677,50.24,55.01,0.0371,109.77,2.98,True,sub-3107,ses-1,run-01,[-62.02871452  17.15570848  42.81732547],[-66.83231225  11.28605134  -3.83210258],[-53.38116382 -19.89676319  67.49833678],[-30.34803646  53.30576066  55.05345879]
proposed,1519.8,1098.8,1591.7,1133.3,5343.6,0.1659,50.68,54.9,0.034,109.28,3.35,True,sub-3107,ses-1,run-02,[-61.84393724  16.73102209  43.30172899],[-67.65336246  11.32625165  -2.7825174 ],[-52.78535196 -20.72341614  67.96533502],[-29.73791803  52.43963986  55.31518199]
proposed,1391.5,925.7,1605.6,1178.0,5100.8,0.1977,52.15,54.74,0.0209,109.0,3.47,True,sub-3107,ses-2,run-01,[-63.62611721  18.6377776   38.24293753],[-64.84748304   9.45909014  -7.91791394],[-57.02582563 -23.67607368  62.89054657],[-34.00821526  52.72892397  52.99792762]
proposed,1379.7,875.1,1638.7,1147.2,5040.7,0.224,52.54,54.87,0.0204,109.0,3.55,True,sub-3107,ses-2,run-02,[-63.28567318  17.95429456  38.55356907],[-64.66406742   8.35391188  -7.87289763],[-56.74582751 -24.29546046  63.570856  ],[-33.48526365  51.85263919  53.07222069]
proposed,1672.4,1645.3,978.5,1288.8,5584.9,0.2039,50.52,54.37,0.0319,110.32,2.49,True,sub-3107,ses-3,run-01,[-64.42785359  14.9238982   37.87311454],[-62.02142121 -26.71356674  56.33496043],[-64.66814585  16.3043503   -8.42632508],[-32.7208458   45.17705245  59.84601816]
proposed,1663.6,1004.2,1700.3,1280.7,5648.7,0.2034,50.54,54.5,0.0313,110.28,2.73,True,sub-3107,ses-3,run-02,[-63.9608485   14.72965335  38.02631541],[-64.66104281  16.8901286   -8.82059028],[-61.63892088 -26.85376435  56.66226914],[-31.83041412  44.95069667  59.67734217]
proposed,1761.2,993.9,1494.2,1169.2,5418.4,0.2181,51.92,55.95,0.0322,114.14,0.14,True,sub-3107,ses-4,run-01,[-65.70076607   5.86956792  39.57647448],[-65.66521921   3.84984437 -10.89601243],[-59.51404728 -35.54230423  60.64239554],[-39.53008056  41.20954065  57.91952045]
proposed,1882.2,1263.8,1643.8,1161.9,5951.7,0.1949,51.92,55.51,0.028,113.4,0.88,True,sub-3107,ses-4,run-02,[-64.11076974   5.47095837  39.50673909],[-64.81558807   3.21340635 -10.54739945],[-57.87802012 -35.92055689  60.5884449 ],[-37.52196872  40.55369954  58.2188585 ]
proposed,1629.9,1048.9,1461.9,1542.6,5683.2,0.1568,53.2,58.47,0.0416,104.94,6.94,True,sub-3111,ses-1,run-01,[ 49.38646651 -20.5904064   46.10186669],[ 8.15671882 -0.92597783 60.5541102 ],[ 52.56452866 -67.65131229  33.39042661],[68.08475683 12.5089216   9.51063103]
proposed,1674.6,1258.0,1511.8,1691.5,6135.8,0.1135,54.47,58.92,0.0359,106.9,5.46,True,sub-3111,ses-1,run-02,[ 48.84357403 -20.61008878  46.15207677],[ 5.56652218 -1.9816687  60.99209976],[ 52.4348968  -68.02707059  33.62326987],[67.55142334 11.98759857  8.53401543]
proposed,1552.8,42.5,1578.5,1452.3,4626.2,0.5576,53.45,56.82,0.0278,106.08,7.1,True,sub-3111,ses-2,run-01,[ 50.4699275  -18.88738621  44.69074846],[  4.4569111  -12.09232303  66.00379427],[ 53.44312216 -65.83657119  33.9761265 ],[65.82234084 18.25734621 13.12760605]
proposed,1473.6,1237.4,1525.0,1478.0,5714.0,0.0785,53.28,58.67,0.0394,104.73,7.95,True,sub-3111,ses-2,run-02,[ 50.15318359 -19.62710444  44.60335444],[ 2.97546827 -3.55078496 62.13908204],[ 53.00000886 -66.50133721  34.20172384],[65.71163223 17.53892108 13.5885315 ]
proposed,1526.4,1035.7,1657.7,1692.9,5912.8,0.1779,54.11,57.51,0.0276,105.06,6.51,True,sub-3111,ses-3,run-02,[ 48.52342107 -15.1988787   46.15848388],[ 5.8094608   3.12304514 60.80686498],[ 52.7888018  -65.83731335  36.61281699],[65.64259338 17.87833772 10.00687468]
