network,vol_anode_mm3,vol_cathode1_mm3,vol_cathode2_mm3,vol_cathode3_mm3,vol_total_mm3,vol_cv,spoke_min_mm,spoke_max_mm,star_radius_cv,star_min_angle,star_angle_std,star_hub_agrees,subject,session,run,anode,cathode1,cathode2,cathode3
c_reduced,1530.8,1481.7,1532.3,1354.8,5899.6,0.049,30.63,32.71,0.0268,114.22,4.59,True,sub-022,ses-2,run-02,[ 77.75309894 -62.41986417   6.7936969 ],[ 69.14186877 -81.73739587  26.0400472 ],[ 73.34602536 -64.29643017 -22.34211918],[ 82.75582876 -36.7886144   15.87777154]
c_reduced,1766.3,2070.7,834.0,1610.0,6281.0,0.2905,30.54,32.95,0.0312,115.49,2.97,True,sub-022,ses-3,run-01,[ 78.84530414 -53.96893918  -3.27507624],[ 71.17690135 -76.11625228  12.85995982],[ 75.56103871 -53.68555074 -32.83652213],[ 83.12516656 -29.37530273   8.41950837]
c_reduced,1724.5,2137.4,749.6,1494.2,6105.7,0.3303,30.41,33.2,0.0359,117.29,1.74,True,sub-022,ses-3,run-02,[ 79.32173527 -55.14255479  -3.07144349],[ 71.69510217 -77.7238142   12.70944547],[ 75.80605592 -54.90117925 -32.83247308],[ 83.32858909 -30.9824768    9.31896088]
c_reduced,1632.1,1493.4,1536.7,1357.7,6019.9,0.0656,31.1,32.49,0.0192,114.08,4.0,True,sub-022,ses-4,run-01,[ 79.40274126 -55.75081363  -0.67767396],[ 70.10428514 -68.27976233 -24.00253761],[ 74.38051908 -70.82819104  23.75001996],[ 82.16784453 -26.68563762   2.11639097]
c_reduced,1664.3,1562.4,1547.7,1426.7,6201.1,0.0544,30.76,33.36,0.0332,115.39,3.66,True,sub-022,ses-4,run-02,[ 79.91824006 -56.84952654  -0.92976908],[ 71.03150763 -69.09580312 -24.20448892],[ 75.14080046 -71.72580589  23.74490585],[ 82.04851218 -26.97889866   2.21200051]
c_reduced,1559.4,1626.2,1369.5,1508.8,6063.9,0.0622,40.6,43.11,0.0258,111.97,2.27,True,sub-023,ses-1,run-01,[-60.55873889 -52.81856643  64.88035557],[-66.42314806 -73.45552223  35.16888842],[-63.60547459 -14.25147786  60.62204272],[-31.47578645 -62.22300311  85.91577696]
c_reduced,1464.1,1602.0,1230.8,1527.2,5824.0,0.0954,40.27,43.07,0.0284,111.01,2.93,True,sub-023,ses-1,run-02,[-59.23367152 -52.42846227  63.75717208],[-65.85965565 -73.13058784  34.61758804],[-62.02031641 -13.89205448  59.37033131],[-29.82299735 -61.35912695  84.3472916 ]
c_reduced,1512.5,1536.0,1393.7,1346.7,5788.8,0.0547,38.45,43.43,0.0511,111.94,3.25,True,sub-023,ses-2,run-01,[-62.00909198 -61.59287715  57.97489437],[-67.63776952 -75.06425629  22.82053   ],[-63.6562386  -22.57975104  61.46192658],[-37.30261845 -75.37318147  77.99906399]
c_reduced,1478.8,1575.6,1382.7,1285.1,5722.1,0.0756,37.69,43.49,0.0608,111.77,3.11,True,sub-023,ses-2,run-02,[-60.06033718 -61.47265844  57.33977212],[-66.64001008 -75.45804054  22.38412072],[-60.93868682 -22.33945666  60.36341358],[-35.39442869 -75.04799455  76.35381696]
c_reduced,1573.4,1655.5,1307.8,1445.0,5981.8,0.0881,39.06,43.39,0.0461,113.06,1.84,True,sub-023,ses-3,run-01,[-63.43034145 -58.3029357   59.28802824],[-68.06584493 -74.00774505  24.25327173],[-64.43484041 -19.15686872  60.40378443],[-38.65325312 -72.08325638  80.16909296]
