,Electrode,run,Session,Subject,Dimension,Coordinates,Experiment,date,Electrode-Dimension,Session-run,Experiment-Session_run,Experiment-Session,Dimension-Session,Dimension-Experiment
705,Cathode1,run-02,ses-4,sub-026,X,63.594561045989394,P1,2023-10-08,Cathode1-X,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,X-ses-4,X-P1
706,Cathode2,run-02,ses-4,sub-026,X,66.63213887251914,P1,2023-10-08,Cathode2-X,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,X-ses-4,X-P1
707,Cathode3,run-02,ses-4,sub-026,X,77.08175437524915,P1,2023-10-08,Cathode3-X,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,X-ses-4,X-P1
708,Anode,run-01,ses-2,sub-026,X,73.61195567063987,P1,2023-08-27,Anode-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
709,Cathode1,run-01,ses-2,sub-026,X,61.7621113974601,P1,2023-08-27,Cathode1-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
710,Cathode2,run-01,ses-2,sub-026,X,66.80266465060413,P1,2023-08-27,Cathode2-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
711,Cathode3,run-01,ses-2,sub-026,X,77.11585953086615,P1,2023-08-27,Cathode3-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
712,Anode,run-01,ses-1,sub-026,X,73.57785051502287,P1,2023-06-29,Anode-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
713,Cathode1,run-01,ses-1,sub-026,X,65.30638390406966,P1,2023-06-29,Cathode1-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
714,Cathode2,run-01,ses-1,sub-026,X,66.7502481713891,P1,2023-06-29,Cathode2-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
715,Cathode3,run-01,ses-1,sub-026,X,77.0451317280531,P1,2023-06-29,Cathode3-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
716,Anode,run-02,ses-1,sub-026,X,73.54374535940588,P1,2023-06-29,Anode-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
717,Cathode1,run-02,ses-1,sub-026,X,65.21734477765858,P1,2023-06-29,Cathode1-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
718,Cathode2,run-02,ses-1,sub-026,X,66.7502481713891,P1,2023-06-29,Cathode2-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
719,Cathode3,run-02,ses-1,sub-026,X,77.06092556007206,P1,2023-06-29,Cathode3-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
720,Anode,run-01,ses-3,sub-026,X,72.53974015451968,P1,2023-10-01,Anode-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
721,Cathode1,run-01,ses-3,sub-026,X,60.65579072572291,P1,2023-10-01,Cathode1-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
722,Cathode2,run-01,ses-3,sub-026,X,64.67402745038271,P1,2023-10-01,Cathode2-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
723,Cathode3,run-01,ses-3,sub-026,X,76.92450493760407,P1,2023-10-01,Cathode3-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
724,Anode,run-02,ses-3,sub-026,X,72.48732367530465,P1,2023-10-01,Anode-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
725,Cathode1,run-02,ses-3,sub-026,X,63.36910129711032,P1,2023-10-01,Cathode1-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
726,Cathode2,run-02,ses-3,sub-026,X,64.70813260599971,P1,2023-10-01,Cathode2-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
727,Cathode3,run-02,ses-3,sub-026,X,76.92198744602501,P1,2023-10-01,Cathode3-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
736,Anode,run-01,ses-1,sub-031,X,56.446856835857034,P7,2023-06-22,Anode-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
737,Cathode1,run-01,ses-1,sub-031,X,46.18096402287483,P7,2023-06-22,Cathode1-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
738,Cathode2,run-01,ses-1,sub-031,X,32.24228591565043,P7,2023-06-22,Cathode2-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
739,Cathode3,run-01,ses-1,sub-031,X,71.47224619146436,P7,2023-06-22,Cathode3-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
740,Anode,run-02,ses-1,sub-031,X,55.44210348650813,P7,2023-06-22,Anode-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
741,Cathode1,run-02,ses-1,sub-031,X,46.170177483931184,P7,2023-06-22,Cathode1-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
742,Cathode2,run-02,ses-1,sub-031,X,30.238172486424446,P7,2023-06-22,Cathode2-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
743,Cathode3,run-02,ses-1,sub-031,X,72.50843758136034,P7,2023-06-22,Cathode3-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
744,Anode,run-01,ses-2,sub-030,X,67.11852283962071,P1,2023-08-31,Anode-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
745,Cathode1,run-01,ses-2,sub-030,X,60.00179369933903,P1,2023-08-31,Cathode1-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
746,Cathode2,run-01,ses-2,sub-030,X,60.107804300263524,P1,2023-08-31,Cathode2-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
747,Cathode3,run-01,ses-2,sub-030,X,73.24434288404882,P1,2023-08-31,Cathode3-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
748,Anode,run-02,ses-2,sub-030,X,66.2427607178688,P1,2023-08-31,Anode-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
749,Cathode1,run-02,ses-2,sub-030,X,59.97836795821786,P1,2023-08-31,Cathode1-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
750,Cathode2,run-02,ses-2,sub-030,X,60.9228576682508,P1,2023-08-31,Cathode2-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
751,Cathode3,run-02,ses-2,sub-030,X,73.24434288404882,P1,2023-08-31,Cathode3-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
752,Anode,run-01,ses-1,sub-030,X,67.79302176088095,P1,2023-06-28,Anode-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
753,Cathode1,run-01,ses-1,sub-030,X,62.46081107482314,P1,2023-06-28,Cathode1-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
754,Cathode2,run-01,ses-1,sub-030,X,60.805728962644935,P1,2023-06-28,Cathode2-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
755,Cathode3,run-01,ses-1,sub-030,X,73.06386559084058,P1,2023-06-28,Cathode3-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
756,Anode,run-02,ses-1,sub-030,X,67.79995039664209,P1,2023-06-28,Anode-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
757,Cathode1,run-02,ses-1,sub-030,X,62.4980940874666,P1,2023-06-28,Cathode1-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
758,Cathode2,run-02,ses-1,sub-030,X,59.96724985353649,P1,2023-06-28,Cathode2-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
759,Cathode3,run-02,ses-1,sub-030,X,73.04736848548055,P1,2023-06-28,Cathode3-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
760,Anode,run-01,ses-3,sub-030,X,66.15598638914526,P1,2023-10-05,Anode-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
761,Cathode1,run-01,ses-3,sub-030,X,61.66918344795704,P1,2023-10-05,Cathode1-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
762,Cathode2,run-01,ses-3,sub-030,X,60.037527076900005,P1,2023-10-05,Cathode2-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
763,Cathode3,run-01,ses-3,sub-030,X,73.20442003756762,P1,2023-10-05,Cathode3-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
764,Anode,run-02,ses-3,sub-030,X,67.01789123937488,P1,2023-10-05,Anode-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
765,Cathode1,run-02,ses-3,sub-030,X,61.645757706835866,P1,2023-10-05,Cathode1-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
766,Cathode2,run-02,ses-3,sub-030,X,60.91328919865191,P1,2023-10-05,Cathode2-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
767,Cathode3,run-02,ses-3,sub-030,X,73.64565241336823,P1,2023-10-05,Cathode3-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
768,Anode,run-01,ses-2,sub-032,X,56.13321857154369,P7,2023-10-11,Anode-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
769,Cathode1,run-01,ses-2,sub-032,X,46.55082568898797,P7,2023-10-11,Cathode1-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
770,Cathode2,run-01,ses-2,sub-032,X,34.8748277220875,P7,2023-10-11,Cathode2-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
771,Cathode3,run-01,ses-2,sub-032,X,73.59332048147917,P7,2023-10-11,Cathode3-X,ses-2-run-01,P7-ses-2-run-01,P7-ses-2,X-ses-2,X-P7
772,Anode,run-02,ses-2,sub-032,X,56.14380463492125,P7,2023-10-11,Anode-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
773,Cathode1,run-02,ses-2,sub-032,X,47.44011508766562,P7,2023-10-11,Cathode1-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
774,Cathode2,run-02,ses-2,sub-032,X,35.79600909911096,P7,2023-10-11,Cathode2-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
775,Cathode3,run-02,ses-2,sub-032,X,72.69344501942396,P7,2023-10-11,Cathode3-X,ses-2-run-02,P7-ses-2-run-02,P7-ses-2,X-ses-2,X-P7
776,Anode,run-01,ses-1,sub-032,X,49.727627656422555,P7,2023-07-05,Anode-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
777,Cathode1,run-01,ses-1,sub-032,X,41.077136002480984,P7,2023-07-05,Cathode1-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
778,Cathode2,run-01,ses-1,sub-032,X,22.99568090867251,P7,2023-07-05,Cathode2-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
779,Cathode3,run-01,ses-1,sub-032,X,69.84467722848058,P7,2023-07-05,Cathode3-X,ses-1-run-01,P7-ses-1-run-01,P7-ses-1,X-ses-1,X-P7
780,Anode,run-02,ses-1,sub-032,X,49.727627656422555,P7,2023-07-05,Anode-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
781,Cathode1,run-02,ses-1,sub-032,X,41.95583933778107,P7,2023-07-05,Cathode1-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
782,Cathode2,run-02,ses-1,sub-032,X,24.827323811128736,P7,2023-07-05,Cathode2-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
783,Cathode3,run-02,ses-1,sub-032,X,69.84467722848058,P7,2023-07-05,Cathode3-X,ses-1-run-02,P7-ses-1-run-02,P7-ses-1,X-ses-1,X-P7
784,Anode,run-01,ses-2,sub-002,X,-60.410426408052444,P1,2023-08-24,Anode-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
785,Cathode1,run-01,ses-2,sub-002,X,-67.68277978058904,P1,2023-08-24,Cathode1-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
786,Cathode2,run-01,ses-2,sub-002,X,-55.918272533454,P1,2023-08-24,Cathode2-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
787,Cathode3,run-01,ses-2,sub-002,X,-37.6794097898528,P1,2023-08-24,Cathode3-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
788,Anode,run-02,ses-2,sub-002,X,-60.410426408052444,P1,2023-08-24,Anode-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
789,Cathode1,run-02,ses-2,sub-002,X,-67.80386556871235,P1,2023-08-24,Cathode1-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
790,Cathode2,run-02,ses-2,sub-002,X,-54.95438525918871,P1,2023-08-24,Cathode2-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
791,Cathode3,run-02,ses-2,sub-002,X,-37.6911261305213,P1,2023-08-24,Cathode3-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
792,Anode,run-01,ses-1,sub-002,X,-66.22283301316202,P1,2023-05-24,Anode-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
793,Cathode1,run-01,ses-1,sub-002,X,-63.75564020592719,P1,2023-05-24,Cathode1-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
794,Cathode2,run-01,ses-1,sub-002,X,-69.42136498168111,P1,2023-05-24,Cathode2-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
795,Cathode3,run-01,ses-1,sub-002,X,-47.65895846299827,P1,2023-05-24,Cathode3-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
796,Anode,run-02,ses-1,sub-002,X,-65.27066207956523,P1,2023-05-24,Anode-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
797,Cathode1,run-02,ses-1,sub-002,X,-63.70095548219979,P1,2023-05-24,Cathode1-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
798,Cathode2,run-02,ses-1,sub-002,X,-68.42622566502541,P1,2023-05-24,Cathode2-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
799,Cathode3,run-02,ses-1,sub-002,X,-46.773188593797386,P1,2023-05-24,Cathode3-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
800,Anode,run-01,ses-3,sub-002,X,-59.38013806939125,P1,2023-11-29,Anode-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
801,Cathode1,run-01,ses-3,sub-002,X,-66.63295574020594,P1,2023-11-29,Cathode1-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
802,Cathode2,run-01,ses-3,sub-002,X,-55.863587809726596,P1,2023-11-29,Cathode2-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
803,Cathode3,run-01,ses-3,sub-002,X,-34.64322949759662,P1,2023-11-29,Cathode3-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
804,Anode,run-02,ses-3,sub-002,X,-59.325453345663846,P1,2023-11-29,Anode-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
805,Cathode1,run-02,ses-3,sub-002,X,-66.64467208087444,P1,2023-11-29,Cathode1-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
806,Cathode2,run-02,ses-3,sub-002,X,-54.96610159985721,P1,2023-11-29,Cathode2-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
807,Cathode3,run-02,ses-3,sub-002,X,-34.709630561992526,P1,2023-11-29,Cathode3-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
808,Anode,run-01,ses-2,sub-047,X,-76.9373220121488,P3,2023-08-30,Anode-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
809,Cathode1,run-01,ses-2,sub-047,X,-79.35900226328522,P3,2023-08-30,Cathode1-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
810,Cathode2,run-01,ses-2,sub-047,X,-70.59814944583923,P3,2023-08-30,Cathode2-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
811,Cathode3,run-01,ses-2,sub-047,X,-58.0024727601558,P3,2023-08-30,Cathode3-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
812,Anode,run-02,ses-2,sub-047,X,-76.08995351660997,P3,2023-08-30,Anode-X,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,X-ses-2,X-P3
813,Cathode1,run-02,ses-2,sub-047,X,-78.61658873222768,P3,2023-08-30,Cathode1-X,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,X-ses-2,X-P3
814,Cathode2,run-02,ses-2,sub-047,X,-71.62780011445284,P3,2023-08-30,Cathode2-X,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,X-ses-2,X-P3
815,Cathode3,run-02,ses-2,sub-047,X,-56.35193000920117,P3,2023-08-30,Cathode3-X,ses-2-run-02,P3-ses-2-run-02,P3-ses-2,X-ses-2,X-P3
816,Anode,run-01,ses-1,sub-047,X,-79.2120639141649,P3,2023-08-02,Anode-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
817,Cathode1,run-01,ses-1,sub-047,X,-77.89628503285348,P3,2023-08-02,Cathode1-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
818,Cathode2,run-01,ses-1,sub-047,X,-74.17543623689562,P3,2023-08-02,Cathode2-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
819,Cathode3,run-01,ses-1,sub-047,X,-60.964385393075645,P3,2023-08-02,Cathode3-X,ses-1-run-01,P3-ses-1-run-01,P3-ses-1,X-ses-1,X-P3
820,Anode,run-02,ses-1,sub-047,X,-78.22107684984803,P3,2023-08-02,Anode-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
821,Cathode1,run-02,ses-1,sub-047,X,-77.89628503285348,P3,2023-08-02,Cathode1-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
822,Cathode2,run-02,ses-1,sub-047,X,-75.21613546553999,P3,2023-08-02,Cathode2-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
823,Cathode3,run-02,ses-1,sub-047,X,-61.05829179752618,P3,2023-08-02,Cathode3-X,ses-1-run-02,P3-ses-1-run-02,P3-ses-1,X-ses-1,X-P3
824,Anode,run-01,ses-3,sub-047,X,-72.35909580998123,P3,2023-11-05,Anode-X,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,X-ses-3,X-P3
825,Cathode1,run-01,ses-3,sub-047,X,-68.34102638904005,P3,2023-11-05,Cathode1-X,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,X-ses-3,X-P3
826,Cathode2,run-01,ses-3,sub-047,X,-77.38368612434715,P3,2023-11-05,Cathode2-X,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,X-ses-3,X-P3
827,Cathode3,run-01,ses-3,sub-047,X,-52.07421307172626,P3,2023-11-05,Cathode3-X,ses-3-run-01,P3-ses-3-run-01,P3-ses-3,X-ses-3,X-P3
828,Anode,run-02,ses-3,sub-047,X,-73.12360646110028,P3,2023-11-05,Anode-X,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,X-ses-3,X-P3
829,Cathode1,run-02,ses-3,sub-047,X,-68.35207494907081,P3,2023-11-05,Cathode1-X,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,X-ses-3,X-P3
830,Cathode2,run-02,ses-3,sub-047,X,-77.52730469312519,P3,2023-11-05,Cathode2-X,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,X-ses-3,X-P3
831,Cathode3,run-02,ses-3,sub-047,X,-52.07421307172626,P3,2023-11-05,Cathode3-X,ses-3-run-02,P3-ses-3-run-02,P3-ses-3,X-ses-3,X-P3
832,Anode,run-01,ses-4,sub-001,X,73.08489346131682,P1,2023-10-26,Anode-X,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,X-ses-4,X-P1
833,Cathode1,run-01,ses-4,sub-001,X,67.92080203164369,P1,2023-10-26,Cathode1-X,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,X-ses-4,X-P1
834,Cathode2,run-01,ses-4,sub-001,X,62.88854923378676,P1,2023-10-26,Cathode2-X,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,X-ses-4,X-P1
835,Cathode3,run-01,ses-4,sub-001,X,79.91220912709832,P1,2023-10-26,Cathode3-X,ses-4-run-01,P1-ses-4-run-01,P1-ses-4,X-ses-4,X-P1
836,Anode,run-02,ses-4,sub-001,X,71.70664712879807,P1,2023-10-26,Anode-X,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,X-ses-4,X-P1
837,Cathode1,run-02,ses-4,sub-001,X,65.92431597504765,P1,2023-10-26,Cathode1-X,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,X-ses-4,X-P1
838,Cathode2,run-02,ses-4,sub-001,X,62.488700933754444,P1,2023-10-26,Cathode2-X,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,X-ses-4,X-P1
839,Cathode3,run-02,ses-4,sub-001,X,79.55205081868917,P1,2023-10-26,Cathode3-X,ses-4-run-02,P1-ses-4-run-02,P1-ses-4,X-ses-4,X-P1
840,Anode,run-01,ses-2,sub-001,X,73.43120001163334,P1,2023-08-03,Anode-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
841,Cathode1,run-01,ses-2,sub-001,X,67.47294771578163,P1,2023-08-03,Cathode1-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
842,Cathode2,run-01,ses-2,sub-001,X,63.0559862582013,P1,2023-08-03,Cathode2-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
843,Cathode3,run-01,ses-2,sub-001,X,80.47949445154518,P1,2023-08-03,Cathode3-X,ses-2-run-01,P1-ses-2-run-01,P1-ses-2,X-ses-2,X-P1
844,Anode,run-02,ses-2,sub-001,X,72.43858918733895,P1,2023-08-03,Anode-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
845,Cathode1,run-02,ses-2,sub-001,X,68.42586854845285,P1,2023-08-03,Cathode1-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
846,Cathode2,run-02,ses-2,sub-001,X,62.19665820058435,P1,2023-08-03,Cathode2-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
847,Cathode3,run-02,ses-2,sub-001,X,80.46528165973723,P1,2023-08-03,Cathode3-X,ses-2-run-02,P1-ses-2-run-02,P1-ses-2,X-ses-2,X-P1
848,Anode,run-01,ses-1,sub-001,X,73.8790543274954,P1,2023-05-24,Anode-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
849,Cathode1,run-01,ses-1,sub-001,X,60.648748527280986,P1,2023-05-24,Cathode1-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
850,Cathode2,run-01,ses-1,sub-001,X,65.03547923266888,P1,2023-05-24,Cathode2-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
851,Cathode3,run-01,ses-1,sub-001,X,80.51086841896176,P1,2023-05-24,Cathode3-X,ses-1-run-01,P1-ses-1-run-01,P1-ses-1,X-ses-1,X-P1
852,Anode,run-02,ses-1,sub-001,X,72.92613349482417,P1,2023-05-24,Anode-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
853,Cathode1,run-02,ses-1,sub-001,X,60.62327132746577,P1,2023-05-24,Cathode1-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
854,Cathode2,run-02,ses-1,sub-001,X,64.12224839162081,P1,2023-05-24,Cathode2-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
855,Cathode3,run-02,ses-1,sub-001,X,80.40306285209954,P1,2023-05-24,Cathode3-X,ses-1-run-02,P1-ses-1-run-02,P1-ses-1,X-ses-1,X-P1
856,Anode,run-01,ses-3,sub-001,X,71.65274434536695,P1,2023-09-27,Anode-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
857,Cathode1,run-01,ses-3,sub-001,X,63.20715226791799,P1,2023-09-27,Cathode1-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
858,Cathode2,run-01,ses-3,sub-001,X,61.65485007595271,P1,2023-09-27,Cathode2-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
859,Cathode3,run-01,ses-3,sub-001,X,79.44129686802626,P1,2023-09-27,Cathode3-X,ses-3-run-01,P1-ses-3-run-01,P1-ses-3,X-ses-3,X-P1
860,Anode,run-02,ses-3,sub-001,X,70.71403630450368,P1,2023-09-27,Anode-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
861,Cathode1,run-02,ses-3,sub-001,X,63.18167506810278,P1,2023-09-27,Cathode1-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
862,Cathode2,run-02,ses-3,sub-001,X,60.74161923490465,P1,2023-09-27,Cathode2-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
863,Cathode3,run-02,ses-3,sub-001,X,79.4270840762183,P1,2023-09-27,Cathode3-X,ses-3-run-02,P1-ses-3-run-02,P1-ses-3,X-ses-3,X-P1
864,Anode,run-01,ses-2,sub-023,X,-62.01441858895123,P3,2023-09-10,Anode-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
865,Cathode1,run-01,ses-2,sub-023,X,-67.56686139851809,P3,2023-09-10,Cathode1-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
866,Cathode2,run-01,ses-2,sub-023,X,-63.90621024928987,P3,2023-09-10,Cathode2-X,ses-2-run-01,P3-ses-2-run-01,P3-ses-2,X-ses-2,X-P3
