,X,Y,Z,Electrode,run,Session,Subject
sub-062_ses-3_run-02_Cathode3,-49.29675920493901,-57.74042710009962,62.75058528594673,Cathode3,run-02,ses-3,sub-062
sub-013_ses-2_run-01_Anode,72.57790062017739,-59.486103068105876,1.399100087583065,Anode,run-01,ses-2,sub-013
sub-013_ses-2_run-01_Cathode1,69.55536455847323,-59.90894840657711,-29.262358051724732,Cathode1,run-01,ses-2,sub-013
sub-013_ses-2_run-01_Cathode2,62.19991476740688,-83.77397852577269,17.169799701310694,Cathode2,run-01,ses-2,sub-013
sub-013_ses-2_run-01_Cathode3,77.86044999584556,-35.79794186260551,13.679689418524504,Cathode3,run-01,ses-2,sub-013
sub-013_ses-2_run-02_Anode,71.7163173025474,-62.19191726204008,2.345845377072692,Anode,run-02,ses-2,sub-013
sub-013_ses-2_run-02_Cathode1,62.20952168293297,-84.67663221992552,17.18130100518465,Cathode1,run-02,ses-2,sub-013
sub-013_ses-2_run-02_Cathode2,77.83196427673101,-35.832748835906386,10.971728693693876,Cathode2,run-02,ses-2,sub-013
sub-013_ses-2_run-02_Cathode3,69.60306410863996,-61.6794488215819,-26.531394719146192,Cathode3,run-02,ses-2,sub-013
sub-013_ses-1_run-01_Anode,72.61588157899678,-59.43969377037138,5.009714387357235,Anode,run-01,ses-1,sub-013
sub-013_ses-1_run-01_Cathode1,68.73198555130512,-64.39686533994973,-26.487303004600108,Cathode1,run-01,ses-1,sub-013
sub-013_ses-1_run-01_Cathode2,61.42367693129927,-85.46111578121781,27.13157943636179,Cathode2,run-01,ses-1,sub-013
sub-013_ses-1_run-01_Cathode3,77.83129422180355,-30.347212724387646,16.318642320111394,Cathode3,run-01,ses-1,sub-013
sub-013_ses-1_run-02_Anode,71.72558919060975,-60.35180290043354,5.030803494155407,Anode,run-02,ses-1,sub-013
sub-013_ses-1_run-02_Cathode1,62.3043624041602,-83.64635295700282,27.09898902568966,Cathode1,run-02,ses-1,sub-013
sub-013_ses-1_run-02_Cathode2,77.8407894615084,-30.33561039995402,17.221295895054936,Cathode2,run-02,ses-1,sub-013
sub-013_ses-1_run-02_Cathode3,67.85118840262294,-65.29737214557827,-25.563560322858393,Cathode3,run-02,ses-1,sub-013
sub-042_ses-2_run-01_Anode,70.79051368869841,-59.421426974236965,-14.682346530258656,Anode,run-01,ses-2,sub-042
sub-042_ses-2_run-01_Cathode1,66.3137265983969,-58.21723745763302,-44.34422854334116,Cathode1,run-01,ses-2,sub-042
sub-042_ses-2_run-01_Cathode2,62.05109731480479,-83.4365013781935,0.09437963180243969,Cathode2,run-01,ses-2,sub-042
sub-042_ses-2_run-01_Cathode3,78.69273377396166,-37.81389016099274,2.086575424298644,Cathode3,run-01,ses-2,sub-042
sub-042_ses-2_run-02_Anode,71.71601356565952,-60.29306368716061,-14.775661194697022,Anode,run-02,ses-2,sub-042
sub-042_ses-2_run-02_Cathode1,66.36865267716348,-58.35158883035183,-42.54451588541269,Cathode1,run-02,ses-2,sub-042
sub-042_ses-2_run-02_Cathode2,61.15073148533702,-84.29735097289085,-0.8481147587299347,Cathode2,run-02,ses-2,sub-042
sub-042_ses-2_run-02_Cathode3,78.66527073457837,-37.746714474633336,1.1867190953344107,Cathode3,run-02,ses-2,sub-042
sub-042_ses-1_run-01_Anode,74.26048428937793,-51.47887361049652,-10.572487153112888,Anode,run-01,ses-1,sub-042
sub-042_ses-1_run-01_Cathode1,67.0825997106731,-52.85723287798464,-43.061852337792516,Cathode1,run-01,ses-1,sub-042
sub-042_ses-1_run-01_Cathode2,64.8392419051379,-77.72485841065645,9.492762558162212,Cathode2,run-01,ses-1,sub-042
sub-042_ses-1_run-01_Cathode3,80.12412132881582,-24.327212324365973,3.9554005954414606,Cathode3,run-01,ses-1,sub-042
sub-042_ses-1_run-02_Anode,73.36011845991015,-52.33972320519388,-11.514981543645263,Anode,run-02,ses-1,sub-042
sub-042_ses-1_run-02_Cathode1,67.05280767939985,-54.455367812886834,-45.897374050691724,Cathode1,run-02,ses-1,sub-042
sub-042_ses-1_run-02_Cathode2,64.83807740919292,-78.55751372128725,8.524929866194725,Cathode2,run-02,ses-1,sub-042
sub-042_ses-1_run-02_Cathode3,80.1252858247608,-23.494557013735175,4.923233287408948,Cathode3,run-02,ses-1,sub-042
sub-042_ses-3_run-01_Anode,72.51118522137403,-55.83289010450244,-13.561261352151632,Anode,run-01,ses-3,sub-042
sub-042_ses-3_run-01_Cathode1,67.13403230160475,-55.48955018259585,-44.16563775576651,Cathode1,run-01,ses-3,sub-042
sub-042_ses-3_run-01_Cathode2,64.70076221227646,-78.22163528949022,4.025648221373558,Cathode2,run-01,ses-3,sub-042
sub-042_ses-3_run-01_Cathode3,79.27053010649979,-31.15100046619773,-1.9622099809348583,Cathode3,run-01,ses-3,sub-042
sub-042_ses-3_run-02_Anode,72.51002072542906,-56.66554541513324,-14.52909404411912,Anode,run-02,ses-3,sub-042
sub-042_ses-3_run-02_Cathode1,66.28742805495858,-57.317406460642815,-44.276252180337906,Cathode1,run-02,ses-3,sub-042
sub-042_ses-3_run-02_Cathode2,64.69959771633148,-79.05429060012102,3.0578155294060707,Cathode2,run-02,ses-3,sub-042
sub-042_ses-3_run-02_Cathode3,79.2968286499381,-32.05083146318793,-2.0301863439381123,Cathode3,run-02,ses-3,sub-042
sub-033_ses-2_run-01_Anode,-75.70873943902552,-36.97275026049465,38.027314860373735,Anode,run-01,ses-2,sub-033
sub-033_ses-2_run-01_Cathode1,-61.37183853331953,-57.93490870669484,66.94259877502918,Cathode1,run-01,ses-2,sub-033
sub-033_ses-2_run-01_Cathode2,-74.34723528288305,-52.548741846345365,2.5532412119209766,Cathode2,run-01,ses-2,sub-033
sub-033_ses-2_run-01_Cathode3,-73.49666554573923,1.3111355174332857,47.17206586152315,Cathode3,run-01,ses-2,sub-033
sub-033_ses-2_run-02_Anode,-75.69677001237869,-38.77374155726284,37.89956494048238,Anode,run-02,ses-2,sub-033
sub-033_ses-2_run-02_Cathode1,-61.40451774094254,-57.99895926937461,67.84250862896442,Cathode1,run-02,ses-2,sub-033
sub-033_ses-2_run-02_Cathode2,-74.38589920382947,-51.71229676064104,3.517026025801897,Cathode2,run-02,ses-2,sub-033
sub-033_ses-2_run-02_Cathode3,-73.4846961190924,-0.48985577933490276,47.044315941631794,Cathode3,run-02,ses-2,sub-033
sub-033_ses-1_run-01_Anode,-74.81210474018008,-41.53563678637147,38.6407694965601,Anode,run-01,ses-1,sub-033
sub-033_ses-1_run-01_Cathode1,-61.1932439962402,-64.88267164304852,62.831959679722786,Cathode1,run-01,ses-1,sub-033
sub-033_ses-1_run-01_Cathode2,-74.3711741361767,-48.94675925280899,2.8087410517036915,Cathode2,run-01,ses-1,sub-033
sub-033_ses-1_run-01_Cathode3,-72.6060155602172,-2.35125536005944,47.84939545765519,Cathode3,run-01,ses-1,sub-033
sub-033_ses-1_run-02_Anode,-74.83879923447967,-42.50018299743533,39.47680439054966,Anode,run-02,ses-1,sub-033
sub-033_ses-1_run-02_Cathode1,-61.187259282916784,-65.78316729143262,62.76808471977711,Cathode1,run-02,ses-1,sub-033
sub-033_ses-1_run-02_Cathode2,-74.37715884950012,-48.046263604424894,2.87261601164937,Cathode2,run-02,ses-1,sub-033
sub-033_ses-1_run-02_Cathode3,-72.6060155602172,-2.35125536005944,47.84939545765519,Cathode3,run-02,ses-1,sub-033
sub-033_ses-3_run-01_Anode,-75.40864185709506,-37.296790844760835,29.86425121501088,Anode,run-01,ses-3,sub-033
sub-033_ses-3_run-01_Cathode1,-66.51273162476718,-56.54386222921312,59.60967741161585,Cathode1,run-01,ses-3,sub-033
sub-033_ses-3_run-01_Cathode2,-73.12979322113097,-55.570627097040415,-5.7685277312994,Cathode2,run-01,ses-3,sub-033
sub-033_ses-3_run-01_Cathode3,-74.75186912249774,4.193701822310686,31.935509100556374,Cathode3,run-01,ses-3,sub-033
sub-033_ses-3_run-02_Anode,-75.36997793614864,-38.13323593046516,28.90046640112996,Anode,run-02,ses-3,sub-033
sub-033_ses-3_run-02_Cathode1,-67.37345804367214,-57.383949593640864,58.612973015755415,Cathode1,run-02,ses-3,sub-033
sub-033_ses-3_run-02_Cathode2,-73.16247242875397,-55.63467765972018,-4.868617877364159,Cathode2,run-02,ses-3,sub-033
sub-033_ses-3_run-02_Cathode3,-74.73989969585091,2.3927105255424976,31.807759180665016,Cathode3,run-02,ses-3,sub-033
sub-017_ses-4_run-01_Anode,64.91891849320382,-62.707409135997295,-16.57727713882923,Anode,run-01,ses-4,sub-017
sub-017_ses-4_run-01_Cathode1,61.29951324407011,-66.96074057742953,-45.10669242963195,Cathode1,run-01,ses-4,sub-017
sub-017_ses-4_run-01_Cathode2,55.28551630396396,-80.75216064974666,3.4242669381201267,Cathode2,run-01,ses-4,sub-017
sub-017_ses-4_run-01_Cathode3,71.88814729079604,-37.678702373057604,-8.99830862507224,Cathode3,run-01,ses-4,sub-017
sub-017_ses-4_run-02_Anode,64.87744025141001,-63.68485464900732,-17.397579796612263,Anode,run-02,ses-4,sub-017
sub-017_ses-4_run-02_Cathode1,60.38650215044618,-67.84411374479532,-45.00147408992052,Cathode1,run-02,ses-4,sub-017
sub-017_ses-4_run-02_Cathode2,55.24403806217015,-81.72960616275668,2.6039642803370953,Cathode2,run-02,ses-4,sub-017
sub-017_ses-4_run-02_Cathode3,70.96159281022847,-39.46131931245327,-8.814442247152328,Cathode3,run-02,ses-4,sub-017
sub-017_ses-2_run-01_Anode,67.07846277672797,-56.56167030334473,-8.112799011170864,Anode,run-01,ses-2,sub-017
sub-017_ses-2_run-01_Cathode1,65.24444955401123,-61.745986726135015,-36.61670686677098,Cathode1,run-01,ses-2,sub-017
sub-017_ses-2_run-01_Cathode2,58.31659343931824,-74.70049416273832,10.963224068284035,Cathode2,run-01,ses-2,sub-017
sub-017_ses-2_run-01_Cathode3,72.37319088634104,-28.568885792046785,1.9802180789411068,Cathode3,run-01,ses-2,sub-017
sub-017_ses-2_run-02_Anode,67.07846277672797,-56.56167030334473,-8.112799011170864,Anode,run-02,ses-2,sub-017
sub-017_ses-2_run-02_Cathode1,64.27556875068694,-62.7857633754611,-38.30938991904259,Cathode1,run-02,ses-2,sub-017
sub-017_ses-2_run-02_Cathode2,57.36210410390049,-76.56131284311414,10.248139750212431,Cathode2,run-02,ses-2,sub-017
sub-017_ses-2_run-02_Cathode3,72.31816925760359,-30.445575077086687,1.23856345936656,Cathode3,run-02,ses-2,sub-017
sub-017_ses-1_run-01_Anode,67.1614192603156,-54.60677927732468,-6.472193695604801,Anode,run-01,ses-1,sub-017
sub-017_ses-1_run-01_Cathode1,64.4160911059007,-64.11504047363997,-32.75838966667652,Cathode1,run-01,ses-1,sub-017
sub-017_ses-1_run-01_Cathode2,59.34049587137997,-71.78402822837234,13.397561740130186,Cathode2,run-01,ses-1,sub-017
sub-017_ses-1_run-01_Cathode3,72.37234280537814,-26.84859998896718,0.9239713065326214,Cathode3,run-01,ses-1,sub-017
sub-017_ses-1_run-02_Anode,67.11994101852179,-55.5842247903347,-7.292496353387833,Anode,run-02,ses-1,sub-017
sub-017_ses-1_run-02_Cathode1,64.373764783144,-63.372200183570385,-34.63493909686804,Cathode1,run-02,ses-1,sub-017
sub-017_ses-1_run-02_Cathode2,60.170550481416285,-72.8555460870266,11.651738084852695,Cathode2,run-02,ses-1,sub-017
sub-017_ses-1_run-02_Cathode3,72.37319088634104,-28.568885792046785,1.9802180789411068,Cathode3,run-02,ses-1,sub-017
sub-017_ses-3_run-01_Anode,63.17839703243226,-67.68012185394764,-11.557494826614857,Anode,run-01,ses-3,sub-017
sub-017_ses-3_run-01_Cathode1,60.40089361835271,-68.66515577584505,-44.02387535572052,Cathode1,run-01,ses-3,sub-017
sub-017_ses-3_run-01_Cathode2,51.60638515558094,-86.08414086326957,4.002436373382807,Cathode2,run-01,ses-3,sub-017
sub-017_ses-3_run-01_Cathode3,70.13408244308084,-43.550658863037825,-3.8998782746493816,Cathode3,run-01,ses-3,sub-017
sub-017_ses-3_run-02_Anode,63.1919404193759,-66.78087808191776,-11.636142864823341,Anode,run-02,ses-3,sub-017
sub-017_ses-3_run-02_Cathode1,61.356231034733355,-68.52462289854884,-42.25254426524043,Cathode1,run-02,ses-3,sub-017
sub-017_ses-3_run-02_Cathode2,50.73485230375081,-85.99006851762533,4.927957370877266,Cathode2,run-02,ses-3,sub-017
sub-017_ses-3_run-02_Cathode3,71.06148500461131,-43.488327726721764,-3.0274978801608086,Cathode3,run-02,ses-3,sub-017
sub-043_ses-4_run-01_Anode,61.46789794694632,20.633693277835846,45.270689494907856,Anode,run-01,ses-4,sub-043
sub-043_ses-4_run-01_Cathode1,54.051057159900665,-11.56106075271964,66.31214234046638,Cathode1,run-01,ses-4,sub-043
sub-043_ses-4_run-01_Cathode2,38.752914304845035,47.536233086138964,57.650592325255275,Cathode2,run-01,ses-4,sub-043
sub-043_ses-4_run-01_Cathode3,70.07066971994936,18.679688297212124,9.971088360995054,Cathode3,run-01,ses-4,sub-043
sub-043_ses-4_run-02_Anode,62.39057238213718,19.60064109787345,45.99283299036324,Anode,run-02,ses-4,sub-043
sub-043_ses-4_run-02_Cathode1,55.87082508020103,-13.315190140157938,65.97821392305195,Cathode1,run-02,ses-4,sub-043
sub-043_ses-4_run-02_Cathode2,38.762944081798196,46.64711560681462,57.49445861391723,Cathode2,run-02,ses-4,sub-043
sub-043_ses-4_run-02_Cathode3,70.0934899719432,17.634583331644535,10.704062353819609,Cathode3,run-02,ses-4,sub-043
sub-043_ses-2_run-01_Anode,63.36339570209384,14.122001521289349,45.93430792912841,Anode,run-01,ses-2,sub-043
sub-043_ses-2_run-01_Cathode1,56.87097703292966,-22.194312147796154,64.40604631230235,Cathode1,run-01,ses-2,sub-043
sub-043_ses-2_run-01_Cathode2,43.33518413454294,41.21668717265129,57.39261156320572,Cathode2,run-01,ses-2,sub-043
sub-043_ses-2_run-01_Cathode3,71.09189424198121,11.843968782573938,12.423752700909972,Cathode3,run-01,ses-2,sub-043
sub-043_ses-2_run-02_Anode,63.39900642912835,12.920909069478512,47.55638962611556,Anode,run-02,ses-2,sub-043
sub-043_ses-2_run-02_Cathode1,55.98391332477331,-22.362352419644594,65.30598451383412,Cathode1,run-02,ses-2,sub-043
sub-043_ses-2_run-02_Cathode2,44.18663711566478,42.58581989631057,54.8705916646868,Cathode2,run-02,ses-2,sub-043
sub-043_ses-2_run-02_Cathode3,71.97619725205004,11.278879061341286,10.478573083877563,Cathode3,run-02,ses-2,sub-043
sub-043_ses-1_run-01_Anode,59.79784201364964,15.961205385625362,50.89156957343221,Anode,run-01,ses-1,sub-043
sub-043_ses-1_run-01_Cathode1,52.299749995581806,-12.94224626198411,68.84499273635447,Cathode1,run-01,ses-1,sub-043
sub-043_ses-1_run-01_Cathode2,40.66396323312074,41.60168383643031,60.248559879139066,Cathode2,run-01,ses-1,sub-043
sub-043_ses-1_run-01_Cathode3,70.27982570137829,13.82851105183363,21.950195085257292,Cathode3,run-01,ses-1,sub-043
sub-043_ses-1_run-02_Anode,59.79784201364964,15.961205385625362,50.89156957343221,Anode,run-02,ses-1,sub-043
sub-043_ses-1_run-02_Cathode1,52.31980954948813,-14.720481220632792,68.53272531367838,Cathode1,run-02,ses-1,sub-043
sub-043_ses-1_run-02_Cathode2,39.796959078870714,39.65540860593319,60.83623065799475,Cathode2,run-02,ses-1,sub-043
sub-043_ses-1_run-02_Cathode3,70.29261617641896,13.672523565590382,22.83930278941989,Cathode3,run-02,ses-1,sub-043
sub-043_ses-3_run-01_Anode,60.74057600274682,13.149918247014284,51.301445646211505,Anode,run-01,ses-3,sub-043
sub-043_ses-3_run-01_Cathode1,74.0497486423701,-1.2382749542593956,19.252600003033876,Cathode1,run-01,ses-3,sub-043
sub-043_ses-3_run-01_Cathode2,46.064723088406026,-13.806553192436695,73.36634473875165,Cathode2,run-01,ses-3,sub-043
sub-043_ses-3_run-01_Cathode3,42.28561796434224,47.63125166669488,52.116490399464965,Cathode3,run-01,ses-3,sub-043
sub-043_ses-3_run-02_Anode,60.763396254740655,12.104813281446695,52.03441963903606,Anode,run-02,ses-3,sub-043
sub-043_ses-3_run-02_Cathode1,74.96966237947345,-3.004457127302885,18.92950208298862,Cathode1,run-02,ses-3,sub-043
sub-043_ses-3_run-02_Cathode2,46.94175701960921,-12.749395441263914,72.62254024855793,Cathode2,run-02,ses-3,sub-043
sub-043_ses-3_run-02_Cathode3,44.05974538065493,47.96733221039176,50.31661399640143,Cathode3,run-02,ses-3,sub-043
sub-021_ses-1_run-01_Anode,74.96222487092018,-65.88238218799233,-1.670422725379467,Anode,run-01,ses-1,sub-021
sub-021_ses-1_run-01_Cathode1,70.99599695578218,-70.12549412809312,-32.859444830566645,Cathode1,run-01,ses-1,sub-021
sub-021_ses-1_run-01_Cathode2,63.59071611240506,-83.76354532130063,16.42996471002698,Cathode2,run-01,ses-1,sub-021
sub-021_ses-1_run-01_Cathode3,78.49568441137671,-36.40721747465432,5.183681238442659,Cathode3,run-01,ses-1,sub-021
sub-021_ses-1_run-02_Anode,74.05141411349177,-66.75531683303416,-1.4876198433339596,Anode,run-02,ses-1,sub-021
sub-021_ses-1_run-02_Cathode1,69.31898880749941,-68.75577420182526,-30.270701121538877,Cathode1,run-02,ses-1,sub-021
sub-021_ses-1_run-02_Cathode2,63.59071611240506,-83.76354532130063,16.42996471002698,Cathode2,run-02,ses-1,sub-021
sub-021_ses-1_run-02_Cathode3,78.47243516519666,-38.18794736452401,5.481159258633852,Cathode3,run-02,ses-1,sub-021
sub-021_ses-3_run-01_Anode,75.0952136144042,-63.65715791657567,0.7014542296528816,Anode,run-01,ses-3,sub-021
sub-021_ses-3_run-01_Cathode1,70.19492569565773,-70.55393439158797,-30.007286973297596,Cathode1,run-01,ses-3,sub-021
sub-021_ses-3_run-01_Cathode2,65.60686141252518,-80.38648711703718,20.36454489454627,Cathode2,run-01,ses-3,sub-021
sub-021_ses-3_run-01_Cathode3,78.51893365755677,-34.62648758478463,4.886203218251467,Cathode3,run-01,ses-3,sub-021
sub-021_ses-3_run-02_Anode,74.16115361079574,-66.31082245148718,1.1817351318895817,Anode,run-02,ses-3,sub-021
sub-021_ses-3_run-02_Cathode1,69.30736418440938,-69.6461391467601,-30.12196211144328,Cathode1,run-02,ses-3,sub-021
sub-021_ses-3_run-02_Cathode2,65.58190620318055,-79.64428696595132,19.326020892709494,Cathode2,run-02,ses-3,sub-021
sub-021_ses-3_run-02_Cathode3,78.45910457894206,-36.55538226850331,4.293896246701479,Cathode3,run-02,ses-3,sub-021
sub-025_ses-4_run-01_Anode,68.71904483437538,-57.910898914560676,22.102723672054708,Anode,run-01,ses-4,sub-025
sub-025_ses-4_run-01_Cathode1,63.863754361867905,-61.22728098556399,-8.690173732116818,Cathode1,run-01,ses-4,sub-025
sub-025_ses-4_run-01_Cathode2,56.90120593458414,-76.43139710649848,39.60204808972776,Cathode2,run-01,ses-4,sub-025
sub-025_ses-4_run-01_Cathode3,74.57016829028726,-32.935437412932515,28.384229061193764,Cathode3,run-01,ses-4,sub-025
sub-025_ses-4_run-02_Anode,68.71904483437538,-57.910898914560676,22.102723672054708,Anode,run-02,ses-4,sub-025
sub-025_ses-4_run-02_Cathode1,63.857763374224305,-62.16240205988288,-7.820962013676763,Cathode1,run-02,ses-4,sub-025
sub-025_ses-4_run-02_Cathode2,57.82376749254763,-75.576385660097,40.52825105469674,Cathode2,run-02,ses-4,sub-025
sub-025_ses-4_run-02_Cathode3,74.56417730264366,-33.8705584872514,29.25344077963382,Cathode3,run-02,ses-4,sub-025
sub-025_ses-2_run-01_Anode,70.70881300978363,-51.01990051008761,30.467599757947028,Anode,run-01,ses-2,sub-025
sub-025_ses-2_run-01_Cathode1,67.62089236825705,-58.07169731333852,2.231709184125066,Cathode1,run-01,ses-2,sub-025
sub-025_ses-2_run-01_Cathode2,60.738467710092664,-68.7985546477139,51.59067570604384,Cathode2,run-01,ses-2,sub-025
sub-025_ses-2_run-01_Cathode3,74.7973076030612,-24.245381953194737,37.73478951770812,Cathode3,run-01,ses-2,sub-025
sub-025_ses-2_run-02_Anode,70.69446055032313,-51.92196382023394,30.434677594341338,Anode,run-02,ses-2,sub-025
sub-025_ses-2_run-02_Cathode1,67.61490138061345,-59.006818387657404,3.1009209025651217,Cathode1,run-02,ses-2,sub-025
sub-025_ses-2_run-02_Cathode2,59.81590615212917,-69.65356609411538,50.66447274107486,Cathode2,run-02,ses-2,sub-025
sub-025_ses-2_run-02_Cathode3,74.76623219996691,-25.08132973499596,35.89759959001094,Cathode3,run-02,ses-2,sub-025
sub-025_ses-1_run-01_Anode,73.44318135082722,-41.61149877309799,19.042521685361862,Anode,run-01,ses-1,sub-025
sub-025_ses-1_run-01_Cathode1,59.63596293888986,-46.88958634622395,-3.6084843007847667,Cathode1,run-01,ses-1,sub-025
sub-025_ses-1_run-01_Cathode2,68.06292990967631,-55.984101224690676,43.861556412652135,Cathode2,run-01,ses-1,sub-025
sub-025_ses-1_run-01_Cathode3,76.6438102927059,-12.952743967995048,24.580141088925302,Cathode3,run-01,ses-1,sub-025
sub-025_ses-1_run-02_Anode,73.46589528210461,-40.742493227124214,19.977577731013298,Anode,run-02,ses-1,sub-025
sub-025_ses-1_run-02_Cathode1,66.72117429599166,-51.34656687267125,-8.354589174501598,Cathode1,run-02,ses-1,sub-025
sub-025_ses-1_run-02_Cathode2,68.03422499075532,-57.78822784498334,43.795712085440755,Cathode2,run-02,ses-1,sub-025
sub-025_ses-1_run-02_Cathode3,75.7296102065593,-13.840813178569078,24.55607200600207,Cathode3,run-02,ses-1,sub-025
sub-025_ses-3_run-01_Anode,69.70737770199776,-53.480691991746426,24.062749173492193,Anode,run-01,ses-3,sub-025
sub-025_ses-3_run-01_Cathode1,66.64816197939217,-58.72836217470467,-4.107297073118389,Cathode1,run-01,ses-3,sub-025
sub-025_ses-3_run-01_Cathode2,61.588146505877376,-68.61420216225088,46.16901933308691,Cathode2,run-01,ses-3,sub-025
sub-025_ses-3_run-01_Cathode3,75.63862492702901,-24.02797170355916,31.410999262705445,Cathode3,run-01,ses-3,sub-025
sub-025_ses-3_run-02_Anode,70.59050238505006,-53.42857056297362,22.249628328718245,Anode,run-02,ses-3,sub-025
sub-025_ses-3_run-02_Cathode1,65.71960943378508,-60.518494695425034,-4.164288319647312,Cathode1,run-02,ses-3,sub-025
sub-025_ses-3_run-02_Cathode2,60.63450954481959,-70.30516139045358,43.40562644042075,Cathode2,run-02,ses-3,sub-025
sub-025_ses-3_run-02_Cathode3,75.58845609612763,-23.829625118523836,25.99819597043097,Cathode3,run-02,ses-3,sub-025
sub-035_ses-2_run-02_Anode,51.153767770156264,34.04042981378734,52.74166649580002,Anode,run-02,ses-2,sub-035
sub-035_ses-2_run-02_Cathode1,42.08859018981457,4.9051458882167935,75.63176238909364,Cathode1,run-02,ses-2,sub-035
sub-035_ses-2_run-02_Cathode2,26.466028440743685,59.85105370450765,52.25273149833083,Cathode2,run-02,ses-2,sub-035
sub-035_ses-2_run-02_Cathode3,67.73310871981084,31.382203019224107,21.82437737286091,Cathode3,run-02,ses-2,sub-035
sub-035_ses-1_run-01_Anode,44.853776816278696,39.52406256366521,57.173977345228195,Anode,run-01,ses-1,sub-035
sub-035_ses-1_run-01_Cathode1,38.49670498818159,7.656658788211644,78.30714704096317,Cathode1,run-01,ses-1,sub-035
sub-035_ses-1_run-01_Cathode2,17.5187725443393,60.75286715384573,55.9928487688303,Cathode2,run-01,ses-1,sub-035
sub-035_ses-1_run-01_Cathode3,65.0114063192159,35.01642647199333,23.549172528088093,Cathode3,run-01,ses-1,sub-035
sub-035_ses-1_run-02_Anode,44.91292503103614,37.78459557611495,59.04235150665045,Anode,run-02,ses-1,sub-035
sub-035_ses-1_run-02_Cathode1,39.40767773427069,5.833058532327414,77.4529506713152,Cathode1,run-02,ses-1,sub-035
sub-035_ses-1_run-02_Cathode2,16.678163850679994,59.00042310729623,57.87762534618378,Cathode2,run-02,ses-1,sub-035
sub-035_ses-1_run-02_Cathode3,63.25982487946749,35.08758268132806,26.28814547508955,Cathode3,run-02,ses-1,sub-035
sub-039_ses-2_run-01_Anode,-71.1332772821188,-44.76731240935624,45.905090713407844,Anode,run-01,ses-2,sub-039
sub-039_ses-2_run-01_Cathode1,-75.8864162787795,-56.54822506196797,9.942233632318676,Cathode1,run-01,ses-2,sub-039
sub-039_ses-2_run-01_Cathode2,-68.47741504013538,-7.766002293676138,53.85077133588493,Cathode2,run-01,ses-2,sub-039
sub-039_ses-2_run-01_Cathode3,-52.10338630527258,-68.50274185836315,66.2468554158695,Cathode3,run-01,ses-2,sub-039
sub-039_ses-2_run-02_Anode,-71.18030805140734,-47.47522163577378,45.914541229605675,Anode,run-02,ses-2,sub-039
sub-039_ses-2_run-02_Cathode1,-75.91019456088543,-56.55096163600683,9.039772997610271,Cathode1,run-02,ses-2,sub-039
sub-039_ses-2_run-02_Cathode2,-68.48499060422182,-9.568538537248969,54.75953231472522,Cathode2,run-02,ses-2,sub-039
sub-039_ses-2_run-02_Cathode3,-51.19573301821947,-69.41834759898484,67.12881220504642,Cathode3,run-02,ses-2,sub-039
sub-039_ses-1_run-01_Anode,-70.83383835852146,-35.724528877064586,51.28835280099884,Anode,run-01,ses-1,sub-039
sub-039_ses-1_run-01_Cathode1,-75.67293753474951,-53.821159817278385,16.250007559079677,Cathode1,run-01,ses-1,sub-039
sub-039_ses-1_run-01_Cathode2,-68.34494988620281,3.9600612986832857,51.10243719490245,Cathode2,run-01,ses-1,sub-039
sub-039_ses-1_run-01_Cathode3,-50.72332214564085,-53.14899964816868,74.29179418552667,Cathode3,run-01,ses-1,sub-039
sub-039_ses-1_run-02_Anode,-70.91274876892567,-37.535274842754006,49.489731875713915,Anode,run-02,ses-1,sub-039
sub-039_ses-1_run-02_Cathode1,-75.72049409896135,-53.82663296535611,14.445086289662868,Cathode1,run-02,ses-1,sub-039
sub-039_ses-1_run-02_Cathode2,-68.37630373239517,2.1547884810715914,51.10873753903434,Cathode2,run-02,ses-1,sub-039
sub-039_ses-1_run-02_Cathode3,-50.73899906873703,-54.05163605697453,74.29494435759261,Cathode3,run-02,ses-1,sub-039
sub-039_ses-3_run-01_Anode,-72.94858385622501,-42.936100928112864,44.14117713505402,Anode,run-01,ses-3,sub-039
sub-039_ses-3_run-01_Cathode1,-74.2289305254817,-62.00092847459018,8.108905360102654,Cathode1,run-01,ses-3,sub-039
sub-039_ses-3_run-01_Cathode2,-71.31926631182432,-5.032867942005396,46.69259779481217,Cathode2,run-01,ses-3,sub-039
sub-039_ses-3_run-01_Cathode3,-55.56807727366686,-62.11872679926455,67.22188091650605,Cathode3,run-01,ses-3,sub-039
sub-039_ses-3_run-02_Anode,-73.06694947183132,-45.652219876646996,41.44324574712664,Anode,run-02,ses-3,sub-039
sub-039_ses-3_run-02_Cathode1,-73.40828900784254,-63.827380346134305,6.2866304172202945,Cathode1,run-02,ses-3,sub-039
sub-039_ses-3_run-02_Cathode2,-73.26861542463303,-6.820411818102002,42.23390300059691,Cathode2,run-02,ses-3,sub-039
sub-039_ses-3_run-02_Cathode3,-54.68420226871967,-63.0370691139251,67.20137707097456,Cathode3,run-02,ses-3,sub-039
sub-003_ses-2_run-01_Anode,-65.27776709280442,-47.425943806767464,51.31666452623904,Anode,run-01,ses-2,sub-003
sub-003_ses-2_run-01_Cathode1,-67.74722497479524,-58.55629525333643,15.826377515681088,Cathode1,run-01,ses-2,sub-003
sub-003_ses-2_run-01_Cathode2,-65.8779501178069,-10.301916554570198,59.005672911182046,Cathode2,run-01,ses-2,sub-003
