,X,Y,Z,Electrode,run,Session,Subject
sub-060_ses-2_run-02_Cathode1,53.374747920781374,-12.053894124925137,75.34009777009487,Cathode1,run-02,ses-2,sub-060
sub-060_ses-2_run-02_Cathode2,34.01784663833678,47.52007796429098,69.94909931346774,Cathode2,run-02,ses-2,sub-060
sub-060_ses-2_run-02_Cathode3,70.80269813165069,25.307609986513853,28.37702362984419,Cathode3,run-02,ses-2,sub-060
sub-060_ses-1_run-01_Anode,56.1425053961575,28.219061047770083,59.716805482283235,Anode,run-01,ses-1,sub-060
sub-060_ses-1_run-01_Cathode1,51.67116177640855,-4.919033085927367,76.89157550409436,Cathode1,run-01,ses-1,sub-060
sub-060_ses-1_run-01_Cathode2,27.737574016675353,54.10643021855503,67.91474134661257,Cathode2,run-01,ses-1,sub-060
sub-060_ses-1_run-01_Cathode3,69.9084842056036,29.068224356509745,26.90450062789023,Cathode3,run-01,ses-1,sub-060
sub-060_ses-1_run-02_Anode,55.2695640809834,29.049577740952373,60.710903983563185,Anode,run-02,ses-1,sub-060
sub-060_ses-1_run-02_Cathode1,51.651406833902,-6.71788445673883,76.73738034442067,Cathode1,run-02,ses-1,sub-060
sub-060_ses-1_run-02_Cathode2,27.744664886966348,53.1297309929505,68.73694851435721,Cathode2,run-02,ses-1,sub-060
sub-060_ses-1_run-02_Cathode3,69.0284520201385,30.87544027529657,27.076391961425543,Cathode3,run-02,ses-1,sub-060
sub-060_ses-3_run-01_Anode,53.49962223879993,31.76458389312029,60.97758907079697,Anode,run-01,ses-3,sub-060
sub-060_ses-3_run-01_Cathode1,49.04803356155753,0.4253411302343011,78.30655425228179,Cathode1,run-01,ses-3,sub-060
sub-060_ses-3_run-01_Cathode2,26.843360090628266,57.867044588550925,66.44221834465861,Cathode2,run-01,ses-3,sub-060
sub-060_ses-3_run-01_Cathode3,69.02136114984751,31.852139500901103,26.254184793680906,Cathode3,run-01,ses-3,sub-060
sub-060_ses-3_run-02_Anode,53.506713109090924,30.787884667515755,61.7997962385416,Anode,run-02,ses-3,sub-060
sub-060_ses-3_run-02_Cathode1,49.0254920180887,-3.2496351515874267,78.89746868051589,Cathode1,run-02,ses-3,sub-060
sub-060_ses-3_run-02_Cathode2,27.740360617637634,55.9825551295653,67.16963175870478,Cathode2,run-02,ses-3,sub-060
sub-060_ses-3_run-02_Cathode3,68.17956991679966,30.65198420267552,29.79200237803161,Cathode3,run-02,ses-3,sub-060
sub-034_ses-4_run-01_Anode,39.118848487734795,44.6074064206332,66.57479837536812,Anode,run-01,ses-4,sub-034
sub-034_ses-4_run-01_Cathode1,36.8988729454577,12.228356558829546,85.71554119884968,Cathode1,run-01,ses-4,sub-034
sub-034_ses-4_run-01_Cathode2,9.955064602196217,62.959746254608035,65.0454459041357,Cathode2,run-01,ses-4,sub-034
sub-034_ses-4_run-01_Cathode3,59.2706419788301,41.4037900287658,35.36475050449371,Cathode3,run-01,ses-4,sub-034
sub-034_ses-4_run-02_Anode,39.13281591236591,43.01990352384746,68.57472467422485,Anode,run-02,ses-4,sub-034
sub-034_ses-4_run-02_Cathode1,36.91604631394148,11.331653196364641,85.8186736702919,Cathode1,run-02,ses-4,sub-034
sub-034_ses-4_run-02_Cathode2,9.972237970679998,62.06304289214313,65.14857837557793,Cathode2,run-02,ses-4,sub-034
sub-034_ses-4_run-02_Cathode3,59.23308929800987,42.506397219374776,37.05527938902378,Cathode3,run-02,ses-4,sub-034
sub-034_ses-2_run-01_Anode,43.651522383093834,45.080191258341074,62.02820020914078,Anode,run-01,ses-2,sub-034
sub-034_ses-2_run-01_Cathode1,44.134092174470425,13.446445558220148,79.29656182229519,Cathode1,run-01,ses-2,sub-034
sub-034_ses-2_run-01_Cathode2,12.660815879702568,64.39584995061159,61.27627086639404,Cathode2,run-01,ses-2,sub-034
sub-034_ses-2_run-01_Cathode3,61.073407515883446,42.13092598132789,33.48423175513744,Cathode3,run-01,ses-2,sub-034
sub-034_ses-2_run-02_Anode,44.56847554817796,44.2016561049968,62.13947021961212,Anode,run-02,ses-2,sub-034
sub-034_ses-2_run-02_Cathode1,44.158249255269766,11.755990747362375,80.39965744316578,Cathode1,run-02,ses-2,sub-034
sub-034_ses-2_run-02_Cathode2,12.657609935849905,63.70505041629076,63.173064693808556,Cathode2,run-02,ses-2,sub-034
sub-034_ses-2_run-02_Cathode3,62.017723705619574,40.252735551446676,32.801803559064865,Cathode3,run-02,ses-2,sub-034
sub-034_ses-1_run-01_Anode,40.9285977371037,44.54079092480242,65.69424277544022,Anode,run-01,ses-1,sub-034
sub-034_ses-1_run-01_Cathode1,35.05477695912123,14.08837877959013,86.38983185589314,Cathode1,run-01,ses-1,sub-034
sub-034_ses-1_run-01_Cathode2,12.643642511218786,65.2925533130765,61.17313839495182,Cathode2,run-01,ses-1,sub-034
sub-034_ses-1_run-01_Cathode3,61.104548308998346,39.64671972207725,35.5872905254364,Cathode3,run-01,ses-1,sub-034
sub-034_ses-1_run-02_Anode,38.21586274728179,43.898438677191734,68.46345466375351,Anode,run-02,ses-1,sub-034
sub-034_ses-1_run-02_Cathode1,33.29654781520367,11.46488418802619,87.5797848701477,Cathode1,run-02,ses-1,sub-034
sub-034_ses-1_run-02_Cathode2,9.048301093280315,63.73532949388027,64.03734521567822,Cathode2,run-02,ses-1,sub-034
sub-034_ses-1_run-02_Cathode3,59.24385077878833,40.22809478826821,40.95199951529503,Cathode3,run-02,ses-1,sub-034
sub-034_ses-3_run-01_Anode,48.270634945482016,38.8941087666899,62.79081520438194,Anode,run-01,ses-3,sub-034
sub-034_ses-3_run-01_Cathode1,42.407003823667765,8.338744707405567,82.58957360684872,Cathode1,run-01,ses-3,sub-034
sub-034_ses-3_run-01_Cathode2,19.900384701788425,61.95403745025396,62.54759927093983,Cathode2,run-01,ses-3,sub-034
sub-034_ses-3_run-01_Cathode3,65.7504520714283,34.63633247092366,30.76265650987625,Cathode3,run-01,ses-3,sub-034
sub-034_ses-3_run-02_Anode,47.388028517365456,37.97923719510436,62.885810136795044,Anode,run-02,ses-3,sub-034
sub-034_ses-3_run-02_Cathode1,40.6214116550982,6.714905392378569,84.57322482764721,Cathode1,run-02,ses-3,sub-034
sub-034_ses-3_run-02_Cathode2,19.890195045620203,62.056989364326,63.44442994892597,Cathode2,run-02,ses-3,sub-034
sub-034_ses-3_run-02_Cathode3,64.83727667480707,34.030316641554236,33.54814347624779,Cathode3,run-02,ses-3,sub-034
sub-005_ses-2_run-01_Anode,53.00133927538991,13.683295039460063,65.24820339027792,Anode,run-01,ses-2,sub-005
sub-005_ses-2_run-01_Cathode1,43.776795944198966,-15.745167499408126,82.78559459280223,Cathode1,run-01,ses-2,sub-005
sub-005_ses-2_run-01_Cathode2,27.430455337278545,41.926671635359526,68.94811598025262,Cathode2,run-01,ses-2,sub-005
sub-005_ses-2_run-01_Cathode3,71.33924572262913,11.728543221950531,31.288941327482462,Cathode3,run-01,ses-2,sub-005
sub-005_ses-2_run-02_Anode,53.02700977213681,13.528613580390811,67.0469382936135,Anode,run-02,ses-2,sub-005
sub-005_ses-2_run-02_Cathode1,44.66012623719871,-16.65972124412656,82.69434151984751,Cathode1,run-02,ses-2,sub-005
sub-005_ses-2_run-02_Cathode2,26.539936230517924,40.88788519240916,70.68389793392271,Cathode2,run-02,ses-2,sub-005
sub-005_ses-2_run-02_Cathode3,72.23541126400232,10.736648747697473,32.09705570619553,Cathode3,run-02,ses-2,sub-005
sub-005_ses-1_run-01_Anode,58.29002816416323,12.257334405556321,59.612892287783325,Anode,run-01,ses-1,sub-005
sub-005_ses-1_run-01_Cathode1,52.38522048667073,-32.52062484808266,75.78293205145746,Cathode1,run-01,ses-1,sub-005
sub-005_ses-1_run-01_Cathode2,24.729633113369346,37.988323671743274,73.17899137828499,Cathode2,run-01,ses-1,sub-005
sub-005_ses-1_run-01_Cathode3,70.40406478755176,19.94383200071752,20.228138607926667,Cathode3,run-01,ses-1,sub-005
sub-005_ses-1_run-02_Anode,57.3902682159096,12.27255878597498,59.62704234942794,Anode,run-02,ses-1,sub-005
sub-005_ses-1_run-02_Cathode1,51.50189019367099,-31.60607110336423,75.87418512441218,Cathode1,run-02,ses-1,sub-005
sub-005_ses-1_run-02_Cathode2,23.842708413489163,37.926207322627306,74.09250889159739,Cathode2,run-02,ses-1,sub-005
sub-005_ses-1_run-02_Cathode3,70.41690003592521,19.866491271182895,21.127506059594452,Cathode3,run-02,ses-1,sub-005
sub-005_ses-3_run-01_Anode,60.874300422146916,5.916355714201927,59.03072102367878,Anode,run-01,ses-3,sub-005
sub-005_ses-3_run-01_Cathode1,51.6168977804482,-25.31076555326581,76.41390620358288,Cathode1,run-01,ses-3,sub-005
sub-005_ses-3_run-01_Cathode2,38.099731881171465,35.52601424977183,67.33922670967877,Cathode2,run-01,ses-3,sub-005
sub-005_ses-3_run-01_Cathode3,73.86653055250645,7.727608365938067,24.56540392432362,Cathode3,run-01,ses-3,sub-005
sub-005_ses-3_run-02_Anode,59.983781315386295,4.877569271251559,60.766502977348864,Anode,run-02,ses-3,sub-005
sub-005_ses-3_run-02_Cathode1,51.58763287682086,-26.132754188030958,75.437435740605,Cathode1,run-02,ses-3,sub-005
sub-005_ses-3_run-02_Cathode2,38.108972722664475,34.47200342640281,69.06085860170424,Cathode2,run-02,ses-3,sub-005
sub-005_ses-3_run-02_Cathode3,73.86653055250645,7.727608365938067,24.56540392432362,Cathode3,run-02,ses-3,sub-005
sub-048_ses-1_run-01_Anode,-70.3944877460599,-48.08844146132469,50.5533647891134,Anode,run-01,ses-1,sub-048
sub-048_ses-1_run-01_Cathode1,-70.18789872154593,-64.07555662095547,14.801232980564237,Cathode1,run-01,ses-1,sub-048
sub-048_ses-1_run-01_Cathode2,-70.11236599460244,-10.179183170199394,52.68360026180744,Cathode2,run-01,ses-1,sub-048
sub-048_ses-1_run-01_Cathode3,-52.25786240026355,-65.37064863741398,75.93914627749473,Cathode3,run-01,ses-1,sub-048
sub-048_ses-1_run-02_Anode,-70.40692251548171,-48.05914957821369,49.651147758588195,Anode,run-02,ses-1,sub-048
sub-048_ses-1_run-02_Cathode1,-71.08708145841956,-64.11222799122334,14.812435337342322,Cathode1,run-02,ses-1,sub-048
sub-048_ses-1_run-02_Cathode2,-70.11236599460244,-10.179183170199394,52.68360026180744,Cathode2,run-02,ses-1,sub-048
sub-048_ses-1_run-02_Cathode3,-52.270297169685364,-65.34135675430298,75.03692924696952,Cathode3,run-02,ses-1,sub-048
sub-054_ses-1_run-01_Anode,70.94460969790816,-57.748158084228635,15.214994376525283,Anode,run-01,ses-1,sub-054
sub-054_ses-1_run-01_Cathode1,68.23347040079534,-63.9508347697556,-12.708108892664313,Cathode1,run-01,ses-1,sub-054
sub-054_ses-1_run-01_Cathode2,62.79806409031153,-74.573506064713,39.80178673937917,Cathode2,run-01,ses-1,sub-054
sub-054_ses-1_run-01_Cathode3,73.46292351558805,-29.51401087641716,20.925445426255465,Cathode3,run-01,ses-1,sub-054
sub-054_ses-1_run-02_Anode,70.04538297280669,-57.778249548748136,15.192954445257783,Anode,run-02,ses-1,sub-054
sub-054_ses-1_run-02_Cathode1,67.42315340042114,-66.68696882203221,-12.66305337101221,Cathode1,run-02,ses-1,sub-054
sub-054_ses-1_run-02_Cathode2,61.951310977339745,-75.52723190747201,38.89988181553781,Cathode2,run-02,ses-1,sub-054
sub-054_ses-1_run-02_Cathode3,73.47652259096503,-31.274798903614283,22.774636015295982,Cathode3,run-02,ses-1,sub-054
sub-052_ses-2_run-01_Anode,-68.76628878992051,-39.8043025508523,40.202105674892664,Anode,run-01,ses-2,sub-052
sub-052_ses-2_run-01_Cathode1,-68.00321384426206,-49.585120130330324,2.8279390893876553,Cathode1,run-01,ses-2,sub-052
sub-052_ses-2_run-01_Cathode2,-67.07568537723273,-3.313284495845437,44.948792934417725,Cathode2,run-01,ses-2,sub-052
sub-052_ses-2_run-01_Cathode3,-53.25650330726057,-60.06962416879833,65.62726813554764,Cathode3,run-01,ses-2,sub-052
sub-052_ses-2_run-02_Anode,-68.78802000824362,-39.8648383282125,39.301621709018946,Anode,run-02,ses-2,sub-052
sub-052_ses-2_run-02_Cathode1,-68.04667628090829,-49.706191685050726,1.0269711576402187,Cathode1,run-02,ses-2,sub-052
sub-052_ses-2_run-02_Cathode2,-67.07568537723273,-3.313284495845437,44.948792934417725,Cathode2,run-02,ses-2,sub-052
sub-052_ses-2_run-02_Cathode3,-53.24107465706766,-59.16903577558696,65.56635303422809,Cathode3,run-02,ses-2,sub-052
sub-036_ses-4_run-01_Anode,55.89764626696706,37.56583224236965,62.9000289272517,Anode,run-01,ses-4,sub-036
sub-036_ses-4_run-01_Cathode1,51.80662292614579,5.842021610587835,76.72683224454522,Cathode1,run-01,ses-4,sub-036
sub-036_ses-4_run-01_Cathode2,33.986112017184496,59.62217900902033,67.91418049111962,Cathode2,run-01,ses-4,sub-036
sub-036_ses-4_run-01_Cathode3,72.78742277994752,38.08848360180855,33.33914878964424,Cathode3,run-01,ses-4,sub-036
sub-036_ses-4_run-02_Anode,56.73932037129998,36.61010951921344,62.843575440347195,Anode,run-02,ses-4,sub-036
sub-036_ses-4_run-02_Cathode1,51.897484466433525,6.720337703824043,77.64896098338068,Cathode1,run-02,ses-4,sub-036
sub-036_ses-4_run-02_Cathode2,34.8837080784142,59.567271772772074,67.87803472578526,Cathode2,run-02,ses-4,sub-036
sub-036_ses-4_run-02_Cathode3,72.75248319655657,38.1109829954803,32.43732777237892,Cathode3,run-02,ses-4,sub-036
sub-036_ses-2_run-01_Anode,56.522564589977264,30.19190414249897,67.21052647568285,Anode,run-01,ses-2,sub-036
sub-036_ses-2_run-01_Cathode1,48.72931309044361,-3.1139085181057453,81.14129741117358,Cathode1,run-01,ses-2,sub-036
sub-036_ses-2_run-01_Cathode2,28.446633871644735,51.619289107620716,76.96649576164782,Cathode2,run-01,ses-2,sub-036
sub-036_ses-2_run-01_Cathode3,74.33794470131397,33.45209230110049,34.067139668390155,Cathode3,run-01,ses-2,sub-036
sub-036_ses-2_run-02_Anode,55.548064198344946,28.422681011259556,68.10787781514227,Anode,run-02,ses-2,sub-036
sub-036_ses-2_run-02_Cathode1,47.75481269881129,-4.8831316493451595,82.038648750633,Cathode1,run-02,ses-2,sub-036
sub-036_ses-2_run-02_Cathode2,27.5280554369092,50.75088146328926,77.88415482267737,Cathode2,run-02,ses-2,sub-036
sub-036_ses-2_run-02_Cathode3,74.31696232780814,32.52877742052078,34.94865296408534,Cathode3,run-02,ses-2,sub-036
sub-012_ses-4_run-01_Anode,-65.49534708447754,-44.118133544921875,54.9285139888525,Anode,run-01,ses-4,sub-012
sub-012_ses-4_run-01_Cathode1,-72.71940953098238,-58.7031831741333,21.409227803349495,Cathode1,run-01,ses-4,sub-012
sub-012_ses-4_run-01_Cathode2,-64.76882868818939,-5.823010511696339,61.49706042557955,Cathode2,run-01,ses-4,sub-012
sub-012_ses-4_run-01_Cathode3,-45.68195201642811,-63.832240749150515,76.81509366258979,Cathode3,run-01,ses-4,sub-012
sub-012_ses-4_run-02_Anode,-64.58787278458476,-44.82716589048505,53.87315637990832,Anode,run-02,ses-4,sub-012
sub-012_ses-4_run-02_Cathode1,-72.7952442355454,-57.35515610873699,18.893844410777092,Cathode1,run-02,ses-4,sub-012
sub-012_ses-4_run-02_Cathode2,-65.66034928709269,-6.586789656430483,60.4666000418365,Cathode2,run-02,ses-4,sub-012
sub-012_ses-4_run-02_Cathode3,-45.69891647994518,-63.6793354190886,75.92552056536078,Cathode3,run-02,ses-4,sub-012
sub-012_ses-3_run-01_Anode,-69.82430970855057,-58.39961503073573,36.06505921855569,Anode,run-01,ses-3,sub-012
sub-012_ses-3_run-01_Cathode1,-70.17067431658506,-64.58085155114532,-2.554140355437994,Cathode1,run-01,ses-3,sub-012
sub-012_ses-3_run-01_Cathode2,-70.70321102440357,-23.897509332746267,48.42550686374307,Cathode2,run-01,ses-3,sub-012
sub-012_ses-3_run-01_Cathode3,-51.69216905720532,-80.55871250480413,61.228156708180904,Cathode3,run-01,ses-3,sub-012
sub-012_ses-3_run-02_Anode,-69.79139154404402,-60.02533185109496,34.86881432309747,Anode,run-02,ses-3,sub-012
sub-012_ses-3_run-02_Cathode1,-69.24623555317521,-65.4427892267704,-2.7199248671531677,Cathode1,run-02,ses-3,sub-012
sub-012_ses-3_run-02_Cathode2,-70.72017548792064,-23.744604002684355,47.53593376651406,Cathode2,run-02,ses-3,sub-012
sub-012_ses-3_run-02_Cathode3,-51.66823850572109,-82.76792974025011,58.099429719150066,Cathode3,run-02,ses-3,sub-012
sub-018_ses-2_run-01_Anode,73.31917760660872,-54.6957888379693,2.2749494324671105,Anode,run-01,ses-2,sub-018
sub-018_ses-2_run-01_Cathode1,72.70635986467823,-58.828977294266224,-27.456101468298584,Cathode1,run-01,ses-2,sub-018
sub-018_ses-2_run-01_Cathode2,66.54002644913271,-79.29180415719748,18.966194902081043,Cathode2,run-01,ses-2,sub-018
sub-018_ses-2_run-01_Cathode3,78.25438022380695,-30.33373362571001,12.902794121298939,Cathode3,run-01,ses-2,sub-018
sub-018_ses-2_run-02_Anode,73.31408839207143,-54.57226710021496,1.3806761513696983,Anode,run-02,ses-2,sub-018
sub-018_ses-2_run-02_Cathode1,73.56021167337894,-58.00969138741493,-26.43643265857827,Cathode1,run-02,ses-2,sub-018
sub-018_ses-2_run-02_Cathode2,66.53493723459542,-79.16828241944313,18.07192162098363,Cathode2,run-02,ses-2,sub-018
sub-018_ses-2_run-02_Cathode3,79.15808199718595,-30.40733227133751,13.798849133891053,Cathode3,run-02,ses-2,sub-018
sub-010_ses-4_run-01_Anode,56.77969932556152,24.21525789797306,54.604106552898884,Anode,run-01,ses-4,sub-010
sub-010_ses-4_run-01_Cathode1,32.5852359905839,51.06950107961893,62.09047199040651,Cathode1,run-01,ses-4,sub-010
sub-010_ses-4_run-01_Cathode2,51.603277929127216,-7.2015560902655125,76.82004202157259,Cathode2,run-01,ses-4,sub-010
sub-010_ses-4_run-01_Cathode3,69.21782652288675,21.3103556483984,23.19767475873232,Cathode3,run-01,ses-4,sub-010
sub-010_ses-4_run-02_Anode,57.87653877213597,21.6737189181149,55.74323070794344,Anode,run-02,ses-4,sub-010
sub-010_ses-4_run-02_Cathode1,51.59485526755452,-8.202015746384859,76.02693045139313,Cathode1,run-02,ses-4,sub-010
sub-010_ses-4_run-02_Cathode2,31.90495828166604,50.446943644434214,64.93823001533747,Cathode2,run-02,ses-4,sub-010
sub-010_ses-4_run-02_Cathode3,69.3303896188736,21.519791200757027,24.98750687390566,Cathode3,run-02,ses-4,sub-010
sub-010_ses-2_run-01_Anode,56.19513938948512,21.801216702908278,57.65547355264425,Anode,run-01,ses-2,sub-010
sub-010_ses-2_run-01_Cathode1,31.896535620093346,49.44648398831487,64.145118445158,Cathode1,run-01,ses-2,sub-010
sub-010_ses-2_run-01_Cathode2,48.279915388673544,-8.842762056738138,79.95322062820196,Cathode2,run-01,ses-2,sub-010
sub-010_ses-2_run-01_Cathode3,69.36982584372163,19.623589664697647,24.296199791133404,Cathode3,run-01,ses-2,sub-010
sub-010_ses-2_run-02_Anode,57.29197883605957,19.259677723050117,58.79459770768881,Anode,run-02,ses-2,sub-010
sub-010_ses-2_run-02_Cathode1,49.216332852840424,-10.697994709014893,79.20070818066597,Cathode1,run-02,ses-2,sub-010
sub-010_ses-2_run-02_Cathode2,33.10593816265464,47.114380560815334,67.0740747153759,Cathode2,run-02,ses-2,sub-010
sub-010_ses-2_run-02_Cathode3,69.48238893970847,19.833025217056274,26.086031906306744,Cathode3,run-02,ses-2,sub-010
sub-010_ses-1_run-01_Anode,60.637932278215885,17.00376284122467,53.38388887792826,Anode,run-01,ses-1,sub-010
sub-010_ses-1_run-01_Cathode1,37.133015759289265,40.217038832604885,68.53860521316528,Cathode1,run-01,ses-1,sub-010
sub-010_ses-1_run-01_Cathode2,58.014623519033194,-17.500959016382694,71.24704142659903,Cathode2,run-01,ses-1,sub-010
sub-010_ses-1_run-01_Cathode3,70.0332582294941,18.24522778764367,19.862218625843525,Cathode3,run-01,ses-1,sub-010
sub-010_ses-1_run-02_Anode,59.90137302130461,16.27648762986064,55.33673084527254,Anode,run-02,ses-1,sub-010
sub-010_ses-1_run-02_Cathode1,36.34859761595726,40.38550550118089,70.38964269310236,Cathode1,run-02,ses-1,sub-010
sub-010_ses-1_run-02_Cathode2,58.95104098320007,-19.35619166865945,70.49452897906303,Cathode2,run-02,ses-1,sub-010
sub-010_ses-1_run-02_Cathode3,69.19255853816867,18.30897668004036,20.81834004819393,Cathode3,run-02,ses-1,sub-010
sub-010_ses-3_run-01_Anode,54.00988315790892,27.884754318743944,56.170336812734604,Anode,run-01,ses-3,sub-010
sub-010_ses-3_run-01_Cathode1,50.51486114412546,-3.659557454288006,76.4740294367075,Cathode1,run-01,ses-3,sub-010
sub-010_ses-3_run-01_Cathode2,28.70173505321145,55.27961716800928,60.93135495483875,Cathode2,run-01,ses-3,sub-010
sub-010_ses-3_run-01_Cathode3,67.344991594553,25.020820952951908,24.702699653804302,Cathode3,run-01,ses-3,sub-010
sub-010_ses-3_run-02_Anode,53.16918346658349,27.948503211140633,57.12645823508501,Anode,run-02,ses-3,sub-010
sub-010_ses-3_run-02_Cathode1,50.56272003054619,-4.555299334228039,76.5758339241147,Cathode1,run-02,ses-3,sub-010
sub-010_ses-3_run-02_Cathode2,28.910015922039747,53.69756896048784,62.92479604482651,Cathode2,run-02,ses-3,sub-010
sub-010_ses-3_run-02_Cathode3,67.35341425612569,26.021280609071255,25.495811223983765,Cathode3,run-02,ses-3,sub-010
sub-029_ses-2_run-01_Anode,53.64285044022836,24.47759013599716,60.73069401830435,Anode,run-01,ses-2,sub-029
sub-029_ses-2_run-01_Cathode1,48.78376449085772,-3.946356074884534,77.04508292675018,Cathode1,run-01,ses-2,sub-029
sub-029_ses-2_run-01_Cathode2,34.532195552717894,48.670734444633126,65.3351139985025,Cathode2,run-01,ses-2,sub-029
sub-029_ses-2_run-01_Cathode3,67.99477853393182,20.78215977642685,30.314571160823107,Cathode3,run-01,ses-2,sub-029
sub-029_ses-2_run-02_Anode,52.71849989355542,24.451959834434092,61.60814894922078,Anode,run-02,ses-2,sub-029
sub-029_ses-2_run-02_Cathode1,48.81545117916539,-5.728563105687499,76.0975732691586,Cathode1,run-02,ses-2,sub-029
sub-029_ses-2_run-02_Cathode2,33.61134128435515,47.742617818759754,66.18989060819149,Cathode2,run-02,ses-2,sub-029
sub-029_ses-2_run-02_Cathode3,67.94888654886745,19.83414221648127,32.09619886986911,Cathode3,run-02,ses-2,sub-029
sub-029_ses-1_run-01_Anode,56.44409249024466,23.674760334193707,57.17349788919091,Anode,run-01,ses-1,sub-029
sub-029_ses-1_run-01_Cathode1,50.65344325406477,-9.310013417620212,75.15410313755274,Cathode1,run-01,ses-1,sub-029
sub-029_ses-1_run-01_Cathode2,31.826233751140535,50.467113042017445,65.30637638829648,Cathode2,run-01,ses-1,sub-029
sub-029_ses-1_run-01_Cathode3,67.30688046920113,23.691644625971094,22.23853090405464,Cathode3,run-01,ses-1,sub-029
sub-029_ses-1_run-02_Anode,56.40868934011087,20.019283801317215,58.887090634554625,Anode,run-02,ses-1,sub-029
sub-029_ses-1_run-02_Cathode1,49.711391132324934,-11.163381985621527,76.88835444115102,Cathode1,run-02,ses-1,sub-029
sub-029_ses-1_run-02_Cathode2,33.61134128435515,47.742617818759754,66.18989060819149,Cathode2,run-02,ses-1,sub-029
sub-029_ses-1_run-02_Cathode3,68.1888353091199,21.866771043278277,23.120025360956788,Cathode3,run-02,ses-1,sub-029
sub-062_ses-4_run-01_Anode,-71.53688209690154,-37.9526209840551,22.88362037576735,Anode,run-01,ses-4,sub-062
sub-062_ses-4_run-01_Cathode1,-70.90552042983472,-50.361542826518416,-13.007598239928484,Cathode1,run-01,ses-4,sub-062
sub-062_ses-4_run-01_Cathode2,-67.33130912389606,-0.7477644998580217,30.25966876372695,Cathode2,run-01,ses-4,sub-062
sub-062_ses-4_run-01_Cathode3,-60.213708906434476,-60.81397739518434,49.38176226057112,Cathode3,run-01,ses-4,sub-062
sub-062_ses-4_run-02_Anode,-71.49922432657331,-40.643214710988104,23.837228445336223,Anode,run-02,ses-4,sub-062
sub-062_ses-4_run-02_Cathode1,-69.9865759415552,-51.237904506735504,-12.097901808097959,Cathode1,run-02,ses-4,sub-062
sub-062_ses-4_run-02_Cathode2,-67.29321982804686,-2.5186733473092318,32.09882517531514,Cathode2,run-02,ses-4,sub-062
sub-062_ses-4_run-02_Cathode3,-59.294764418154955,-61.690339075401425,50.29145869240165,Cathode3,run-02,ses-4,sub-062
sub-062_ses-2_run-01_Anode,-69.64444832969457,-47.879816892556846,22.14845780469477,Anode,run-01,ses-2,sub-062
sub-062_ses-2_run-01_Cathode1,-67.2137185074389,-61.19023812748492,-14.648072700947523,Cathode1,run-01,ses-2,sub-062
sub-062_ses-2_run-01_Cathode2,-69.96758881863207,-10.771769809536636,26.8662252407521,Cathode2,run-01,ses-2,sub-062
sub-062_ses-2_run-01_Cathode3,-56.5303504941985,-68.90073328558356,49.495369551703334,Cathode3,run-01,ses-2,sub-062
sub-062_ses-2_run-02_Anode,-70.54477969557047,-48.808594515547156,21.272791236639023,Anode,run-02,ses-2,sub-062
sub-062_ses-2_run-02_Cathode1,-67.18536729831249,-62.97826220281422,-13.711479563266039,Cathode1,run-02,ses-2,sub-062
sub-062_ses-2_run-02_Cathode2,-69.95828225743026,-11.674339461140335,26.88324017263949,Cathode2,run-02,ses-2,sub-062
sub-062_ses-2_run-02_Cathode3,-57.4306818600744,-69.82951090857387,48.619702983647585,Cathode3,run-02,ses-2,sub-062
sub-062_ses-1_run-01_Anode,-69.57498714607209,-45.00095565896481,31.123045748099685,Anode,run-01,ses-1,sub-062
sub-062_ses-1_run-01_Cathode1,-68.02511251624674,-59.20592406112701,-4.744024777784944,Cathode1,run-01,ses-1,sub-062
sub-062_ses-1_run-01_Cathode2,-68.16563151031733,-6.155159925110638,31.274203402921557,Cathode2,run-01,ses-1,sub-062
sub-062_ses-1_run-01_Cathode3,-53.8081541210413,-62.40143044292927,57.469689171761274,Cathode3,run-01,ses-1,sub-062
sub-062_ses-1_run-02_Anode,-69.56568058487028,-45.90352531056851,31.140060679987073,Anode,run-02,ses-1,sub-062
sub-062_ses-1_run-02_Cathode1,-68.01666900608689,-61.94786347169429,-6.498106529936194,Cathode1,run-02,ses-1,sub-062
sub-062_ses-1_run-02_Cathode2,-68.13728030119091,-7.943184000439942,32.21079654060304,Cathode2,run-02,ses-1,sub-062
sub-062_ses-1_run-02_Cathode3,-53.80858564656228,-63.32111532241106,56.584140829741955,Cathode3,run-02,ses-1,sub-062
sub-062_ses-3_run-01_Anode,-68.63354580570012,-39.405292727053165,40.03670712187886,Anode,run-01,ses-3,sub-062
sub-062_ses-3_run-01_Cathode1,-70.71162174642086,-51.85860802792013,3.2725705541670322,Cathode1,run-01,ses-3,sub-062
sub-062_ses-3_run-01_Cathode2,-63.644066981971264,-0.5573564749211073,38.34321113303304,Cathode2,run-01,ses-3,sub-062
sub-062_ses-3_run-01_Cathode3,-50.20596560649574,-56.84695019200444,62.74345212802291,Cathode3,run-01,ses-3,sub-062
sub-062_ses-3_run-02_Anode,-68.63354580570012,-39.405292727053165,40.03670712187886,Anode,run-02,ses-3,sub-062
sub-062_ses-3_run-02_Cathode1,-69.81172190606594,-51.84951528441161,3.2626887802034616,Cathode1,run-02,ses-3,sub-062
sub-062_ses-3_run-02_Cathode2,-62.71581593248993,-2.3362878067418933,39.26992249675095,Cathode2,run-02,ses-3,sub-062
