,Electrode,run,Session,Subject,Dimension,Coordinates,Experiment,date
358,Cathode2,run-02,ses-3,sub-033,X,-73.09112930018455,P3,2023-11-08
359,Cathode3,run-02,ses-3,sub-033,X,-74.6151675786823,P3,2023-11-08
360,Anode,run-01,ses-4,sub-017,X,64.96039673499763,P1,2023-09-14
361,Cathode1,run-01,ses-4,sub-017,X,61.327448098920286,P1,2023-09-14
362,Cathode2,run-01,ses-4,sub-017,X,55.27197291702032,P1,2023-09-14
363,Cathode3,run-01,ses-4,sub-017,X,71.00307105202228,P1,2023-09-14
364,Anode,run-02,ses-4,sub-017,X,64.90537510626018,P1,2023-09-14
365,Cathode1,run-02,ses-4,sub-017,X,61.327448098920286,P1,2023-09-14
366,Cathode2,run-02,ses-4,sub-017,X,55.257581449113786,P1,2023-09-14
367,Cathode3,run-02,ses-4,sub-017,X,70.9336579553783,P1,2023-09-14
368,Anode,run-01,ses-2,sub-017,X,67.13433248642832,P1,2023-08-17
369,Cathode1,run-01,ses-2,sub-017,X,64.31789507344365,P1,2023-08-17
370,Cathode2,run-01,ses-2,sub-017,X,58.27511519752443,P1,2023-08-17
371,Cathode3,run-01,ses-2,sub-017,X,71.41870155092329,P1,2023-08-17
372,Anode,run-02,ses-2,sub-017,X,67.0505279218778,P1,2023-08-17
373,Cathode1,run-02,ses-2,sub-017,X,64.2620253637433,P1,2023-08-17
374,Cathode2,run-02,ses-2,sub-017,X,57.33416924905032,P1,2023-08-17
375,Cathode3,run-02,ses-2,sub-017,X,71.44578832481056,P1,2023-08-17
376,Anode,run-01,ses-1,sub-017,X,68.08882182184607,P1,2023-07-02
377,Cathode1,run-01,ses-1,sub-017,X,65.32910219952464,P1,2023-07-02
378,Cathode2,run-01,ses-1,sub-017,X,58.45541963260621,P1,2023-07-02
379,Cathode3,run-01,ses-1,sub-017,X,71.48726656660438,P1,2023-07-02
380,Anode,run-02,ses-1,sub-017,X,68.08882182184607,P1,2023-07-02
381,Cathode1,run-02,ses-1,sub-017,X,64.4160911059007,P1,2023-07-02
382,Cathode2,run-02,ses-1,sub-017,X,59.313409097492695,P1,2023-07-02
383,Cathode3,run-02,ses-1,sub-017,X,71.4593317117542,P1,2023-07-02
384,Anode,run-01,ses-3,sub-017,X,64.06347327120602,P1,2023-09-07
385,Cathode1,run-01,ses-3,sub-017,X,62.32511183805764,P1,2023-09-07
386,Cathode2,run-01,ses-3,sub-017,X,52.47791800741106,P1,2023-09-07
387,Cathode3,run-01,ses-3,sub-017,X,70.18910407181829,P1,2023-09-07
388,Anode,run-02,ses-3,sub-017,X,63.12252732273191,P1,2023-09-07
389,Cathode1,run-02,ses-3,sub-017,X,60.44321994110942,P1,2023-09-07
390,Cathode2,run-02,ses-3,sub-017,X,50.66543920710683,P1,2023-09-07
391,Cathode3,run-02,ses-3,sub-017,X,70.16201729793102,P1,2023-09-07
392,Anode,run-01,ses-1,sub-021,X,74.01483428105712,P1,2023-06-28
393,Cathode1,run-01,ses-1,sub-021,X,69.27078435197473,P1,2023-06-28
394,Cathode2,run-01,ses-1,sub-021,X,63.51755644753575,P1,2023-06-28
395,Cathode3,run-01,ses-1,sub-021,X,77.51341995224357,P1,2023-06-28
396,Anode,run-02,ses-1,sub-021,X,74.05141411349177,P1,2023-06-28
397,Cathode1,run-02,ses-1,sub-021,X,68.35997359454632,P1,2023-06-28
398,Cathode2,run-02,ses-1,sub-021,X,62.618370313197374,P1,2023-06-28
399,Cathode3,run-02,ses-1,sub-021,X,77.53837516158819,P1,2023-06-28
400,Anode,run-01,ses-3,sub-021,X,75.9328647069633,P1,2023-11-08
401,Cathode1,run-01,ses-3,sub-021,X,69.29573956131935,P1,2023-11-08
402,Cathode2,run-01,ses-3,sub-021,X,66.44451250508428,P1,2023-11-08
403,Cathode3,run-01,ses-3,sub-021,X,78.49397844821215,P1,2023-11-08
404,Anode,run-02,ses-3,sub-021,X,74.09961856901646,P1,2023-11-08
405,Cathode1,run-02,ses-3,sub-021,X,70.19492569565773,P1,2023-11-08
406,Cathode2,run-02,ses-3,sub-021,X,65.53370174765587,P1,2023-11-08
407,Cathode3,run-02,ses-3,sub-021,X,78.55551348999143,P1,2023-11-08
408,Anode,run-01,ses-4,sub-025,X,68.70232189074159,P3,2024-02-21
409,Cathode1,run-01,ses-4,sub-025,X,63.84940190240741,P3,2024-02-21
410,Cathode2,run-01,ses-4,sub-025,X,56.853407587856054,P3,2024-02-21
411,Cathode3,run-01,ses-4,sub-025,X,74.57253877446055,P3,2024-02-21
412,Anode,run-02,ses-4,sub-025,X,68.68796943128109,P3,2024-02-21
413,Cathode1,run-02,ses-4,sub-025,X,62.94955427572131,P3,2024-02-21
414,Cathode2,run-02,ses-4,sub-025,X,56.884482990950346,P3,2024-02-21
415,Cathode3,run-02,ses-4,sub-025,X,75.49872083589435,P3,2024-02-21
416,Anode,run-01,ses-2,sub-025,X,70.70881300978363,P3,2023-09-17
417,Cathode1,run-01,ses-2,sub-025,X,67.59817843697965,P3,2023-09-17
418,Cathode2,run-01,ses-2,sub-025,X,59.83862008340657,P3,2023-09-17
419,Cathode3,run-01,ses-2,sub-025,X,75.6816823054105,P3,2023-09-17
420,Anode,run-02,ses-2,sub-025,X,70.71717448160052,P3,2023-09-17
421,Cathode1,run-02,ses-2,sub-025,X,67.61490138061345,P3,2023-09-17
422,Cathode2,run-02,ses-2,sub-025,X,59.807544680312276,P3,2023-09-17
423,Cathode3,run-02,ses-2,sub-025,X,75.6984052490443,P3,2023-09-17
424,Anode,run-01,ses-1,sub-025,X,73.46352479793131,P3,2023-06-15
425,Cathode1,run-01,ses-1,sub-025,X,65.85839306004345,P3,2023-06-15
426,Cathode2,run-01,ses-1,sub-025,X,68.04021597839892,P3,2023-06-15
427,Cathode3,run-01,ses-1,sub-025,X,76.6234668456018,P3,2023-06-15
428,Anode,run-02,ses-1,sub-025,X,73.45753381028771,P3,2023-06-15
429,Cathode1,run-02,ses-1,sub-025,X,68.51487856172025,P3,2023-06-15
430,Cathode2,run-02,ses-1,sub-025,X,68.04857745021582,P3,2023-06-15
431,Cathode3,run-02,ses-1,sub-025,X,75.7439626660198,P3,2023-06-15
432,Anode,run-01,ses-3,sub-025,X,70.62993925996125,P3,2024-02-14
433,Cathode1,run-01,ses-3,sub-025,X,64.81140033528209,P3,2024-02-14
434,Cathode2,run-01,ses-3,sub-025,X,61.557071102783084,P3,2024-02-14
435,Cathode3,run-01,ses-3,sub-025,X,75.65060690231621,P3,2024-02-14
436,Anode,run-02,ses-3,sub-025,X,70.56778845377266,P3,2024-02-14
437,Cathode1,run-02,ses-3,sub-025,X,65.73396189324558,P3,2024-02-14
438,Cathode2,run-02,ses-3,sub-025,X,61.54034815914929,P3,2024-02-14
439,Cathode3,run-02,ses-3,sub-025,X,76.50265618227422,P3,2024-02-14
440,Anode,run-01,ses-2,sub-035,X,51.153767770156264,P7,2023-10-29
441,Cathode1,run-01,ses-2,sub-035,X,41.18883328139782,P7,2023-10-29
442,Cathode2,run-01,ses-2,sub-035,X,24.66651462391019,P7,2023-10-29
443,Cathode3,run-01,ses-2,sub-035,X,68.63048481754959,P7,2023-10-29
444,Anode,run-02,ses-2,sub-035,X,50.2995624281466,P7,2023-10-29
445,Cathode1,run-02,ses-2,sub-035,X,42.07499354146421,P7,2023-10-29
446,Cathode2,run-02,ses-2,sub-035,X,24.712066190317273,P7,2023-10-29
447,Cathode3,run-02,ses-2,sub-035,X,67.7490861788392,P7,2023-10-29
448,Anode,run-01,ses-1,sub-035,X,44.89456676132977,P7,2023-07-16
449,Cathode1,run-01,ses-1,sub-035,X,38.507920825853944,P7,2023-07-16
450,Cathode2,run-01,ses-1,sub-035,X,16.603038176894188,P7,2023-07-16
451,Cathode3,run-01,ses-1,sub-035,X,64.15958178788424,P7,2023-07-16
452,Anode,run-02,ses-1,sub-035,X,44.88097011297941,P7,2023-07-16
453,Cathode1,run-02,ses-1,sub-035,X,39.39170027524233,P7,2023-07-16
454,Cathode2,run-02,ses-1,sub-035,X,16.648589743301272,P7,2023-07-16
455,Cathode3,run-02,ses-1,sub-035,X,64.21873000264168,P7,2023-07-16
456,Anode,run-01,ses-2,sub-039,X,-70.17806743085384,P3,2023-09-13
457,Cathode1,run-01,ses-2,sub-039,X,-51.18005609512329,P3,2023-09-13
458,Cathode2,run-01,ses-2,sub-039,X,-75.91019456088543,P3,2023-09-13
459,Cathode3,run-01,ses-2,sub-039,X,-67.57786311209202,P3,2023-09-13
460,Anode,run-02,ses-2,sub-039,X,-71.18030805140734,P3,2023-09-13
461,Cathode1,run-02,ses-2,sub-039,X,-51.235188223421574,P3,2023-09-13
462,Cathode2,run-02,ses-2,sub-039,X,-75.0182181969285,P3,2023-09-13
463,Cathode3,run-02,ses-2,sub-039,X,-68.500667527318,P3,2023-09-13
464,Anode,run-01,ses-1,sub-039,X,-70.8813949227333,P3,2023-08-23
465,Cathode1,run-01,ses-1,sub-039,X,-49.79999193549156,P3,2023-08-23
466,Cathode2,run-01,ses-1,sub-039,X,-76.54113561660051,P3,2023-08-23
467,Cathode3,run-01,ses-1,sub-039,X,-67.44539795815945,P3,2023-08-23
468,Anode,run-02,ses-1,sub-039,X,-70.91274876892567,P3,2023-08-23
469,Cathode1,run-02,ses-1,sub-039,X,-49.79999193549156,P3,2023-08-23
470,Cathode2,run-02,ses-1,sub-039,X,-75.69671581685543,P3,2023-08-23
471,Cathode3,run-02,ses-1,sub-039,X,-68.37630373239517,P3,2023-08-23
472,Anode,run-01,ses-3,sub-039,X,-73.01181734353304,P3,2023-11-08
473,Cathode1,run-01,ses-3,sub-039,X,-54.692303627729416,P3,2023-11-08
474,Cathode2,run-01,ses-3,sub-039,X,-74.1894753202796,P3,2023-11-08
475,Cathode3,run-01,ses-3,sub-039,X,-71.31169074773788,P3,2023-11-08
476,Anode,run-02,ses-3,sub-039,X,-73.09072775393724,P3,2023-11-08
477,Cathode1,run-02,ses-3,sub-039,X,-53.82410554587841,P3,2023-11-08
478,Cathode2,run-02,ses-3,sub-039,X,-74.33161921799183,P3,2023-11-08
479,Cathode3,run-02,ses-3,sub-039,X,-73.26861542463303,P3,2023-11-08
480,Anode,run-01,ses-2,sub-003,X,-66.1633629136486,P3,2023-08-23
481,Cathode1,run-01,ses-2,sub-003,X,-47.884491240256466,P3,2023-08-23
482,Cathode2,run-01,ses-2,sub-003,X,-66.8427056116052,P3,2023-08-23
483,Cathode3,run-01,ses-2,sub-003,X,-65.89532917004544,P3,2023-08-23
484,Anode,run-02,ses-2,sub-003,X,-65.27622260269709,P3,2023-08-23
485,Cathode1,run-02,ses-2,sub-003,X,-46.98306085728109,P3,2023-08-23
486,Cathode2,run-02,ses-2,sub-003,X,-67.76151504681911,P3,2023-08-23
487,Cathode3,run-02,ses-2,sub-003,X,-65.89532917004544,P3,2023-08-23
488,Anode,run-01,ses-1,sub-003,X,-66.11238058598246,P3,2023-06-07
489,Cathode1,run-01,ses-1,sub-003,X,-49.647570770350285,P3,2023-06-07
490,Cathode2,run-01,ses-1,sub-003,X,-65.84085506340489,P3,2023-06-07
491,Cathode3,run-01,ses-1,sub-003,X,-68.50731226534117,P3,2023-06-07
492,Anode,run-02,ses-1,sub-003,X,-65.13641086267307,P3,2023-06-07
493,Cathode1,run-02,ses-1,sub-003,X,-50.50921991746873,P3,2023-06-07
494,Cathode2,run-02,ses-1,sub-003,X,-64.89809895446524,P3,2023-06-07
495,Cathode3,run-02,ses-1,sub-003,X,-68.49147770320997,P3,2023-06-07
496,Anode,run-01,ses-3,sub-003,X,-64.35895765759051,P3,2023-10-25
497,Cathode1,run-01,ses-3,sub-003,X,-45.1674545094138,P3,2023-10-25
498,Cathode2,run-01,ses-3,sub-003,X,-65.88720392074902,P3,2023-10-25
499,Cathode3,run-01,ses-3,sub-003,X,-66.72067572257947,P3,2023-10-25
500,Anode,run-02,ses-3,sub-003,X,-64.33037751354277,P3,2023-10-25
501,Cathode1,run-02,ses-3,sub-003,X,-46.04030474834144,P3,2023-10-25
502,Cathode2,run-02,ses-3,sub-003,X,-65.84433370467741,P3,2023-10-25
503,Cathode3,run-02,ses-3,sub-003,X,-66.70484116044827,P3,2023-10-25
520,Anode,run-01,ses-4,sub-016,X,77.38873779587448,P1,2023-09-27
521,Cathode1,run-01,ses-4,sub-016,X,74.23349851742387,P1,2023-09-27
522,Cathode2,run-01,ses-4,sub-016,X,71.63484507612884,P1,2023-09-27
523,Cathode3,run-01,ses-4,sub-016,X,78.65572041273117,P1,2023-09-27
524,Anode,run-02,ses-4,sub-016,X,78.07971791364253,P1,2023-09-27
525,Cathode1,run-02,ses-4,sub-016,X,73.73949282243848,P1,2023-09-27
526,Cathode2,run-02,ses-4,sub-016,X,72.32582519389689,P1,2023-09-27
527,Cathode3,run-02,ses-4,sub-016,X,77.9640130084008,P1,2023-09-27
528,Anode,run-01,ses-2,sub-016,X,77.0051279515028,P1,2023-08-17
529,Cathode1,run-01,ses-2,sub-016,X,70.11623490601778,P1,2023-08-17
530,Cathode2,run-01,ses-2,sub-016,X,71.11943409219384,P1,2023-08-17
531,Cathode3,run-01,ses-2,sub-016,X,79.72718317992985,P1,2023-08-17
532,Anode,run-02,ses-2,sub-016,X,76.10923431813717,P1,2023-08-17
533,Cathode1,run-02,ses-2,sub-016,X,72.90637256391346,P1,2023-08-17
534,Cathode2,run-02,ses-2,sub-016,X,71.20361275598407,P1,2023-08-17
535,Cathode3,run-02,ses-2,sub-016,X,79.67234889790416,P1,2023-08-17
536,Anode,run-01,ses-1,sub-016,X,75.54620085842907,P1,2023-06-14
537,Cathode1,run-01,ses-1,sub-016,X,67.14667363278568,P1,2023-06-14
538,Cathode2,run-01,ses-1,sub-016,X,70.35507457144558,P1,2023-06-14
539,Cathode3,run-01,ses-1,sub-016,X,70.7247579600662,P1,2023-06-14
540,Anode,run-02,ses-1,sub-016,X,75.61210142821074,P1,2023-06-14
541,Cathode1,run-02,ses-1,sub-016,X,70.34663832187653,P1,2023-06-14
542,Cathode2,run-02,ses-1,sub-016,X,70.01549974828959,P1,2023-06-14
543,Cathode3,run-02,ses-1,sub-016,X,79.29595085978508,P1,2023-06-14
544,Anode,run-01,ses-3,sub-016,X,75.55005533993244,P1,2023-09-20
545,Cathode1,run-01,ses-3,sub-016,X,73.14063046127558,P1,2023-09-20
546,Cathode2,run-01,ses-3,sub-016,X,70.62615568377078,P1,2023-09-20
547,Cathode3,run-01,ses-3,sub-016,X,79.96144107729197,P1,2023-09-20
548,Anode,run-02,ses-3,sub-016,X,74.82251903414726,P1,2023-09-20
549,Cathode1,run-02,ses-3,sub-016,X,72.44965034350753,P1,2023-09-20
550,Cathode2,run-02,ses-3,sub-016,X,69.71198395639658,P1,2023-09-20
551,Cathode3,run-02,ses-3,sub-016,X,79.16079239547253,P1,2023-09-20
552,Anode,run-01,ses-4,sub-026,X,73.49636386334896,P1,2023-10-08
553,Cathode1,run-01,ses-4,sub-026,X,61.88525567948818,P1,2023-10-08
554,Cathode2,run-01,ses-4,sub-026,X,66.58223988488317,P1,2023-10-08
555,Cathode3,run-01,ses-4,sub-026,X,77.0842718668282,P1,2023-10-08
556,Anode,run-02,ses-4,sub-026,X,74.4296412654221,P1,2023-10-08
557,Cathode1,run-02,ses-4,sub-026,X,61.866944355890155,P1,2023-10-08
558,Cathode2,run-02,ses-4,sub-026,X,67.51551728695631,P1,2023-10-08
559,Cathode3,run-02,ses-4,sub-026,X,77.1524821780622,P1,2023-10-08
560,Anode,run-01,ses-2,sub-026,X,73.5620566830039,P1,2023-08-27
561,Cathode1,run-01,ses-2,sub-026,X,64.37058901041746,P1,2023-08-27
562,Cathode2,run-01,ses-2,sub-026,X,66.78687081858516,P1,2023-08-27
563,Cathode3,run-01,ses-2,sub-026,X,77.04764921963215,P1,2023-08-27
564,Anode,run-02,ses-2,sub-026,X,73.57785051502287,P1,2023-08-27
565,Cathode1,run-02,ses-2,sub-026,X,65.26976125687361,P1,2023-08-27
566,Cathode2,run-02,ses-2,sub-026,X,66.76855949498713,P1,2023-08-27
567,Cathode3,run-02,ses-2,sub-026,X,77.11585953086615,P1,2023-08-27
568,Anode,run-01,ses-1,sub-026,X,73.58036800660193,P1,2023-06-29
569,Cathode1,run-01,ses-1,sub-026,X,66.18724482692778,P1,2023-06-29
570,Cathode2,run-01,ses-1,sub-026,X,67.66773174144328,P1,2023-06-29
571,Cathode3,run-01,ses-1,sub-026,X,77.10006569884717,P1,2023-06-29
572,Anode,run-02,ses-1,sub-026,X,73.5620566830039,P1,2023-06-29
573,Cathode1,run-02,ses-1,sub-026,X,64.40721165761352,P1,2023-06-29
574,Cathode2,run-02,ses-1,sub-026,X,66.6820378601551,P1,2023-06-29
575,Cathode3,run-02,ses-1,sub-026,X,77.21817499771714,P1,2023-06-29
576,Anode,run-01,ses-3,sub-026,X,72.47152984328568,P1,2023-10-01
577,Cathode1,run-01,ses-3,sub-026,X,65.9617850780487,P1,2023-10-01
578,Cathode2,run-01,ses-3,sub-026,X,64.69233877398074,P1,2023-10-01
579,Cathode3,run-01,ses-3,sub-026,X,76.89039978198707,P1,2023-10-01
580,Anode,run-02,ses-3,sub-026,X,72.47152984328568,P1,2023-10-01
581,Cathode1,run-02,ses-3,sub-026,X,63.33499614149332,P1,2023-10-01
582,Cathode2,run-02,ses-3,sub-026,X,64.69233877398074,P1,2023-10-01
583,Cathode3,run-02,ses-3,sub-026,X,76.94029876962304,P1,2023-10-01
584,Anode,run-01,ses-1,sub-031,X,56.393845717422664,P7,2023-06-22
585,Cathode1,run-01,ses-1,sub-031,X,72.50843758136034,P7,2023-06-22
586,Cathode2,run-01,ses-1,sub-031,X,46.17557075340301,P7,2023-06-22
587,Cathode3,run-01,ses-1,sub-031,X,30.4448236906901,P7,2023-06-22
588,Anode,run-02,ses-1,sub-031,X,55.447496755979955,P7,2023-06-22
589,Cathode1,run-02,ses-1,sub-031,X,47.06351532693952,P7,2023-06-22
590,Cathode2,run-02,ses-1,sub-031,X,29.392452492378652,P7,2023-06-22
591,Cathode3,run-02,ses-1,sub-031,X,71.56748188938946,P7,2023-06-22
592,Anode,run-01,ses-2,sub-030,X,66.28004373051226,P1,2023-08-31
593,Cathode1,run-01,ses-2,sub-030,X,60.025219440460205,P1,2023-08-31
594,Cathode2,run-01,ses-2,sub-030,X,60.97663778625429,P1,2023-08-31
595,Cathode3,run-01,ses-2,sub-030,X,73.24434288404882,P1,2023-08-31
596,Anode,run-02,ses-2,sub-030,X,66.21933497674763,P1,2023-08-31
597,Cathode1,run-02,ses-2,sub-030,X,60.90098156221211,P1,2023-08-31
598,Cathode2,run-02,ses-2,sub-030,X,60.02366980537772,P1,2023-08-31
599,Cathode3,run-02,ses-2,sub-030,X,73.29812300205231,P1,2023-08-31
600,Anode,run-01,ses-1,sub-030,X,67.82337613776326,P1,2023-06-28
601,Cathode1,run-01,ses-1,sub-030,X,62.46773971058428,P1,2023-06-28
602,Cathode2,run-01,ses-1,sub-030,X,60.78230322152376,P1,2023-06-28
603,Cathode3,run-01,ses-1,sub-030,X,73.0404398497194,P1,2023-06-28
604,Anode,run-02,ses-1,sub-030,X,66.91725963912904,P1,2023-06-28
605,Cathode1,run-02,ses-1,sub-030,X,62.52151982858777,P1,2023-06-28
606,Cathode2,run-02,ses-1,sub-030,X,59.960321217775345,P1,2023-06-28
607,Cathode3,run-02,ses-1,sub-030,X,73.04736848548055,P1,2023-06-28
608,Anode,run-01,ses-3,sub-030,X,67.0785999931395,P1,2023-10-05
609,Cathode1,run-01,ses-3,sub-030,X,61.6622548121959,P1,2023-10-05
610,Cathode2,run-01,ses-3,sub-030,X,60.882934821769595,P1,2023-10-05
611,Cathode3,run-01,ses-3,sub-030,X,73.22784577868879,P1,2023-10-05
612,Anode,run-02,ses-3,sub-030,X,66.24012088403106,P1,2023-10-05
613,Cathode1,run-02,ses-3,sub-030,X,61.66918344795704,P1,2023-10-05
614,Cathode2,run-02,ses-3,sub-030,X,60.90636056289077,P1,2023-10-05
615,Cathode3,run-02,ses-3,sub-030,X,73.68293542601168,P1,2023-10-05
616,Anode,run-01,ses-4,sub-004,X,77.46730579645373,P3,2024-02-04
617,Cathode1,run-01,ses-4,sub-004,X,71.43027198314667,P3,2024-02-04
618,Cathode2,run-01,ses-4,sub-004,X,76.55834728293121,P3,2024-02-04
619,Cathode3,run-01,ses-4,sub-004,X,78.0329226932954,P3,2024-02-04
620,Anode,run-02,ses-4,sub-004,X,77.46605436550453,P3,2024-02-04
621,Cathode1,run-02,ses-4,sub-004,X,70.54163403413258,P3,2024-02-04
622,Cathode2,run-02,ses-4,sub-004,X,76.55459299008362,P3,2024-02-04
623,Cathode3,run-02,ses-4,sub-004,X,78.0341741242446,P3,2024-02-04
624,Anode,run-01,ses-2,sub-004,X,79.01204638835043,P3,2023-08-20
625,Cathode1,run-01,ses-2,sub-004,X,76.57745894067921,P3,2023-08-20
626,Cathode2,run-01,ses-2,sub-004,X,69.65308113349602,P3,2023-08-20
627,Cathode3,run-01,ses-2,sub-004,X,76.8753303680569,P3,2023-08-20
628,Anode,run-02,ses-2,sub-004,X,79.01204638835043,P3,2023-08-20
629,Cathode1,run-02,ses-2,sub-004,X,76.57495607878082,P3,2023-08-20
630,Cathode2,run-02,ses-2,sub-004,X,69.65433256444521,P3,2023-08-20
631,Cathode3,run-02,ses-2,sub-004,X,75.94397367001511,P3,2023-08-20
632,Anode,run-01,ses-1,sub-004,X,77.2296371939592,P3,2023-05-24
633,Cathode1,run-01,ses-1,sub-004,X,77.5024734355975,P3,2023-05-24
634,Cathode2,run-01,ses-1,sub-004,X,64.35762998531573,P3,2023-05-24
635,Cathode3,run-01,ses-1,sub-004,X,76.89418688067235,P3,2023-05-24
636,Anode,run-02,ses-1,sub-004,X,77.23843973479234,P3,2023-05-24
637,Cathode1,run-02,ses-1,sub-004,X,77.5012220046483,P3,2023-05-24
638,Cathode2,run-02,ses-1,sub-004,X,65.23496253159828,P3,2023-05-24
639,Cathode3,run-02,ses-1,sub-004,X,76.90424085245468,P3,2023-05-24
640,Anode,run-01,ses-3,sub-004,X,77.45979721075855,P3,2024-01-28
641,Cathode1,run-01,ses-3,sub-004,X,70.53412544843741,P3,2024-01-28
642,Cathode2,run-01,ses-3,sub-004,X,78.07188714947551,P3,2024-01-28
643,Cathode3,run-01,ses-3,sub-004,X,74.79025664343499,P3,2024-01-28
644,Anode,run-02,ses-3,sub-004,X,78.08319255220704,P3,2024-01-28
645,Cathode1,run-02,ses-3,sub-004,X,77.46859975159168,P3,2024-01-28
646,Cathode2,run-02,ses-3,sub-004,X,70.54668228211813,P3,2024-01-28
647,Cathode3,run-02,ses-3,sub-004,X,73.88488232600503,P3,2024-01-28
648,Anode,run-01,ses-2,sub-032,X,56.13321857154369,P7,2023-10-11
649,Cathode1,run-01,ses-2,sub-032,X,47.47194017190486,P7,2023-10-11
650,Cathode2,run-01,ses-2,sub-032,X,34.87489461619407,P7,2023-10-11
651,Cathode3,run-01,ses-2,sub-032,X,72.70409797690809,P7,2023-10-11
652,Anode,run-02,ses-2,sub-032,X,56.13321857154369,P7,2023-10-11
653,Cathode1,run-02,ses-2,sub-032,X,47.4613541085273,P7,2023-10-11
654,Cathode2,run-02,ses-2,sub-032,X,34.84300263784826,P7,2023-10-11
655,Cathode3,run-02,ses-2,sub-032,X,73.63593231141567,P7,2023-10-11
656,Anode,run-01,ses-1,sub-032,X,48.859577278606594,P7,2023-07-05
657,Cathode1,run-01,ses-1,sub-032,X,41.998250485397875,P7,2023-07-05
658,Cathode2,run-01,ses-1,sub-032,X,24.84856283199042,P7,2023-07-05
659,Cathode3,run-01,ses-1,sub-032,X,69.89780822768807,P7,2023-07-05
660,Anode,run-02,ses-1,sub-032,X,49.74886667728424,P7,2023-07-05
661,Cathode1,run-02,ses-1,sub-032,X,42.88753988407552,P7,2023-07-05
662,Cathode2,run-02,ses-1,sub-032,X,24.827323811128736,P7,2023-07-05
663,Cathode3,run-02,ses-1,sub-032,X,70.76585860550404,P7,2023-07-05
664,Anode,run-01,ses-2,sub-002,X,-59.446539133787155,P1,2023-08-24
665,Cathode1,run-01,ses-2,sub-002,X,-37.6911261305213,P1,2023-08-24
666,Cathode2,run-01,ses-2,sub-002,X,-67.65934709925205,P1,2023-08-24
667,Cathode3,run-01,ses-2,sub-002,X,-55.020786323584616,P1,2023-08-24
668,Anode,run-02,ses-2,sub-002,X,-59.434822793118656,P1,2023-08-24
669,Cathode1,run-02,ses-2,sub-002,X,-36.80535626132041,P1,2023-08-24
670,Cathode2,run-02,ses-2,sub-002,X,-67.93666769750416,P1,2023-08-24
671,Cathode3,run-02,ses-2,sub-002,X,-55.00906998291612,P1,2023-08-24
672,Anode,run-01,ses-1,sub-002,X,-66.09003088437021,P1,2023-05-24
673,Cathode1,run-01,ses-1,sub-002,X,-46.62867012433708,P1,2023-05-24
674,Cathode2,run-01,ses-1,sub-002,X,-64.52032428700477,P1,2023-05-24
675,Cathode3,run-01,ses-1,sub-002,X,-69.3666802579537,P1,2023-05-24
676,Anode,run-02,ses-1,sub-002,X,-66.22283301316202,P1,2023-05-24
677,Cathode1,run-02,ses-1,sub-002,X,-46.773188593797386,P1,2023-05-24
678,Cathode2,run-02,ses-1,sub-002,X,-63.57986969407648,P1,2023-05-24
679,Cathode3,run-02,ses-1,sub-002,X,-69.3002791935578,P1,2023-05-24
680,Anode,run-01,ses-3,sub-002,X,-60.277624279260635,P1,2023-11-29
681,Cathode1,run-01,ses-3,sub-002,X,-34.709630561992526,P1,2023-11-29
682,Cathode2,run-01,ses-3,sub-002,X,-66.51186995208263,P1,2023-11-29
683,Cathode3,run-01,ses-3,sub-002,X,-54.95438525918871,P1,2023-11-29
684,Anode,run-02,ses-3,sub-002,X,-59.39185441005975,P1,2023-11-29
685,Cathode1,run-02,ses-3,sub-002,X,-33.83557703346014,P1,2023-11-29
686,Cathode2,run-02,ses-3,sub-002,X,-66.54312199447304,P1,2023-11-29
687,Cathode3,run-02,ses-3,sub-002,X,-54.96610159985721,P1,2023-11-29
688,Anode,run-01,ses-4,sub-001,X,73.04520346969366,P1,2023-10-26
689,Cathode1,run-01,ses-4,sub-001,X,66.98209399078041,P1,2023-10-26
690,Cathode2,run-01,ses-4,sub-001,X,62.88854923378676,P1,2023-10-26
691,Cathode3,run-01,ses-4,sub-001,X,79.85830634366721,P1,2023-10-26
692,Anode,run-02,ses-4,sub-001,X,71.72085992060602,P1,2023-10-26
693,Cathode1,run-02,ses-4,sub-001,X,66.72974124923348,P1,2023-10-26
694,Cathode2,run-02,ses-4,sub-001,X,63.34802899137139,P1,2023-10-26
695,Cathode3,run-02,ses-4,sub-001,X,79.60595360212028,P1,2023-10-26
696,Anode,run-01,ses-2,sub-001,X,73.4708900032565,P1,2023-08-03
697,Cathode1,run-01,ses-2,sub-001,X,68.42586854845285,P1,2023-08-03
698,Cathode2,run-01,ses-2,sub-001,X,63.13536624144763,P1,2023-08-03
699,Cathode3,run-01,ses-2,sub-001,X,80.51918444316834,P1,2023-08-03
700,Anode,run-02,ses-2,sub-001,X,73.41698721982539,P1,2023-08-03
701,Cathode1,run-02,ses-2,sub-001,X,68.46555854007602,P1,2023-08-03
702,Cathode2,run-02,ses-2,sub-001,X,63.16379182506353,P1,2023-08-03
703,Cathode3,run-02,ses-2,sub-001,X,80.46528165973723,P1,2023-08-03
704,Anode,run-01,ses-1,sub-001,X,73.83936433587223,P1,2023-05-24
705,Cathode1,run-01,ses-1,sub-001,X,60.63748411927372,P1,2023-05-24
706,Cathode2,run-01,ses-1,sub-001,X,65.03547923266888,P1,2023-05-24
707,Cathode3,run-01,ses-1,sub-001,X,80.33789566066116,P1,2023-05-24
