Unnamed: 0,Subject,Session,run,Experiment,Electrode,Rater,Method,Dimension,Coordinates,date
7288.0,sub-007,ses-4,run-02,P3,Cathode2,Kira,half-automated,Y,-56.61,2023-12-14
13732.0,sub-007,ses-4,run-02,P3,Cathode2,Kira,half-automated,Z,24.33,2023-12-14
848.0,sub-007,ses-4,run-02,P3,Cathode3,Kira,half-automated,X,-39.16,
7292.0,sub-007,ses-4,run-02,P3,Cathode3,Kira,half-automated,Y,-51.61,
13736.0,sub-007,ses-4,run-02,P3,Cathode3,Kira,half-automated,Z,80.96,
837.0,sub-007,ses-4,run-02,P3,Anode,Kira,manually,X,-71.0,2023-12-14
7281.0,sub-007,ses-4,run-02,P3,Anode,Kira,manually,Y,-35.0,2023-12-14
13725.0,sub-007,ses-4,run-02,P3,Anode,Kira,manually,Z,60.0,2023-12-14
841.0,sub-007,ses-4,run-02,P3,Cathode1,Kira,manually,X,-72.0,
7285.0,sub-007,ses-4,run-02,P3,Cathode1,Kira,manually,Y,6.0,
13729.0,sub-007,ses-4,run-02,P3,Cathode1,Kira,manually,Z,55.0,
845.0,sub-007,ses-4,run-02,P3,Cathode2,Kira,manually,X,-66.0,
7289.0,sub-007,ses-4,run-02,P3,Cathode2,Kira,manually,Y,-55.0,
13733.0,sub-007,ses-4,run-02,P3,Cathode2,Kira,manually,Z,26.0,
849.0,sub-007,ses-4,run-02,P3,Cathode3,Kira,manually,X,-41.0,
7293.0,sub-007,ses-4,run-02,P3,Cathode3,Kira,manually,Y,-51.0,
13737.0,sub-007,ses-4,run-02,P3,Cathode3,Kira,manually,Z,84.0,
1252.0,sub-014,ses-0,baseline,P3,Anode,Kira,half-automated,X,-72.25,2023-06-04
7696.0,sub-014,ses-0,baseline,P3,Anode,Kira,half-automated,Y,-59.39,2023-06-04
14140.0,sub-014,ses-0,baseline,P3,Anode,Kira,half-automated,Z,50.3,2023-06-04
1256.0,sub-014,ses-0,baseline,P3,Cathode1,Kira,half-automated,X,-76.41,2023-06-04
7700.0,sub-014,ses-0,baseline,P3,Cathode1,Kira,half-automated,Y,-20.34,2023-06-04
14144.0,sub-014,ses-0,baseline,P3,Cathode1,Kira,half-automated,Z,49.87,2023-06-04
1260.0,sub-014,ses-0,baseline,P3,Cathode2,Kira,half-automated,X,-70.14,2023-06-04
7704.0,sub-014,ses-0,baseline,P3,Cathode2,Kira,half-automated,Y,-76.28,2023-06-04
14148.0,sub-014,ses-0,baseline,P3,Cathode2,Kira,half-automated,Z,14.67,2023-06-04
1264.0,sub-014,ses-0,baseline,P3,Cathode3,Kira,half-automated,X,-46.95,2023-06-04
7708.0,sub-014,ses-0,baseline,P3,Cathode3,Kira,half-automated,Y,-73.2,2023-06-04
14152.0,sub-014,ses-0,baseline,P3,Cathode3,Kira,half-automated,Z,77.41,2023-06-04
1253.0,sub-014,ses-0,baseline,P3,Anode,Kira,manually,X,-72.25,2023-06-04
7697.0,sub-014,ses-0,baseline,P3,Anode,Kira,manually,Y,-59.39,2023-06-04
14141.0,sub-014,ses-0,baseline,P3,Anode,Kira,manually,Z,50.3,2023-06-04
1257.0,sub-014,ses-0,baseline,P3,Cathode1,Kira,manually,X,-76.41,2023-06-04
7701.0,sub-014,ses-0,baseline,P3,Cathode1,Kira,manually,Y,-20.34,2023-06-04
14145.0,sub-014,ses-0,baseline,P3,Cathode1,Kira,manually,Z,49.87,2023-06-04
1261.0,sub-014,ses-0,baseline,P3,Cathode2,Kira,manually,X,-70.14,2023-06-04
7705.0,sub-014,ses-0,baseline,P3,Cathode2,Kira,manually,Y,-76.28,2023-06-04
14149.0,sub-014,ses-0,baseline,P3,Cathode2,Kira,manually,Z,14.67,2023-06-04
1265.0,sub-014,ses-0,baseline,P3,Cathode3,Kira,manually,X,-46.95,2023-06-04
7709.0,sub-014,ses-0,baseline,P3,Cathode3,Kira,manually,Y,-73.2,2023-06-04
14153.0,sub-014,ses-0,baseline,P3,Cathode3,Kira,manually,Z,77.41,2023-06-04
1268.0,sub-014,ses-2,run-01,P3,Anode,Kira,half-automated,X,-74.66,2023-08-27
7712.0,sub-014,ses-2,run-01,P3,Anode,Kira,half-automated,Y,-56.39,2023-08-27
14156.0,sub-014,ses-2,run-01,P3,Anode,Kira,half-automated,Z,35.63,2023-08-27
1272.0,sub-014,ses-2,run-01,P3,Cathode1,Kira,half-automated,X,-77.52,
7716.0,sub-014,ses-2,run-01,P3,Cathode1,Kira,half-automated,Y,-24.27,
14160.0,sub-014,ses-2,run-01,P3,Cathode1,Kira,half-automated,Z,42.91,
1276.0,sub-014,ses-2,run-01,P3,Cathode2,Kira,half-automated,X,-74.12,2023-08-27
7720.0,sub-014,ses-2,run-01,P3,Cathode2,Kira,half-automated,Y,-64.48,2023-08-27
14164.0,sub-014,ses-2,run-01,P3,Cathode2,Kira,half-automated,Z,4.41,2023-08-27
1280.0,sub-014,ses-2,run-01,P3,Cathode3,Kira,half-automated,X,-59.71,
7724.0,sub-014,ses-2,run-01,P3,Cathode3,Kira,half-automated,Y,-73.93,
14168.0,sub-014,ses-2,run-01,P3,Cathode3,Kira,half-automated,Z,57.46,
1269.0,sub-014,ses-2,run-01,P3,Anode,Kira,manually,X,-85.0,2023-08-27
7713.0,sub-014,ses-2,run-01,P3,Anode,Kira,manually,Y,-59.0,2023-08-27
14157.0,sub-014,ses-2,run-01,P3,Anode,Kira,manually,Z,36.0,2023-08-27
1273.0,sub-014,ses-2,run-01,P3,Cathode1,Kira,manually,X,-87.0,
7717.0,sub-014,ses-2,run-01,P3,Cathode1,Kira,manually,Y,-24.0,
14161.0,sub-014,ses-2,run-01,P3,Cathode1,Kira,manually,Z,44.0,
1277.0,sub-014,ses-2,run-01,P3,Cathode2,Kira,manually,X,-83.0,
7721.0,sub-014,ses-2,run-01,P3,Cathode2,Kira,manually,Y,-67.0,
14165.0,sub-014,ses-2,run-01,P3,Cathode2,Kira,manually,Z,1.0,
1281.0,sub-014,ses-2,run-01,P3,Cathode3,Kira,manually,X,-69.0,
7725.0,sub-014,ses-2,run-01,P3,Cathode3,Kira,manually,Y,-78.0,
14169.0,sub-014,ses-2,run-01,P3,Cathode3,Kira,manually,Z,57.0,
1284.0,sub-014,ses-2,run-02,P3,Anode,Kira,half-automated,X,-74.66,2023-08-27
7728.0,sub-014,ses-2,run-02,P3,Anode,Kira,half-automated,Y,-57.29,2023-08-27
14172.0,sub-014,ses-2,run-02,P3,Anode,Kira,half-automated,Z,35.58,2023-08-27
1288.0,sub-014,ses-2,run-02,P3,Cathode1,Kira,half-automated,X,-77.5,
7732.0,sub-014,ses-2,run-02,P3,Cathode1,Kira,half-automated,Y,-23.31,
14176.0,sub-014,ses-2,run-02,P3,Cathode1,Kira,half-automated,Z,42.06,
1292.0,sub-014,ses-2,run-02,P3,Cathode2,Kira,half-automated,X,-74.1,2023-08-27
7736.0,sub-014,ses-2,run-02,P3,Cathode2,Kira,half-automated,Y,-65.33,2023-08-27
14180.0,sub-014,ses-2,run-02,P3,Cathode2,Kira,half-automated,Z,3.45,2023-08-27
1296.0,sub-014,ses-2,run-02,P3,Cathode3,Kira,half-automated,X,-58.8,
7740.0,sub-014,ses-2,run-02,P3,Cathode3,Kira,half-automated,Y,-74.77,
14184.0,sub-014,ses-2,run-02,P3,Cathode3,Kira,half-automated,Z,56.52,
1285.0,sub-014,ses-2,run-02,P3,Anode,Kira,manually,X,-85.0,2023-08-27
7729.0,sub-014,ses-2,run-02,P3,Anode,Kira,manually,Y,-59.0,2023-08-27
14173.0,sub-014,ses-2,run-02,P3,Anode,Kira,manually,Z,36.0,2023-08-27
1289.0,sub-014,ses-2,run-02,P3,Cathode1,Kira,manually,X,-91.0,
7733.0,sub-014,ses-2,run-02,P3,Cathode1,Kira,manually,Y,-27.0,
14177.0,sub-014,ses-2,run-02,P3,Cathode1,Kira,manually,Z,42.0,
1293.0,sub-014,ses-2,run-02,P3,Cathode2,Kira,manually,X,-90.0,
7737.0,sub-014,ses-2,run-02,P3,Cathode2,Kira,manually,Y,-73.0,
14181.0,sub-014,ses-2,run-02,P3,Cathode2,Kira,manually,Z,1.0,
1297.0,sub-014,ses-2,run-02,P3,Cathode3,Kira,manually,X,-70.0,
7741.0,sub-014,ses-2,run-02,P3,Cathode3,Kira,manually,Y,-78.0,
14185.0,sub-014,ses-2,run-02,P3,Cathode3,Kira,manually,Z,58.0,
1300.0,sub-014,ses-3,run-01,P3,Anode,Kira,half-automated,X,-75.52,2023-10-29
7744.0,sub-014,ses-3,run-01,P3,Anode,Kira,half-automated,Y,-55.32,2023-10-29
14188.0,sub-014,ses-3,run-01,P3,Anode,Kira,half-automated,Z,32.96,2023-10-29
1304.0,sub-014,ses-3,run-01,P3,Cathode1,Kira,half-automated,X,-78.29,
7748.0,sub-014,ses-3,run-01,P3,Cathode1,Kira,half-automated,Y,-12.92,
14192.0,sub-014,ses-3,run-01,P3,Cathode1,Kira,half-automated,Z,34.53,
1308.0,sub-014,ses-3,run-01,P3,Cathode2,Kira,half-automated,X,-73.09,2023-10-29
7752.0,sub-014,ses-3,run-01,P3,Cathode2,Kira,half-automated,Y,-68.56,2023-10-29
14196.0,sub-014,ses-3,run-01,P3,Cathode2,Kira,half-automated,Z,-3.05,2023-10-29
1312.0,sub-014,ses-3,run-01,P3,Cathode3,Kira,half-automated,X,-58.0,
7756.0,sub-014,ses-3,run-01,P3,Cathode3,Kira,half-automated,Y,-71.49,
14200.0,sub-014,ses-3,run-01,P3,Cathode3,Kira,half-automated,Z,62.15,
1301.0,sub-014,ses-3,run-01,P3,Anode,Kira,manually,X,-85.0,2023-10-29
7745.0,sub-014,ses-3,run-01,P3,Anode,Kira,manually,Y,-56.0,2023-10-29
14189.0,sub-014,ses-3,run-01,P3,Anode,Kira,manually,Z,33.0,2023-10-29
1305.0,sub-014,ses-3,run-01,P3,Cathode1,Kira,manually,X,-84.0,
7749.0,sub-014,ses-3,run-01,P3,Cathode1,Kira,manually,Y,-13.0,
14193.0,sub-014,ses-3,run-01,P3,Cathode1,Kira,manually,Z,36.0,
1309.0,sub-014,ses-3,run-01,P3,Cathode2,Kira,manually,X,-92.0,
7753.0,sub-014,ses-3,run-01,P3,Cathode2,Kira,manually,Y,-77.0,
14197.0,sub-014,ses-3,run-01,P3,Cathode2,Kira,manually,Z,-6.0,
1313.0,sub-014,ses-3,run-01,P3,Cathode3,Kira,manually,X,-67.0,
7757.0,sub-014,ses-3,run-01,P3,Cathode3,Kira,manually,Y,-75.0,
14201.0,sub-014,ses-3,run-01,P3,Cathode3,Kira,manually,Z,61.0,
1316.0,sub-014,ses-3,run-02,P3,Anode,Kira,half-automated,X,-75.52,2023-10-29
7760.0,sub-014,ses-3,run-02,P3,Anode,Kira,half-automated,Y,-54.42,2023-10-29
14204.0,sub-014,ses-3,run-02,P3,Anode,Kira,half-automated,Z,33.02,2023-10-29
1320.0,sub-014,ses-3,run-02,P3,Cathode1,Kira,half-automated,X,-78.27,
7764.0,sub-014,ses-3,run-02,P3,Cathode1,Kira,half-automated,Y,-13.77,
14208.0,sub-014,ses-3,run-02,P3,Cathode1,Kira,half-automated,Z,33.57,
1324.0,sub-014,ses-3,run-02,P3,Cathode2,Kira,half-automated,X,-73.06,2023-10-29
7768.0,sub-014,ses-3,run-02,P3,Cathode2,Kira,half-automated,Y,-68.45,2023-10-29
14212.0,sub-014,ses-3,run-02,P3,Cathode2,Kira,half-automated,Z,-4.86,2023-10-29
1328.0,sub-014,ses-3,run-02,P3,Cathode3,Kira,half-automated,X,-58.88,
7772.0,sub-014,ses-3,run-02,P3,Cathode3,Kira,half-automated,Y,-72.34,
14216.0,sub-014,ses-3,run-02,P3,Cathode3,Kira,half-automated,Z,61.18,
1317.0,sub-014,ses-3,run-02,P3,Anode,Kira,manually,X,-85.0,2023-10-29
7761.0,sub-014,ses-3,run-02,P3,Anode,Kira,manually,Y,-56.0,2023-10-29
14205.0,sub-014,ses-3,run-02,P3,Anode,Kira,manually,Z,34.0,2023-10-29
1321.0,sub-014,ses-3,run-02,P3,Cathode1,Kira,manually,X,-83.0,
7765.0,sub-014,ses-3,run-02,P3,Cathode1,Kira,manually,Y,-12.0,
14209.0,sub-014,ses-3,run-02,P3,Cathode1,Kira,manually,Z,36.0,
1325.0,sub-014,ses-3,run-02,P3,Cathode2,Kira,manually,X,-92.0,
7769.0,sub-014,ses-3,run-02,P3,Cathode2,Kira,manually,Y,-77.0,
14213.0,sub-014,ses-3,run-02,P3,Cathode2,Kira,manually,Z,-6.0,
1329.0,sub-014,ses-3,run-02,P3,Cathode3,Kira,manually,X,-67.0,
7773.0,sub-014,ses-3,run-02,P3,Cathode3,Kira,manually,Y,-75.0,
14217.0,sub-014,ses-3,run-02,P3,Cathode3,Kira,manually,Z,61.0,
1332.0,sub-014,ses-4,run-01,P3,Anode,Kira,half-automated,X,-73.9,2023-11-05
7776.0,sub-014,ses-4,run-01,P3,Anode,Kira,half-automated,Y,-54.16,2023-11-05
14220.0,sub-014,ses-4,run-01,P3,Anode,Kira,half-automated,Z,43.91,2023-11-05
1336.0,sub-014,ses-4,run-01,P3,Cathode1,Kira,half-automated,X,-75.78,
7780.0,sub-014,ses-4,run-01,P3,Cathode1,Kira,half-automated,Y,-16.31,
14224.0,sub-014,ses-4,run-01,P3,Cathode1,Kira,half-automated,Z,46.13,
1340.0,sub-014,ses-4,run-01,P3,Cathode2,Kira,half-automated,X,-71.47,2023-11-05
7784.0,sub-014,ses-4,run-01,P3,Cathode2,Kira,half-automated,Y,-70.1,2023-11-05
14228.0,sub-014,ses-4,run-01,P3,Cathode2,Kira,half-automated,Z,7.74,2023-11-05
1344.0,sub-014,ses-4,run-01,P3,Cathode3,Kira,half-automated,X,-53.62,
7788.0,sub-014,ses-4,run-01,P3,Cathode3,Kira,half-automated,Y,-70.11,
14232.0,sub-014,ses-4,run-01,P3,Cathode3,Kira,half-automated,Z,69.54,
1333.0,sub-014,ses-4,run-01,P3,Anode,Kira,manually,X,-86.0,2023-11-05
7777.0,sub-014,ses-4,run-01,P3,Anode,Kira,manually,Y,-58.0,2023-11-05
14221.0,sub-014,ses-4,run-01,P3,Anode,Kira,manually,Z,40.0,2023-11-05
1337.0,sub-014,ses-4,run-01,P3,Cathode1,Kira,manually,X,-85.0,
7781.0,sub-014,ses-4,run-01,P3,Cathode1,Kira,manually,Y,-20.0,
14225.0,sub-014,ses-4,run-01,P3,Cathode1,Kira,manually,Z,47.0,
1341.0,sub-014,ses-4,run-01,P3,Cathode2,Kira,manually,X,-83.0,
7785.0,sub-014,ses-4,run-01,P3,Cathode2,Kira,manually,Y,-74.0,
14229.0,sub-014,ses-4,run-01,P3,Cathode2,Kira,manually,Z,6.0,
1345.0,sub-014,ses-4,run-01,P3,Cathode3,Kira,manually,X,-63.0,
7789.0,sub-014,ses-4,run-01,P3,Cathode3,Kira,manually,Y,-76.0,
14233.0,sub-014,ses-4,run-01,P3,Cathode3,Kira,manually,Z,69.0,
1348.0,sub-014,ses-4,run-02,P3,Anode,Kira,half-automated,X,-73.87,2023-11-05
7792.0,sub-014,ses-4,run-02,P3,Anode,Kira,half-automated,Y,-55.86,2023-11-05
14236.0,sub-014,ses-4,run-02,P3,Anode,Kira,half-automated,Z,42.01,2023-11-05
1352.0,sub-014,ses-4,run-02,P3,Cathode1,Kira,half-automated,X,-75.78,
7796.0,sub-014,ses-4,run-02,P3,Cathode1,Kira,half-automated,Y,-16.31,
14240.0,sub-014,ses-4,run-02,P3,Cathode1,Kira,half-automated,Z,46.13,
1356.0,sub-014,ses-4,run-02,P3,Cathode2,Kira,half-automated,X,-71.47,2023-11-05
7800.0,sub-014,ses-4,run-02,P3,Cathode2,Kira,half-automated,Y,-70.1,2023-11-05
14244.0,sub-014,ses-4,run-02,P3,Cathode2,Kira,half-automated,Z,7.74,2023-11-05
1360.0,sub-014,ses-4,run-02,P3,Cathode3,Kira,half-automated,X,-53.62,
7804.0,sub-014,ses-4,run-02,P3,Cathode3,Kira,half-automated,Y,-70.11,
14248.0,sub-014,ses-4,run-02,P3,Cathode3,Kira,half-automated,Z,69.54,
1349.0,sub-014,ses-4,run-02,P3,Anode,Kira,manually,X,-85.0,2023-11-05
7793.0,sub-014,ses-4,run-02,P3,Anode,Kira,manually,Y,-59.0,2023-11-05
14237.0,sub-014,ses-4,run-02,P3,Anode,Kira,manually,Z,42.0,2023-11-05
1353.0,sub-014,ses-4,run-02,P3,Cathode1,Kira,manually,X,-84.0,
7797.0,sub-014,ses-4,run-02,P3,Cathode1,Kira,manually,Y,-19.0,
14241.0,sub-014,ses-4,run-02,P3,Cathode1,Kira,manually,Z,48.0,
1357.0,sub-014,ses-4,run-02,P3,Cathode2,Kira,manually,X,-79.0,
7801.0,sub-014,ses-4,run-02,P3,Cathode2,Kira,manually,Y,-75.0,
14245.0,sub-014,ses-4,run-02,P3,Cathode2,Kira,manually,Z,6.0,
1361.0,sub-014,ses-4,run-02,P3,Cathode3,Kira,manually,X,-65.0,
7805.0,sub-014,ses-4,run-02,P3,Cathode3,Kira,manually,Y,-76.0,
14249.0,sub-014,ses-4,run-02,P3,Cathode3,Kira,manually,Z,68.0,
2292.0,sub-023,ses-0,baseline,P3,Anode,Kira,half-automated,X,-62.96,2023-06-18
8736.0,sub-023,ses-0,baseline,P3,Anode,Kira,half-automated,Y,-60.82,2023-06-18
15180.0,sub-023,ses-0,baseline,P3,Anode,Kira,half-automated,Z,61.29,2023-06-18
2296.0,sub-023,ses-0,baseline,P3,Cathode1,Kira,half-automated,X,-66.65,2023-06-18
8740.0,sub-023,ses-0,baseline,P3,Cathode1,Kira,half-automated,Y,-21.39,2023-06-18
15184.0,sub-023,ses-0,baseline,P3,Cathode1,Kira,half-automated,Z,59.52,2023-06-18
2300.0,sub-023,ses-0,baseline,P3,Cathode2,Kira,half-automated,X,-66.99,2023-06-18
8744.0,sub-023,ses-0,baseline,P3,Cathode2,Kira,half-automated,Y,-78.98,2023-06-18
15188.0,sub-023,ses-0,baseline,P3,Cathode2,Kira,half-automated,Z,26.49,2023-06-18
2304.0,sub-023,ses-0,baseline,P3,Cathode3,Kira,half-automated,X,-32.06,2023-06-18
8748.0,sub-023,ses-0,baseline,P3,Cathode3,Kira,half-automated,Y,-73.62,2023-06-18
15192.0,sub-023,ses-0,baseline,P3,Cathode3,Kira,half-automated,Z,82.46,2023-06-18
2293.0,sub-023,ses-0,baseline,P3,Anode,Kira,manually,X,-62.96,2023-06-18
8737.0,sub-023,ses-0,baseline,P3,Anode,Kira,manually,Y,-60.82,2023-06-18
15181.0,sub-023,ses-0,baseline,P3,Anode,Kira,manually,Z,61.29,2023-06-18
2297.0,sub-023,ses-0,baseline,P3,Cathode1,Kira,manually,X,-66.65,2023-06-18
8741.0,sub-023,ses-0,baseline,P3,Cathode1,Kira,manually,Y,-21.39,2023-06-18
15185.0,sub-023,ses-0,baseline,P3,Cathode1,Kira,manually,Z,59.52,2023-06-18
2301.0,sub-023,ses-0,baseline,P3,Cathode2,Kira,manually,X,-66.99,2023-06-18
8745.0,sub-023,ses-0,baseline,P3,Cathode2,Kira,manually,Y,-78.98,2023-06-18
15189.0,sub-023,ses-0,baseline,P3,Cathode2,Kira,manually,Z,26.49,2023-06-18
2305.0,sub-023,ses-0,baseline,P3,Cathode3,Kira,manually,X,-32.06,2023-06-18
8749.0,sub-023,ses-0,baseline,P3,Cathode3,Kira,manually,Y,-73.62,2023-06-18
15193.0,sub-023,ses-0,baseline,P3,Cathode3,Kira,manually,Z,82.46,2023-06-18
2308.0,sub-023,ses-1,run-01,P3,Anode,Kira,half-automated,X,-59.59,2023-06-28
8752.0,sub-023,ses-1,run-01,P3,Anode,Kira,half-automated,Y,-53.45,2023-06-28
15196.0,sub-023,ses-1,run-01,P3,Anode,Kira,half-automated,Z,64.8,2023-06-28
2312.0,sub-023,ses-1,run-01,P3,Cathode1,Kira,half-automated,X,-62.36,
8756.0,sub-023,ses-1,run-01,P3,Cathode1,Kira,half-automated,Y,-13.88,
15200.0,sub-023,ses-1,run-01,P3,Cathode1,Kira,half-automated,Z,60.27,
2316.0,sub-023,ses-1,run-01,P3,Cathode2,Kira,half-automated,X,-66.82,2023-06-28
8760.0,sub-023,ses-1,run-01,P3,Cathode2,Kira,half-automated,Y,-74.2,2023-06-28
15204.0,sub-023,ses-1,run-01,P3,Cathode2,Kira,half-automated,Z,34.48,2023-06-28
2320.0,sub-023,ses-1,run-01,P3,Cathode3,Kira,half-automated,X,-30.8,
8764.0,sub-023,ses-1,run-01,P3,Cathode3,Kira,half-automated,Y,-61.28,
15208.0,sub-023,ses-1,run-01,P3,Cathode3,Kira,half-automated,Z,85.19,
2309.0,sub-023,ses-1,run-01,P3,Anode,Kira,manually,X,-68.0,2023-06-28
8753.0,sub-023,ses-1,run-01,P3,Anode,Kira,manually,Y,-56.0,2023-06-28
15197.0,sub-023,ses-1,run-01,P3,Anode,Kira,manually,Z,68.0,2023-06-28
2313.0,sub-023,ses-1,run-01,P3,Cathode1,Kira,manually,X,-72.0,
8757.0,sub-023,ses-1,run-01,P3,Cathode1,Kira,manually,Y,-17.0,
15201.0,sub-023,ses-1,run-01,P3,Cathode1,Kira,manually,Z,65.0,
2317.0,sub-023,ses-1,run-01,P3,Cathode2,Kira,manually,X,-73.0,
8761.0,sub-023,ses-1,run-01,P3,Cathode2,Kira,manually,Y,-76.0,
15205.0,sub-023,ses-1,run-01,P3,Cathode2,Kira,manually,Z,36.0,
2321.0,sub-023,ses-1,run-01,P3,Cathode3,Kira,manually,X,-36.0,
8765.0,sub-023,ses-1,run-01,P3,Cathode3,Kira,manually,Y,-65.0,
15209.0,sub-023,ses-1,run-01,P3,Cathode3,Kira,manually,Z,91.0,
2324.0,sub-023,ses-1,run-02,P3,Anode,Kira,half-automated,X,-58.7,2023-06-28
8768.0,sub-023,ses-1,run-02,P3,Anode,Kira,half-automated,Y,-53.4,2023-06-28
15212.0,sub-023,ses-1,run-02,P3,Anode,Kira,half-automated,Z,65.72,2023-06-28
2328.0,sub-023,ses-1,run-02,P3,Cathode1,Kira,half-automated,X,-60.58,
8772.0,sub-023,ses-1,run-02,P3,Cathode1,Kira,half-automated,Y,-13.79,
15216.0,sub-023,ses-1,run-02,P3,Cathode1,Kira,half-automated,Z,62.09,
2332.0,sub-023,ses-1,run-02,P3,Cathode2,Kira,half-automated,X,-65.89,2023-06-28
8776.0,sub-023,ses-1,run-02,P3,Cathode2,Kira,half-automated,Y,-75.08,2023-06-28
15220.0,sub-023,ses-1,run-02,P3,Cathode2,Kira,half-automated,Z,34.51,2023-06-28
2336.0,sub-023,ses-1,run-02,P3,Cathode3,Kira,half-automated,X,-28.11,
8780.0,sub-023,ses-1,run-02,P3,Cathode3,Kira,half-automated,Y,-61.19,
15224.0,sub-023,ses-1,run-02,P3,Cathode3,Kira,half-automated,Z,86.12,
2325.0,sub-023,ses-1,run-02,P3,Anode,Kira,manually,X,-66.0,2023-06-28
8769.0,sub-023,ses-1,run-02,P3,Anode,Kira,manually,Y,-56.0,2023-06-28
15213.0,sub-023,ses-1,run-02,P3,Anode,Kira,manually,Z,68.0,2023-06-28
2329.0,sub-023,ses-1,run-02,P3,Cathode1,Kira,manually,X,-70.0,
8773.0,sub-023,ses-1,run-02,P3,Cathode1,Kira,manually,Y,-16.0,
15217.0,sub-023,ses-1,run-02,P3,Cathode1,Kira,manually,Z,64.0,
2333.0,sub-023,ses-1,run-02,P3,Cathode2,Kira,manually,X,-73.0,
8777.0,sub-023,ses-1,run-02,P3,Cathode2,Kira,manually,Y,-76.0,
15221.0,sub-023,ses-1,run-02,P3,Cathode2,Kira,manually,Z,35.0,
2337.0,sub-023,ses-1,run-02,P3,Cathode3,Kira,manually,X,-35.0,
8781.0,sub-023,ses-1,run-02,P3,Cathode3,Kira,manually,Y,-66.0,
15225.0,sub-023,ses-1,run-02,P3,Cathode3,Kira,manually,Z,87.0,
2340.0,sub-023,ses-2,run-01,P3,Anode,Kira,half-automated,X,-61.97,2023-09-10
8784.0,sub-023,ses-2,run-01,P3,Anode,Kira,half-automated,Y,-62.7,2023-09-10
15228.0,sub-023,ses-2,run-01,P3,Anode,Kira,half-automated,Z,57.76,2023-09-10
2344.0,sub-023,ses-2,run-01,P3,Cathode1,Kira,half-automated,X,-62.13,
8788.0,sub-023,ses-2,run-01,P3,Cathode1,Kira,half-automated,Y,-23.76,
15232.0,sub-023,ses-2,run-01,P3,Cathode1,Kira,half-automated,Z,62.3,
2348.0,sub-023,ses-2,run-01,P3,Cathode2,Kira,half-automated,X,-66.62,2023-09-10
8792.0,sub-023,ses-2,run-01,P3,Cathode2,Kira,half-automated,Y,-76.29,2023-09-10
15236.0,sub-023,ses-2,run-01,P3,Cathode2,Kira,half-automated,Z,21.89,2023-09-10
2352.0,sub-023,ses-2,run-01,P3,Cathode3,Kira,half-automated,X,-34.87,
8796.0,sub-023,ses-2,run-01,P3,Cathode3,Kira,half-automated,Y,-75.09,
15240.0,sub-023,ses-2,run-01,P3,Cathode3,Kira,half-automated,Z,78.23,
2341.0,sub-023,ses-2,run-01,P3,Anode,Kira,manually,X,-69.0,2023-09-10
8785.0,sub-023,ses-2,run-01,P3,Anode,Kira,manually,Y,-66.0,2023-09-10
15229.0,sub-023,ses-2,run-01,P3,Anode,Kira,manually,Z,61.0,2023-09-10
2345.0,sub-023,ses-2,run-01,P3,Cathode1,Kira,manually,X,-71.0,
8789.0,sub-023,ses-2,run-01,P3,Cathode1,Kira,manually,Y,-25.0,
15233.0,sub-023,ses-2,run-01,P3,Cathode1,Kira,manually,Z,66.0,
2349.0,sub-023,ses-2,run-01,P3,Cathode2,Kira,manually,X,-75.0,
8793.0,sub-023,ses-2,run-01,P3,Cathode2,Kira,manually,Y,-78.0,
15237.0,sub-023,ses-2,run-01,P3,Cathode2,Kira,manually,Z,25.0,
2353.0,sub-023,ses-2,run-01,P3,Cathode3,Kira,manually,X,-45.0,
8797.0,sub-023,ses-2,run-01,P3,Cathode3,Kira,manually,Y,-82.0,
15241.0,sub-023,ses-2,run-01,P3,Cathode3,Kira,manually,Z,82.0,
2356.0,sub-023,ses-2,run-02,P3,Anode,Kira,half-automated,X,-60.16,2023-09-10
8800.0,sub-023,ses-2,run-02,P3,Anode,Kira,half-automated,Y,-64.4,2023-09-10
15244.0,sub-023,ses-2,run-02,P3,Anode,Kira,half-automated,Z,60.53,2023-09-10
2360.0,sub-023,ses-2,run-02,P3,Cathode1,Kira,half-automated,X,-60.4,
8804.0,sub-023,ses-2,run-02,P3,Cathode1,Kira,half-automated,Y,-21.87,
15248.0,sub-023,ses-2,run-02,P3,Cathode1,Kira,half-automated,Z,64.08,
2364.0,sub-023,ses-2,run-02,P3,Cathode2,Kira,half-automated,X,-66.62,2023-09-10
8808.0,sub-023,ses-2,run-02,P3,Cathode2,Kira,half-automated,Y,-76.29,2023-09-10
15252.0,sub-023,ses-2,run-02,P3,Cathode2,Kira,half-automated,Z,21.89,2023-09-10
2368.0,sub-023,ses-2,run-02,P3,Cathode3,Kira,half-automated,X,-34.0,
8812.0,sub-023,ses-2,run-02,P3,Cathode3,Kira,half-automated,Y,-74.14,
15256.0,sub-023,ses-2,run-02,P3,Cathode3,Kira,half-automated,Z,79.12,
2357.0,sub-023,ses-2,run-02,P3,Anode,Kira,manually,X,-66.0,2023-09-10
8801.0,sub-023,ses-2,run-02,P3,Anode,Kira,manually,Y,-65.0,2023-09-10
15245.0,sub-023,ses-2,run-02,P3,Anode,Kira,manually,Z,62.0,2023-09-10
2361.0,sub-023,ses-2,run-02,P3,Cathode1,Kira,manually,X,-68.0,
8805.0,sub-023,ses-2,run-02,P3,Cathode1,Kira,manually,Y,-25.0,
