"Subject","Session","run","Experiment","Electrode","Rater","Method","X","Y","Z","Euclidean_Norm"
"sub-016","ses-2","run-02","P1","Cathode1","Network","full-automated",72.8609388,-57.48681547,30.58489795,97.7184032734423
"sub-016","ses-2","run-02","P1","Cathode2","Kira","manually",75,-47,-24,91.706052144883
"sub-016","ses-2","run-02","P1","Cathode2","Network","full-automated",74.92305633,-46.02191799,-19.73007839,90.1152445404338
"sub-016","ses-2","run-02","P1","Cathode3","Kira","manually",91,-12,14,92.8493403315285
"sub-016","ses-2","run-02","P1","Cathode3","Network","full-automated",80.74031994,-10.71000599,16.10771618,83.0250685808499
"sub-016","ses-3","run-01","P1","Anode","Kira","manually",85,-43,8,95.5928867646542
"sub-016","ses-3","run-01","P1","Cathode1","Kira","manually",77,-65,30,105.138004546406
"sub-016","ses-3","run-01","P1","Cathode2","Kira","manually",84,-52,-20,100.796825346833
"sub-016","ses-3","run-01","P1","Cathode3","Kira","manually",88,-14,16,90.5317623820502
"sub-016","ses-3","run-02","P1","Anode","Kira","manually",87,-43,9,97.462813421325
"sub-016","ses-3","run-02","P1","Anode","Network","full-automated",70.96163107,-71.38296596,37.18202033,107.301367881224
"sub-016","ses-3","run-02","P1","Cathode1","Kira","manually",81,-66,28,108.171160666788
"sub-016","ses-3","run-02","P1","Cathode1","Network","full-automated",74.9980941,-57.45726594,39.71174512,102.484507260406
"sub-016","ses-3","run-02","P1","Cathode2","Kira","manually",82,-50,-20,98.1019877474458
"sub-016","ses-3","run-02","P1","Cathode2","Network","full-automated",74.9980941,-57.45726594,39.71174512,102.484507260406
"sub-016","ses-3","run-02","P1","Cathode3","Kira","manually",89,-17,17,92.1900211519663
"sub-016","ses-3","run-02","P1","Cathode3","Network","full-automated",80.21087502,-42.80897204,14.19659992,92.0213888608736
"sub-016","ses-4","run-01","P1","Anode","Kira","manually",90,-37,15,98.4581129211809
"sub-016","ses-4","run-01","P1","Anode","Network","full-automated",79.11586087,-34.79109576,15.1185511,87.7400158009218
"sub-016","ses-4","run-01","P1","Cathode1","Kira","manually",80,-57,35,104.27847332983
"sub-016","ses-4","run-01","P1","Cathode1","Network","full-automated",73.06893523,-53.93456106,37.13794259,98.1184638699513
"sub-016","ses-4","run-01","P1","Cathode2","Kira","manually",85,-44,-15,96.8813707582629
"sub-016","ses-4","run-01","P1","Cathode2","Network","full-automated",75.98973682,-42.00419641,-13.55086715,87.8772929631977
"sub-016","ses-4","run-01","P1","Cathode3","Kira","manually",91,-7,21,93.6536171218176
"sub-016","ses-4","run-01","P1","Cathode3","Network","full-automated",79.16207585,-6.44691627,22.87106477,82.6515734029733
"sub-016","ses-4","run-02","P1","Anode","Kira","manually",86,-34,15,93.6856445780249
"sub-016","ses-4","run-02","P1","Anode","Network","full-automated",79.42843213,-31.63877446,17.1542947,87.2018216932147
"sub-016","ses-4","run-02","P1","Cathode1","Kira","manually",83,-55,37,106.22146675696
"sub-016","ses-4","run-02","P1","Cathode1","Network","full-automated",74.44443956,-51.13939301,38.93708898,98.3529816379258
"sub-016","ses-4","run-02","P1","Cathode2","Kira","manually",85,-42,-13,95.6974398821619
"sub-016","ses-4","run-02","P1","Cathode2","Network","full-automated",76.57981197,-39.25850704,-11.64059338,86.8400909177828
"sub-016","ses-4","run-02","P1","Cathode3","Kira","manually",88,-5,22,90.8460235783603
"sub-016","ses-4","run-02","P1","Cathode3","Network","full-automated",78.00137699,-3.98921041,24.99634317,82.0057667722445
"sub-017","ses-1","run-01","P1","Anode","Kira","manually",75,-57,-6,94.3927963353136
"sub-017","ses-1","run-01","P1","Anode","Network","full-automated",68.05701646,-54.71653487,-4.34977288,87.4332728526401
"sub-017","ses-1","run-01","P1","Cathode1","Kira","manually",67,-75,14,101.538170162752
"sub-017","ses-1","run-01","P1","Cathode1","Network","full-automated",58.89712513,-72.61979803,15.9056605,94.8445910447092
"sub-017","ses-1","run-01","P1","Cathode2","Kira","manually",71,-66,-33,102.401171868295
"sub-017","ses-1","run-01","P1","Cathode2","Network","full-automated",64.4368127,-63.08404467,-33.0613479,96.0455738065335
"sub-017","ses-1","run-01","P1","Cathode3","Kira","manually",80,-30,3,85.492689745966
"sub-017","ses-1","run-01","P1","Cathode3","Network","full-automated",72.38678591,-27.67936168,2.30426753,77.5325962820944
"sub-017","ses-1","run-02","P1","Anode","Kira","manually",75,-58,-5,94.9420876113434
"sub-017","ses-1","run-02","P1","Anode","Network","full-automated",68.23850172,-55.61654712,-5.23279278,88.1877290263223
"sub-017","ses-1","run-02","P1","Cathode1","Kira","manually",66,-77,15,102.518291050914
"sub-017","ses-1","run-02","P1","Cathode1","Network","full-automated",59.57460402,-73.65124271,15.29923205,95.9567897451081
"sub-017","ses-1","run-02","P1","Cathode2","Kira","manually",71,-66,-34,102.727795654341
"sub-017","ses-1","run-02","P1","Cathode2","Network","full-automated",64.24549792,-64.03590325,-33.57125746,96.721818818081
"sub-017","ses-1","run-02","P1","Cathode3","Kira","manually",73,-31,6,79.5361553005927
"sub-017","ses-1","run-02","P1","Cathode3","Network","full-automated",72.65486883,-28.70177694,1.84767102,78.1404879202592
"sub-017","ses-2","run-01","P1","Anode","Kira","manually",75,-60,-8,96.3794583923359
"sub-017","ses-2","run-01","P1","Anode","Network","full-automated",67.53516356,-57.56860999,-6.021969,88.9460920102375
"sub-017","ses-2","run-01","P1","Cathode1","Kira","manually",65,-78,13,102.362102362154
"sub-017","ses-2","run-01","P1","Cathode1","Network","full-automated",57.75541356,-76.24332175,13.15819719,96.5498320052996
"sub-017","ses-2","run-01","P1","Cathode2","Kira","manually",72,-66,-37,104.446158378372
"sub-017","ses-2","run-01","P1","Cathode2","Network","full-automated",64.23826451,-63.56183312,-36.1618231,97.3362147751141
"sub-017","ses-2","run-01","P1","Cathode3","Kira","manually",79,-31,2,84.8881617188168
"sub-017","ses-2","run-01","P1","Cathode3","Network","full-automated",71.74485811,-30.67336295,1.85312697,78.048792043525
"sub-017","ses-2","run-02","P1","Anode","Kira","manually",74,-59,-9,95.0683964312011
"sub-017","ses-2","run-02","P1","Anode","Network","full-automated",67.42505845,-57.57422855,-7.25545879,88.9582597759586
"sub-017","ses-2","run-02","P1","Cathode1","Kira","manually",65,-80,10,103.56157588604
"sub-017","ses-2","run-02","P1","Cathode1","Network","full-automated",57.56247667,-76.17721135,12.05000076,96.2372524948778
"sub-017","ses-2","run-02","P1","Cathode2","Kira","manually",73,-67,-39,106.484740690861
"sub-017","ses-2","run-02","P1","Cathode2","Network","full-automated",64.32341606,-63.88926414,-37.19277815,97.9930746149628
"sub-017","ses-2","run-02","P1","Cathode3","Kira","manually",79,-31,1,84.870489570875
"sub-017","ses-2","run-02","P1","Cathode3","Network","full-automated",71.39403197,-30.66802122,0.47252138,77.7036588774191
"sub-017","ses-3","run-01","P1","Anode","Kira","manually",66,-69,-12,96.2340895940726
"sub-017","ses-3","run-01","P1","Anode","Network","full-automated",64.28269281,-68.36067623,-11.15318645,94.4978318138367
"sub-017","ses-3","run-01","P1","Cathode1","Kira","manually",50,-89,5,102.20567498921
"sub-017","ses-3","run-01","P1","Cathode1","Network","full-automated",51.88934165,-86.98290323,5.04513123,101.409972785313
"sub-017","ses-3","run-01","P1","Cathode2","Kira","manually",68,-72,-43,107.967587728911
"sub-017","ses-3","run-01","P1","Cathode2","Network","full-automated",60.86463423,-69.60332683,-42.52065038,101.769998105992
"sub-017","ses-3","run-01","P1","Cathode3","Kira","manually",71,-46,-1,84.6049643933499
"sub-017","ses-3","run-01","P1","Cathode3","Network","full-automated",71.09980983,-44.00274581,-2.24307853,83.6448205089436
"sub-017","ses-3","run-02","P1","Anode","Kira","manually",69,-71,-11,99.6142560078627
"sub-017","ses-3","run-02","P1","Cathode1","Kira","manually",50,-90,5,103.077640640442
"sub-017","ses-3","run-02","P1","Cathode2","Kira","manually",67,-73,-41,107.233390322231
"sub-017","ses-3","run-02","P1","Cathode3","Kira","manually",80,-46,-1,92.2875939658197
"sub-017","ses-4","run-01","P1","Anode","Kira","manually",73,-66,-16,99.7045635866283
"sub-017","ses-4","run-01","P1","Anode","Network","full-automated",66.35943125,-62.91966843,-15.12118556,92.6882357362819
"sub-017","ses-4","run-01","P1","Cathode1","Kira","manually",55,-83,5,99.694533450937
"sub-017","ses-4","run-01","P1","Cathode1","Network","full-automated",55.31598039,-81.28526988,5.10068484,98.453896681687
"sub-017","ses-4","run-01","P1","Cathode2","Kira","manually",70,-70,-45,108.742815854658
"sub-017","ses-4","run-01","P1","Cathode2","Network","full-automated",62.47065455,-67.35631696,-43.93953394,101.833878238953
"sub-017","ses-4","run-01","P1","Cathode3","Kira","manually",83,-39,-10,92.2496612459905
"sub-017","ses-4","run-01","P1","Cathode3","Network","full-automated",71.90772046,-37.0188072,-8.12372225,81.2841141395994
"sub-017","ses-4","run-02","P1","Anode","Kira","manually",73,-67,-16,100.369318020997
"sub-017","ses-4","run-02","P1","Anode","Network","full-automated",66.54703622,-64.03216992,-15.16738459,93.5878003247791
"sub-017","ses-4","run-02","P1","Cathode1","Kira","manually",62,-86,4,106.094297678999
"sub-017","ses-4","run-02","P1","Cathode1","Network","full-automated",55.64596912,-82.77666114,4.69885946,99.8525352157631
"sub-017","ses-4","run-02","P1","Cathode2","Kira","manually",69,-71,-46,109.169592836101
"sub-017","ses-4","run-02","P1","Cathode2","Network","full-automated",62.32771472,-67.91355145,-43.98503789,102.135586604054
"sub-017","ses-4","run-02","P1","Cathode3","Kira","manually",80,-40,-7,89.7162192694275
"sub-017","ses-4","run-02","P1","Cathode3","Network","full-automated",72.02654947,-38.136016,-7.69857439,81.862369819991
"sub-018","ses-2","run-01","P1","Anode","Kira","manually",83,-60,2,102.435345462394
"sub-018","ses-2","run-01","P1","Anode","Network","full-automated",75.18194237,-57.28398914,2.98101309,94.5656719394538
"sub-018","ses-2","run-01","P1","Cathode1","Kira","manually",73,-83,18,111.991071072653
"sub-018","ses-2","run-01","P1","Cathode1","Network","full-automated",66.24665148,-79.83074041,20.70050284,105.783159172669
"sub-018","ses-2","run-01","P1","Cathode2","Kira","manually",82,-63,-30,107.670794554512
"sub-018","ses-2","run-01","P1","Cathode2","Network","full-automated",73.49187191,-59.60138036,-26.60803214,98.2922537742243
"sub-018","ses-2","run-01","P1","Cathode3","Kira","manually",85,-31,14,91.5532631859728
"sub-018","ses-2","run-01","P1","Cathode3","Network","full-automated",77.85795396,-30.8016101,13.34054324,84.7854366830071
"sub-018","ses-2","run-02","P1","Anode","Kira","manually",81,-60,3,100.84641788383
"sub-018","ses-2","run-02","P1","Anode","Network","full-automated",73.89515678,-57.13347065,2.97208871,93.4535230762078
"sub-018","ses-2","run-02","P1","Cathode1","Kira","manually",73,-83,18,111.991071072653
"sub-018","ses-2","run-02","P1","Cathode1","Network","full-automated",65.36417761,-79.93342331,20.58961819,105.28893699671
"sub-018","ses-2","run-02","P1","Cathode2","Kira","manually",79,-61,-30,104.220919205311
"sub-018","ses-2","run-02","P1","Cathode2","Network","full-automated",72.26391475,-59.44560854,-26.82515103,97.3418844972117
"sub-018","ses-2","run-02","P1","Cathode3","Kira","manually",85,-31,15,91.71150418568
"sub-018","ses-2","run-02","P1","Cathode3","Network","full-automated",76.11675446,-30.79340557,13.59700136,83.2278353803959
"sub-018","ses-3","run-01","P1","Anode","Kira","manually",85,-59,-17,104.857045542968
"sub-018","ses-3","run-01","P1","Anode","Network","full-automated",76.55279189,-56.14945704,-15.91980901,96.2628266308201
"sub-018","ses-3","run-01","P1","Cathode1","Kira","manually",75,-79,3,108.972473588517
"sub-018","ses-3","run-01","P1","Cathode1","Network","full-automated",69.37505418,-78.17864434,3.07176649,104.566889227361
"sub-018","ses-3","run-01","P1","Cathode2","Kira","manually",77,-59,-48,108.231233939192
"sub-018","ses-3","run-01","P1","Cathode2","Network","full-automated",71.37629066,-60.8877351,-43.5540993,103.435248923289
"sub-018","ses-3","run-01","P1","Cathode3","Kira","manually",80,-31,-3,85.848704125339
"sub-018","ses-3","run-01","P1","Cathode3","Network","full-automated",79.29378862,-29.49395382,-5.59663105,84.7863226278824
"sub-018","ses-3","run-02","P1","Anode","Kira","manually",83,-60,-16,103.658091821141
"sub-018","ses-3","run-02","P1","Anode","Network","full-automated",76.60856339,-56.97978825,-15.44833254,96.7172126974351
"sub-018","ses-3","run-02","P1","Cathode1","Kira","manually",77,-80,2,111.054040899015
"sub-018","ses-3","run-02","P1","Cathode1","Network","full-automated",69.37579795,-78.95307877,3.20389557,105.151580755044
"sub-018","ses-3","run-02","P1","Cathode2","Kira","manually",77,-60,-49,109.224539367305
"sub-018","ses-3","run-02","P1","Cathode2","Network","full-automated",71.46164203,-60.39603463,-43.68525651,103.261071643657
"sub-018","ses-3","run-02","P1","Cathode3","Kira","manually",80,-31,-4,85.8894638474359
"sub-018","ses-3","run-02","P1","Cathode3","Network","full-automated",79.1342465,-30.32642032,-5.10055321,84.8995664393883
"sub-018","ses-4","run-01","P1","Anode","Kira","manually",84,-61,-1,103.817146945965
"sub-018","ses-4","run-01","P1","Anode","Network","full-automated",76.1644109,-58.8897954,-0.0372193035,96.275785508478
"sub-018","ses-4","run-01","P1","Cathode1","Kira","manually",74,-83,15,112.205169221387
"sub-018","ses-4","run-01","P1","Cathode1","Network","full-automated",66.71194908,-79.53797028,16.1824106,105.064947909099
"sub-018","ses-4","run-01","P1","Cathode2","Kira","manually",74,-62,-32,101.705457080729
"sub-018","ses-4","run-01","P1","Cathode2","Network","full-automated",73.39281122,-59.72956922,-31.60461958,99.7646137504569
"sub-018","ses-4","run-01","P1","Cathode3","Kira","manually",88,-36,9,95.5039266208463
"sub-018","ses-4","run-01","P1","Cathode3","Network","full-automated",79.56830104,-33.35216674,9.74508208,86.8242372923066
"sub-018","ses-4","run-02","P1","Anode","Kira","manually",84,-62,-1,104.407854110694
"sub-018","ses-4","run-02","P1","Anode","Network","full-automated",76.00166011,-60.00364013,0.4579648,96.8343890365636
"sub-018","ses-4","run-02","P1","Cathode1","Kira","manually",74,-84,16,113.084039545817
"sub-018","ses-4","run-02","P1","Cathode1","Network","full-automated",66.3401679,-81.5531544,16.22519669,106.372890706324
"sub-018","ses-4","run-02","P1","Cathode2","Kira","manually",74,-62,-32,101.705457080729
"sub-018","ses-4","run-02","P1","Cathode2","Network","full-automated",73.19275868,-60.40606715,-30.79278269,99.771079664964
"sub-018","ses-4","run-02","P1","Cathode3","Kira","manually",88,-38,10,96.3742704252541
"sub-018","ses-4","run-02","P1","Cathode3","Network","full-automated",79.25985611,-34.77518099,10.82426356,87.2273046991681
"sub-020","ses-2","run-01","P1","Anode","Kira","manually",87,-46,-10,98.9191589127202
"sub-020","ses-2","run-01","P1","Anode","Network","full-automated",79.05542464,-44.93493096,-9.16572115,91.3943030477843
"sub-020","ses-2","run-01","P1","Cathode1","Kira","manually",84,-72,13,111.39569111954
"sub-020","ses-2","run-01","P1","Cathode1","Network","full-automated",74.04705384,-66.64811194,15.85303839,100.877429753862
"sub-020","ses-2","run-01","P1","Cathode2","Kira","manually",82,-53,-45,107.508139226758
"sub-020","ses-2","run-01","P1","Cathode2","Network","full-automated",72.80317412,-52.91553011,-42.97869654,99.7372741007431
"sub-020","ses-2","run-01","P1","Cathode3","Kira","manually",80,-14,-1,81.2219182240853
"sub-020","ses-2","run-01","P1","Cathode3","Network","full-automated",79.90933136,-12.61935235,-0.3291222,80.9002942736197
"sub-020","ses-2","run-02","P1","Anode","Kira","manually",85,-47,-8,97.4576831245233
"sub-020","ses-2","run-02","P1","Anode","Network","full-automated",79.02653535,-45.79200932,-8.50429276,91.7301717121229
"sub-020","ses-2","run-02","P1","Cathode1","Kira","manually",82,-71,15,109.498858441538
"sub-020","ses-2","run-02","P1","Cathode1","Network","full-automated",74.12347948,-67.75818429,16.13738573,101.714684125245
"sub-020","ses-2","run-02","P1","Cathode2","Kira","manually",81,-54,-46,107.670794554512
"sub-020","ses-2","run-02","P1","Cathode2","Network","full-automated",72.9286601,-53.83300628,-42.32136483,100.038392381114
"sub-020","ses-2","run-02","P1","Cathode3","Kira","manually",80,-13,0,81.0493676718085
"sub-020","ses-2","run-02","P1","Cathode3","Network","full-automated",79.77638171,-13.27782759,0.41034231,80.8748425968222
"sub-020","ses-3","run-01","P1","Anode","Kira","manually",87,-50,-14,101.316336293808
"sub-020","ses-3","run-01","P1","Anode","Network","full-automated",78.15191607,-47.19676074,-11.0629025,91.965450151052
"sub-020","ses-3","run-01","P1","Cathode1","Kira","manually",81,-69,11,106.971958942519
"sub-020","ses-3","run-01","P1","Cathode1","Network","full-automated",74.61115084,-65.43906336,11.40493211,99.8957822910309
"sub-020","ses-3","run-01","P1","Cathode2","Kira","manually",72,-57,-41,100.568384694197
"sub-020","ses-3","run-01","P1","Cathode2","Network","full-automated",71.00664026,-56.50696914,-40.10035404,99.2119897821594
"sub-020","ses-3","run-01","P1","Cathode3","Kira","manually",90,-20,-7,92.4608025057105
"sub-020","ses-3","run-01","P1","Cathode3","Network","full-automated",80.33961517,-19.30706527,-5.90952322,82.8380287047649
"sub-020","ses-3","run-02","P1","Anode","Kira","manually",88,-50,-14,102.176318195558
"sub-020","ses-3","run-02","P1","Anode","Network","full-automated",78.21007658,-47.64547428,-9.88993675,92.112529804227
"sub-020","ses-3","run-02","P1","Cathode1","Kira","manually",82,-69,10,107.633637864749
"sub-020","ses-3","run-02","P1","Cathode1","Network","full-automated",74.88484662,-66.11096758,12.0945083,100.621456055274
"sub-020","ses-3","run-02","P1","Cathode2","Kira","manually",71,-57,-41,99.8548947222919
"sub-020","ses-3","run-02","P1","Cathode2","Network","full-automated",70.87960357,-57.1512856,-38.82269272,98.981761542239
"sub-020","ses-3","run-02","P1","Cathode3","Kira","manually",88,-21,-4,90.5593727893474
"sub-020","ses-3","run-02","P1","Cathode3","Network","full-automated",80.17959412,-19.83198852,-4.91332751,82.7418628574791
"sub-020","ses-4","run-01","P1","Anode","Kira","manually",84,-59,-4,102.727795654341
"sub-020","ses-4","run-01","P1","Anode","Network","full-automated",76.54416458,-57.3382395,-1.83632792,95.6559195263903
"sub-020","ses-4","run-01","P1","Cathode1","Kira","manually",76,-80,16,111.498878918131
"sub-020","ses-4","run-01","P1","Cathode1","Network","full-automated",69.57984672,-76.77802649,18.26841014,105.213854745091
"sub-020","ses-4","run-01","P1","Cathode2","Kira","manually",80,-62,-33,106.456563912236
"sub-020","ses-4","run-01","P1","Cathode2","Network","full-automated",72.02811185,-62.24103859,-32.88682719,100.715138802778
"sub-020","ses-4","run-01","P1","Cathode3","Kira","manually",90,-31,5,95.3205119583398
"sub-020","ses-4","run-01","P1","Cathode3","Network","full-automated",80.70734514,-29.43243537,6.86427548,86.180404322686
"sub-020","ses-4","run-02","P1","Anode","Kira","manually",85,-61,-2,104.642247682282
"sub-020","ses-4","run-02","P1","Anode","Network","full-automated",76.75917573,-58.34162985,-1.50714696,96.426076993013
"sub-020","ses-4","run-02","P1","Cathode1","Kira","manually",77,-82,17,113.762911355151
"sub-020","ses-4","run-02","P1","Cathode1","Network","full-automated",69.81537626,-77.97858302,18.41628684,106.273260009777
"sub-020","ses-4","run-02","P1","Cathode2","Kira","manually",81,-62,-33,107.210074153505
"sub-020","ses-4","run-02","P1","Cathode2","Network","full-automated",72.32690781,-62.82964586,-32.15733312,101.058597188166
"sub-020","ses-4","run-02","P1","Cathode3","Kira","manually",89,-33,6,95.1104620953973
"sub-020","ses-4","run-02","P1","Cathode3","Network","full-automated",80.82564548,-30.38128093,7.41528175,86.6648348618868
"sub-021","ses-1","run-01","P1","Anode","Kira","manually",82,-69,-4,107.242715370322
"sub-021","ses-1","run-01","P1","Anode","Network","full-automated",74.14228989,-66.06233689,-2.1388499,99.3271674034621
"sub-021","ses-1","run-01","P1","Cathode1","Kira","manually",72,-89,15,115.455619178973
"sub-021","ses-1","run-01","P1","Cathode1","Network","full-automated",64.02522277,-85.1951845,15.88964709,107.74938281671
"sub-021","ses-1","run-01","P1","Cathode2","Kira","manually",74,-70,-33,107.074740251845
"sub-021","ses-1","run-01","P1","Cathode2","Network","full-automated",70.13629194,-69.2336231,-31.7697705,103.545701660032
"sub-021","ses-1","run-01","P1","Cathode3","Kira","manually",86,-42,8,96.0416576283438
"sub-021","ses-1","run-01","P1","Cathode3","Network","full-automated",78.72077683,-39.77523913,8.05320933,88.5657074328442
"sub-021","ses-1","run-02","P1","Anode","Kira","manually",81,-69,-5,106.522298135179
"sub-021","ses-1","run-02","P1","Anode","Network","full-automated",74.40642767,-66.54981982,-1.39468742,99.835565554991
"sub-021","ses-1","run-02","P1","Cathode1","Kira","manually",72,-90,15,116.228223766863
"sub-021","ses-1","run-02","P1","Cathode1","Network","full-automated",64.26739511,-86.04433483,16.34597083,108.632943405475
"sub-021","ses-1","run-02","P1","Cathode2","Kira","manually",76,-72,-31,109.183332061263
"sub-021","ses-1","run-02","P1","Cathode2","Network","full-automated",70.35150525,-69.44119287,-31.17045386,103.648496139537
"sub-021","ses-1","run-02","P1","Cathode3","Kira","manually",87,-43,8,97.3755616158387
"sub-021","ses-1","run-02","P1","Cathode3","Network","full-automated",78.83771545,-40.58406329,9.34348381,89.1613832340528
"sub-021","ses-2","run-01","P1","Anode","Kira","manually",76,-69,2,102.669372258722
"sub-021","ses-2","run-01","P1","Anode","Network","full-automated",72.37871609,-67.69341962,2.91785535,99.1442962682662
"sub-021","ses-2","run-01","P1","Cathode1","Kira","manually",65,-90,24,113.582569085225
"sub-021","ses-2","run-01","P1","Cathode1","Network","full-automated",61.26863218,-86.8928952,22.07153939,108.58809039895
"sub-021","ses-2","run-01","P1","Cathode2","Kira","manually",70,-73,-26,104.427008000804
"sub-021","ses-2","run-01","P1","Cathode2","Network","full-automated",68.89732202,-70.91894433,-27.54851331,102.641406030902
"sub-021","ses-2","run-01","P1","Cathode3","Kira","manually",85,-43,13,96.1405221537724
"sub-021","ses-2","run-01","P1","Cathode3","Network","full-automated",77.67856003,-41.97071132,13.74559966,89.3556982349424
"sub-021","ses-2","run-02","P1","Anode","Kira","manually",80,-71,3,107.004672795163
"sub-021","ses-2","run-02","P1","Anode","Network","full-automated",71.9901148,-68.47516341,3.0439576,99.4016615093228
"sub-021","ses-2","run-02","P1","Cathode1","Kira","manually",64,-92,24,114.612390255155
"sub-021","ses-2","run-02","P1","Cathode1","Network","full-automated",60.85940611,-87.75785607,21.8467731,109.007293833705
"sub-021","ses-2","run-02","P1","Cathode2","Kira","manually",70,-73,-28,104.942841585313
"sub-021","ses-2","run-02","P1","Cathode2","Network","full-automated",68.71480272,-71.87425909,-27.1647275,103.080335916867
"sub-021","ses-2","run-02","P1","Cathode3","Kira","manually",85,-45,14,97.1905345185425
"sub-021","ses-2","run-02","P1","Cathode3","Network","full-automated",76.91475286,-42.86629723,14.01933486,89.1624382553685
"sub-021","ses-3","run-01","P1","Anode","Kira","manually",82,-66,-2,105.280577506015
"sub-021","ses-3","run-01","P1","Anode","Network","full-automated",74.376223,-63.36038993,-0.91948724,97.7098102373139
"sub-021","ses-3","run-01","P1","Cathode1","Kira","manually",73,-81,20,110.860272415325
"sub-021","ses-3","run-01","P1","Cathode1","Network","full-automated",66.17948666,-80.71062166,21.94319456,106.655673505083
"sub-021","ses-3","run-01","P1","Cathode2","Kira","manually",76,-73,-32,110.131739294356
"sub-021","ses-3","run-01","P1","Cathode2","Network","full-automated",69.89632597,-69.34917084,-29.67084636,102.835611555622
"sub-021","ses-3","run-01","P1","Cathode3","Kira","manually",87,-37,5,94.6731218456432
"sub-021","ses-3","run-01","P1","Cathode3","Network","full-automated",79.9563989,-35.30423919,5.34026532,87.566737198143
"sub-021","ses-3","run-02","P1","Anode","Kira","manually",83,-67,-2,106.686456497533
"sub-021","ses-3","run-02","P1","Anode","Network","full-automated",74.57022977,-64.16400961,-0.58361192,98.3772326306038
"sub-021","ses-3","run-02","P1","Cathode1","Kira","manually",74,-83,21,113.163598387467
"sub-021","ses-3","run-02","P1","Cathode1","Network","full-automated",66.26762322,-81.79144781,21.99173533,107.540109935357
"sub-021","ses-3","run-02","P1","Cathode2","Kira","manually",80,-74,-33,113.863953909918
"sub-021","ses-3","run-02","P1","Cathode2","Network","full-automated",70.16736889,-70.10668442,-29.40655415,103.456040347037
"sub-021","ses-3","run-02","P1","Cathode3","Kira","manually",87,-40,5,95.885348202945
"sub-021","ses-3","run-02","P1","Cathode3","Network","full-automated",79.6591166,-36.49477737,5.76833354,87.8106901499296
"sub-021","ses-4","run-01","P1","Anode","Kira","manually",81,-73,-5,109.15585188161
"sub-021","ses-4","run-01","P1","Anode","Network","full-automated",72.32482539,-68.19159144,-3.24805871,99.4561380518944
"sub-021","ses-4","run-01","P1","Cathode1","Kira","manually",76,-81,24,113.63538181394
"sub-021","ses-4","run-01","P1","Cathode1","Network","full-automated",67.86982487,-77.37477793,24.98533878,105.912400320041
"sub-021","ses-4","run-01","P1","Cathode2","Kira","manually",71,-90,-27,117.770964163498
"sub-021","ses-4","run-01","P1","Cathode2","Network","full-automated",61.99447529,-85.43148977,-26.89361293,108.927135403593
"sub-021","ses-4","run-01","P1","Cathode3","Kira","manually",84,-45,-7,95.55103348473
"sub-021","ses-4","run-01","P1","Cathode3","Network","full-automated",77.4855226,-40.96071798,-6.02673084,87.8527638418394
"sub-021","ses-4","run-02","P1","Anode","Kira","manually",79,-73,-4,107.638283152417
"sub-021","ses-4","run-02","P1","Anode","Network","full-automated",72.21916862,-69.15757988,-2.89725219,100.033860473717
"sub-021","ses-4","run-02","P1","Cathode1","Kira","manually",68,-80,25,107.930533214656
"sub-021","ses-4","run-02","P1","Cathode1","Network","full-automated",67.45193773,-78.986093,24.65409747,106.753881957504
"sub-021","ses-4","run-02","P1","Cathode2","Kira","manually",69,-92,-26,117.902502093891
"sub-021","ses-4","run-02","P1","Cathode2","Network","full-automated",61.90964209,-86.55360041,-27.09355326,109.810701463465
"sub-021","ses-4","run-02","P1","Cathode3","Kira","manually",82,-44,-6,93.2523458149981
"sub-021","ses-4","run-02","P1","Cathode3","Network","full-automated",77.50636011,-42.19566732,-5.5294738,88.4210680696971
"sub-022","ses-1","run-01","P1","Anode","Kira","manually",86,-59,6,104.46530524533
"sub-022","ses-1","run-01","P1","Anode","Network","full-automated",78.38412217,-57.23642955,7.26193222,97.3283881278298
"sub-022","ses-1","run-01","P1","Cathode1","Kira","manually",77,-82,20,114.249726476697
"sub-022","ses-1","run-01","P1","Cathode1","Network","full-automated",68.69016086,-79.90635494,23.37162668,107.933297422247
"sub-022","ses-1","run-01","P1","Cathode2","Kira","manually",83,-58,-25,104.297650980259
"sub-022","ses-1","run-01","P1","Cathode2","Network","full-automated",75.64613009,-56.04261167,-23.1504416,96.9487197783583
"sub-022","ses-1","run-01","P1","Cathode3","Kira","manually",89,-34,20,97.3498844375277
"sub-022","ses-1","run-01","P1","Cathode3","Network","full-automated",81.84574893,-32.12856679,20.2640841,90.2308402172115
"sub-022","ses-1","run-02","P1","Anode","Kira","manually",90,-60,7,108.392804189208
"sub-022","ses-1","run-02","P1","Anode","Network","full-automated",78.4611916,-57.9973602,7.63006078,97.8676157110561
"sub-022","ses-1","run-02","P1","Cathode1","Kira","manually",76,-85,20,115.762688289448
"sub-022","ses-1","run-02","P1","Cathode1","Network","full-automated",68.7597807,-80.89717842,23.62849898,108.768409394811
"sub-022","ses-1","run-02","P1","Cathode2","Kira","manually",83,-58,-25,104.297650980259
"sub-022","ses-1","run-02","P1","Cathode2","Network","full-automated",75.7159616,-56.33465717,-22.6490313,97.0540007331099
"sub-022","ses-1","run-02","P1","Cathode3","Kira","manually",91,-33,20,98.8433103452125
"sub-022","ses-1","run-02","P1","Cathode3","Network","full-automated",81.70513325,-32.9024417,20.6282541,90.4644921305388
