"Subject","Session","run","Experiment","Electrode","Rater","Method","X","Y","Z","Euclidean_Norm"
"sub-054","ses-1","run-01","P1","Anode","Kira","manually",76,-62,16,99.3780659904388
"sub-054","ses-1","run-01","P1","Anode","Network","full-automated",71.7171426,-58.28908593,16.52404912,93.8829605444131
"sub-054","ses-1","run-01","P1","Cathode1","Kira","manually",69,-78,39,111.202517957104
"sub-054","ses-1","run-01","P1","Cathode1","Network","full-automated",62.96225444,-74.72034284,38.76933679,105.121056850808
"sub-054","ses-1","run-01","P1","Cathode2","Kira","manually",76,-71,-12,104.694794521982
"sub-054","ses-1","run-01","P1","Cathode2","Network","full-automated",68.48528485,-66.67993724,-12.53641281,96.40337088224
"sub-054","ses-1","run-01","P1","Cathode3","Kira","manually",76,-31,22,84.9764673306675
"sub-054","ses-1","run-01","P1","Cathode3","Network","full-automated",74.2941157,-29.56147876,21.30176672,82.748183783792
"sub-054","ses-1","run-02","P1","Anode","Kira","manually",78,-61,16,100.304536288246
"sub-054","ses-1","run-02","P1","Anode","Network","full-automated",71.21682256,-59.10084945,16.25131554,93.9619682533031
"sub-054","ses-1","run-02","P1","Cathode1","Kira","manually",69,-78,39,111.202517957104
"sub-054","ses-1","run-02","P1","Cathode1","Network","full-automated",62.96604195,-75.38675011,38.84576296,105.626122862393
"sub-054","ses-1","run-02","P1","Cathode2","Kira","manually",75,-72,-12,104.656581255074
"sub-054","ses-1","run-02","P1","Cathode2","Network","full-automated",68.15030007,-67.3701893,-12.25850677,96.6099207854919
"sub-054","ses-1","run-02","P1","Cathode3","Kira","manually",75,-32,22,84.4570896964843
"sub-054","ses-1","run-02","P1","Cathode3","Network","full-automated",74.00221629,-30.48388089,21.4116188,82.8495771237498
"sub-054","ses-2","run-01","P1","Anode","Kira","manually",82,-55,19,100.548495761995
"sub-054","ses-2","run-01","P1","Cathode1","Kira","manually",73,-74,38,110.67520047418
"sub-054","ses-2","run-01","P1","Cathode2","Kira","manually",73,-57,-9,93.0537479094743
"sub-054","ses-2","run-01","P1","Cathode3","Kira","manually",82,-25,27,89.8776946744853
"sub-054","ses-2","run-02","P1","Anode","Kira","manually",83,-56,18,101.730034896288
"sub-054","ses-2","run-02","P1","Cathode1","Kira","manually",74,-76,36,112.017855719524
"sub-054","ses-2","run-02","P1","Cathode2","Kira","manually",73,-58,-11,93.8829057922687
"sub-054","ses-2","run-02","P1","Cathode3","Kira","manually",80,-27,28,88.9550448260243
"sub-054","ses-3","run-01","P1","Anode","Kira","manually",79,-57,7,97.6678043164686
"sub-054","ses-3","run-01","P1","Anode","Network","full-automated",72.6711092,-55.2513678,8.07583766,91.6461832813559
"sub-054","ses-3","run-01","P1","Cathode1","Kira","manually",71,-79,27,109.594707901431
"sub-054","ses-3","run-01","P1","Cathode1","Network","full-automated",64.88592415,-74.38147647,27.64870754,102.504820488059
"sub-054","ses-3","run-01","P1","Cathode2","Kira","manually",69,-63,-22,95.9895827681317
"sub-054","ses-3","run-01","P1","Cathode2","Network","full-automated",68.03667842,-62.46034965,-24.27620844,95.496697246811
"sub-054","ses-3","run-01","P1","Cathode3","Kira","manually",77,-30,14,83.815273071201
"sub-054","ses-3","run-01","P1","Cathode3","Network","full-automated",74.47455911,-28.40367786,13.12047126,80.7797972062819
"sub-054","ses-3","run-02","P1","Anode","Kira","manually",81,-58,7,99.8699153899712
"sub-054","ses-3","run-02","P1","Anode","Network","full-automated",72.98978973,-55.89464516,8.13916256,92.292831409433
"sub-054","ses-3","run-02","P1","Cathode1","Kira","manually",66,-77,27,104.947605975553
"sub-054","ses-3","run-02","P1","Cathode1","Network","full-automated",64.97058933,-75.42232289,27.53099369,103.284364167911
"sub-054","ses-3","run-02","P1","Cathode2","Kira","manually",74,-65,-22,100.920760995942
"sub-054","ses-3","run-02","P1","Cathode2","Network","full-automated",68.60609048,-62.63514539,-23.73264949,95.8811542524994
"sub-054","ses-3","run-02","P1","Cathode3","Kira","manually",76,-30,13,82.7345151674922
"sub-054","ses-3","run-02","P1","Cathode3","Network","full-automated",74.83675919,-29.29312587,13.5948404,81.5073458947056
"sub-054","ses-4","run-01","P1","Anode","Kira","manually",81,-57,15,100.174847142384
"sub-054","ses-4","run-01","P1","Anode","Network","full-automated",73.05512977,-53.35173594,13.5269486,91.4682352073662
"sub-054","ses-4","run-01","P1","Cathode1","Kira","manually",72,-78,32,110.869292412282
"sub-054","ses-4","run-01","P1","Cathode1","Network","full-automated",64.96513432,-72.53179767,31.42341699,102.316965776869
"sub-054","ses-4","run-01","P1","Cathode2","Kira","manually",79,-62,-17,101.85283501209
"sub-054","ses-4","run-01","P1","Cathode2","Network","full-automated",70.56837561,-56.42889159,-17.38252428,92.0123230478114
"sub-054","ses-4","run-01","P1","Cathode3","Kira","manually",76,-26,21,83.0240928887513
"sub-054","ses-4","run-01","P1","Cathode3","Network","full-automated",73.76231621,-25.23556461,21.13928333,80.7748866514558
"sub-054","ses-4","run-02","P1","Anode","Kira","manually",81,-58,12,100.344406919369
"sub-054","ses-4","run-02","P1","Anode","Network","full-automated",72.87882613,-54.52011701,11.97358655,91.799418471694
"sub-054","ses-4","run-02","P1","Cathode1","Kira","manually",73,-80,28,111.86152153444
"sub-054","ses-4","run-02","P1","Cathode1","Network","full-automated",64.97803924,-74.09469206,30.18619978,103.069760997585
"sub-054","ses-4","run-02","P1","Cathode2","Kira","manually",79,-63,-19,102.815368501017
"sub-054","ses-4","run-02","P1","Cathode2","Network","full-automated",70.22144326,-58.14072546,-17.9912412,92.9251301341519
"sub-054","ses-4","run-02","P1","Cathode3","Kira","manually",74,-28,19,81.3695274657534
"sub-054","ses-4","run-02","P1","Cathode3","Network","full-automated",73.52997846,-26.73606352,19.28767376,80.5821889994664
"sub-055","ses-1","run-01","P1","Anode","Kira","manually",82,-57,24,102.708324881676
"sub-055","ses-1","run-01","P1","Anode","Network","full-automated",74.52188686,-52.21301015,24.89262641,94.3363816334211
"sub-055","ses-1","run-01","P1","Cathode1","Kira","manually",74,-76,45,115.225865151883
"sub-055","ses-1","run-01","P1","Cathode1","Network","full-automated",66.22043661,-72.38656142,43.74068535,107.416051193098
"sub-055","ses-1","run-01","P1","Cathode2","Kira","manually",79,-62,-4,100.503731274018
"sub-055","ses-1","run-01","P1","Cathode2","Network","full-automated",72.44887926,-57.09124133,-4.99419067,92.3752774452054
"sub-055","ses-1","run-01","P1","Cathode3","Kira","manually",77,-28,31,87.6013698523031
"sub-055","ses-1","run-01","P1","Cathode3","Network","full-automated",74.92185986,-25.75373652,33.07155474,85.8502636137122
"sub-055","ses-1","run-02","P1","Anode","Kira","manually",82,-57,24,102.708324881676
"sub-055","ses-1","run-02","P1","Anode","Network","full-automated",74.8684465,-53.40658424,25.13258443,95.3372661745587
"sub-055","ses-1","run-02","P1","Cathode1","Kira","manually",75,-78,44,116.811814470969
"sub-055","ses-1","run-02","P1","Cathode1","Network","full-automated",66.29913104,-73.75995658,43.78319911,108.411597606753
"sub-055","ses-1","run-02","P1","Cathode2","Kira","manually",80,-63,-4,101.906820183931
"sub-055","ses-1","run-02","P1","Cathode2","Network","full-automated",73.04248636,-58.41593574,-3.81124211,93.6063669226171
"sub-055","ses-1","run-02","P1","Cathode3","Kira","manually",76,-27,31,86.4060183089118
"sub-055","ses-1","run-02","P1","Cathode3","Network","full-automated",75.29457625,-27.2120189,33.44366867,86.7654663987336
"sub-055","ses-2","run-01","P1","Anode","Kira","manually",83,-58,19,103.024268985516
"sub-055","ses-2","run-01","P1","Anode","Network","full-automated",74.61465749,-52.57261196,20.59402199,93.5699758596279
"sub-055","ses-2","run-01","P1","Cathode1","Kira","manually",74,-79,36,114.074537036098
"sub-055","ses-2","run-01","P1","Cathode1","Network","full-automated",66.18120528,-74.27468051,36.93786881,106.118265390087
"sub-055","ses-2","run-01","P1","Cathode2","Kira","manually",73,-56,-10,92.5472852113988
"sub-055","ses-2","run-01","P1","Cathode2","Network","full-automated",70.62897951,-55.0267178,-12.55735034,90.4106158923073
"sub-055","ses-2","run-01","P1","Cathode3","Kira","manually",77,-29,31,87.9261053385171
"sub-055","ses-2","run-01","P1","Cathode3","Network","full-automated",75.48152582,-28.44392988,31.48340465,86.589391125526
"sub-055","ses-2","run-02","P1","Anode","Kira","manually",82,-58,21,102.610915598683
"sub-055","ses-2","run-02","P1","Anode","Network","full-automated",74.87247992,-53.53354844,20.59216313,94.3173697699483
"sub-055","ses-2","run-02","P1","Cathode1","Kira","manually",74,-79,36,114.074537036098
"sub-055","ses-2","run-02","P1","Cathode1","Network","full-automated",66.32468696,-75.45071022,36.90318739,107.021581994408
"sub-055","ses-2","run-02","P1","Cathode2","Kira","manually",73,-59,-10,94.3927963353136
"sub-055","ses-2","run-02","P1","Cathode2","Network","full-automated",70.8555986,-57.57202075,-11.70662884,92.0440035254892
"sub-055","ses-2","run-02","P1","Cathode3","Kira","manually",77,-28,31,87.6013698523031
"sub-055","ses-2","run-02","P1","Cathode3","Network","full-automated",75.78722146,-29.36565021,31.56103576,87.1902708283852
"sub-055","ses-3","run-01","P1","Anode","Kira","manually",83,-59,27,105.351791631657
"sub-055","ses-3","run-01","P1","Anode","Network","full-automated",73.38956499,-55.67625053,27.25140763,96.0651463347513
"sub-055","ses-3","run-01","P1","Cathode1","Kira","manually",73,-81,45,117.9618582424
"sub-055","ses-3","run-01","P1","Cathode1","Network","full-automated",64.84291537,-75.3150641,45.73848905,109.402796740509
"sub-055","ses-3","run-01","P1","Cathode2","Kira","manually",76,-63,-3,98.7623410010111
"sub-055","ses-3","run-01","P1","Cathode2","Network","full-automated",71.24971175,-58.70165002,-3.32028528,92.3765632282845
"sub-055","ses-3","run-01","P1","Cathode3","Kira","manually",84,-32,34,96.1041102138717
"sub-055","ses-3","run-01","P1","Cathode3","Network","full-automated",75.20139244,-28.02046471,36.25821153,88.062783119962
"sub-055","ses-3","run-02","P1","Anode","Kira","manually",83,-59,27,105.351791631657
"sub-055","ses-3","run-02","P1","Anode","Network","full-automated",73.59695274,-56.97040844,27.65462408,97.0923123807458
"sub-055","ses-3","run-02","P1","Cathode1","Kira","manually",73,-81,45,117.9618582424
"sub-055","ses-3","run-02","P1","Cathode1","Network","full-automated",65.06563571,-76.86418047,45.66597615,110.5758588816
"sub-055","ses-3","run-02","P1","Cathode2","Kira","manually",76,-63,-2,98.737024463977
"sub-055","ses-3","run-02","P1","Cathode2","Network","full-automated",71.31323552,-60.7851531,-2.32183237,93.7326160057203
"sub-055","ses-3","run-02","P1","Cathode3","Kira","manually",85,-32,36,97.6985158536198
"sub-055","ses-3","run-02","P1","Cathode3","Network","full-automated",75.03804167,-29.34998307,36.72335922,88.5479210161317
"sub-055","ses-4","run-01","P1","Anode","Kira","manually",82,-60,25,104.63746938836
"sub-055","ses-4","run-01","P1","Anode","Network","full-automated",74.32708738,-55.38452956,25.02333507,96.0110896251165
"sub-055","ses-4","run-01","P1","Cathode1","Kira","manually",65,-78,41,109.498858441538
"sub-055","ses-4","run-01","P1","Cathode1","Network","full-automated",65.29945165,-76.3073379,43.01651079,109.25771553406
"sub-055","ses-4","run-01","P1","Cathode2","Kira","manually",78,-62,-5,99.7647232241938
"sub-055","ses-4","run-01","P1","Cathode2","Network","full-automated",72.88528295,-59.38971335,-4.73409019,94.1372090749656
"sub-055","ses-4","run-01","P1","Cathode3","Kira","manually",77,-30,36,90.1387818865997
"sub-055","ses-4","run-01","P1","Cathode3","Network","full-automated",75.9325677,-28.25218551,34.58907409,88.0928196279927
"sub-055","ses-4","run-02","P1","Anode","Kira","manually",83,-61,25,105.995282913911
"sub-055","ses-4","run-02","P1","Anode","Network","full-automated",74.82154528,-56.50504783,25.26516003,97.1051614472639
"sub-055","ses-4","run-02","P1","Cathode1","Kira","manually",74,-84,42,119.565881421081
"sub-055","ses-4","run-02","P1","Cathode1","Network","full-automated",65.74736772,-77.96174238,43.1706569,110.745001034863
"sub-055","ses-4","run-02","P1","Cathode2","Kira","manually",78,-63,-5,100.389242451569
"sub-055","ses-4","run-02","P1","Cathode2","Network","full-automated",73.23995086,-61.16206528,-4.36357851,95.5192621867607
"sub-055","ses-4","run-02","P1","Cathode3","Kira","manually",77,-31,36,90.4765162901402
"sub-055","ses-4","run-02","P1","Cathode3","Network","full-automated",76.09307394,-30.42408516,34.58184622,88.9476528495551
"sub-056","ses-1","run-01","P1","Anode","Kira","manually",83,-59,-7,102.073502928037
"sub-056","ses-1","run-01","P1","Anode","Network","full-automated",76.54888682,-55.85230326,-5.396507,94.91224441888
"sub-056","ses-1","run-01","P1","Cathode1","Kira","manually",77,-82,10,112.929181348312
"sub-056","ses-1","run-01","P1","Cathode1","Network","full-automated",70.16426226,-78.55450649,10.15494707,105.815675296111
"sub-056","ses-1","run-01","P1","Cathode2","Kira","manually",70,-61,-35,99.2270124512474
"sub-056","ses-1","run-01","P1","Cathode2","Network","full-automated",69.51193014,-57.70215858,-34.28891143,96.6290690405019
"sub-056","ses-1","run-01","P1","Cathode3","Kira","manually",87,-33,5,93.1826164045634
"sub-056","ses-1","run-01","P1","Cathode3","Network","full-automated",79.32678622,-30.23401882,7.3212524,85.2081899978295
"sub-056","ses-1","run-02","P1","Anode","Kira","manually",83,-59,-7,102.073502928037
"sub-056","ses-1","run-02","P1","Anode","Network","full-automated",76.91089518,-56.07044727,-5.06890764,95.3146089490465
"sub-056","ses-1","run-02","P1","Cathode1","Kira","manually",79,-85,9,116.391580451509
"sub-056","ses-1","run-02","P1","Cathode1","Network","full-automated",70.39114814,-78.60720268,10.36829549,106.025976067235
"sub-056","ses-1","run-02","P1","Cathode2","Kira","manually",74,-61,-34,101.749692874229
"sub-056","ses-1","run-02","P1","Cathode2","Network","full-automated",69.79335617,-58.02161514,-33.95126843,96.9036068313903
"sub-056","ses-1","run-02","P1","Cathode3","Kira","manually",84,-33,6,90.448880590088
"sub-056","ses-1","run-02","P1","Cathode3","Network","full-automated",79.20298265,-31.19280579,7.64828182,85.4669515573534
"sub-056","ses-2","run-01","P1","Anode","Kira","manually",86,-54,0,101.548018198289
"sub-056","ses-2","run-01","P1","Anode","Network","full-automated",77.90646656,-49.95789815,1.77087513,92.5653559284262
"sub-056","ses-2","run-01","P1","Cathode1","Kira","manually",89,-81,18,121.679907955258
"sub-056","ses-2","run-01","P1","Cathode1","Network","full-automated",73.31458898,-71.49413151,19.66680548,104.274747832175
"sub-056","ses-2","run-01","P1","Cathode2","Kira","manually",74,-55,-26,95.7966596494888
"sub-056","ses-2","run-01","P1","Cathode2","Network","full-automated",71.79152023,-55.04979692,-27.38829992,94.5231267488312
"sub-056","ses-2","run-01","P1","Cathode3","Kira","manually",88,-26,11,92.4175308044962
"sub-056","ses-2","run-01","P1","Cathode3","Network","full-automated",80.16693191,-23.098713,12.2815423,84.3274794796194
"sub-056","ses-2","run-02","P1","Anode","Kira","manually",96,-57,1,111.651242715878
"sub-056","ses-2","run-02","P1","Anode","Network","full-automated",77.98314251,-50.38004389,2.52470504,92.8756882807998
"sub-056","ses-2","run-02","P1","Cathode1","Kira","manually",90,-80,19,121.905701261262
"sub-056","ses-2","run-02","P1","Cathode1","Network","full-automated",73.46362668,-71.94550036,20.1465904,104.780458921378
"sub-056","ses-2","run-02","P1","Cathode2","Kira","manually",73,-55,-27,95.3047742770529
"sub-056","ses-2","run-02","P1","Cathode2","Network","full-automated",71.67969337,-55.03983834,-26.83896302,94.2745574484414
"sub-056","ses-2","run-02","P1","Cathode3","Kira","manually",85,-25,15,89.8610037780571
"sub-056","ses-2","run-02","P1","Cathode3","Network","full-automated",79.92095582,-23.53778162,13.15246342,84.3467464505161
"sub-056","ses-3","run-01","P1","Anode","Kira","manually",87,-55,0,102.927158709449
"sub-056","ses-3","run-01","P1","Anode","Network","full-automated",78.66640371,-49.35473188,3.91604442,92.9495994370648
"sub-056","ses-3","run-01","P1","Cathode1","Kira","manually",79,-78,18,112.467773161915
"sub-056","ses-3","run-01","P1","Cathode1","Network","full-automated",72.69883583,-73.44553398,19.83173063,105.226730123223
"sub-056","ses-3","run-01","P1","Cathode2","Kira","manually",77,-54,-26,97.5756117070244
"sub-056","ses-3","run-01","P1","Cathode2","Network","full-automated",73.03814473,-53.22622312,-25.3054902,93.8507818160443
"sub-056","ses-3","run-01","P1","Cathode3","Kira","manually",85,-28,16,90.9120454065357
"sub-056","ses-3","run-01","P1","Cathode3","Network","full-automated",79.85268102,-24.76922711,16.14666979,85.150926143031
"sub-056","ses-3","run-02","P1","Anode","Kira","manually",88,-55,1,103.778610512957
"sub-056","ses-3","run-02","P1","Anode","Network","full-automated",78.73867601,-50.16556893,3.7256537,93.4357742054437
"sub-056","ses-3","run-02","P1","Cathode1","Kira","manually",80,-78,17,113.017697729161
"sub-056","ses-3","run-02","P1","Cathode1","Network","full-automated",72.945624,-73.59481694,19.85242448,105.505354835267
"sub-056","ses-3","run-02","P1","Cathode2","Kira","manually",78,-54,-26,98.3666610188635
"sub-056","ses-3","run-02","P1","Cathode2","Network","full-automated",73.70142247,-53.49475139,-25.59205895,94.5967313477564
"sub-056","ses-3","run-02","P1","Cathode3","Kira","manually",81,-26,17,86.7525215771853
"sub-056","ses-3","run-02","P1","Cathode3","Network","full-automated",79.73143925,-25.34820083,16.51830078,85.2788833818373
"sub-056","ses-4","run-01","P1","Anode","Kira","manually",89,-57,13,106.484740690861
"sub-056","ses-4","run-01","P1","Anode","Network","full-automated",79.0476872,-50.95369061,15.32706222,95.287639674537
"sub-056","ses-4","run-01","P1","Cathode1","Kira","manually",80,-81,27,117.00427342623
"sub-056","ses-4","run-01","P1","Cathode1","Network","full-automated",72.13098941,-76.54602373,28.88602236,109.071424625892
"sub-056","ses-4","run-01","P1","Cathode2","Kira","manually",75,-51,-17,92.2767576370128
"sub-056","ses-4","run-01","P1","Cathode2","Network","full-automated",75.67428491,-50.17643894,-14.3333523,91.9223444516909
"sub-056","ses-4","run-01","P1","Cathode3","Kira","manually",88,-31,31,98.3158176490436
"sub-056","ses-4","run-01","P1","Cathode3","Network","full-automated",78.78676092,-27.45243554,31.20336748,89.0765965640528
"sub-056","ses-4","run-02","P1","Anode","Kira","manually",89,-57,14,106.611444038621
"sub-056","ses-4","run-02","P1","Anode","Network","full-automated",79.3914427,-52.21952262,16.34938793,96.4218969027975
"sub-056","ses-4","run-02","P1","Cathode1","Kira","manually",81,-84,27,119.774788666063
"sub-056","ses-4","run-02","P1","Cathode1","Network","full-automated",72.4163477,-78.05987622,29.51582282,110.49278477091
"sub-056","ses-4","run-02","P1","Cathode2","Kira","manually",80,-52,-16,96.7470929795826
"sub-056","ses-4","run-02","P1","Cathode2","Network","full-automated",76.42600491,-51.39819424,-13.05289486,93.0219687055823
"sub-056","ses-4","run-02","P1","Cathode3","Kira","manually",84,-33,33,96.0937042682818
"sub-056","ses-4","run-02","P1","Cathode3","Network","full-automated",79.06425189,-29.13284667,32.48088583,90.3044108907455
"sub-057","ses-1","run-01",NA,"Anode","Network","full-automated",40.24691215,48.16774686,54.71930084,83.2715297061203
"sub-057","ses-1","run-01",NA,"Cathode1","Network","full-automated",62.78519274,-12.67411082,59.43157288,87.3769155296028
"sub-057","ses-1","run-01",NA,"Cathode2","Network","full-automated",66.05831636,22.42828625,45.35709476,83.210547585612
"sub-057","ses-1","run-01",NA,"Cathode3","Network","full-automated",74.81093271,24.07524976,8.24651256,79.0208723904562
"sub-057","ses-1","run-02",NA,"Anode","Network","full-automated",41.64530132,46.90937709,55.84483805,83.9849195858169
"sub-057","ses-1","run-02",NA,"Cathode1","Network","full-automated",63.6101837,-14.08374495,60.18618155,88.6960190297961
"sub-057","ses-1","run-02",NA,"Cathode2","Network","full-automated",66.88004996,21.24558448,46.48091111,84.1712007765401
"sub-057","ses-1","run-02",NA,"Cathode3","Network","full-automated",75.49523599,22.90834711,9.51100596,79.4656042503245
"sub-057","ses-2","run-01",NA,"Anode","Network","full-automated",24.0154403,58.94261561,51.38125403,81.7985731748817
"sub-057","ses-2","run-01",NA,"Cathode1","Network","full-automated",47.78456123,4.72076444,70.23036475,85.0761661204807
"sub-057","ses-2","run-01",NA,"Cathode2","Network","full-automated",53.2210381,38.587829,51.56561453,83.5494586770701
"sub-057","ses-2","run-01",NA,"Cathode3","Network","full-automated",68.53960109,36.6120357,15.58195444,79.2522263399877
"sub-057","ses-2","run-02",NA,"Anode","Network","full-automated",23.4200496,58.26215958,51.77350321,81.3847258201914
"sub-057","ses-2","run-02",NA,"Cathode1","Network","full-automated",48.16508153,3.7981585,70.48690539,85.4558653238119
"sub-057","ses-2","run-02",NA,"Cathode2","Network","full-automated",53.29705145,37.87021409,51.75527197,83.3866715079517
"sub-057","ses-2","run-02",NA,"Cathode3","Network","full-automated",68.77437929,35.69110833,15.52374812,79.0237762717132
"sub-058","ses-1","run-01","P7","Anode","Kira","manually",50,31,74,94.5357075395324
"sub-058","ses-1","run-01","P7","Anode","Network","full-automated",45.03906962,27.8641755,68.90897033,86.9101620092313
"sub-058","ses-1","run-01","P7","Cathode1","Kira","manually",32,-3,88,93.6856445780249
"sub-058","ses-1","run-01","P7","Cathode1","Network","full-automated",31.12059851,-2.99732887,86.59020874,92.0616091626272
"sub-058","ses-1","run-01","P7","Cathode2","Kira","manually",66,22,38,79.2716847304257
"sub-058","ses-1","run-01","P7","Cathode2","Network","full-automated",45.03906962,27.8641755,68.90897033,86.9101620092313
"sub-058","ses-1","run-01","P7","Cathode3","Kira","manually",32,65,76,105
"sub-058","ses-1","run-01","P7","Cathode3","Network","full-automated",23.99653022,60.18633557,69.17871466,94.7835587744716
"sub-058","ses-1","run-02","P7","Anode","Kira","manually",50,30,74,94.212525706511
"sub-058","ses-1","run-02","P7","Anode","Network","full-automated",45.45034715,26.60593622,69.91852062,87.5340472267082
"sub-058","ses-1","run-02","P7","Cathode1","Kira","manually",36,-4,92,98.8736567544662
"sub-058","ses-1","run-02","P7","Cathode1","Network","full-automated",31.58186038,-4.48790294,87.62559784,93.2512765310914
"sub-058","ses-1","run-02","P7","Cathode2","Kira","manually",69,21,39,81.9939022122987
"sub-058","ses-1","run-02","P7","Cathode2","Network","full-automated",45.45034715,26.60593622,69.91852062,87.5340472267082
"sub-058","ses-1","run-02","P7","Cathode3","Kira","manually",33,63,77,104.818891427071
"sub-058","ses-1","run-02","P7","Cathode3","Network","full-automated",24.46349289,58.66704751,70.5531322,94.9633056035348
"sub-058","ses-2","run-01","P7","Anode","Kira","manually",52,30,61,85.5862138431184
"sub-058","ses-2","run-01","P7","Anode","Network","full-automated",50.57761098,28.81125533,62.54697132,85.4418327720068
"sub-058","ses-2","run-01","P7","Cathode1","Kira","manually",45,-1,85,96.1821189203066
"sub-058","ses-2","run-01","P7","Cathode1","Network","full-automated",40.81786225,-3.15815815,81.1096523,90.8561915214768
"sub-058","ses-2","run-01","P7","Cathode2","Kira","manually",68,24,28,77.3563184232549
"sub-058","ses-2","run-01","P7","Cathode2","Network","full-automated",50.57761098,28.81125533,62.54697132,85.4418327720068
"sub-058","ses-2","run-01","P7","Cathode3","Kira","manually",35,63,72,101.87246929372
"sub-058","ses-2","run-01","P7","Cathode3","Network","full-automated",28.67311612,59.61540428,66.88570804,94.0735986104017
"sub-058","ses-2","run-02","P7","Anode","Kira","manually",53,28,63,86.9597608092387
"sub-058","ses-2","run-02","P7","Anode","Network","full-automated",51.60511887,27.13384756,63.98484994,86.5643979869349
"sub-058","ses-2","run-02","P7","Cathode1","Kira","manually",47,-4,85,97.2111104761179
"sub-058","ses-2","run-02","P7","Cathode1","Network","full-automated",41.80622199,-5.07620905,81.86080713,92.0582415613698
"sub-058","ses-2","run-02","P7","Cathode2","Kira","manually",69,22,28,77.6466354712167
"sub-058","ses-2","run-02","P7","Cathode2","Network","full-automated",51.60511887,27.13384756,63.98484994,86.5643979869349
"sub-058","ses-2","run-02","P7","Cathode3","Kira","manually",36,61,74,102.435345462394
"sub-058","ses-2","run-02","P7","Cathode3","Network","full-automated",29.63397322,57.61871869,69.00105332,94.6532327580549
"sub-058","ses-3","run-01","P7","Anode","Kira","manually",52,44,66,94.847245611035
"sub-058","ses-3","run-01","P7","Anode","Network","full-automated",46.09330814,41.0849052,63.92023908,88.8727149052303
"sub-058","ses-3","run-01","P7","Cathode1","Kira","manually",38,14,87,95.9635347410671
"sub-058","ses-3","run-01","P7","Cathode1","Network","full-automated",33.65624061,12.00382035,83.87096644,91.1656363251686
"sub-058","ses-3","run-01","P7","Cathode2","Kira","manually",65,32,32,79.2022726946645
"sub-058","ses-3","run-01","P7","Cathode2","Network","full-automated",46.09330814,41.0849052,63.92023908,88.8727149052303
"sub-058","ses-3","run-01","P7","Cathode3","Kira","manually",26,73,67,102.440226473783
"sub-058","ses-3","run-01","P7","Cathode3","Network","full-automated",22.01741597,68.73701033,61.96028022,95.1242320339222
"sub-058","ses-3","run-02","P7","Anode","Kira","manually",52,43,68,95.7966596494888
"sub-058","ses-3","run-02","P7","Anode","Network","full-automated",46.52194923,40.07135309,65.2499607,89.5966655070025
"sub-058","ses-3","run-02","P7","Cathode1","Kira","manually",39,12,90,98.8180145520036
"sub-058","ses-3","run-02","P7","Cathode1","Network","full-automated",34.13289145,10.74423699,85.29425566,92.4965023978107
"sub-058","ses-3","run-02","P7","Cathode2","Kira","manually",65,32,33,79.6115569499806
"sub-058","ses-3","run-02","P7","Cathode2","Network","full-automated",46.52194923,40.07135309,65.2499607,89.5966655070025
"sub-058","ses-3","run-02","P7","Cathode3","Kira","manually",27,72,69,103.315052146335
"sub-058","ses-3","run-02","P7","Cathode3","Network","full-automated",22.66544613,67.35024048,63.54868321,95.3321167220717
"sub-058","ses-4","run-01","P7","Anode","Kira","manually",54,31,61,87.1665073293636
"sub-058","ses-4","run-01","P7","Anode","Network","full-automated",51.70036278,30.38348985,60.50086419,85.184731817301
"sub-058","ses-4","run-01","P7","Cathode1","Kira","manually",42,3,86,95.7548954362125
"sub-058","ses-4","run-01","P7","Cathode1","Network","full-automated",37.23327375,1.55339107,82.67471523,90.6853804993969
"sub-058","ses-4","run-01","P7","Cathode2","Kira","manually",73,22,32,82.6861536171565
"sub-058","ses-4","run-01","P7","Cathode2","Network","full-automated",51.70036278,30.38348985,60.50086419,85.184731817301
"sub-058","ses-4","run-01","P7","Cathode3","Kira","manually",37,65,66,99.7496867163
"sub-058","ses-4","run-01","P7","Cathode3","Network","full-automated",31.89269042,63.53694729,60.29822576,93.2199731976046
"sub-058","ses-4","run-02","P7","Anode","Kira","manually",57,32,65,92.1845974119321
"sub-058","ses-4","run-02","P7","Anode","Network","full-automated",52.12877857,29.25791933,61.37347853,85.6746127250847
"sub-058","ses-4","run-02","P7","Cathode1","Kira","manually",42,1,88,97.5141015443408
"sub-058","ses-4","run-02","P7","Cathode1","Network","full-automated",37.7572243,0.0799142604,83.3074145,91.4644175830379
"sub-058","ses-4","run-02","P7","Cathode2","Kira","manually",74,22,32,83.5703296631047
"sub-058","ses-4","run-02","P7","Cathode2","Network","full-automated",52.12877857,29.25791933,61.37347853,85.6746127250847
"sub-058","ses-4","run-02","P7","Cathode3","Kira","manually",38,64,67,100.144895027156
"sub-058","ses-4","run-02","P7","Cathode3","Network","full-automated",31.44008628,62.80134574,62.47355094,93.9969819680485
"sub-059","ses-1","run-01",NA,"Anode","Network","full-automated",-65.80137981,-70.54536066,8.83179956,96.8734751055074
"sub-059","ses-1","run-01",NA,"Cathode1","Network","full-automated",-67.2860073,-55.81863313,47.07270438,99.2923263929497
"sub-059","ses-1","run-01",NA,"Cathode2","Network","full-automated",-64.82678374,-16.1126818,46.98781788,81.6699787803623
"sub-059","ses-1","run-01",NA,"Cathode3","Network","full-automated",-49.26666626,-70.17454219,71.37176431,111.559847242063
